window,quantile,barrier,horizon,entry_timestamp,exit_timestamp,pnl_points,pnl_R,exit_reason,holding_bars
3,0.7,0.67R,15,2025-08-19 14:16:00-04:00,2025-08-19 14:28:00-04:00,13.4,0.67,target,12
3,0.7,0.67R,15,2025-08-19 14:52:00-04:00,2025-08-19 15:02:00-04:00,13.4,0.67,target,10
3,0.7,0.67R,15,2025-08-19 15:15:00-04:00,2025-08-19 15:25:00-04:00,-20.0,-1.0,stop,10
3,0.7,0.67R,15,2025-08-20 10:29:00-04:00,2025-08-20 10:30:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-08-20 10:31:00-04:00,2025-08-20 10:41:00-04:00,13.4,0.67,target,10
3,0.7,0.67R,15,2025-08-20 10:44:00-04:00,2025-08-20 10:46:00-04:00,-20.0,-1.0,stop,2
3,0.7,0.67R,15,2025-08-20 10:55:00-04:00,2025-08-20 11:01:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-08-20 11:54:00-04:00,2025-08-20 12:02:00-04:00,-20.0,-1.0,stop,8
3,0.7,0.67R,15,2025-08-20 12:54:00-04:00,2025-08-20 12:56:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-20 14:02:00-04:00,2025-08-20 14:03:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-08-20 14:08:00-04:00,2025-08-20 14:11:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-08-20 14:17:00-04:00,2025-08-20 14:20:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-08-20 14:21:00-04:00,2025-08-20 14:23:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-20 14:29:00-04:00,2025-08-20 14:34:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.67R,15,2025-08-20 16:09:00-04:00,2025-08-20 16:24:00-04:00,7.0,0.35,timeout,15
3,0.7,0.67R,15,2025-08-20 16:25:00-04:00,2025-08-20 16:40:00-04:00,-2.75,-0.1375,timeout,15
3,0.7,0.67R,15,2025-08-21 10:44:00-04:00,2025-08-21 10:47:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-08-21 10:48:00-04:00,2025-08-21 10:50:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-21 10:51:00-04:00,2025-08-21 10:55:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.67R,15,2025-08-21 11:06:00-04:00,2025-08-21 11:12:00-04:00,13.4,0.67,target,6
3,0.7,0.67R,15,2025-08-21 11:13:00-04:00,2025-08-21 11:15:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-21 11:16:00-04:00,2025-08-21 11:18:00-04:00,-20.0,-1.0,stop,2
3,0.7,0.67R,15,2025-08-21 11:19:00-04:00,2025-08-21 11:24:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.67R,15,2025-08-21 11:56:00-04:00,2025-08-21 12:02:00-04:00,13.4,0.67,target,6
3,0.7,0.67R,15,2025-08-21 12:03:00-04:00,2025-08-21 12:05:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-21 12:10:00-04:00,2025-08-21 12:14:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.67R,15,2025-08-21 12:15:00-04:00,2025-08-21 12:27:00-04:00,13.4,0.67,target,12
3,0.7,0.67R,15,2025-08-21 12:48:00-04:00,2025-08-21 12:53:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.67R,15,2025-08-21 13:16:00-04:00,2025-08-21 13:17:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-08-21 13:18:00-04:00,2025-08-21 13:20:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-21 13:21:00-04:00,2025-08-21 13:23:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-21 13:24:00-04:00,2025-08-21 13:30:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-08-21 16:07:00-04:00,2025-08-21 16:19:00-04:00,-20.0,-1.0,stop,12
3,0.7,0.67R,15,2025-08-22 11:41:00-04:00,2025-08-22 11:49:00-04:00,13.4,0.67,target,8
3,0.7,0.67R,15,2025-08-22 11:54:00-04:00,2025-08-22 11:58:00-04:00,13.4,0.67,target,4
3,0.7,0.67R,15,2025-08-22 12:07:00-04:00,2025-08-22 12:13:00-04:00,13.4,0.67,target,6
3,0.7,0.67R,15,2025-08-22 12:53:00-04:00,2025-08-22 12:57:00-04:00,13.4,0.67,target,4
3,0.7,0.67R,15,2025-08-25 16:05:00-04:00,2025-08-25 16:20:00-04:00,-3.5,-0.175,timeout,15
3,0.7,0.67R,15,2025-08-26 11:51:00-04:00,2025-08-26 11:54:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-08-28 11:44:00-04:00,2025-08-28 11:59:00-04:00,-8.75,-0.4375,timeout,15
3,0.7,0.67R,15,2025-08-28 12:06:00-04:00,2025-08-28 12:13:00-04:00,-20.0,-1.0,stop,7
3,0.7,0.67R,15,2025-08-28 16:11:00-04:00,2025-08-28 16:26:00-04:00,1.0,0.05,timeout,15
3,0.7,0.67R,15,2025-08-29 10:10:00-04:00,2025-08-29 10:11:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-08-29 10:12:00-04:00,2025-08-29 10:14:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-08-29 10:15:00-04:00,2025-08-29 10:16:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-08-29 10:17:00-04:00,2025-08-29 10:18:00-04:00,-20.0,-1.0,stop,1
3,0.7,0.67R,15,2025-08-29 10:19:00-04:00,2025-08-29 10:20:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-08-29 10:27:00-04:00,2025-08-29 10:29:00-04:00,-20.0,-1.0,stop,2
3,0.7,0.67R,15,2025-08-29 10:51:00-04:00,2025-08-29 10:57:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-08-29 10:58:00-04:00,2025-08-29 11:01:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-08-29 11:02:00-04:00,2025-08-29 11:09:00-04:00,-20.0,-1.0,stop,7
3,0.7,0.67R,15,2025-08-29 11:47:00-04:00,2025-08-29 11:51:00-04:00,13.4,0.67,target,4
3,0.7,0.67R,15,2025-08-29 11:52:00-04:00,2025-08-29 11:59:00-04:00,13.4,0.67,target,7
3,0.7,0.67R,15,2025-08-29 16:33:00-04:00,2025-08-29 16:48:00-04:00,3.0,0.15,timeout,15
3,0.7,0.67R,15,2025-09-02 10:43:00-04:00,2025-09-02 10:46:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-02 10:47:00-04:00,2025-09-02 10:48:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-02 10:49:00-04:00,2025-09-02 11:01:00-04:00,-20.0,-1.0,stop,12
3,0.7,0.67R,15,2025-09-02 11:05:00-04:00,2025-09-02 11:07:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-02 11:08:00-04:00,2025-09-02 11:15:00-04:00,13.4,0.67,target,7
3,0.7,0.67R,15,2025-09-02 11:16:00-04:00,2025-09-02 11:19:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-02 11:20:00-04:00,2025-09-02 11:33:00-04:00,13.4,0.67,target,13
3,0.7,0.67R,15,2025-09-02 11:34:00-04:00,2025-09-02 11:36:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-02 11:41:00-04:00,2025-09-02 11:51:00-04:00,13.4,0.67,target,10
3,0.7,0.67R,15,2025-09-02 14:10:00-04:00,2025-09-02 14:21:00-04:00,13.4,0.67,target,11
3,0.7,0.67R,15,2025-09-03 11:19:00-04:00,2025-09-03 11:22:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-03 11:23:00-04:00,2025-09-03 11:26:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-03 11:45:00-04:00,2025-09-03 11:48:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-03 12:49:00-04:00,2025-09-03 12:51:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-03 12:52:00-04:00,2025-09-03 12:58:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-09-03 14:07:00-04:00,2025-09-03 14:09:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-03 14:10:00-04:00,2025-09-03 14:23:00-04:00,13.4,0.67,target,13
3,0.7,0.67R,15,2025-09-03 14:24:00-04:00,2025-09-03 14:25:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-03 14:32:00-04:00,2025-09-03 14:44:00-04:00,-20.0,-1.0,stop,12
3,0.7,0.67R,15,2025-09-04 10:04:00-04:00,2025-09-04 10:06:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-04 10:07:00-04:00,2025-09-04 10:13:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-09-04 10:15:00-04:00,2025-09-04 10:16:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-04 10:17:00-04:00,2025-09-04 10:20:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-05 10:11:00-04:00,2025-09-05 10:12:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-05 10:13:00-04:00,2025-09-05 10:14:00-04:00,-20.0,-1.0,stop,1
3,0.7,0.67R,15,2025-09-05 10:15:00-04:00,2025-09-05 10:17:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-05 10:18:00-04:00,2025-09-05 10:19:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-05 10:34:00-04:00,2025-09-05 10:35:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-05 10:36:00-04:00,2025-09-05 10:37:00-04:00,-20.0,-1.0,stop,1
3,0.7,0.67R,15,2025-09-05 10:38:00-04:00,2025-09-05 10:39:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-05 11:04:00-04:00,2025-09-05 11:07:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-05 11:08:00-04:00,2025-09-05 11:09:00-04:00,-20.0,-1.0,stop,1
3,0.7,0.67R,15,2025-09-05 11:10:00-04:00,2025-09-05 11:11:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-05 12:04:00-04:00,2025-09-05 12:07:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-05 12:08:00-04:00,2025-09-05 12:09:00-04:00,-20.0,-1.0,stop,1
3,0.7,0.67R,15,2025-09-05 13:52:00-04:00,2025-09-05 14:06:00-04:00,-20.0,-1.0,stop,14
3,0.7,0.67R,15,2025-09-08 10:20:00-04:00,2025-09-08 10:27:00-04:00,-20.0,-1.0,stop,7
3,0.7,0.67R,15,2025-09-08 13:13:00-04:00,2025-09-08 13:25:00-04:00,-20.0,-1.0,stop,12
3,0.7,0.67R,15,2025-09-09 10:40:00-04:00,2025-09-09 10:44:00-04:00,13.4,0.67,target,4
3,0.7,0.67R,15,2025-09-09 10:51:00-04:00,2025-09-09 10:53:00-04:00,-20.0,-1.0,stop,2
3,0.7,0.67R,15,2025-09-10 09:59:00-04:00,2025-09-10 10:01:00-04:00,-20.0,-1.0,stop,2
3,0.7,0.67R,15,2025-09-10 15:27:00-04:00,2025-09-10 15:33:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-09-11 16:05:00-04:00,2025-09-11 16:20:00-04:00,-1.0,-0.05,timeout,15
3,0.7,0.67R,15,2025-09-11 16:21:00-04:00,2025-09-11 16:36:00-04:00,-1.25,-0.0625,timeout,15
3,0.7,0.67R,15,2025-09-15 16:30:00-04:00,2025-09-15 16:45:00-04:00,-12.0,-0.6,timeout,15
3,0.7,0.67R,15,2025-09-16 09:56:00-04:00,2025-09-16 09:58:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-16 09:59:00-04:00,2025-09-16 10:13:00-04:00,13.4,0.67,target,14
3,0.7,0.67R,15,2025-09-16 15:38:00-04:00,2025-09-16 15:51:00-04:00,-20.0,-1.0,stop,13
3,0.7,0.67R,15,2025-09-17 10:00:00-04:00,2025-09-17 10:02:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-17 10:07:00-04:00,2025-09-17 10:22:00-04:00,-2.25,-0.1125,timeout,15
3,0.7,0.67R,15,2025-09-17 10:23:00-04:00,2025-09-17 10:28:00-04:00,13.4,0.67,target,5
3,0.7,0.67R,15,2025-09-17 10:29:00-04:00,2025-09-17 10:34:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.67R,15,2025-09-17 11:00:00-04:00,2025-09-17 11:06:00-04:00,13.4,0.67,target,6
3,0.7,0.67R,15,2025-09-17 15:57:00-04:00,2025-09-17 16:00:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-18 11:48:00-04:00,2025-09-18 11:51:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-18 16:15:00-04:00,2025-09-18 16:30:00-04:00,-17.25,-0.8625,timeout,15
3,0.7,0.67R,15,2025-09-19 10:20:00-04:00,2025-09-19 10:24:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.67R,15,2025-09-19 10:39:00-04:00,2025-09-19 10:45:00-04:00,13.4,0.67,target,6
3,0.7,0.67R,15,2025-09-19 10:46:00-04:00,2025-09-19 10:48:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-19 11:07:00-04:00,2025-09-19 11:16:00-04:00,13.4,0.67,target,9
3,0.7,0.67R,15,2025-09-19 11:19:00-04:00,2025-09-19 11:25:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-09-23 10:00:00-04:00,2025-09-23 10:07:00-04:00,-20.0,-1.0,stop,7
3,0.7,0.67R,15,2025-09-23 14:19:00-04:00,2025-09-23 14:24:00-04:00,13.4,0.67,target,5
3,0.7,0.67R,15,2025-09-23 16:33:00-04:00,2025-09-23 16:48:00-04:00,-3.75,-0.1875,timeout,15
3,0.7,0.67R,15,2025-09-24 09:47:00-04:00,2025-09-24 09:50:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-24 09:58:00-04:00,2025-09-24 10:04:00-04:00,-20.0,-1.0,stop,6
3,0.7,0.67R,15,2025-09-24 10:44:00-04:00,2025-09-24 10:48:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.67R,15,2025-09-24 11:07:00-04:00,2025-09-24 11:11:00-04:00,13.4,0.67,target,4
3,0.7,0.67R,15,2025-09-24 11:12:00-04:00,2025-09-24 11:23:00-04:00,-20.0,-1.0,stop,11
3,0.7,0.67R,15,2025-09-24 12:04:00-04:00,2025-09-24 12:06:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-24 12:07:00-04:00,2025-09-24 12:10:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-24 12:11:00-04:00,2025-09-24 12:13:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-24 12:58:00-04:00,2025-09-24 13:08:00-04:00,-20.0,-1.0,stop,10
3,0.7,0.67R,15,2025-09-25 09:57:00-04:00,2025-09-25 09:58:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-25 09:59:00-04:00,2025-09-25 10:01:00-04:00,-20.0,-1.0,stop,2
3,0.7,0.67R,15,2025-09-25 11:08:00-04:00,2025-09-25 11:12:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.67R,15,2025-09-25 11:27:00-04:00,2025-09-25 11:31:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.67R,15,2025-09-25 12:40:00-04:00,2025-09-25 12:41:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-25 12:48:00-04:00,2025-09-25 12:55:00-04:00,13.4,0.67,target,7
3,0.7,0.67R,15,2025-09-25 12:56:00-04:00,2025-09-25 13:11:00-04:00,-6.5,-0.325,timeout,15
3,0.7,0.67R,15,2025-09-25 13:32:00-04:00,2025-09-25 13:37:00-04:00,13.4,0.67,target,5
3,0.7,0.67R,15,2025-09-25 13:38:00-04:00,2025-09-25 13:43:00-04:00,13.4,0.67,target,5
3,0.7,0.67R,15,2025-09-25 13:44:00-04:00,2025-09-25 13:50:00-04:00,13.4,0.67,target,6
3,0.7,0.67R,15,2025-09-25 13:56:00-04:00,2025-09-25 13:57:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-25 15:37:00-04:00,2025-09-25 15:52:00-04:00,-5.75,-0.2875,timeout,15
3,0.7,0.67R,15,2025-09-26 10:07:00-04:00,2025-09-26 10:08:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-26 10:09:00-04:00,2025-09-26 10:12:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-26 10:13:00-04:00,2025-09-26 10:14:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-26 10:15:00-04:00,2025-09-26 10:16:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-26 10:17:00-04:00,2025-09-26 10:22:00-04:00,13.4,0.67,target,5
3,0.7,0.67R,15,2025-09-26 10:23:00-04:00,2025-09-26 10:26:00-04:00,13.4,0.67,target,3
3,0.7,0.67R,15,2025-09-26 10:27:00-04:00,2025-09-26 10:30:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-26 10:31:00-04:00,2025-09-26 10:33:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-26 10:34:00-04:00,2025-09-26 10:37:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-26 10:51:00-04:00,2025-09-26 10:52:00-04:00,-20.0,-1.0,stop,1
3,0.7,0.67R,15,2025-09-26 11:11:00-04:00,2025-09-26 11:13:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-26 11:14:00-04:00,2025-09-26 11:16:00-04:00,13.4,0.67,target,2
3,0.7,0.67R,15,2025-09-26 11:58:00-04:00,2025-09-26 11:59:00-04:00,13.4,0.67,target,1
3,0.7,0.67R,15,2025-09-26 12:04:00-04:00,2025-09-26 12:07:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-26 12:12:00-04:00,2025-09-26 12:15:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.67R,15,2025-09-26 14:11:00-04:00,2025-09-26 14:16:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.75R,5,2025-06-27 10:34:00-04:00,2025-06-27 10:38:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.75R,5,2025-06-27 11:01:00-04:00,2025-06-27 11:05:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.75R,5,2025-06-27 14:05:00-04:00,2025-06-27 14:10:00-04:00,-1.75,-0.0875,timeout,5
3,0.7,0.75R,5,2025-06-27 14:12:00-04:00,2025-06-27 14:14:00-04:00,15.0,0.75,target,2
3,0.7,0.75R,5,2025-06-27 14:42:00-04:00,2025-06-27 14:43:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-06-27 14:50:00-04:00,2025-06-27 14:53:00-04:00,15.0,0.75,target,3
3,0.7,0.75R,5,2025-06-27 14:58:00-04:00,2025-06-27 15:03:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.75R,5,2025-06-27 16:29:00-04:00,2025-06-27 16:34:00-04:00,-3.25,-0.1625,timeout,5
3,0.7,0.75R,5,2025-06-30 16:13:00-04:00,2025-06-30 16:14:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-06-30 16:19:00-04:00,2025-06-30 16:24:00-04:00,5.0,0.25,timeout,5
3,0.7,0.75R,5,2025-06-30 16:25:00-04:00,2025-06-30 16:30:00-04:00,-6.5,-0.325,timeout,5
3,0.7,0.75R,5,2025-07-01 10:32:00-04:00,2025-07-01 10:34:00-04:00,15.0,0.75,target,2
3,0.7,0.75R,5,2025-07-01 10:43:00-04:00,2025-07-01 10:47:00-04:00,15.0,0.75,target,4
3,0.7,0.75R,5,2025-07-01 10:53:00-04:00,2025-07-01 10:58:00-04:00,15.0,0.75,target,5
3,0.7,0.75R,5,2025-07-01 10:59:00-04:00,2025-07-01 11:02:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.75R,5,2025-07-01 11:14:00-04:00,2025-07-01 11:19:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.75R,5,2025-07-01 12:05:00-04:00,2025-07-01 12:10:00-04:00,-12.75,-0.6375,timeout,5
3,0.7,0.75R,5,2025-07-01 13:38:00-04:00,2025-07-01 13:43:00-04:00,-10.25,-0.5125,timeout,5
3,0.7,0.75R,5,2025-07-01 15:58:00-04:00,2025-07-01 16:00:00-04:00,15.0,0.75,target,2
3,0.7,0.75R,5,2025-07-01 16:05:00-04:00,2025-07-01 16:10:00-04:00,2.0,0.1,timeout,5
3,0.7,0.75R,5,2025-07-01 16:11:00-04:00,2025-07-01 16:16:00-04:00,-1.5,-0.075,timeout,5
3,0.7,0.75R,5,2025-07-01 16:17:00-04:00,2025-07-01 16:22:00-04:00,-4.25,-0.2125,timeout,5
3,0.7,0.75R,5,2025-07-01 16:23:00-04:00,2025-07-01 16:28:00-04:00,0.25,0.0125,timeout,5
3,0.7,0.75R,5,2025-07-02 11:33:00-04:00,2025-07-02 11:38:00-04:00,-13.25,-0.6625,timeout,5
3,0.7,0.75R,5,2025-07-02 16:28:00-04:00,2025-07-02 16:33:00-04:00,-3.75,-0.1875,timeout,5
3,0.7,0.75R,5,2025-07-04 11:24:00-04:00,2025-07-04 11:29:00-04:00,-5.25,-0.2625,timeout,5
3,0.7,0.75R,5,2025-07-07 10:01:00-04:00,2025-07-07 10:03:00-04:00,15.0,0.75,target,2
3,0.7,0.75R,5,2025-07-07 10:14:00-04:00,2025-07-07 10:16:00-04:00,15.0,0.75,target,2
3,0.7,0.75R,5,2025-07-07 10:56:00-04:00,2025-07-07 10:57:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-07-07 12:44:00-04:00,2025-07-07 12:49:00-04:00,15.0,0.75,target,5
3,0.7,0.75R,5,2025-07-07 12:50:00-04:00,2025-07-07 12:51:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-07-07 12:58:00-04:00,2025-07-07 13:03:00-04:00,-5.75,-0.2875,timeout,5
3,0.7,0.75R,5,2025-07-07 13:04:00-04:00,2025-07-07 13:09:00-04:00,-16.25,-0.8125,timeout,5
3,0.7,0.75R,5,2025-07-07 13:41:00-04:00,2025-07-07 13:44:00-04:00,15.0,0.75,target,3
3,0.7,0.75R,5,2025-07-07 13:45:00-04:00,2025-07-07 13:50:00-04:00,-7.5,-0.375,timeout,5
3,0.7,0.75R,5,2025-07-07 13:51:00-04:00,2025-07-07 13:56:00-04:00,0.5,0.025,timeout,5
3,0.7,0.75R,5,2025-07-07 14:35:00-04:00,2025-07-07 14:40:00-04:00,-15.75,-0.7875,timeout,5
3,0.7,0.75R,5,2025-07-07 16:26:00-04:00,2025-07-07 16:31:00-04:00,1.0,0.05,timeout,5
3,0.7,0.75R,5,2025-07-07 16:50:00-04:00,2025-07-07 16:55:00-04:00,-11.75,-0.5875,timeout,5
3,0.7,0.75R,5,2025-07-08 10:11:00-04:00,2025-07-08 10:12:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-07-08 10:13:00-04:00,2025-07-08 10:18:00-04:00,-7.25,-0.3625,timeout,5
3,0.7,0.75R,5,2025-07-08 10:20:00-04:00,2025-07-08 10:25:00-04:00,15.0,0.75,target,5
3,0.7,0.75R,5,2025-07-08 12:54:00-04:00,2025-07-08 12:59:00-04:00,0.25,0.0125,timeout,5
3,0.7,0.75R,5,2025-07-08 13:01:00-04:00,2025-07-08 13:06:00-04:00,0.75,0.0375,timeout,5
3,0.7,0.75R,5,2025-07-08 13:09:00-04:00,2025-07-08 13:14:00-04:00,5.5,0.275,timeout,5
3,0.7,0.75R,5,2025-07-09 10:43:00-04:00,2025-07-09 10:48:00-04:00,12.5,0.625,timeout,5
3,0.7,0.75R,5,2025-07-09 10:53:00-04:00,2025-07-09 10:58:00-04:00,6.75,0.3375,timeout,5
3,0.7,0.75R,5,2025-07-09 10:59:00-04:00,2025-07-09 11:02:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.75R,5,2025-07-09 11:05:00-04:00,2025-07-09 11:07:00-04:00,15.0,0.75,target,2
3,0.7,0.75R,5,2025-07-09 11:08:00-04:00,2025-07-09 11:13:00-04:00,-8.75,-0.4375,timeout,5
3,0.7,0.75R,5,2025-07-09 11:14:00-04:00,2025-07-09 11:17:00-04:00,15.0,0.75,target,3
3,0.7,0.75R,5,2025-07-09 11:19:00-04:00,2025-07-09 11:21:00-04:00,-20.0,-1.0,stop,2
3,0.7,0.75R,5,2025-07-09 12:11:00-04:00,2025-07-09 12:14:00-04:00,15.0,0.75,target,3
3,0.7,0.75R,5,2025-07-09 12:15:00-04:00,2025-07-09 12:20:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.75R,5,2025-07-09 16:44:00-04:00,2025-07-09 16:49:00-04:00,-1.25,-0.0625,timeout,5
3,0.7,0.75R,5,2025-07-10 09:58:00-04:00,2025-07-10 09:59:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-07-10 10:07:00-04:00,2025-07-10 10:11:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.75R,5,2025-07-10 10:12:00-04:00,2025-07-10 10:13:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-07-10 10:14:00-04:00,2025-07-10 10:19:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.75R,5,2025-07-10 10:26:00-04:00,2025-07-10 10:29:00-04:00,-20.0,-1.0,stop,3
3,0.7,0.75R,5,2025-07-11 09:44:00-04:00,2025-07-11 09:48:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.75R,5,2025-07-11 12:12:00-04:00,2025-07-11 12:17:00-04:00,-20.0,-1.0,stop,5
3,0.7,0.75R,5,2025-07-11 16:02:00-04:00,2025-07-11 16:07:00-04:00,-3.0,-0.15,timeout,5
3,0.7,0.75R,5,2025-07-11 16:08:00-04:00,2025-07-11 16:13:00-04:00,7.25,0.3625,timeout,5
3,0.7,0.75R,5,2025-07-11 16:14:00-04:00,2025-07-11 16:19:00-04:00,2.75,0.1375,timeout,5
3,0.7,0.75R,5,2025-07-11 16:20:00-04:00,2025-07-11 16:25:00-04:00,-1.0,-0.05,timeout,5
3,0.7,0.75R,5,2025-07-11 16:27:00-04:00,2025-07-11 16:32:00-04:00,-9.25,-0.4625,timeout,5
3,0.7,0.75R,5,2025-07-15 09:59:00-04:00,2025-07-15 10:01:00-04:00,15.0,0.75,target,2
3,0.7,0.75R,5,2025-07-15 10:02:00-04:00,2025-07-15 10:06:00-04:00,-20.0,-1.0,stop,4
3,0.7,0.75R,5,2025-07-15 10:41:00-04:00,2025-07-15 10:46:00-04:00,-5.75,-0.2875,timeout,5
3,0.7,0.75R,5,2025-07-15 10:51:00-04:00,2025-07-15 10:52:00-04:00,15.0,0.75,target,1
3,0.7,0.75R,5,2025-07-15 10:57:00-04:00,2025-07-15 11:02:00-04:00,-8.5,-0.425,timeout,5
3,0.7,0.75R,5,2025-07-15 11:03:00-04:00,2025-07-15 11:08:00-04:00,-3.5,-0.175,timeout,5
3,0.7,0.75R,5,2025-07-15 13:10:00-04:00,2025-07-15 13:15:00-04:00,1.25,0.0625,timeout,5
