entry_timestamp,exit_timestamp,window,hmm_state,setup_quality,setup_quality_bucket,volatility,volatility_percentile,volatility_bucket,pnl_R,pnl_points,exit_reason,holding_bars,past_return_30,past_return_30_quality,directional_pressure_30,directional_pressure_30_quality,close_location_30,close_location_30_quality,normalized_momentum_30,normalized_momentum_30_quality
2024-12-27 12:10:00-05:00,2024-12-27 12:18:00-05:00,1,2,0.7871957504662784,60-80%,0.0025905574921434027,0.8331710312760451,80-100%,1.3,26.0,target,8,-0.004234351197994554,0.8834768794161341,-0.37728077510004754,1.0,0.09523809523809523,0.2653061224489796,-1.6345328026250796,1.0
2024-12-27 12:20:00-05:00,2024-12-27 12:24:00-05:00,1,2,0.31475547188250974,20-40%,0.002582543652984773,0.8314515067772075,80-100%,-1.0,-20.0,stop,4,-0.0030499366904672945,0.38445041943767955,-0.2812024085145832,0.41294452230470646,0.12448132780082988,0.039715471250740896,-1.1809816600553227,0.4219114745369119
2024-12-27 15:20:00-05:00,2024-12-27 15:35:00-05:00,1,2,0.3528418931142805,20-40%,0.001967013079938889,0.6508137035574856,60-80%,-0.2,-4.0,timeout,15,-0.0021926190638743,0.023238886180614912,-0.263458382868445,0.2996126849192352,0.03,0.7685714285714286,-1.1146947044919602,0.31994457278584315
2024-12-30 09:49:00-05:00,2024-12-30 09:51:00-05:00,1,2,0.714848575663588,60-80%,0.003107237538080662,0.9114444883098654,80-100%,-1.0,-20.0,stop,2,-0.003771725543593708,0.6885599469202217,-0.3398904349850139,0.7877874133748417,0.011592434411226357,0.9105726488276824,-1.2138516921765496,0.4724742935316059
2024-12-30 15:37:00-05:00,2024-12-30 15:41:00-05:00,1,2,0.3962604985754962,20-40%,0.002145981958059868,0.7172917489143308,60-80%,-1.0,-20.0,stop,4,-0.0023215850773761304,0.07757582039270342,-0.2538240940286278,0.23807807727756686,0.0,1.0,-1.0818287957439405,0.26938809663171465
2024-12-30 15:47:00-05:00,2024-12-30 15:51:00-05:00,1,2,0.37412573272872984,20-40%,0.0021790098457851793,0.7284247927358863,60-80%,-1.0,-20.0,stop,4,-0.002810745135919725,0.28367242831714284,-0.31242370817540743,0.6123562751215582,0.1282051282051282,0.010989010989011021,-1.2899185110872722,0.5894852164872073
2024-12-30 16:07:00-05:00,2024-12-30 16:14:00-05:00,1,2,0.8135618567503826,80-100%,0.003089887578115247,0.909751283063561,80-100%,-1.0,-20.0,stop,7,-0.004244103548042171,0.8875858131465164,-0.31808806341401075,0.6485347500402217,0.0,1.0,-1.373546266893945,0.7181268638147925
2024-12-31 11:02:00-05:00,2024-12-31 11:04:00-05:00,1,2,0.35553630917276774,20-40%,0.0028468151121975355,0.8783304820809755,80-100%,1.3,26.0,target,2,-0.0027228280431988295,0.2466305352355552,-0.23204856893156708,0.09899688350007516,0.0,1.0,-0.9564470946962914,0.07651781795544071
2024-12-31 11:05:00-05:00,2024-12-31 11:11:00-05:00,1,2,0.3480812508613578,20-40%,0.002599325178785619,0.8349168750274159,80-100%,-1.0,-20.0,stop,6,-0.0026044604856659617,0.19675902248682808,-0.22422277530137968,0.04901321075320445,0.0,1.0,-1.0019756307991992,0.14655277020539872
2024-12-31 11:12:00-05:00,2024-12-31 11:18:00-05:00,1,2,0.37189650702834265,20-40%,0.0025637553208195133,0.8274071149712682,80-100%,-1.0,-20.0,stop,6,-0.0027505700913870047,0.25831902436829923,-0.24536557596672393,0.18405316699896868,0.02727272727272727,0.7896103896103897,-1.0728676286112107,0.25560344713571326
2024-12-31 11:19:00-05:00,2024-12-31 11:21:00-05:00,1,2,0.2622245624249659,20-40%,0.002711068101091943,0.8563495196736413,80-100%,1.3,26.0,target,2,-0.0028062474217674044,0.2817774174428557,-0.22602299302237389,0.06051127698027628,0.06363636363636363,0.5090909090909091,-1.0351076834392783,0.19751864618582238
