model,tail_percent,rr,horizon,probability_threshold,windows,total_trades,median_WR,mean_WR,median_R,mean_R,median_PF,mean_PF,total_R,worst_DD,worst_streak
baseline,15.000000000000002,1.25,15,0.0,4,832,0.5048669142680284,0.4952929527109011,0.13486706084880362,0.11065638395975536,1.285896203117195,1.2446467441340952,98.66250000000001,-13.2375,9
xgboost,9.999999999999998,1.2,15,0.5,4,199,0.515766582094962,0.49677217993636985,0.13468648060891625,0.09289879586001368,1.28944099378882,1.2279372801111932,23.2,-10.0,7
baseline,15.000000000000002,1.35,10,0.0,4,828,0.47796940044331515,0.480902998641504,0.13461507271449427,0.0931540292606286,1.2831835071006963,1.2163548374425281,87.76250000000002,-14.975,7
baseline,15.000000000000002,1.25,12,0.0,4,839,0.5095330369037526,0.5003401298998511,0.1338915595890616,0.10777509493019605,1.3076395771492146,1.244781421203785,99.21249999999999,-12.675,7
xgboost,19.999999999999996,1.3,12,0.58,4,93,0.4928698752228164,0.5004031915796622,0.13360071301247775,0.15092734063322302,1.2684027777777778,1.3275347222222222,10.500000000000002,-7.0,7
xgboost,17.500000000000004,1.25,10,0.56,4,140,0.5034562211981567,0.4847002468219886,0.13277649769585254,0.09057555534947426,1.3154761904761905,1.2578801406926408,13.0,-6.5,6
baseline,15.000000000000002,1.3,15,0.0,4,818,0.4941663093196112,0.48606272868215195,0.13238569361063465,0.10646841201132291,1.275484003019053,1.2322012510978662,94.175,-12.587499999999999,9
xgboost,17.500000000000004,1.25,15,0.52,4,202,0.5027472527472527,0.5096627510420614,0.1311813186813187,0.14674118984463813,1.2638888888888888,1.4131944444444444,27.5,-10.0,6
xgboost,12.5,1.35,12,0.6,4,45,0.48125,0.515625,0.13093750000000004,0.21171875,1.3178571428571428,1.853159340659341,4.3500000000000005,-4.300000000000001,5
xgboost,9.999999999999998,1.25,15,0.58,4,93,0.5026315789473684,0.5013157894736842,0.13092105263157894,0.12796052631578947,1.375,1.46875,10.5,-7.75,5
xgboost,17.500000000000004,1.3,12,0.52,4,179,0.4910138248847926,0.4964226633581472,0.12933179723502305,0.14177212572373865,1.2594474153297681,1.360973707664884,23.400000000000006,-6.799999999999997,4
baseline,15.000000000000002,1.2,15,0.0,4,840,0.508938166956785,0.503324918718667,0.12844282146371,0.10306069644614071,1.282361264059388,1.230856465600647,92.41250000000001,-12.7625,9
baseline,15.000000000000002,1.25,10,0.0,4,852,0.49510906612133604,0.49364947362756834,0.12823150988411725,0.10017433559582273,1.2779644382998494,1.2342308903066959,95.17500000000001,-12.475000000000001,7
baseline,15.000000000000002,1.3,10,0.0,4,841,0.4848931466470155,0.48403161685584606,0.12793824788574235,0.0932730437967269,1.2725547890272297,1.2181140506169432,88.9875,-12.875,7
xgboost,12.5,1.3,15,0.58,4,67,0.49,0.4715625,0.127,0.08459375000000002,1.25,1.1723684210526317,2.000000000000001,-4.500000000000001,4
xgboost,19.999999999999996,1.35,12,0.6,4,63,0.47947454844006565,0.4147372742200328,0.12676518883415439,-0.025367405582922803,1.2436363636363637,1.043693181818182,5.150000000000003,-7.0,7
xgboost,19.999999999999996,1.3,15,0.5,4,238,0.48956546598056033,0.47869817416675076,0.12600057175528873,0.10100580058352673,1.2507142857142854,1.2133505639097744,28.8,-9.3,7
xgboost,17.500000000000004,1.3,12,0.5,4,217,0.4894077997111218,0.4706378079015379,0.12563793933558015,0.08246695817353722,1.2530555555555554,1.186161924119241,24.500000000000004,-6.600000000000001,4
xgboost,19.999999999999996,1.35,10,0.54,4,115,0.4788838612368024,0.392219708396179,0.1253770739064857,-0.07828368526897937,1.2412500000000002,1.0003125000000002,7.200000000000003,-9.0,9
xgboost,12.5,1.25,12,0.6,4,79,0.5,0.5455357142857142,0.125,0.22745535714285714,1.25,2.650462962962963,-0.25,-13.5,6
xgboost,12.5,1.25,15,0.58,4,103,0.5,0.49007936507936506,0.125,0.10267857142857142,1.25,1.240530303030303,5.0,-13.0,6
xgboost,19.999999999999996,1.25,15,0.6,4,83,0.5,0.475,0.125,0.06875,1.25,1.1458333333333335,9.25,-7.0,6
xgboost,19.999999999999996,1.35,10,0.5,4,191,0.4785610465116279,0.4619220326897762,0.12461845930232562,0.08551677682097414,1.2399064171122998,1.16995320855615,22.85000000000001,-8.549999999999999,7
xgboost,12.5,1.35,15,0.52,4,119,0.47847985347985345,0.4570970695970696,0.12442765567765571,0.07417811355311359,1.3102941176470593,1.249789915966387,10.250000000000005,-15.55,7
xgboost,19.999999999999996,1.3,15,0.58,4,99,0.48863636363636365,0.49832887700534756,0.12386363636363636,0.14615641711229946,1.2434782608695654,1.3006280193236717,11.4,-7.800000000000001,6
baseline,15.000000000000002,1.2,12,0.0,4,847,0.5139283587169233,0.5023149655345331,0.12223637462456964,0.09664460220984669,1.2837943742145068,1.22297858847166,89.65,-11.9125,7
xgboost,9.999999999999998,1.2,10,0.5,4,177,0.51,0.4667456896551724,0.122,0.026840517241379293,1.25,1.1058080808080808,16.599999999999994,-6.999999999999998,6
xgboost,17.500000000000004,1.2,10,0.6,4,84,0.51,0.49813186813186816,0.12199999999999998,0.09589010989010988,1.2499999999999998,1.2716666666666665,-0.40000000000000036,-10.199999999999998,8
xgboost,17.500000000000004,1.25,10,0.58,4,100,0.4986559139784946,0.5031389325990034,0.1219758064516129,0.1320625983477577,1.3118131868131868,1.3767399267399267,10.25,-6.5,6
baseline,15.000000000000002,1.2,10,0.0,4,863,0.5025423446252334,0.4964611404952856,0.12048421245665511,0.0876657212386214,1.264460040404814,1.208083415888205,85.1,-11.7375,7
baseline,12.5,1.25,15,0.0,4,682,0.5036014405762305,0.5092322083328414,0.12045252883762202,0.13442009306967434,1.2637993414667659,1.3015740581339061,85.8875,-11.0,7
baseline,12.5,1.3,12,0.0,4,680,0.5056414029923963,0.5022903984658951,0.12035322875554663,0.1236955537717127,1.2675905416345143,1.2817435381745144,83.4375,-10.0,7
baseline,12.5,1.3,15,0.0,4,673,0.49327771649200225,0.4940105341891056,0.11837539069681925,0.11918354027729028,1.2543552706998564,1.2647436537864898,78.77499999999999,-11.1625,7
xgboost,19.999999999999996,1.2,15,0.52,4,263,0.5081967213114754,0.5095331432644333,0.11803278688524588,0.12097291518175336,1.2406779661016951,1.2476117103235749,33.99999999999999,-7.199999999999999,5
xgboost,12.5,1.2,15,0.5,4,222,0.5081018518518519,0.5104903198653199,0.11782407407407404,0.12307870370370366,1.269733656174334,1.3251678314316488,26.599999999999994,-13.0,6
xgboost,9.999999999999998,1.25,10,0.52,4,131,0.49673202614379086,0.48927510398098634,0.11764705882352941,0.10086898395721924,1.2608695652173914,1.2777562111801242,15.25,-6.25,5
xgboost,12.5,1.2,12,0.58,4,108,0.5079365079365079,0.494061494061494,0.11746031746031743,0.08693528693528692,1.2799999999999998,1.2346428571428572,4.1999999999999975,-12.799999999999997,7
baseline,12.5,1.25,12,0.0,4,688,0.5124734777856362,0.5149307687435644,0.11654001103752759,0.1366730449333414,1.2602128871858078,1.3137409680310825,88.975,-10.375,7
baseline,12.5,1.2,15,0.0,4,688,0.5093100526268843,0.5165011355729697,0.11590513781107842,0.12774431104435968,1.2556932063840258,1.2903972012843763,83.9375,-10.362499999999997,7
xgboost,17.500000000000004,1.3,12,0.56,4,118,0.48498062015503873,0.47860142118863047,0.11545542635658917,0.10078326873385016,1.230952380952381,1.2285443722943725,10.800000000000004,-10.0,10
xgboost,19.999999999999996,1.25,15,0.54,4,186,0.4952861952861952,0.4891889913629044,0.11439393939393938,0.1006752305665349,1.2285052910052912,1.2051617364117364,14.25,-7.75,7
xgboost,12.5,1.35,10,0.54,4,98,0.47397527651268706,0.43540033666904193,0.1138418998048146,0.023190791172248593,1.2737379807692308,1.183297561813187,3.0500000000000034,-8.5,8
xgboost,19.999999999999996,1.2,12,0.52,4,250,0.5056192660550459,0.47460450482239475,0.1123623853211009,0.044129910609268394,1.231015037593985,1.1379213119004408,18.4,-8.599999999999998,6
xgboost,12.5,1.35,12,0.54,4,91,0.4732441471571906,0.4738015607580825,0.11212374581939803,0.11343366778149391,1.3161442006269595,1.3668221003134797,7.700000000000004,-10.9,5
baseline,12.5,1.35,12,0.0,4,664,0.4936696977012419,0.4931242737114744,0.11141412447331875,0.11979268591530633,1.2515496906279924,1.2715619337342698,74.81250000000001,-9.799999999999999,7
xgboost,17.500000000000004,1.2,12,0.54,4,175,0.5051020408163265,0.520377107364685,0.11122448979591837,0.144829636202307,1.225,1.4428571428571428,23.0,-9.0,5
xgboost,15.000000000000002,1.25,12,0.54,4,175,0.49365750528541225,0.4797086775958018,0.11072938689217758,0.07934452459055408,1.2447916666666667,1.2290134803921569,11.75,-10.75,6
baseline,12.5,1.25,10,0.0,4,695,0.5056277056277056,0.50287537613119,0.11069918453639385,0.12845475099835565,1.2563659235799478,1.296041653024224,84.0375,-10.875,6
baseline,17.500000000000004,1.35,10,0.0,4,986,0.4727873990650234,0.47349735972721446,0.1105447998565661,0.0786476106750063,1.227282347688063,1.1758964196412047,88.11250000000001,-13.700000000000001,10
baseline,12.5,1.3,10,0.0,4,688,0.48854087089381204,0.48914684050637747,0.11054258241758241,0.11195643237051905,1.2465549860604082,1.2547521903015264,75.7875,-11.325,6
xgboost,15.000000000000002,1.3,10,0.5,4,196,0.48277227722772276,0.4286391030407388,0.11037623762376238,-0.014130063006300639,1.226488095238095,1.0633777374586197,6.3999999999999995,-9.8,7
xgboost,9.999999999999998,1.25,10,0.56,4,98,0.49332171893147503,0.45499419279907083,0.10997386759581881,0.023736933797909407,1.2457093821510297,1.3103546910755148,10.0,-5.75,4
baseline,12.5,1.2,12,0.0,4,694,0.5164473684210527,0.5188795395492175,0.10982730263157894,0.12466779525953228,1.2470708571030704,1.2896356426035807,83.54999999999998,-8.712499999999999,7
xgboost,17.500000000000004,1.35,10,0.6,4,57,0.4722222222222222,0.5027777777777778,0.10972222222222225,0.18152777777777782,1.215,1.5075,4.100000000000001,-8.3,6
xgboost,12.5,1.35,12,0.52,4,116,0.4721549636803874,0.47417271993543175,0.10956416464891047,0.11430589184826476,1.3013513513513517,1.460675675675676,10.900000000000006,-12.500000000000002,6
xgboost,12.5,1.2,15,0.56,4,138,0.504222972972973,0.4615131958881959,0.1092905405405405,0.015329030954030917,1.254355400696864,1.1928919860627176,11.599999999999994,-10.6,5
xgboost,19.999999999999996,1.2,12,0.54,4,201,0.5040521494009866,0.46246378513820374,0.10891472868217053,0.017420327304048213,1.223242467718795,1.0979370233330819,16.799999999999994,-8.799999999999999,6
xgboost,15.000000000000002,1.3,15,0.6,4,59,0.4819078947368421,0.5980968045112782,0.10838815789473688,0.3756226503759399,1.2277777777777779,inf,5.400000000000002,-5.0,5
baseline,17.500000000000004,1.35,12,0.0,4,970,0.4792270531400966,0.47632681328333504,0.10831370772946862,0.08458590398128443,1.2200320778262723,1.1876853791987727,92.18750000000001,-13.387500000000001,10
baseline,17.500000000000004,1.35,15,0.0,4,955,0.4715480043149946,0.46353497746305977,0.10782969255663433,0.07901978594531642,1.214540127628114,1.1662501113645782,87.11250000000003,-14.937500000000004,13
xgboost,9.999999999999998,1.35,12,0.54,4,86,0.4706959706959707,0.5186813186813186,0.10613553113553115,0.218901098901099,1.216776315789474,1.7615131578947374,29.15000000000001,-4.65,4
xgboost,19.999999999999996,1.35,15,0.5,4,209,0.47058823529411764,0.46029411764705885,0.10588235294117651,0.08169117647058828,1.2000000000000002,1.1625,18.950000000000006,-9.299999999999999,6
xgboost,19.999999999999996,1.2,15,0.54,4,207,0.5026315789473684,0.4953634085213033,0.10578947368421052,0.08979949874686716,1.2127659574468086,1.1824513547917803,21.799999999999997,-6.4,5
xgboost,9.999999999999998,1.3,10,0.5,4,134,0.4806547619047619,0.47230936293436293,0.10550595238095238,0.08631153474903477,1.2205555555555554,1.2494444444444444,15.500000000000004,-9.1,8
baseline,17.500000000000004,1.25,10,0.0,4,1016,0.4914993040365878,0.4877818835083567,0.10527623013020208,0.088587831483968,1.2318620765195072,1.2017537969245193,93.6625,-12.6875,10
baseline,12.5,1.2,10,0.0,4,701,0.5048387096774194,0.5068516559923223,0.10503833950290851,0.11636875046424251,1.2361187218374183,1.2702856341127244,78.9375,-8.175,6
xgboost,17.500000000000004,1.2,10,0.56,4,151,0.5022883295194508,0.4918780417056112,0.10503432494279173,0.08213169175234471,1.2166666666666663,1.1741666666666666,7.399999999999998,-8.0,6
baseline,17.500000000000004,1.25,12,0.0,4,1001,0.4942038427333457,0.4921196913205042,0.10494967787636243,0.09251463450067499,1.2383021196654633,1.2073842119038019,96.22500000000001,-11.1,10
xgboost,19.999999999999996,1.2,15,0.5,4,322,0.5020296752519596,0.5106078608817938,0.10446528555431131,0.12333729393994633,1.2105025409373233,1.2582815734989647,38.8,-9.399999999999999,6
xgboost,17.500000000000004,1.3,10,0.52,4,166,0.48020186335403725,0.4585533126293996,0.10446428571428573,0.05467261904761906,1.2010057471264366,1.1330028735632185,13.400000000000002,-8.099999999999998,8
baseline,17.500000000000004,1.25,15,0.0,4,991,0.48835938002443885,0.48462801342391687,0.1043937713036208,0.0885671434461803,1.225539668863306,1.19072114330233,91.01249999999999,-12.5625,13
xgboost,15.000000000000002,1.25,15,0.5,4,240,0.49054224464060525,0.49214612232030264,0.10372005044136191,0.10732877522068096,1.2254901960784315,1.2377450980392157,18.75,-11.75,8
baseline,17.500000000000004,1.3,10,0.0,4,1001,0.4787975546123593,0.476215745797753,0.10269484249055721,0.07758173572764017,1.213863993579181,1.175454719769787,87.74999999999999,-11.8875,10
baseline,17.500000000000004,1.2,12,0.0,4,1012,0.5066105890165618,0.5004747009914128,0.10202443000020124,0.09004768819611303,1.2340720952184838,1.203969721049837,95.26249999999999,-11.500000000000002,10
baseline,12.5,1.35,10,0.0,4,672,0.48267326732673266,0.4805462556564935,0.10200429553264606,0.10776100153631542,1.2312824641004372,1.2443790126782552,67.56250000000001,-11.6875,6
baseline,12.5,1.35,15,0.0,4,654,0.4772727272727273,0.48382137122846786,0.10184859154929579,0.11479462063679127,1.2168351302785263,1.2530088537057484,69.4625,-10.962499999999999,7
xgboost,19.999999999999996,1.25,15,0.5,4,279,0.4895574855252275,0.4951076901310348,0.10150434243176179,0.11399230279482826,1.1989087301587302,1.2294146825396826,33.75,-7.0,7
xgboost,17.500000000000004,1.2,12,0.52,4,222,0.5,0.4895833333333333,0.09999999999999998,0.07708333333333331,1.2000000000000002,1.25,19.999999999999993,-10.799999999999999,6
xgboost,17.500000000000004,1.2,10,0.58,4,115,0.5,0.4749455337690632,0.09999999999999995,0.044880174291938954,1.2,1.113970588235294,-2.8000000000000056,-12.4,6
baseline,17.500000000000004,1.3,12,0.0,4,985,0.4840016785124184,0.4793426114081079,0.09909370164441764,0.08062357032484128,1.2034680386719216,1.1786536431345551,88.48750000000001,-12.087500000000002,10
xgboost,12.5,1.3,15,0.5,4,175,0.47772988505747127,0.4831669368307299,0.09877873563218391,0.11128395471067887,1.2270053475935827,1.2893549465240641,15.900000000000002,-11.9,6
xgboost,15.000000000000002,1.3,10,0.52,4,169,0.4777221526908636,0.4303815441816891,0.09876095118898627,-0.010122448382115054,1.2161873840445268,1.1010103586889302,3.5000000000000044,-10.8,7
xgboost,12.5,1.35,12,0.5,4,144,0.46744186046511627,0.4849114064230343,0.09848837209302329,0.13954180509413067,1.2262500000000003,1.373481104651163,13.450000000000001,-14.150000000000002,4
xgboost,17.500000000000004,1.3,12,0.58,4,94,0.4772727272727273,0.47245570929781455,0.09772727272727276,0.08664813138497353,1.1916666666666667,1.1901427962489344,7.200000000000003,-10.3,9
xgboost,17.500000000000004,1.25,15,0.54,4,161,0.4875,0.5083333333333333,0.096875,0.14375,1.189042303172738,1.327694228509446,19.0,-9.75,6
baseline,17.500000000000004,1.2,15,0.0,4,1003,0.4931913480300577,0.4936879200043337,0.09605025532444886,0.0865438860178394,1.2083985646672226,1.1880895182589164,90.27499999999999,-13.199999999999996,13
xgboost,17.500000000000004,1.25,12,0.56,4,124,0.4870426829268293,0.49781055714968914,0.09584603658536585,0.12007375358680057,1.2097953216374269,1.3273438973778533,8.75,-10.5,8
xgboost,9.999999999999998,1.2,12,0.6,4,91,0.4980694980694981,0.5502252252252252,0.09575289575289571,0.21049549549549548,1.2374999999999998,2.02275,7.999999999999997,-8.2,5
xgboost,17.500000000000004,1.25,12,0.52,4,197,0.4869801787796346,0.48237897827870624,0.09570540225417801,0.085352701127089,1.1944444444444444,1.1961805555555556,16.75,-8.0,5
xgboost,19.999999999999996,1.2,12,0.58,4,124,0.4979602243753187,0.4302987935063407,0.09551249362570115,-0.053342654286050534,1.191497975708502,1.0502944423997054,5.799999999999998,-9.799999999999999,7
xgboost,19.999999999999996,1.25,15,0.52,4,224,0.48684210526315785,0.4926879148016669,0.09539473684210525,0.10854780830375058,1.1875,1.2261029411764706,25.75,-7.75,7
baseline,17.500000000000004,1.2,10,0.0,4,1030,0.5015287579562717,0.4938606332780467,0.0953752668115301,0.08166608607489487,1.2203614860649616,1.1862370632659383,88.8125,-13.0875,10
baseline,17.500000000000004,1.3,15,0.0,4,971,0.4754981860245018,0.47141059280278297,0.09431489563068511,0.0759612548953593,1.1886377835848712,1.1616668551908806,84.15,-12.600000000000001,13
xgboost,9.999999999999998,1.25,10,0.58,4,86,0.4861111111111111,0.4409722222222222,0.09375,-0.0078125,1.1985294117647058,1.1825980392156863,6.25,-5.75,4
xgboost,19.999999999999996,1.3,15,0.52,4,180,0.4749794913863823,0.45320976864212975,0.09245283018867928,0.04238246787689845,1.1761904761904765,1.090420819490587,13.200000000000001,-8.3,8
xgboost,17.500000000000004,1.3,15,0.54,4,146,0.4748395812225599,0.4826578858493752,0.09213103681188789,0.11011313745356299,1.177328431372549,1.2761642156862745,12.7,-8.0,8
xgboost,12.5,1.25,15,0.54,4,155,0.48412698412698413,0.4896329365079365,0.08928571428571429,0.10167410714285714,1.1875,1.2407964725643896,11.5,-10.0,4
xgboost,15.000000000000002,1.25,12,0.6,4,98,0.48404255319148937,0.4493625464370145,0.08909574468085106,0.011065729483282674,1.175,1.1597402597402597,10.0,-6.75,4
xgboost,19.999999999999996,1.35,10,0.56,4,94,0.46247654784240155,0.39574043842336526,0.08681988742964358,-0.07000996970509164,1.1615259740259742,0.9956067370129871,7.050000000000003,-7.0,7
xgboost,15.000000000000002,1.25,15,0.52,4,193,0.48195876288659795,0.4824888154055631,0.08440721649484537,0.08559983466251703,1.1658653846153846,1.1988747212931994,18.5,-10.25,7
xgboost,17.500000000000004,1.2,12,0.5,4,261,0.4928571428571429,0.4779761904761905,0.0842857142857143,0.05154761904761903,1.166666666666667,1.1598550724637682,18.4,-11.399999999999999,8
xgboost,17.500000000000004,1.25,15,0.5,4,252,0.4817774936061381,0.4706867266010489,0.08399936061381075,0.05904513485235992,1.162202380952381,1.150297619047619,18.0,-12.0,8
xgboost,9.999999999999998,1.2,10,0.54,4,136,0.4921875,0.49707414215686274,0.0828125,0.09356311274509803,1.1636363636363638,1.1913419913419914,13.599999999999998,-7.999999999999998,7
xgboost,17.500000000000004,1.25,12,0.5,4,238,0.4804809052333805,0.4618922383309759,0.08108203677510609,0.0392575362446959,1.1563155136268344,1.1129419830038934,14.0,-9.75,5
xgboost,19.999999999999996,1.35,12,0.52,4,147,0.45993589743589747,0.4614867659222498,0.08084935897435902,0.08449389991728705,1.1497252747252749,1.1570304695304696,12.800000000000004,-8.899999999999999,5
xgboost,15.000000000000002,1.35,15,0.5,4,175,0.45993589743589747,0.463301282051282,0.08084935897435899,0.08875801282051285,1.1497252747252746,1.2498626373626376,22.400000000000002,-9.6,6
xgboost,12.5,1.3,15,0.52,4,145,0.4696969696969697,0.4862977602108037,0.08030303030303035,0.1184848484848485,1.1761904761904765,1.2975464576074334,11.400000000000002,-13.999999999999995,6
xgboost,19.999999999999996,1.35,15,0.52,4,166,0.4596938775510204,0.45008503401360545,0.08028061224489799,0.057699829931972826,1.1493881118881122,1.1198863636363638,10.250000000000005,-7.550000000000001,5
xgboost,9.999999999999998,1.25,10,0.54,4,114,0.48007246376811596,0.4692028985507246,0.08016304347826086,0.05570652173913043,1.1904761904761905,1.3244047619047619,9.75,-5.25,4
xgboost,17.500000000000004,1.2,15,0.5,4,300,0.49083111505471755,0.5042828344152306,0.07982845312037858,0.10942223571350734,1.1582191780821918,1.2436095890410956,29.999999999999996,-9.399999999999999,6
xgboost,17.500000000000004,1.2,10,0.52,4,216,0.4907407407407407,0.5007870370370371,0.0796296296296296,0.10173148148148145,1.157142857142857,1.2100399600399598,17.199999999999996,-6.4,6
xgboost,19.999999999999996,1.3,12,0.52,4,177,0.4692982456140351,0.4508255933952528,0.07938596491228074,0.036898864809081555,1.1578125,1.0986032196969697,13.900000000000004,-6.6000000000000005,4
xgboost,9.999999999999998,1.25,12,0.54,4,132,0.47962962962962963,0.4570350945350945,0.07916666666666668,0.028328962703962707,1.1779953917050692,1.1674947196620584,14.25,-7.25,6
xgboost,15.000000000000002,1.2,15,0.54,4,194,0.4901960784313726,0.48564981548174824,0.07843137254901959,0.06842959405984615,1.1547169811320754,1.1888290788013318,17.2,-11.0,9
xgboost,19.999999999999996,1.2,12,0.6,4,100,0.49013389711064126,0.44819194855532063,0.07829457364341082,-0.013977713178294618,1.1592391304347824,1.065333850931677,5.599999999999996,-6.0,6
baseline,19.999999999999996,1.35,15,0.0,4,1125,0.47057632608989064,0.46862149637827866,0.07788553195437983,0.06195119851687246,1.1597828795855332,1.131630126382353,73.32500000000002,-18.26250000000001,15
xgboost,9.999999999999998,1.35,10,0.58,4,62,0.45862068965517244,0.4706146926536732,0.07775862068965518,0.10594452773613193,1.1732142857142858,1.250357142857143,13.2,-4.0,4
baseline,19.999999999999996,1.35,12,0.0,4,1146,0.4697061611374408,0.4701347798585177,0.07603376494023906,0.06288954499845253,1.166942789961236,1.1372648985426426,73.83750000000002,-17.850000000000005,12
xgboost,17.500000000000004,1.2,15,0.58,4,108,0.48879716981132076,0.5174755079825835,0.07535377358490561,0.13844611756168357,1.1972350230414746,1.4736175115207373,8.599999999999996,-9.399999999999997,6
xgboost,17.500000000000004,1.25,12,0.54,4,161,0.47744360902255634,0.4766005923900661,0.07424812030075187,0.07235133287764867,1.1631944444444444,1.1604180724246513,10.0,-11.0,5
xgboost,17.500000000000004,1.2,15,0.52,4,249,0.4879032258064516,0.4906372189638319,0.07338709677419354,0.0794018817204301,1.1446153846153848,1.1790746096009255,17.199999999999996,-9.000000000000007,7
baseline,19.999999999999996,1.3,15,0.0,4,1150,0.4762369636649364,0.4749534648204051,0.07293789783640489,0.05837786027504336,1.1510343968563497,1.1248692500594335,69.63749999999999,-17.21249999999999,15
xgboost,15.000000000000002,1.3,10,0.58,4,88,0.46590909090909094,0.4492845117845118,0.07159090909090911,0.033354377104377095,1.1440000000000001,1.1666022727272727,6.300000000000002,-6.1000000000000005,6
xgboost,9.999999999999998,1.2,12,0.54,4,142,0.48706467661691544,0.4596733401637453,0.07154228855721392,0.011281348360239606,1.1431818181818183,1.1190909090909091,18.6,-6.399999999999999,6
xgboost,9.999999999999998,1.25,10,0.6,4,75,0.47580645161290325,0.41238239247311825,0.07056451612903225,-0.07213961693548387,1.1397058823529411,0.9865196078431373,3.75,-5.75,4
xgboost,15.000000000000002,1.25,10,0.56,4,140,0.4757497223250648,0.4426259923842519,0.07043687523139579,-0.00409151713543332,1.1713406292749657,1.1258488860660543,1.75,-10.75,6
xgboost,19.999999999999996,1.35,15,0.54,4,130,0.45476190476190476,0.46668576521517696,0.06869047619047623,0.09671154825566596,1.1298128342245992,1.2061564171122996,8.650000000000006,-8.550000000000002,6
xgboost,9.999999999999998,1.2,12,0.5,4,181,0.485576923076923,0.4875516673672411,0.06826923076923075,0.0726136682079305,1.1392712550607285,1.1925447184394553,25.8,-8.200000000000001,7
xgboost,17.500000000000004,1.2,10,0.54,4,185,0.4852941176470588,0.4863970588235294,0.06764705882352942,0.0700735294117647,1.1333333333333333,1.1506238859180034,13.0,-6.4,5
baseline,19.999999999999996,1.35,10,0.0,4,1166,0.46484770621553695,0.4662714030170244,0.06730655339990708,0.05467285837820579,1.1493118665278823,1.1215790203447626,67.50000000000001,-19.050000000000004,12
xgboost,12.5,1.25,10,0.6,4,85,0.47413793103448276,0.4472962382445141,0.0668103448275862,0.00641653605015674,1.1328125,1.0405441810344827,-8.5,-10.5,8
baseline,19.999999999999996,1.3,12,0.0,4,1168,0.4726226529376136,0.4733503162004229,0.06622141883706845,0.05928300612210681,1.1442386806768687,1.1289966896633699,69.1875,-16.749999999999996,12
xgboost,17.500000000000004,1.3,10,0.54,4,134,0.4633333333333334,0.485499213836478,0.0656666666666667,0.1166481918238994,1.122453703703704,1.248049511950374,10.900000000000002,-7.500000000000001,7
xgboost,9.999999999999998,1.25,12,0.6,4,81,0.4732142857142857,0.44201254826254827,0.06473214285714285,-0.005471766409266429,1.2083333333333335,1.1956845238095237,9.0,-6.25,4
xgboost,15.000000000000002,1.35,12,0.6,4,55,0.452991452991453,0.47159376571141276,0.06452991452991458,0.10824534942182004,1.1185714285714285,1.3467857142857143,10.800000000000004,-4.300000000000001,3
xgboost,15.000000000000002,1.2,12,0.56,4,168,0.48376623376623373,0.4773577486343443,0.06428571428571427,0.05018704699555758,1.126829268292683,1.1643434267160009,12.399999999999991,-10.2,6
xgboost,12.5,1.35,10,0.58,4,66,0.4523470839260313,0.4642687800582537,0.06301564722617356,0.09103163313689634,1.1608695652173915,1.3904347826086958,-0.1999999999999984,-9.65,8
xgboost,12.5,1.25,10,0.56,4,125,0.4722222222222222,0.44508547008547006,0.0625,0.001442307692307701,1.125,1.04059509569378,-10.25,-18.0,7
xgboost,19.999999999999996,1.25,10,0.6,4,86,0.4722222222222222,0.47685185185185186,0.0625,0.07291666666666666,1.125,1.1490384615384617,6.25,-6.0,6
xgboost,15.000000000000002,1.25,15,0.54,4,171,0.471969696969697,0.48015911393570965,0.061931818181818185,0.08035800635534678,1.1175271739130435,1.2115975950536877,20.25,-8.25,5
baseline,19.999999999999996,1.25,15,0.0,4,1170,0.47951750972762647,0.48387037800769445,0.06187383268482491,0.06303550398535493,1.1292820666018797,1.1356828659659495,69.82499999999999,-19.1125,15
baseline,19.999999999999996,1.3,10,0.0,4,1184,0.4686385500301772,0.4669588402494179,0.06185658924709034,0.0505886621602262,1.1387926179934151,1.11392684738802,61.7125,-17.899999999999995,12
xgboost,19.999999999999996,1.2,12,0.5,4,311,0.4825092962401873,0.45945640250605857,0.06152045172841206,0.010804085513328836,1.1194444444444445,1.0611507936507936,12.399999999999999,-10.999999999999998,7
xgboost,19.999999999999996,1.3,15,0.54,4,146,0.4613526570048309,0.4439116226200625,0.061111111111111116,0.020996732026143793,1.1158333333333332,1.060189393939394,5.800000000000001,-8.3,7
xgboost,17.500000000000004,1.25,10,0.52,4,193,0.4714285714285714,0.4769892144892145,0.060714285714285714,0.07322573260073259,1.1150568181818183,1.1663938982213438,18.5,-5.75,5
xgboost,15.000000000000002,1.3,10,0.6,4,68,0.4605263157894737,0.4088345864661654,0.059210526315789505,-0.05968045112781954,1.1227272727272728,1.0488636363636363,1.000000000000002,-6.0,6
xgboost,12.5,1.2,15,0.52,4,196,0.48139880952380953,0.48846504527829004,0.05907738095238095,0.07462309961223812,1.1395804195804196,1.2397902097902098,15.199999999999996,-13.200000000000001,5
xgboost,9.999999999999998,1.2,12,0.56,4,131,0.4807692307692308,0.4539152707757359,0.05769230769230768,-0.0013864042933810546,1.1142857142857143,1.0863095238095237,14.199999999999996,-7.599999999999999,7
baseline,19.999999999999996,1.2,15,0.0,4,1187,0.4875051802735184,0.4943855736134812,0.05733445480674232,0.0643064767363811,1.1199241751010174,1.1393823272201846,73.325,-18.51250000000001,15
