trades,win_rate,mean_R,median_R,total_R,profit_factor,max_drawdown_R,longest_losing_streak,average_holding_bars,profitable_days,losing_days,daily_sharpe,window,model,auc
418,0.4784688995215311,0.1007177033492823,-1.0,42.1,1.1972474377745244,-12.1125,9,3.6842105263157894,30,20,3.043658492591892,1,baseline,0.5536161894906289
33,0.3939393939393939,-0.09393939393939393,-1.0,-3.0999999999999996,0.8450000000000001,-7.300000000000001,4,4.303030303030303,13,8,-1.0027509826206262,1,xgboost,0.5536161894906289
182,0.4725274725274725,0.08791208791208792,-0.33125000000000004,16.0,1.180028129395218,-9.5875,7,4.956043956043956,24,26,1.8059664221682394,2,baseline,0.5933185404339251
30,0.5666666666666667,0.3033333333333334,1.3,9.100000000000001,1.7000000000000002,-3.0,3,3.2333333333333334,13,7,2.178302842823781,2,xgboost,0.5933185404339251
154,0.44155844155844154,-0.016639610389610388,-0.4375,-2.5625,0.9671737389911927,-12.600000000000001,13,7.240259740259741,20,23,-0.30098359214746195,3,baseline,0.6489441930618401
8,0.75,0.7250000000000001,1.3,5.800000000000001,3.9,-1.0,1,5.875,6,2,2.782227905187569,3,xgboost,0.6489441930618401
217,0.4930875576036866,0.1318548387096774,-0.025,28.612499999999997,1.302218114602588,-9.699999999999996,6,7.147465437788019,28,19,3.318089690761028,4,baseline,0.658974358974359
7,0.5714285714285714,0.31428571428571433,1.3,2.2,1.7333333333333334,-2.0,2,4.0,4,2,1.5906168471316557,4,xgboost,0.658974358974359
