trades,wins,losses,win_rate,mean_R,median_R,total_R,profit_factor,max_drawdown_R,longest_losing_streak,average_holding_bars,profitable_days,losing_days,daily_sharpe,window,quantile,tail_percent,rr,target_points,horizon
369,222,147,0.6016260162601627,0.004884823848238492,0.67,1.8025000000000038,1.0122671203743088,-17.66749999999999,5,2.040650406504065,24,20,0.17396240916989955,1,0.875,12.5,0.67,13.4,15
365,211,154,0.5780821917808219,0.03493150684931506,0.75,12.749999999999996,1.0898520084566599,-13.724999999999998,5,1.9945205479452055,23,21,1.322238844312451,1,0.875,12.5,0.75,15.0,5
360,210,150,0.5833333333333334,0.02677083333333333,0.75,9.6375,1.0654721467391306,-15.1125,5,2.136111111111111,24,20,1.0053165846005387,1,0.875,12.5,0.75,15.0,10
360,209,151,0.5805555555555556,0.016145833333333335,0.75,5.8125,1.0385093167701864,-15.9375,5,2.1805555555555554,24,20,0.5878666314210526,1,0.875,12.5,0.75,15.0,15
332,170,162,0.5120481927710844,0.053162650602409635,0.15,17.65,1.122229916897507,-12.700000000000001,6,2.4126506024096384,23,20,2.0234945495594325,1,0.875,12.5,1.0,20.0,5
321,168,153,0.5233644859813084,0.057204049844236764,1.0,18.3625,1.1238095238095238,-11.0875,5,2.694704049844237,23,17,2.276108367146012,1,0.875,12.5,1.0,20.0,10
319,170,149,0.5329153605015674,0.0621473354231975,1.0,19.825000000000003,1.1335129219631281,-9.0,5,2.80564263322884,24,14,2.465793281439065,1,0.875,12.5,1.0,20.0,15
326,160,166,0.49079754601226994,0.05509969325153376,-0.025,17.962500000000006,1.122214662357544,-9.1125,6,2.5552147239263805,19,25,1.995875812777947,1,0.875,12.5,1.1,22.0,5
312,156,156,0.5,0.057491987179487204,0.08125000000000002,17.937500000000007,1.1182627328168777,-8.675,6,2.875,22,22,2.0997454977496104,1,0.875,12.5,1.1,22.0,10
310,158,151,0.5096774193548387,0.0656451612903226,0.7875000000000001,20.35000000000001,1.1348240165631467,-9.5,6,3.009677419354839,24,20,2.2903531613890213,1,0.875,12.5,1.1,22.0,15
321,156,165,0.48598130841121495,0.0812694704049844,-0.0625,26.087499999999995,1.1787121082377119,-8.66250000000002,6,2.6448598130841123,20,24,2.6157197475970717,1,0.875,12.5,1.2,24.0,5
305,150,155,0.4918032786885246,0.08975409836065575,-0.4,27.375000000000004,1.1816824290691887,-8.175,6,3.0295081967213116,23,21,2.836190794515259,1,0.875,12.5,1.2,24.0,10
303,151,151,0.49834983498349833,0.0905940594059406,0.0,27.450000000000003,1.181863354037267,-9.0,6,3.1716171617161715,25,19,2.7819951169130426,1,0.875,12.5,1.2,24.0,15
317,149,168,0.47003154574132494,0.0868690851735016,-0.15,27.53750000000001,1.1855470395013896,-9.6375,8,2.7318611987381702,22,22,2.628357343895165,1,0.875,12.5,1.3,26.0,5
299,140,159,0.4682274247491639,0.08269230769230768,-1.0,24.724999999999994,1.1610749185667752,-11.325,6,3.2040133779264215,22,22,2.4472847418686396,1,0.875,12.5,1.3,26.0,10
296,141,154,0.47635135135135137,0.08513513513513513,-1.0,25.199999999999996,1.1637028014616322,-10.937499999999975,6,3.39527027027027,24,20,2.39016487625089,1,0.875,12.5,1.3,26.0,15
303,134,169,0.44224422442244227,0.07710396039603959,-0.325,23.362499999999997,1.157894736842105,-9.4375,9,2.9702970297029703,20,23,2.2529162247178713,1,0.875,12.5,1.5,30.0,5
285,122,163,0.4280701754385965,0.06425438596491229,-1.0,18.3125,1.117491378618975,-11.125,8,3.585964912280702,21,19,1.792048781708847,1,0.875,12.5,1.5,30.0,10
279,122,156,0.43727598566308246,0.0811379928315412,-1.0,22.637499999999996,1.1467228388560318,-10.0,8,3.899641577060932,22,17,2.103386531717767,1,0.875,12.5,1.5,30.0,15
291,120,171,0.41237113402061853,0.04991408934707905,-0.55,14.525000000000004,1.0968333333333335,-15.987499999999999,9,3.1649484536082473,19,25,1.4842692424101334,1,0.875,12.5,1.75,35.0,5
266,100,166,0.37593984962406013,0.021475563909774436,-1.0,5.7125,1.0364928531502036,-18.2125,10,4.06015037593985,17,27,0.5653841436983894,1,0.875,12.5,1.75,35.0,10
259,98,160,0.3783783783783784,0.02036679536679537,-1.0,5.275,1.0333254363105109,-15.2375,8,4.428571428571429,21,23,0.5040587623191196,1,0.875,12.5,1.75,35.0,15
284,117,167,0.4119718309859155,0.0800176056338028,-0.5125,22.724999999999994,1.155650684931507,-13.637499999999998,9,3.306338028169014,19,23,2.312146037158685,1,0.875,12.5,2.0,40.0,5
258,93,165,0.36046511627906974,0.05184108527131783,-1.0,13.375,1.0863739102357117,-16.9625,10,4.325581395348837,18,23,1.292125907034439,1,0.875,12.5,2.0,40.0,10
250,91,158,0.364,0.052899999999999996,-1.0,13.225,1.0846196912740942,-13.825000000000001,9,4.78,21,19,1.2790475800010235,1,0.875,12.5,2.0,40.0,15
493,331,162,0.6713995943204868,0.01622718052738337,0.5,8.000000000000002,1.0515380898695443,-15.0625,5,1.7160243407707911,24,20,0.8670108741327822,1,0.85,15.000000000000002,0.5,10.0,5
490,330,160,0.673469387755102,0.01357142857142857,0.5,6.649999999999999,1.0421052631578949,-15.95,5,1.7918367346938775,25,19,0.7272230804244686,1,0.85,15.000000000000002,0.5,10.0,10
490,329,161,0.6714285714285714,0.010510204081632654,0.5,5.15,1.0323187951051145,-16.5,5,1.8265306122448979,24,20,0.5625521386240258,1,0.85,15.000000000000002,0.5,10.0,15
467,286,181,0.6124197002141327,0.03869379014989294,0.67,18.07,1.1071132187314763,-13.967499999999838,5,1.9507494646680943,22,26,1.779561914296016,1,0.85,15.000000000000002,0.67,13.4,5
460,284,176,0.6173913043478261,0.03640217391304348,0.67,16.745,1.0972486388384755,-14.167499999999833,5,2.0891304347826085,24,24,1.5904552927423432,1,0.85,15.000000000000002,0.67,13.4,10
460,282,178,0.6130434782608696,0.027369565217391305,0.67,12.59,1.0713921179472639,-14.767499999999847,5,2.15,24,24,1.1856124107116204,1,0.85,15.000000000000002,0.67,13.4,15
452,268,184,0.5929203539823009,0.048506637168141596,0.75,21.925,1.1275636363636363,-13.787500000000005,5,2.079646017699115,24,24,2.041954178430425,1,0.85,15.000000000000002,0.75,15.0,5
443,263,180,0.5936794582392777,0.043961625282167044,0.75,19.475,1.1105356509400497,-14.487499999999997,5,2.2573363431151243,24,24,1.8026823049347673,1,0.85,15.000000000000002,0.75,15.0,10
443,261,182,0.5891647855530474,0.03476297968397291,0.75,15.4,1.0853895203770445,-15.087499999999999,5,2.3205417607223477,22,25,1.4154122642134557,1,0.85,15.000000000000002,0.75,15.0,15
410,219,191,0.5341463414634147,0.07353658536585367,0.4,30.150000000000002,1.173387966357559,-9.825000000000003,6,2.4365853658536585,23,20,2.862784376672094,1,0.85,15.000000000000002,1.0,20.0,5
393,208,185,0.5292620865139949,0.06240458015267175,1.0,24.525,1.1372027972027972,-12.3625,5,2.7837150127226464,20,22,2.43115107815331,1,0.85,15.000000000000002,1.0,20.0,10
391,207,184,0.5294117647058824,0.060613810741687986,1.0,23.700000000000003,1.129969838223197,-14.0,6,2.887468030690537,22,19,2.2862822517171653,1,0.85,15.000000000000002,1.0,20.0,15
398,204,194,0.5125628140703518,0.0698492462311558,0.08125,27.80000000000001,1.1576075402168517,-10.11249999999994,6,2.5979899497487438,25,23,2.5913791724269744,1,0.85,15.000000000000002,1.1,22.0,5
379,190,189,0.5013192612137203,0.05554089709762536,0.025,21.05000000000001,1.1154927645566146,-12.425,5,2.978891820580475,26,22,2.0227307325524224,1,0.85,15.000000000000002,1.1,22.0,10
377,191,186,0.506631299734748,0.06180371352785149,0.475,23.30000000000001,1.1263900189856246,-12.3,5,3.1114058355437666,26,22,2.209655170239396,1,0.85,15.000000000000002,1.1,22.0,15
389,202,187,0.519280205655527,0.12059768637532133,0.225,46.912499999999994,1.276953730352003,-8.8125,6,2.67866323907455,27,21,3.965267492440665,1,0.85,15.000000000000002,1.2,24.0,5
368,187,181,0.5081521739130435,0.11236413043478259,0.25,41.349999999999994,1.2365560640732263,-10.825000000000001,5,3.1114130434782608,29,19,3.61422991239775,1,0.85,15.000000000000002,1.2,24.0,10
365,186,179,0.5095890410958904,0.11496575342465754,0.475,41.9625,1.2366084014660272,-10.6,5,3.304109589041096,30,18,3.6350486839892784,1,0.85,15.000000000000002,1.2,24.0,15
381,192,189,0.5039370078740157,0.11571522309711288,0.025,44.087500000000006,1.2581991215226942,-11.537499999999998,6,2.8136482939632548,27,21,3.9304989849635787,1,0.85,15.000000000000002,1.3,26.0,5
354,174,180,0.4915254237288136,0.11977401129943502,-0.26875000000000004,42.4,1.2439585730724971,-12.875,5,3.3559322033898304,28,20,4.035197214938469,1,0.85,15.000000000000002,1.3,26.0,10
352,173,179,0.4914772727272727,0.12066761363636362,-0.84375,42.474999999999994,1.2394981674654637,-12.587499999999999,5,3.5482954545454546,28,20,3.9909054943587154,1,0.85,15.000000000000002,1.3,26.0,15
367,175,192,0.4768392370572207,0.09959128065395094,-0.1,36.55,1.2133216604654558,-11.1375,9,3.0490463215258856,27,21,3.40520667240467,1,0.85,15.000000000000002,1.5,30.0,5
338,152,185,0.44970414201183434,0.08916420118343195,-1.0,30.1375,1.169098050217422,-12.475000000000001,8,3.7662721893491122,24,23,2.8549277646606335,1,0.85,15.000000000000002,1.5,30.0,10
333,147,186,0.44144144144144143,0.09234234234234234,-1.0,30.75,1.1705845641772414,-11.9875,8,4.093093093093093,27,21,3.0435561071062223,1,0.85,15.000000000000002,1.5,30.0,15
354,162,192,0.4576271186440678,0.08329802259887005,-0.325,29.487499999999997,1.1718886621976101,-12.912499999999998,10,3.2401129943502824,26,22,2.9260304296501762,1,0.85,15.000000000000002,1.75,35.0,5
320,131,188,0.409375,0.07390624999999999,-1.0,23.65,1.1322522018733396,-16.175,9,4.171875,21,26,2.296146517657208,1,0.85,15.000000000000002,1.75,35.0,10
314,126,188,0.4012738853503185,0.08670382165605096,-1.0,27.225,1.1493724710239352,-14.100000000000001,9,4.601910828025478,24,23,2.5788726979796883,1,0.85,15.000000000000002,1.75,35.0,15
346,156,190,0.4508670520231214,0.0976878612716763,-0.3375,33.8,1.2004744958481617,-11.5375,10,3.3699421965317917,26,21,3.598443598827607,1,0.85,15.000000000000002,2.0,40.0,5
307,117,189,0.3811074918566775,0.06730456026058633,-1.0,20.6625,1.115344358383923,-14.637500000000001,9,4.469055374592834,18,25,1.8177801709260288,1,0.85,15.000000000000002,2.0,40.0,10
300,111,189,0.37,0.06662499999999999,-1.0,19.987499999999997,1.1090648659709434,-12.4875,9,5.006666666666667,19,24,1.7466042984854442,1,0.85,15.000000000000002,2.0,40.0,15
604,395,209,0.6539735099337748,0.00016556291390728417,0.5,0.09999999999999964,1.0005131494547788,-16.375,4,1.7384105960264902,22,26,0.009906308771632892,1,0.825,17.500000000000004,0.5,10.0,5
595,397,198,0.6672268907563025,0.0025840336134453777,0.5,1.5374999999999996,1.0078403875573687,-15.95,4,1.8403361344537814,25,23,0.15339610820543903,1,0.825,17.500000000000004,0.5,10.0,10
595,396,199,0.6655462184873949,0.0020168067226890743,0.5,1.1999999999999993,1.0060975609756098,-16.1125,4,1.86890756302521,24,24,0.1197096482032611,1,0.825,17.500000000000004,0.5,10.0,15
564,341,223,0.6046099290780141,0.03623226950354611,0.67,20.435000000000006,1.1001592942041418,-12.642499999999803,6,1.9893617021276595,27,23,1.7972036196000014,1,0.825,17.500000000000004,0.67,13.4,5
555,338,217,0.609009009009009,0.023594594594594592,0.67,13.094999999999999,1.0617397454031117,-12.952499999999816,6,2.1387387387387387,27,23,1.1884150157397744,1,0.825,17.500000000000004,0.67,13.4,10
555,337,218,0.6072072072072072,0.020454954954954956,0.67,11.352500000000001,1.052940833576217,-14.18999999999982,6,2.2,27,23,1.010908796033895,1,0.825,17.500000000000004,0.67,13.4,15
543,313,230,0.576427255985267,0.03183701657458564,0.75,17.2875,1.0823410335794237,-12.037500000000001,6,2.14548802946593,26,24,1.6481246590991803,1,0.825,17.500000000000004,0.75,15.0,5
529,306,223,0.5784499054820416,0.016918714555765595,0.75,8.95,1.0410362219165519,-14.499999999999998,6,2.344045368620038,25,25,0.8386644299794446,1,0.825,17.500000000000004,0.75,15.0,10
529,304,225,0.5746691871455577,0.012689035916824198,0.75,6.7125,1.030333841721742,-15.3,6,2.4272211720226844,25,25,0.6321666796479049,1,0.825,17.500000000000004,0.75,15.0,15
498,264,234,0.5301204819277109,0.0766566265060241,0.35624999999999996,38.175000000000004,1.1835998557172058,-12.800000000000004,6,2.497991967871486,28,20,2.853827214913751,1,0.825,17.500000000000004,1.0,20.0,5
473,251,222,0.5306553911205074,0.0638477801268499,1.0,30.2,1.1409239384041063,-13.787499999999998,6,2.8456659619450315,21,22,2.2760795846087047,1,0.825,17.500000000000004,1.0,20.0,10
472,249,223,0.527542372881356,0.060937500000000006,1.0,28.762500000000003,1.1311634270079234,-14.1125,6,2.972457627118644,22,20,2.1911019796725535,1,0.825,17.500000000000004,1.0,20.0,15
477,245,232,0.5136268343815513,0.07979559748427675,0.1875,38.062500000000014,1.1850388915896934,-9.637499999999925,6,2.689727463312369,28,22,2.6787136822758746,1,0.825,17.500000000000004,1.1,22.0,5
452,226,226,0.5,0.05356747787610621,0.0,24.212500000000006,1.111661958840145,-15.924999999999919,7,3.106194690265487,27,23,1.6812426823306217,1,0.825,17.500000000000004,1.1,22.0,10
451,225,226,0.49889135254988914,0.05047117516629714,-0.1125,22.76250000000001,1.1024011696564133,-15.912499999999927,7,3.2394678492239466,27,23,1.576450302813581,1,0.825,17.500000000000004,1.1,22.0,15
463,234,229,0.5053995680345572,0.10296976241900647,0.0375,47.675,1.236571145019228,-10.525,9,2.816414686825054,28,22,3.436105958704151,1,0.825,17.500000000000004,1.2,24.0,5
437,218,219,0.4988558352402746,0.0912757437070938,-0.0375,39.887499999999996,1.1887272297137446,-13.0875,9,3.2585812356979407,25,25,2.810109877161691,1,0.825,17.500000000000004,1.2,24.0,10
434,215,218,0.49539170506912444,0.09176267281105992,-0.15625,39.825,1.1858484512629055,-12.600000000000001,9,3.4516129032258065,26,24,2.8111750282857986,1,0.825,17.500000000000004,1.2,24.0,15
453,221,232,0.4878587196467991,0.09983443708609273,-0.0875,45.22500000000001,1.2235403151065805,-11.08750000000002,9,2.944812362030905,32,18,3.212291808650614,1,0.825,17.500000000000004,1.3,26.0,5
421,203,218,0.4821852731591449,0.10231591448931114,-0.2625,43.07499999999999,1.2066938579654516,-11.8875,9,3.467933491686461,30,20,3.149169075382395,1,0.825,17.500000000000004,1.3,26.0,10
418,200,217,0.4784688995215311,0.1007177033492823,-1.0,42.1,1.1972474377745244,-12.1125,9,3.6842105263157894,30,20,3.043658492591892,1,0.825,17.500000000000004,1.3,26.0,15
437,199,238,0.45537757437070936,0.07048054919908468,-0.325,30.800000000000004,1.148828219376661,-14.387500000000006,9,3.183066361556064,26,24,2.4386528743770013,1,0.825,17.500000000000004,1.5,30.0,5
400,176,223,0.44,0.0745,-1.0,29.799999999999997,1.1402682984231585,-13.274999999999999,9,3.885,25,23,2.3343700782093317,1,0.825,17.500000000000004,1.5,30.0,10
395,169,225,0.4278481012658228,0.07060126582278482,-1.0,27.887500000000003,1.1283068783068781,-14.8125,9,4.19746835443038,23,25,2.135528250109658,1,0.825,17.500000000000004,1.5,30.0,15
425,186,239,0.4376470588235294,0.05220588235294118,-0.4,22.1875,1.1061348959579047,-12.15,9,3.336470588235294,27,23,1.8113610101910076,1,0.825,17.500000000000004,1.75,35.0,5
382,150,231,0.39267015706806285,0.03236256544502618,-1.0,12.3625,1.056685963202843,-17.375,10,4.274869109947644,22,27,0.9486556404597651,1,0.825,17.500000000000004,1.75,35.0,10
374,144,230,0.3850267379679144,0.05120320855614973,-1.0,19.15,1.0863439102744745,-19.75,10,4.68716577540107,25,25,1.4237658728580633,1,0.825,17.500000000000004,1.75,35.0,15
412,179,233,0.4344660194174757,0.05634101941747574,-0.4,23.212500000000006,1.1148778224559235,-13.225,9,3.4781553398058254,26,24,1.8196306197283785,1,0.825,17.500000000000004,2.0,40.0,5
363,134,228,0.3691460055096419,0.0212465564738292,-1.0,7.7124999999999995,1.036024989782215,-16.737499999999997,10,4.65564738292011,19,29,0.5535970103166509,1,0.825,17.500000000000004,2.0,40.0,10
353,126,227,0.35694050991501414,0.03194050991501417,-1.0,11.275000000000002,1.051534022738959,-17.400000000000002,10,5.175637393767706,21,26,0.8197103204551183,1,0.825,17.500000000000004,2.0,40.0,15
731,467,264,0.6388508891928865,-0.017818057455540357,0.5,-13.025,0.94614430432086,-21.9375,5,1.8098495212038304,24,28,-1.154592996825078,1,0.8,19.999999999999996,0.5,10.0,5
715,464,251,0.6489510489510489,-0.020856643356643355,0.5,-14.9125,0.9391729975016572,-21.875,5,1.965034965034965,22,29,-1.2941442721669176,1,0.8,19.999999999999996,0.5,10.0,10
712,462,250,0.648876404494382,-0.020821629213483146,0.5,-14.825,0.9396928709447778,-22.1625,5,1.997191011235955,23,26,-1.2822247830378906,1,0.8,19.999999999999996,0.5,10.0,15
686,408,278,0.5947521865889213,0.019708454810495636,0.67,13.520000000000007,1.0537067381697207,-15.054999999999936,8,2.061224489795918,24,28,1.1321935976935338,1,0.8,19.999999999999996,0.67,13.4,5
670,401,269,0.5985074626865672,0.0075746268656716464,0.67,5.075000000000003,1.0194789617617428,-17.13499999999996,8,2.265671641791045,24,28,0.4142058415499753,1,0.8,19.999999999999996,0.67,13.4,10
667,399,268,0.5982008995502249,0.004962518740629694,0.67,3.310000000000006,1.0125461953946746,-18.62249999999996,8,2.320839580209895,27,25,0.27102563092944904,1,0.8,19.999999999999996,0.67,13.4,15
662,380,282,0.5740181268882175,0.02794561933534743,0.75,18.499999999999996,1.0726772736201138,-14.625,8,2.194864048338369,25,26,1.4710719129541991,1,0.8,19.999999999999996,0.75,15.0,5
641,370,271,0.5772230889235569,0.016224648985959437,0.75,10.399999999999999,1.0396133885635384,-17.8125,8,2.4430577223088923,25,26,0.7889369354941741,1,0.8,19.999999999999996,0.75,15.0,10
637,366,271,0.5745682888540031,0.013383045525902667,0.75,8.524999999999999,1.0320850583364698,-18.6125,8,2.5180533751962324,25,26,0.6471525593495441,1,0.8,19.999999999999996,0.75,15.0,15
608,315,293,0.5180921052631579,0.050349506578947364,0.1375,30.612499999999997,1.1190974079657636,-11.462499999999999,7,2.5559210526315788,25,25,2.2201013696995324,1,0.8,19.999999999999996,1.0,20.0,5
572,295,277,0.5157342657342657,0.03769667832167832,0.375,21.5625,1.0817303136548848,-13.6375,8,2.9912587412587412,23,25,1.5389003507915955,1,0.8,19.999999999999996,1.0,20.0,10
565,293,272,0.5185840707964602,0.04223451327433628,1.0,23.862499999999997,1.0894731908511435,-14.5,6,3.120353982300885,25,21,1.7164559139837297,1,0.8,19.999999999999996,1.0,20.0,15
588,294,294,0.5,0.05274234693877553,-0.00625,31.012500000000014,1.1212669240920865,-14.1625,9,2.7125850340136055,27,25,2.0230005667204285,1,0.8,19.999999999999996,1.1,22.0,5
549,270,279,0.4918032786885246,0.04057377049180331,-0.125,22.275000000000016,1.0844830038401363,-16.51250000000001,9,3.216757741347905,26,26,1.4421185602696844,1,0.8,19.999999999999996,1.1,22.0,10
544,269,275,0.4944852941176471,0.04055606617647062,-0.1875,22.062500000000014,1.0818038561364478,-17.975000000000012,9,3.354779411764706,28,24,1.40085939674945,1,0.8,19.999999999999996,1.1,22.0,15
572,279,293,0.48776223776223776,0.06042395104895105,-0.0875,34.5625,1.1365904263202093,-15.475000000000005,9,2.8426573426573425,25,27,2.1962487795925796,1,0.8,19.999999999999996,1.2,24.0,5
534,254,280,0.4756554307116105,0.047027153558052426,-0.3,25.112499999999997,1.0946168699665613,-19.900000000000016,9,3.4232209737827715,25,27,1.536202658678316,1,0.8,19.999999999999996,1.2,24.0,10
526,251,274,0.47718631178707227,0.05059410646387834,-1.0,26.612500000000004,1.0990002325040686,-18.51250000000001,9,3.61787072243346,28,24,1.643703186902462,1,0.8,19.999999999999996,1.2,24.0,15
559,262,297,0.46869409660107336,0.050380143112701246,-0.2,28.162499999999998,1.11042493750919,-17.90000000000003,9,2.9713774597495526,28,24,1.913873599537337,1,0.8,19.999999999999996,1.3,26.0,5
511,233,278,0.45596868884540115,0.04537671232876712,-1.0,23.187499999999996,1.0881318890155833,-17.899999999999995,9,3.6105675146771037,25,27,1.5510878551732317,1,0.8,19.999999999999996,1.3,26.0,10
506,232,273,0.45849802371541504,0.05360671936758892,-1.0,27.124999999999993,1.1013261113186406,-17.21249999999999,9,3.843873517786561,27,25,1.8377079562081362,1,0.8,19.999999999999996,1.3,26.0,15
