model,tail_percent,rr,horizon,probability_threshold,windows,positive_windows,median_R,median_PF,total_trades,median_WR,worst_DD,worst_streak,all_positive
baseline,17.500000000000004,1.3,12,0.0,4,4,0.09909370164441764,1.2034680386719216,985,0.4840016785124184,-12.087500000000002,10,True
baseline,17.500000000000004,1.3,15,0.0,4,3,0.09431489563068511,1.1886377835848712,971,0.4754981860245018,-12.600000000000001,13,False
baseline,17.500000000000004,1.35,10,0.0,4,3,0.1105447998565661,1.227282347688063,986,0.4727873990650234,-13.700000000000001,10,False
baseline,17.500000000000004,1.35,12,0.0,4,3,0.10831370772946862,1.2200320778262723,970,0.4792270531400966,-13.387500000000001,10,False
baseline,17.500000000000004,1.35,15,0.0,4,3,0.10782969255663433,1.214540127628114,955,0.4715480043149946,-14.937500000000004,13,False
baseline,19.999999999999996,1.2,10,0.0,4,3,0.056522836038285465,1.128257572131328,1220,0.4841240116521015,-19.900000000000016,12,False
baseline,19.999999999999996,1.2,12,0.0,4,4,0.0560630364961401,1.123360544934716,1201,0.48933578897338403,-17.962500000000016,12,True
baseline,19.999999999999996,1.2,15,0.0,4,4,0.05733445480674232,1.1199241751010174,1187,0.4875051802735184,-18.51250000000001,15,True
baseline,19.999999999999996,1.25,10,0.0,4,3,0.05261188329846808,1.1199674407322053,1203,0.4737719884693078,-20.02499999999999,12,False
baseline,19.999999999999996,1.25,12,0.0,4,4,0.055780818408625144,1.1227098578811465,1186,0.48221700667990613,-18.599999999999998,12,True
baseline,19.999999999999996,1.25,15,0.0,4,4,0.06187383268482491,1.1292820666018797,1170,0.47951750972762647,-19.1125,15,True
baseline,19.999999999999996,1.3,10,0.0,4,3,0.06185658924709034,1.1387926179934151,1184,0.4686385500301772,-17.899999999999995,12,False
baseline,19.999999999999996,1.3,12,0.0,4,3,0.06622141883706845,1.1442386806768687,1168,0.4726226529376136,-16.749999999999996,12,False
baseline,19.999999999999996,1.3,15,0.0,4,3,0.07293789783640489,1.1510343968563497,1150,0.4762369636649364,-17.21249999999999,15,False
baseline,19.999999999999996,1.35,10,0.0,4,3,0.06730655339990708,1.1493118665278823,1166,0.46484770621553695,-19.050000000000004,12,False
baseline,19.999999999999996,1.35,12,0.0,4,3,0.07603376494023906,1.166942789961236,1146,0.4697061611374408,-17.850000000000005,12,False
baseline,19.999999999999996,1.35,15,0.0,4,3,0.07788553195437983,1.1597828795855332,1125,0.47057632608989064,-18.26250000000001,15,False
xgboost,9.999999999999998,1.2,10,0.5,4,3,0.122,1.25,177,0.51,-6.999999999999998,6,False
xgboost,9.999999999999998,1.2,10,0.52,4,2,0.057333333333333285,1.1162162162162166,157,0.4806060606060606,-6.999999999999998,6,False
xgboost,9.999999999999998,1.2,10,0.54,4,4,0.0828125,1.1636363636363638,136,0.4921875,-7.999999999999998,7,True
xgboost,9.999999999999998,1.2,10,0.56,4,3,0.15195681511470982,1.3214285714285716,118,0.52361673414305,-6.199999999999998,5,False
xgboost,9.999999999999998,1.2,10,0.58,4,2,0.014975845410628005,1.0299999999999998,99,0.4613526570048309,-6.8,5,False
xgboost,9.999999999999998,1.2,10,0.6,4,2,-0.02087912087912091,0.9642857142857142,88,0.44505494505494503,-7.0,5,False
xgboost,9.999999999999998,1.2,12,0.5,4,3,0.06826923076923075,1.1392712550607285,181,0.485576923076923,-8.200000000000001,7,False
xgboost,9.999999999999998,1.2,12,0.52,4,2,0.013894324853228945,1.0337837837837838,165,0.4608610567514677,-8.399999999999999,7,False
xgboost,9.999999999999998,1.2,12,0.54,4,3,0.07154228855721392,1.1431818181818183,142,0.48706467661691544,-6.399999999999999,6,False
xgboost,9.999999999999998,1.2,12,0.56,4,3,0.05769230769230768,1.1142857142857143,131,0.4807692307692308,-7.599999999999999,7,False
xgboost,9.999999999999998,1.2,12,0.58,4,3,0.13962264150943393,1.2977777777777777,114,0.5180102915951972,-6.0,6,False
xgboost,9.999999999999998,1.2,12,0.6,4,2,0.09575289575289571,1.2374999999999998,91,0.4980694980694981,-8.2,5,False
xgboost,9.999999999999998,1.2,15,0.5,4,3,0.13468648060891625,1.28944099378882,199,0.515766582094962,-10.0,7,False
xgboost,9.999999999999998,1.2,15,0.52,4,3,0.20864197530864195,1.4877272727272728,181,0.5493827160493827,-8.8,7,False
xgboost,9.999999999999998,1.2,15,0.54,4,3,0.21183333333333332,1.4727272727272729,162,0.5508333333333333,-6.0,6,False
xgboost,9.999999999999998,1.2,15,0.56,4,3,0.2245471014492753,1.5069124423963136,143,0.5566123188405797,-6.0,6,False
xgboost,9.999999999999998,1.2,15,0.58,4,3,0.2404065040650406,1.551282051282051,123,0.5638211382113821,-5.6,5,False
xgboost,9.999999999999998,1.2,15,0.6,4,3,0.19346405228758168,1.4249999999999998,107,0.542483660130719,-5.0,5,False
xgboost,9.999999999999998,1.25,10,0.5,4,2,0.05133928571428571,1.1177248677248677,154,0.46726190476190477,-10.5,8,False
xgboost,9.999999999999998,1.25,10,0.52,4,2,0.11764705882352941,1.2608695652173914,131,0.49673202614379086,-6.25,5,False
xgboost,9.999999999999998,1.25,10,0.54,4,2,0.08016304347826086,1.1904761904761905,114,0.48007246376811596,-5.25,4,False
xgboost,9.999999999999998,1.25,10,0.56,4,2,0.10997386759581881,1.2457093821510297,98,0.49332171893147503,-5.75,4,False
xgboost,9.999999999999998,1.25,10,0.58,4,2,0.09375,1.1985294117647058,86,0.4861111111111111,-5.75,4,False
xgboost,9.999999999999998,1.25,10,0.6,4,3,0.07056451612903225,1.1397058823529411,75,0.47580645161290325,-5.75,4,False
xgboost,9.999999999999998,1.25,12,0.5,4,2,0.024375,1.0494840525328328,173,0.4552777777777778,-9.0,7,False
xgboost,9.999999999999998,1.25,12,0.52,4,2,0.0235655737704918,1.0590277777777777,151,0.45491803278688525,-9.25,7,False
xgboost,9.999999999999998,1.25,12,0.54,4,2,0.07916666666666668,1.1779953917050692,132,0.47962962962962963,-7.25,6,False
xgboost,9.999999999999998,1.25,12,0.56,4,3,0.15848214285714285,1.3621794871794872,117,0.5148809523809523,-7.25,6,False
xgboost,9.999999999999998,1.25,12,0.58,4,1,-0.02631578947368421,0.9545454545454546,96,0.4327485380116959,-5.25,5,False
xgboost,9.999999999999998,1.25,12,0.6,4,2,0.06473214285714285,1.2083333333333335,81,0.4732142857142857,-6.25,4,False
xgboost,9.999999999999998,1.25,15,0.5,4,3,0.16580430327868853,1.3791368515205724,188,0.5181352459016393,-8.5,6,False
xgboost,9.999999999999998,1.25,15,0.52,4,3,0.1816585956416465,1.4377741228070176,167,0.525181598062954,-9.75,6,False
xgboost,9.999999999999998,1.25,15,0.54,4,3,0.18958333333333333,1.4270687237026647,141,0.5287037037037037,-6.0,6,False
xgboost,9.999999999999998,1.25,15,0.56,4,3,0.218402133580705,1.5455316742081449,116,0.5415120593692022,-7.0,5,False
xgboost,9.999999999999998,1.25,15,0.58,4,2,0.13092105263157894,1.375,93,0.5026315789473684,-7.75,5,False
xgboost,9.999999999999998,1.25,15,0.6,4,1,-0.1875,0.7102272727272727,81,0.3611111111111111,-8.0,5,False
xgboost,9.999999999999998,1.3,10,0.5,4,3,0.10550595238095238,1.2205555555555554,134,0.4806547619047619,-9.1,8,False
xgboost,9.999999999999998,1.3,10,0.52,4,2,0.008988095238095236,1.0217803030303032,113,0.4386904761904762,-9.700000000000001,9,False
xgboost,9.999999999999998,1.3,10,0.54,4,3,0.14110251450676986,1.3050000000000002,96,0.49613152804642163,-6.0,6,False
xgboost,9.999999999999998,1.3,10,0.56,4,3,0.20948275862068966,1.4500000000000002,76,0.5258620689655172,-4.0,4,False
xgboost,9.999999999999998,1.3,10,0.58,4,3,0.29375,1.7333333333333334,65,0.5625,-3.0,4,False
xgboost,9.999999999999998,1.3,10,0.6,4,3,0.38958333333333334,2.0681818181818183,54,0.6041666666666666,-3.0,4,False
xgboost,9.999999999999998,1.3,12,0.5,4,4,0.306984126984127,1.8078124999999994,143,0.5682539682539682,-7.800000000000001,6,True
xgboost,9.999999999999998,1.3,12,0.52,4,4,0.3092307692307692,1.7333333333333334,126,0.5692307692307692,-7.1000000000000005,6,True
xgboost,9.999999999999998,1.3,12,0.54,4,4,0.3416666666666667,1.9500000000000002,107,0.5833333333333333,-4.7,4,True
xgboost,9.999999999999998,1.3,12,0.56,4,3,0.31428571428571433,1.7468750000000002,89,0.5714285714285714,-4.0,4,False
xgboost,9.999999999999998,1.3,12,0.58,4,3,0.2495670995670996,1.5572916666666667,79,0.5432900432900433,-4.0,4,False
xgboost,9.999999999999998,1.3,12,0.6,4,3,0.2960317460317461,1.6791666666666667,68,0.5634920634920635,-4.0,4,False
xgboost,9.999999999999998,1.3,15,0.5,4,3,0.21766647531572908,1.519246031746031,161,0.5294202066590126,-9.5,6,False
xgboost,9.999999999999998,1.3,15,0.52,4,4,0.26682986536107717,1.6818749999999998,133,0.5507955936352509,-7.499999999999999,5,True
xgboost,9.999999999999998,1.3,15,0.54,4,4,0.40607287449392715,2.1666666666666665,113,0.611336032388664,-4.7,4,True
xgboost,9.999999999999998,1.3,15,0.56,4,4,0.39112903225806456,2.2388888888888894,94,0.6048387096774194,-4.7,4,True
xgboost,9.999999999999998,1.3,15,0.58,4,4,0.3564102564102564,1.9842105263157896,77,0.5897435897435896,-4.4,4,True
xgboost,9.999999999999998,1.3,15,0.6,4,3,0.15,1.3000000000000003,61,0.5,-4.1000000000000005,3,False
xgboost,9.999999999999998,1.35,10,0.5,4,3,0.24544683257918556,1.625729442970823,110,0.5299773755656109,-5.3,5,False
xgboost,9.999999999999998,1.35,10,0.52,4,3,0.25657433380084155,1.6357500000000005,100,0.5347124824684432,-5.0,5,False
xgboost,9.999999999999998,1.35,10,0.54,4,3,0.3072141560798548,1.7062500000000003,84,0.5562613430127041,-4.3,4,False
xgboost,9.999999999999998,1.35,10,0.56,4,3,0.3092857142857144,1.7015625,72,0.5571428571428572,-4.0,4,False
xgboost,9.999999999999998,1.35,10,0.58,4,2,0.07775862068965518,1.1732142857142858,62,0.45862068965517244,-4.0,4,False
xgboost,9.999999999999998,1.35,10,0.6,4,3,0.34779411764705886,1.9125,47,0.5735294117647058,-3.0,3,False
xgboost,9.999999999999998,1.35,12,0.5,4,3,0.2078141783029001,1.4781250000000001,125,0.5139634801288937,-6.949999999999999,6,False
xgboost,9.999999999999998,1.35,12,0.52,4,3,0.26210029069767443,1.5750000000000002,104,0.5370639534883721,-4.949999999999999,4,False
xgboost,9.999999999999998,1.35,12,0.54,4,3,0.10613553113553115,1.216776315789474,86,0.4706959706959707,-4.65,4,False
xgboost,9.999999999999998,1.35,12,0.56,4,4,0.5980000000000001,3.150000000000001,66,0.6799999999999999,-4.0,4,True
xgboost,9.999999999999998,1.35,12,0.58,4,4,0.5862500000000002,3.0375000000000005,55,0.675,-4.0,4,True
xgboost,9.999999999999998,1.35,12,0.6,4,4,0.5151315789473685,3.2062500000000007,46,0.6447368421052632,-4.65,4,True
xgboost,9.999999999999998,1.35,15,0.5,4,3,0.14674863387978146,1.3074579831932773,135,0.4879781420765027,-10.6,9,False
xgboost,9.999999999999998,1.35,15,0.52,4,3,0.2259166666666667,1.52,112,0.5216666666666667,-6.6,6,False
xgboost,9.999999999999998,1.35,15,0.54,4,3,0.3197463768115943,1.917,99,0.5615942028985507,-6.0,6,False
xgboost,9.999999999999998,1.35,15,0.56,4,3,0.26452380952380955,1.626136363636364,82,0.5380952380952381,-5.949999999999999,5,False
xgboost,9.999999999999998,1.35,15,0.58,4,3,0.41454838709677433,2.368526785714286,65,0.6019354838709677,-4.3,3,False
xgboost,9.999999999999998,1.35,15,0.6,4,3,0.5177083333333334,2.4750000000000005,49,0.6458333333333333,-2.3000000000000007,2,False
xgboost,12.5,1.2,10,0.5,4,2,0.03714285714285716,1.1545454545454545,213,0.4714285714285714,-21.600000000000016,6,False
xgboost,12.5,1.2,10,0.52,4,2,0.00027472527472525987,1.0819454679439942,183,0.4546703296703297,-20.800000000000015,6,False
xgboost,12.5,1.2,10,0.54,4,2,-0.03108333333333331,0.9896739130434782,155,0.4404166666666667,-15.800000000000004,5,False
xgboost,12.5,1.2,10,0.56,4,2,-0.03333333333333335,0.9658536585365853,134,0.4393939393939394,-11.400000000000002,5,False
xgboost,12.5,1.2,10,0.58,4,2,-0.046666666666666724,0.9473684210526314,120,0.43333333333333335,-12.000000000000002,4,False
xgboost,12.5,1.2,10,0.6,4,2,-0.06366030283080978,0.9108870967741933,97,0.42560895325872283,-10.799999999999997,6,False
xgboost,12.5,1.2,12,0.5,4,1,-0.045800063877355496,0.9212362911266201,204,0.43372724369211113,-12.999999999999996,5,False
xgboost,12.5,1.2,12,0.52,4,1,-0.10027290448343082,0.830357142857143,189,0.40896686159844053,-14.399999999999997,5,False
xgboost,12.5,1.2,12,0.54,4,1,-0.0335714285714286,0.9409090909090909,159,0.4392857142857143,-13.599999999999998,7,False
xgboost,12.5,1.2,12,0.56,4,2,-0.04235294117647061,0.9333333333333333,130,0.43529411764705883,-16.599999999999998,7,False
xgboost,12.5,1.2,12,0.58,4,2,0.11746031746031743,1.2799999999999998,108,0.5079365079365079,-12.799999999999997,7,False
xgboost,12.5,1.2,12,0.6,4,3,0.1568965517241379,1.3384615384615384,89,0.5258620689655172,-9.999999999999998,7,False
xgboost,12.5,1.2,15,0.5,4,2,0.11782407407407404,1.269733656174334,222,0.5081018518518519,-13.0,6,False
xgboost,12.5,1.2,15,0.52,4,2,0.05907738095238095,1.1395804195804196,196,0.48139880952380953,-13.200000000000001,5,False
xgboost,12.5,1.2,15,0.54,4,2,0.14099378881987573,1.3833333333333335,167,0.5186335403726708,-12.200000000000001,6,False
xgboost,12.5,1.2,15,0.56,4,2,0.1092905405405405,1.254355400696864,138,0.504222972972973,-10.6,5,False
xgboost,12.5,1.2,15,0.58,4,2,-0.044850065189048265,0.9257142857142857,112,0.43415906127770537,-11.399999999999999,5,False
xgboost,12.5,1.2,15,0.6,4,1,-0.016000000000000028,0.9714285714285713,93,0.44727272727272727,-6.399999999999999,4,False
xgboost,12.5,1.25,10,0.5,4,2,0.02397959183673469,1.0677083333333333,190,0.45510204081632655,-17.0,6,False
xgboost,12.5,1.25,10,0.52,4,2,0.03695652173913043,1.0984848484848484,164,0.4608695652173913,-16.75,5,False
xgboost,12.5,1.25,10,0.54,4,2,-0.0002840909090909144,1.0479323308270676,141,0.44431818181818183,-21.25,5,False
xgboost,12.5,1.25,10,0.56,4,2,0.0625,1.125,125,0.4722222222222222,-18.0,7,False
xgboost,12.5,1.25,10,0.58,4,1,-0.11057692307692307,0.8308823529411764,100,0.3952991452991453,-11.75,9,False
xgboost,12.5,1.25,10,0.6,4,3,0.0668103448275862,1.1328125,85,0.47413793103448276,-10.5,8,False
xgboost,12.5,1.25,12,0.5,4,2,0.03529094827586207,1.0694444444444444,196,0.4601293103448276,-12.75,5,False
xgboost,12.5,1.25,12,0.52,4,3,0.14945652173913043,1.3068181818181817,166,0.5108695652173914,-15.75,7,False
xgboost,12.5,1.25,12,0.54,4,3,0.1875,1.40625,141,0.5277777777777778,-16.25,7,False
xgboost,12.5,1.25,12,0.56,4,3,0.153125,1.3157894736842106,120,0.5125,-16.25,7,False
xgboost,12.5,1.25,12,0.58,4,3,0.15808823529411764,1.328125,104,0.5147058823529411,-13.25,7,False
xgboost,12.5,1.25,12,0.6,4,3,0.125,1.25,79,0.5,-13.5,6,False
xgboost,12.5,1.25,15,0.5,4,3,0.1839572192513369,1.42512077294686,208,0.5262032085561497,-10.0,6,False
xgboost,12.5,1.25,15,0.52,4,3,0.21514423076923078,1.4678030303030303,180,0.5400641025641025,-8.75,4,False
xgboost,12.5,1.25,15,0.54,4,2,0.08928571428571429,1.1875,155,0.48412698412698413,-10.0,4,False
xgboost,12.5,1.25,15,0.56,4,3,0.18125,1.3888888888888888,122,0.525,-11.25,5,False
xgboost,12.5,1.25,15,0.58,4,3,0.125,1.25,103,0.5,-13.0,6,False
xgboost,12.5,1.25,15,0.6,4,2,0.0375,1.0817307692307692,82,0.46111111111111114,-8.25,4,False
xgboost,12.5,1.3,10,0.5,4,2,0.0012548262548262579,1.0472222222222223,155,0.4353281853281853,-17.599999999999998,6,False
xgboost,12.5,1.3,10,0.52,4,2,-0.04166666666666666,0.9750000000000001,138,0.41666666666666663,-19.39999999999999,8,False
xgboost,12.5,1.3,10,0.54,4,1,-0.12380952380952379,0.8125,122,0.38095238095238093,-14.99999999999999,7,False
xgboost,12.5,1.3,10,0.56,4,1,-0.2942156862745098,0.5757142857142857,98,0.30686274509803924,-14.499999999999991,10,False
xgboost,12.5,1.3,10,0.58,4,1,-0.20284090909090907,0.6933333333333334,85,0.34659090909090906,-12.09999999999999,9,False
xgboost,12.5,1.3,10,0.6,4,1,-0.23333333333333328,0.6500000000000001,72,0.3333333333333333,-11.2,8,False
xgboost,12.5,1.3,12,0.5,4,3,0.26616161616161627,1.5925000000000002,153,0.5505050505050505,-9.500000000000002,4,False
xgboost,12.5,1.3,12,0.52,4,3,0.21576797385620922,1.4577205882352944,133,0.5285947712418301,-10.100000000000001,4,False
xgboost,12.5,1.3,12,0.54,4,3,0.16742424242424248,1.3406250000000002,111,0.5075757575757576,-10.200000000000001,6,False
xgboost,12.5,1.3,12,0.56,4,3,0.2321428571428572,1.5166666666666666,97,0.5357142857142857,-8.300000000000002,5,False
xgboost,12.5,1.3,12,0.58,4,3,0.15000000000000002,1.3,66,0.5,-9.0,9,False
xgboost,12.5,1.3,12,0.6,4,3,0.15000000000000002,1.3,51,0.5,-7.100000000000001,7,False
xgboost,12.5,1.3,15,0.5,4,2,0.09877873563218391,1.2270053475935827,175,0.47772988505747127,-11.9,6,False
xgboost,12.5,1.3,15,0.52,4,2,0.08030303030303035,1.1761904761904765,145,0.4696969696969697,-13.999999999999995,6,False
xgboost,12.5,1.3,15,0.54,4,3,0.18833333333333335,1.3928571428571428,114,0.5166666666666666,-13.899999999999999,6,False
xgboost,12.5,1.3,15,0.56,4,3,0.20948275862068969,1.4500000000000002,90,0.5258620689655172,-7.1000000000000005,5,False
xgboost,12.5,1.3,15,0.58,4,3,0.127,1.25,67,0.49,-4.500000000000001,4,False
xgboost,12.5,1.3,15,0.6,4,4,0.15000000000000002,1.3,54,0.5,-4.1000000000000005,4,True
xgboost,12.5,1.35,10,0.5,4,2,0.05685388845247451,1.1517857142857146,134,0.4497250589159466,-10.950000000000003,10,False
xgboost,12.5,1.35,10,0.52,4,2,0.04233870967741938,1.1013157894736842,119,0.4435483870967742,-10.0,10,False
xgboost,12.5,1.35,10,0.54,4,2,0.1138418998048146,1.2737379807692308,98,0.47397527651268706,-8.5,8,False
xgboost,12.5,1.35,10,0.56,4,2,0.047282608695652206,1.1089285714285715,85,0.44565217391304346,-9.3,6,False
xgboost,12.5,1.35,10,0.58,4,2,0.06301564722617356,1.1608695652173915,66,0.4523470839260313,-9.65,8,False
xgboost,12.5,1.35,10,0.6,4,2,0.033189655172413846,1.0875,54,0.4396551724137931,-8.950000000000001,7,False
xgboost,12.5,1.35,12,0.5,4,2,0.09848837209302329,1.2262500000000003,144,0.46744186046511627,-14.150000000000002,4,False
xgboost,12.5,1.35,12,0.52,4,2,0.10956416464891047,1.3013513513513517,116,0.4721549636803874,-12.500000000000002,6,False
xgboost,12.5,1.35,12,0.54,4,2,0.11212374581939803,1.3161442006269595,91,0.4732441471571906,-10.9,5,False
xgboost,12.5,1.35,12,0.56,4,3,0.18599272349272356,1.43474025974026,79,0.5046777546777547,-9.25,4,False
xgboost,12.5,1.35,12,0.58,4,2,0.1414285714285715,1.3499999999999999,61,0.4857142857142857,-5.949999999999999,5,False
xgboost,12.5,1.35,12,0.6,4,2,0.13093750000000004,1.3178571428571428,45,0.48125,-4.300000000000001,5,False
xgboost,12.5,1.35,15,0.5,4,2,0.16458333333333341,1.3933928571428573,147,0.4955673758865249,-15.15,6,False
xgboost,12.5,1.35,15,0.52,4,2,0.12442765567765571,1.3102941176470593,119,0.47847985347985345,-15.55,7,False
xgboost,12.5,1.35,15,0.54,4,2,0.02812500000000004,1.08,98,0.4375,-16.25,7,False
xgboost,12.5,1.35,15,0.56,4,2,-0.07463369963369962,0.8842500000000002,80,0.39377289377289376,-12.950000000000001,8,False
xgboost,12.5,1.35,15,0.58,4,1,-0.05999999999999996,0.9,66,0.4,-12.3,8,False
xgboost,12.5,1.35,15,0.6,4,2,0.1880555555555556,1.5107142857142857,52,0.5055555555555555,-10.250000000000002,6,False
xgboost,15.000000000000002,1.2,10,0.5,4,3,0.0545112781954887,1.1083333333333334,252,0.4793233082706767,-10.400000000000002,5,False
xgboost,15.000000000000002,1.2,10,0.52,4,2,0.04179894179894178,1.0961538461538463,226,0.4735449735449735,-10.599999999999994,5,False
xgboost,15.000000000000002,1.2,10,0.54,4,2,-0.0009130434782608915,1.0026315789473683,191,0.4541304347826087,-9.599999999999994,5,False
xgboost,15.000000000000002,1.2,10,0.56,4,2,0.003979460847240036,1.0095652173913043,161,0.4563543003851091,-8.2,5,False
xgboost,15.000000000000002,1.2,10,0.58,4,2,-0.058359133126935026,0.9114285714285713,140,0.42801857585139313,-14.599999999999998,5,False
xgboost,15.000000000000002,1.2,10,0.6,4,2,-0.12564102564102564,0.8142857142857143,106,0.39743589743589747,-14.200000000000006,10,False
xgboost,15.000000000000002,1.2,12,0.5,4,2,0.01837104072398188,1.0378633150039278,261,0.46289592760181,-9.2,5,False
xgboost,15.000000000000002,1.2,12,0.52,4,3,0.023007623007623015,1.0430992736077482,225,0.465003465003465,-12.400000000000002,5,False
xgboost,15.000000000000002,1.2,12,0.54,4,2,-0.006114130434782631,0.9909502262443439,198,0.45176630434782605,-12.0,5,False
xgboost,15.000000000000002,1.2,12,0.56,4,3,0.06428571428571427,1.126829268292683,168,0.48376623376623373,-10.2,6,False
xgboost,15.000000000000002,1.2,12,0.58,4,2,-0.007634408602150561,0.9878571428571429,141,0.4510752688172043,-9.6,5,False
xgboost,15.000000000000002,1.2,12,0.6,4,1,-0.047789115646258526,0.9174603174603173,113,0.4328231292517007,-7.8,5,False
