model,tail_percent,rr,horizon,probability_threshold,windows,positive_windows,median_R,median_PF,total_trades,median_WR,worst_DD,worst_streak,all_positive
xgboost,15.000000000000002,1.2,15,0.5,4,3,0.03666114333057163,1.0693333333333332,281,0.47120961060480526,-13.600000000000007,6,False
xgboost,15.000000000000002,1.2,15,0.52,4,2,0.019652173913043462,1.0409200968523002,233,0.46347826086956523,-9.8,6,False
xgboost,15.000000000000002,1.2,15,0.54,4,3,0.07843137254901959,1.1547169811320754,194,0.4901960784313726,-11.0,9,False
xgboost,15.000000000000002,1.2,15,0.56,4,2,0.05198412698412696,1.109268292682927,156,0.47817460317460314,-8.4,6,False
xgboost,15.000000000000002,1.2,15,0.58,4,2,-0.0636904761904762,0.9054545454545455,128,0.4255952380952381,-9.0,4,False
xgboost,15.000000000000002,1.2,15,0.6,4,2,0.021428571428571425,1.0499999999999998,100,0.4642857142857143,-8.599999999999998,4,False
xgboost,15.000000000000002,1.25,10,0.5,4,2,-0.01118421052631579,0.9853078358208955,227,0.43947368421052635,-14.25,9,False
xgboost,15.000000000000002,1.25,10,0.52,4,2,-0.020054945054945053,0.9691820276497696,206,0.43553113553113554,-13.5,8,False
xgboost,15.000000000000002,1.25,10,0.54,4,2,0.030368629391390393,1.0788690476190477,178,0.4579416130628402,-12.0,6,False
xgboost,15.000000000000002,1.25,10,0.56,4,2,0.07043687523139579,1.1713406292749657,140,0.4757497223250648,-10.75,6,False
xgboost,15.000000000000002,1.25,10,0.58,4,2,0.05592105263157895,1.11328125,108,0.4692982456140351,-8.75,5,False
xgboost,15.000000000000002,1.25,10,0.6,4,2,0.01735459662288931,1.0897435897435896,78,0.4521575984990619,-8.25,5,False
xgboost,15.000000000000002,1.25,12,0.5,4,1,-0.033299180327868855,0.9427521008403361,245,0.4296448087431694,-14.75,6,False
xgboost,15.000000000000002,1.25,12,0.52,4,2,-0.026988182689236664,0.9536210317460319,210,0.4324496965825615,-10.0,6,False
xgboost,15.000000000000002,1.25,12,0.54,4,2,0.11072938689217758,1.2447916666666667,175,0.49365750528541225,-10.75,6,False
xgboost,15.000000000000002,1.25,12,0.56,4,1,-0.049107142857142856,0.9151785714285714,144,0.4226190476190476,-14.0,6,False
xgboost,15.000000000000002,1.25,12,0.58,4,2,0.014830508474576272,1.02734375,123,0.4510357815442561,-9.25,6,False
xgboost,15.000000000000002,1.25,12,0.6,4,3,0.08909574468085106,1.175,98,0.48404255319148937,-6.75,4,False
xgboost,15.000000000000002,1.25,15,0.5,4,2,0.10372005044136191,1.2254901960784315,240,0.49054224464060525,-11.75,8,False
xgboost,15.000000000000002,1.25,15,0.52,4,3,0.08440721649484537,1.1658653846153846,193,0.48195876288659795,-10.25,7,False
xgboost,15.000000000000002,1.25,15,0.54,4,3,0.061931818181818185,1.1175271739130435,171,0.471969696969697,-8.25,5,False
xgboost,15.000000000000002,1.25,15,0.56,4,3,0.18465239591516105,1.46509009009009,133,0.5265121759622938,-10.75,5,False
xgboost,15.000000000000002,1.25,15,0.58,4,2,0.14334239130434784,1.443452380952381,101,0.5081521739130435,-11.75,6,False
xgboost,15.000000000000002,1.25,15,0.6,4,2,0.03125,1.0714285714285714,84,0.45833333333333337,-7.75,5,False
xgboost,15.000000000000002,1.3,10,0.5,4,3,0.11037623762376238,1.226488095238095,196,0.48277227722772276,-9.8,7,False
xgboost,15.000000000000002,1.3,10,0.52,4,2,0.09876095118898627,1.2161873840445268,169,0.4777221526908636,-10.8,7,False
xgboost,15.000000000000002,1.3,10,0.54,4,2,-0.018555093555093556,0.9760317460317459,140,0.4267151767151767,-8.8,7,False
xgboost,15.000000000000002,1.3,10,0.56,4,2,0.031034482758620703,1.0771428571428572,113,0.4482758620689655,-7.8,6,False
xgboost,15.000000000000002,1.3,10,0.58,4,2,0.07159090909090911,1.1440000000000001,88,0.46590909090909094,-6.1000000000000005,6,False
xgboost,15.000000000000002,1.3,10,0.6,4,2,0.059210526315789505,1.1227272727272728,68,0.4605263157894737,-6.0,6,False
xgboost,15.000000000000002,1.3,12,0.5,4,2,0.02362637362637364,1.0446428571428572,203,0.44505494505494503,-11.5,9,False
xgboost,15.000000000000002,1.3,12,0.52,4,1,-0.0678380187416332,0.8875946969696968,166,0.4052878179384204,-14.100000000000001,7,False
xgboost,15.000000000000002,1.3,12,0.54,4,2,-0.032914764079147604,0.9498863636363637,139,0.4204718417047184,-14.399999999999999,7,False
xgboost,15.000000000000002,1.3,12,0.56,4,2,0.01001540832049308,1.0196078431372548,113,0.4391371340523883,-11.4,6,False
xgboost,15.000000000000002,1.3,12,0.58,4,3,0.1652823920265781,1.38125,88,0.5066445182724253,-7.4,4,False
xgboost,15.000000000000002,1.3,12,0.6,4,4,0.1682539682539683,1.3866666666666667,70,0.5079365079365079,-4.500000000000001,3,True
xgboost,15.000000000000002,1.3,15,0.5,4,3,0.044135514018691584,1.0809561128526646,201,0.45397196261682243,-9.500000000000004,9,False
xgboost,15.000000000000002,1.3,15,0.52,4,2,0.02000598086124403,1.0397485493230174,164,0.4434808612440191,-9.400000000000002,7,False
xgboost,15.000000000000002,1.3,15,0.54,4,3,0.04117647058823531,1.0777777777777777,134,0.45268542199488493,-12.6,5,False
xgboost,15.000000000000002,1.3,15,0.56,4,3,0.19181818181818183,1.4782258064516132,101,0.5181818181818182,-7.6000000000000005,4,False
xgboost,15.000000000000002,1.3,15,0.58,4,4,0.17738095238095242,1.4036231884057973,75,0.5119047619047619,-7.4,6,True
xgboost,15.000000000000002,1.3,15,0.6,4,3,0.10838815789473688,1.2277777777777779,59,0.4819078947368421,-5.0,5,False
xgboost,15.000000000000002,1.35,10,0.5,4,3,0.19962752525252528,1.4609291084854998,168,0.5104797979797979,-9.95,7,False
xgboost,15.000000000000002,1.35,10,0.52,4,3,0.22955357142857144,1.5152623211446743,140,0.5232142857142856,-6.949999999999999,6,False
xgboost,15.000000000000002,1.35,10,0.54,4,3,0.26223484848484846,1.5958928571428577,116,0.5371212121212121,-5.950000000000001,5,False
xgboost,15.000000000000002,1.35,10,0.56,4,3,0.307258064516129,1.7016608391608394,94,0.5562800274536719,-4.0,4,False
xgboost,15.000000000000002,1.35,10,0.58,4,3,0.4234285714285715,2.1000000000000005,75,0.6057142857142856,-4.65,5,False
xgboost,15.000000000000002,1.35,10,0.6,4,3,0.34907407407407415,1.9767857142857144,60,0.5740740740740741,-4.0,4,False
xgboost,15.000000000000002,1.35,12,0.5,4,3,0.2516304347826087,1.5525000000000002,160,0.5326086956521738,-7.600000000000001,6,False
xgboost,15.000000000000002,1.35,12,0.52,4,3,0.15772058823529414,1.3114285714285714,142,0.49264705882352944,-8.3,7,False
xgboost,15.000000000000002,1.35,12,0.54,4,3,0.1429545454545455,1.2801724137931036,120,0.48636363636363633,-6.300000000000001,6,False
xgboost,15.000000000000002,1.35,12,0.56,4,2,-0.019326923076923033,0.9741477272727274,87,0.4173076923076923,-5.65,4,False
xgboost,15.000000000000002,1.35,12,0.58,4,2,0.02367424242424248,1.0446428571428572,69,0.4356060606060606,-4.300000000000001,3,False
xgboost,15.000000000000002,1.35,12,0.6,4,3,0.06452991452991458,1.1185714285714285,55,0.452991452991453,-4.300000000000001,3,False
xgboost,15.000000000000002,1.35,15,0.5,4,3,0.08084935897435899,1.1497252747252746,175,0.45993589743589747,-9.6,6,False
xgboost,15.000000000000002,1.35,15,0.52,4,3,0.2109027777777778,1.4544642857142858,144,0.5152777777777777,-7.85,6,False
xgboost,15.000000000000002,1.35,15,0.54,4,3,0.3096615138592751,1.7386363636363638,113,0.5573027718550106,-6.950000000000001,5,False
xgboost,15.000000000000002,1.35,15,0.56,4,3,0.304718660968661,1.7725000000000004,93,0.5551994301994302,-8.299999999999999,6,False
xgboost,15.000000000000002,1.35,15,0.58,4,3,0.3377533783783784,1.8375000000000004,73,0.5692567567567568,-4.3,4,False
xgboost,15.000000000000002,1.35,15,0.6,4,3,0.15474137931034487,1.3050000000000002,57,0.4913793103448276,-5.65,4,False
xgboost,17.500000000000004,1.2,10,0.5,4,3,0.02124282337048293,1.039764705882353,262,0.4642012833502195,-8.0,8,False
xgboost,17.500000000000004,1.2,10,0.52,4,4,0.0796296296296296,1.157142857142857,216,0.4907407407407407,-6.4,6,True
xgboost,17.500000000000004,1.2,10,0.54,4,3,0.06764705882352942,1.1333333333333333,185,0.4852941176470588,-6.4,5,False
xgboost,17.500000000000004,1.2,10,0.56,4,3,0.10503432494279173,1.2166666666666663,151,0.5022883295194508,-8.0,6,False
xgboost,17.500000000000004,1.2,10,0.58,4,3,0.09999999999999995,1.2,115,0.5,-12.4,6,False
xgboost,17.500000000000004,1.2,10,0.6,4,3,0.12199999999999998,1.2499999999999998,84,0.51,-10.199999999999998,8,False
xgboost,17.500000000000004,1.2,12,0.5,4,3,0.0842857142857143,1.166666666666667,261,0.4928571428571429,-11.399999999999999,8,False
xgboost,17.500000000000004,1.2,12,0.52,4,3,0.09999999999999998,1.2000000000000002,222,0.5,-10.799999999999999,6,False
xgboost,17.500000000000004,1.2,12,0.54,4,3,0.11122448979591837,1.225,175,0.5051020408163265,-9.0,5,False
xgboost,17.500000000000004,1.2,12,0.56,4,3,0.17051282051282046,1.3764705882352941,140,0.532051282051282,-5.999999999999999,4,False
xgboost,17.500000000000004,1.2,12,0.58,4,4,0.2596774193548387,1.690909090909091,112,0.5725806451612903,-5.4,4,True
xgboost,17.500000000000004,1.2,12,0.6,4,3,0.44166666666666654,2.44,82,0.6553030303030303,-5.6,4,False
xgboost,17.500000000000004,1.2,15,0.5,4,4,0.07982845312037858,1.1582191780821918,300,0.49083111505471755,-9.399999999999999,6,True
xgboost,17.500000000000004,1.2,15,0.52,4,3,0.07338709677419354,1.1446153846153848,249,0.4879032258064516,-9.000000000000007,7,False
xgboost,17.500000000000004,1.2,15,0.54,4,2,0.04567147613762486,1.096761133603239,206,0.4753052164261931,-14.399999999999999,6,False
xgboost,17.500000000000004,1.2,15,0.56,4,2,0.034,1.0714285714285712,153,0.47,-7.999999999999999,6,False
xgboost,17.500000000000004,1.2,15,0.58,4,2,0.07535377358490561,1.1972350230414746,108,0.48879716981132076,-9.399999999999997,6,False
xgboost,17.500000000000004,1.2,15,0.6,4,3,0.26923076923076916,1.7333333333333334,77,0.5769230769230769,-6.6000000000000005,4,False
xgboost,17.500000000000004,1.25,10,0.5,4,3,0.05448564593301435,1.1027542372881356,243,0.46866028708133967,-7.0,6,False
xgboost,17.500000000000004,1.25,10,0.52,4,3,0.060714285714285714,1.1150568181818183,193,0.4714285714285714,-5.75,5,False
xgboost,17.500000000000004,1.25,10,0.54,4,3,0.1758695652173913,1.3894230769230769,166,0.5226086956521738,-6.5,5,False
xgboost,17.500000000000004,1.25,10,0.56,4,2,0.13277649769585254,1.3154761904761905,140,0.5034562211981567,-6.5,6,False
xgboost,17.500000000000004,1.25,10,0.58,4,2,0.1219758064516129,1.3118131868131868,100,0.4986559139784946,-6.5,6,False
xgboost,17.500000000000004,1.25,10,0.6,4,3,0.24862637362637363,1.5625,79,0.554945054945055,-7.25,6,False
xgboost,17.500000000000004,1.25,12,0.5,4,3,0.08108203677510609,1.1563155136268344,238,0.4804809052333805,-9.75,5,False
xgboost,17.500000000000004,1.25,12,0.52,4,3,0.09570540225417801,1.1944444444444444,197,0.4869801787796346,-8.0,5,False
xgboost,17.500000000000004,1.25,12,0.54,4,2,0.07424812030075187,1.1631944444444444,161,0.47744360902255634,-11.0,5,False
xgboost,17.500000000000004,1.25,12,0.56,4,2,0.09584603658536585,1.2097953216374269,124,0.4870426829268293,-10.5,8,False
xgboost,17.500000000000004,1.25,12,0.58,4,3,0.34576612903225806,1.8645833333333335,89,0.5981182795698925,-8.5,6,False
xgboost,17.500000000000004,1.25,12,0.6,4,3,0.378125,1.9791666666666667,72,0.6125,-7.0,4,False
xgboost,17.500000000000004,1.25,15,0.5,4,3,0.08399936061381075,1.162202380952381,252,0.4817774936061381,-12.0,8,False
xgboost,17.500000000000004,1.25,15,0.52,4,3,0.1311813186813187,1.2638888888888888,202,0.5027472527472527,-10.0,6,False
xgboost,17.500000000000004,1.25,15,0.54,4,4,0.096875,1.189042303172738,161,0.4875,-9.75,6,True
xgboost,17.500000000000004,1.25,15,0.56,4,3,0.17613636363636365,1.375,125,0.5227272727272727,-9.0,5,False
xgboost,17.500000000000004,1.25,15,0.58,4,3,0.30078125,1.75,88,0.578125,-6.5,5,False
xgboost,17.500000000000004,1.25,15,0.6,4,3,0.359375,1.9886363636363638,68,0.6041666666666666,-9.5,6,False
xgboost,17.500000000000004,1.3,10,0.5,4,3,0.14087301587301587,1.2796874999999996,205,0.49603174603174605,-7.200000000000001,5,False
xgboost,17.500000000000004,1.3,10,0.52,4,3,0.10446428571428573,1.2010057471264366,166,0.48020186335403725,-8.099999999999998,8,False
xgboost,17.500000000000004,1.3,10,0.54,4,4,0.0656666666666667,1.122453703703704,134,0.4633333333333334,-7.500000000000001,7,True
xgboost,17.500000000000004,1.3,10,0.56,4,3,0.05700317124735731,1.1080615942028986,107,0.4595665961945032,-7.4,7,False
xgboost,17.500000000000004,1.3,10,0.58,4,2,0.01470588235294118,1.0523809523809524,87,0.4411764705882353,-6.4,6,False
xgboost,17.500000000000004,1.3,10,0.6,4,2,0.04679487179487184,1.2113636363636366,59,0.45512820512820507,-9.7,8,False
xgboost,17.500000000000004,1.3,12,0.5,4,3,0.12563793933558015,1.2530555555555554,217,0.4894077997111218,-6.600000000000001,4,False
xgboost,17.500000000000004,1.3,12,0.52,4,3,0.12933179723502305,1.2594474153297681,179,0.4910138248847926,-6.799999999999997,4,False
xgboost,17.500000000000004,1.3,12,0.54,4,3,0.14965804341361882,1.2999999999999996,155,0.4998513232233125,-8.399999999999999,8,False
xgboost,17.500000000000004,1.3,12,0.56,4,3,0.11545542635658917,1.230952380952381,118,0.48498062015503873,-10.0,10,False
xgboost,17.500000000000004,1.3,12,0.58,4,3,0.09772727272727276,1.1916666666666667,94,0.4772727272727273,-10.3,9,False
xgboost,17.500000000000004,1.3,12,0.6,4,3,0.23214285714285718,1.5166666666666666,71,0.5357142857142857,-7.2,5,False
xgboost,17.500000000000004,1.3,15,0.5,4,3,0.13499124621995862,1.2665322580645157,230,0.4934744548782429,-10.9,5,False
xgboost,17.500000000000004,1.3,15,0.52,4,3,0.15000000000000002,1.2999999999999998,188,0.5,-8.700000000000001,8,False
xgboost,17.500000000000004,1.3,15,0.54,4,3,0.09213103681188789,1.177328431372549,146,0.4748395812225599,-8.0,8,False
xgboost,17.500000000000004,1.3,15,0.56,4,4,0.16474358974358982,1.3342105263157897,111,0.5064102564102564,-6.9,5,True
xgboost,17.500000000000004,1.3,15,0.58,4,3,0.30880952380952387,1.7166666666666668,78,0.569047619047619,-7.300000000000001,4,False
xgboost,17.500000000000004,1.3,15,0.6,4,3,0.30114285714285716,1.693939393939394,62,0.5657142857142857,-8.200000000000001,4,False
xgboost,17.500000000000004,1.35,10,0.5,4,3,0.21250000000000008,1.4420454545454544,187,0.5159574468085106,-5.949999999999999,5,False
xgboost,17.500000000000004,1.35,10,0.52,4,4,0.2036585365853659,1.4192307692307695,160,0.5121951219512195,-5.950000000000001,5,True
xgboost,17.500000000000004,1.35,10,0.54,4,4,0.2095588235294118,1.4343750000000002,124,0.5147058823529411,-4.600000000000001,4,True
xgboost,17.500000000000004,1.35,10,0.56,4,4,0.21171875000000007,1.4400000000000002,97,0.515625,-3.3,3,True
xgboost,17.500000000000004,1.35,10,0.58,4,3,0.17500000000000004,1.35,76,0.5,-5.600000000000001,3,False
xgboost,17.500000000000004,1.35,10,0.6,4,3,0.10972222222222225,1.215,57,0.4722222222222222,-8.3,6,False
xgboost,17.500000000000004,1.35,12,0.5,4,4,0.1984148550724638,1.4164772727272728,199,0.509963768115942,-9.549999999999999,5,True
xgboost,17.500000000000004,1.35,12,0.52,4,4,0.18346846846846848,1.3847426470588236,158,0.5036036036036036,-8.899999999999999,5,True
xgboost,17.500000000000004,1.35,12,0.54,4,4,0.20704545454545462,1.4413043478260872,129,0.5136363636363637,-7.25,5,True
xgboost,17.500000000000004,1.35,12,0.56,4,4,0.27480694980694986,1.6125000000000003,97,0.5424710424710424,-8.3,8,True
xgboost,17.500000000000004,1.35,12,0.58,4,4,0.3708333333333334,2.025,82,0.5833333333333333,-5.25,5,True
xgboost,17.500000000000004,1.35,12,0.6,4,4,0.4361111111111112,2.19375,64,0.6111111111111112,-4.249999999999999,4,True
xgboost,17.500000000000004,1.35,15,0.5,4,3,0.14702380952380953,1.288636363636364,199,0.4880952380952381,-6.65,5,False
xgboost,17.500000000000004,1.35,15,0.52,4,4,0.2043834435182524,1.4252727272727275,147,0.5125035929864903,-5.65,5,True
xgboost,17.500000000000004,1.35,15,0.54,4,4,0.23855994152046786,1.5044117647058828,112,0.527046783625731,-3.65,3,True
xgboost,17.500000000000004,1.35,15,0.56,4,4,0.35244897959183674,1.840909090909091,91,0.5755102040816327,-4.0,4,True
xgboost,17.500000000000004,1.35,15,0.58,4,4,0.3342490842490843,1.7735294117647062,73,0.5677655677655677,-3.3,3,True
xgboost,17.500000000000004,1.35,15,0.6,4,4,0.2540086206896552,1.5482142857142858,59,0.5336206896551725,-5.65,5,True
xgboost,19.999999999999996,1.2,10,0.5,4,2,-0.0018518518518518441,0.9972413793103448,312,0.4537037037037037,-10.4,6,False
xgboost,19.999999999999996,1.2,10,0.52,4,2,0.024247185126996616,1.0511029411764707,258,0.46556690233045295,-12.0,7,False
xgboost,19.999999999999996,1.2,10,0.54,4,2,0.03596410492406811,1.0711111111111111,197,0.47089277496548554,-11.399999999999999,7,False
xgboost,19.999999999999996,1.2,10,0.56,4,2,0.03589743589743588,1.07,150,0.47086247086247085,-6.800000000000001,6,False
xgboost,19.999999999999996,1.2,10,0.58,4,1,-0.023333333333333338,0.9588235294117645,118,0.44393939393939397,-7.199999999999999,6,False
xgboost,19.999999999999996,1.2,10,0.6,4,1,-0.06810631229235882,0.8819999999999999,91,0.42358803986710963,-7.999999999999998,6,False
xgboost,19.999999999999996,1.2,12,0.5,4,3,0.06152045172841206,1.1194444444444445,311,0.4825092962401873,-10.999999999999998,7,False
xgboost,19.999999999999996,1.2,12,0.52,4,3,0.1123623853211009,1.231015037593985,250,0.5056192660550459,-8.599999999999998,6,False
xgboost,19.999999999999996,1.2,12,0.54,4,3,0.10891472868217053,1.223242467718795,201,0.5040521494009866,-8.799999999999999,6,False
xgboost,19.999999999999996,1.2,12,0.56,4,3,0.1693200663349917,1.3681818181818182,160,0.5315091210613598,-9.4,6,False
xgboost,19.999999999999996,1.2,12,0.58,4,3,0.09551249362570115,1.191497975708502,124,0.4979602243753187,-9.799999999999999,7,False
xgboost,19.999999999999996,1.2,12,0.6,4,3,0.07829457364341082,1.1592391304347824,100,0.49013389711064126,-6.0,6,False
xgboost,19.999999999999996,1.2,15,0.5,4,4,0.10446528555431131,1.2105025409373233,322,0.5020296752519596,-9.399999999999999,6,True
xgboost,19.999999999999996,1.2,15,0.52,4,4,0.11803278688524588,1.2406779661016951,263,0.5081967213114754,-7.199999999999999,5,True
xgboost,19.999999999999996,1.2,15,0.54,4,4,0.10578947368421052,1.2127659574468086,207,0.5026315789473684,-6.4,5,True
xgboost,19.999999999999996,1.2,15,0.56,4,2,0.00032653061224489216,1.002197802197802,176,0.4546938775510204,-9.6,7,False
xgboost,19.999999999999996,1.2,15,0.58,4,2,0.011388888888888872,1.0228571428571427,130,0.4597222222222222,-8.0,7,False
xgboost,19.999999999999996,1.2,15,0.6,4,4,0.14230769230769227,1.3,101,0.5192307692307692,-4.8,4,True
xgboost,19.999999999999996,1.25,10,0.5,4,1,-0.03834894613583138,0.9330357142857143,275,0.4274004683840749,-12.5,7,False
xgboost,19.999999999999996,1.25,10,0.52,4,1,-0.02631578947368421,0.9545454545454546,225,0.4327485380116959,-9.5,8,False
xgboost,19.999999999999996,1.25,10,0.54,4,1,-0.07215399149740198,0.8772229822161423,176,0.41237600377893247,-8.0,7,False
xgboost,19.999999999999996,1.25,10,0.56,4,2,-0.002232142857142856,1.003787878787879,137,0.44345238095238093,-5.5,5,False
xgboost,19.999999999999996,1.25,10,0.58,4,2,-0.045588235294117645,0.9350198412698413,108,0.4241830065359477,-6.25,6,False
xgboost,19.999999999999996,1.25,10,0.6,4,2,0.0625,1.125,86,0.4722222222222222,-6.0,6,False
xgboost,19.999999999999996,1.25,12,0.5,4,2,0.025218880852683666,1.0505148005148004,269,0.4556528359345261,-6.5,6,False
xgboost,19.999999999999996,1.25,12,0.52,4,3,0.048396381578947364,1.090686274509804,224,0.46595394736842105,-8.75,6,False
xgboost,19.999999999999996,1.25,12,0.54,4,1,-0.014082278481012659,0.9751002673796791,185,0.4381856540084388,-8.75,7,False
xgboost,19.999999999999996,1.25,12,0.56,4,1,-0.010080645161290322,0.9821428571428572,150,0.4399641577060932,-8.5,8,False
xgboost,19.999999999999996,1.25,12,0.58,4,4,0.0572742474916388,1.1086309523809523,123,0.4698996655518395,-9.5,7,True
xgboost,19.999999999999996,1.25,12,0.6,4,2,0.03205128205128205,1.0633116883116884,88,0.45868945868945865,-7.25,5,False
xgboost,19.999999999999996,1.25,15,0.5,4,4,0.10150434243176179,1.1989087301587302,279,0.4895574855252275,-7.0,7,True
xgboost,19.999999999999996,1.25,15,0.52,4,4,0.09539473684210525,1.1875,224,0.48684210526315785,-7.75,7,True
xgboost,19.999999999999996,1.25,15,0.54,4,3,0.11439393939393938,1.2285052910052912,186,0.4952861952861952,-7.75,7,False
xgboost,19.999999999999996,1.25,15,0.56,4,3,0.13486842105263158,1.2723214285714286,141,0.5043859649122807,-8.0,8,False
xgboost,19.999999999999996,1.25,15,0.58,4,4,0.17804276315789475,1.373792270531401,112,0.5235745614035088,-7.25,6,True
xgboost,19.999999999999996,1.25,15,0.6,4,3,0.125,1.25,83,0.5,-7.0,6,False
xgboost,19.999999999999996,1.3,10,0.5,4,2,0.002894491129785237,1.009411764705882,219,0.43604108309990663,-10.600000000000001,6,False
xgboost,19.999999999999996,1.3,10,0.52,4,2,0.003636363636363646,1.0160919540229885,172,0.4363636363636364,-10.2,7,False
xgboost,19.999999999999996,1.3,10,0.54,4,2,-0.012981859410430827,0.9886363636363638,144,0.42913832199546487,-7.800000000000001,6,False
xgboost,19.999999999999996,1.3,10,0.56,4,2,0.001099937146448772,1.0083992094861662,108,0.43526084223758643,-7.4,6,False
xgboost,19.999999999999996,1.3,10,0.58,4,2,0.039509803921568644,1.0748366013071897,88,0.4519607843137255,-7.7,7,False
xgboost,19.999999999999996,1.3,10,0.6,4,3,0.16854838709677422,1.3433333333333335,69,0.5080645161290323,-5.7,5,False
xgboost,19.999999999999996,1.3,12,0.5,4,3,0.049374999999999995,1.0936507936507935,206,0.45625,-6.3,5,False
xgboost,19.999999999999996,1.3,12,0.52,4,3,0.07938596491228074,1.1578125,177,0.4692982456140351,-6.6000000000000005,4,False
xgboost,19.999999999999996,1.3,12,0.54,4,3,0.03100000000000002,1.056714285714286,139,0.4482608695652174,-8.100000000000001,6,False
xgboost,19.999999999999996,1.3,12,0.56,4,3,0.052497096399535426,1.099604743083004,117,0.45760743321718933,-6.7,6,False
xgboost,19.999999999999996,1.3,12,0.58,4,4,0.13360071301247775,1.2684027777777778,93,0.4928698752228164,-7.0,7,True
xgboost,19.999999999999996,1.3,12,0.6,4,4,0.2325641025641026,1.5011904761904762,80,0.5358974358974359,-6.1,4,True
xgboost,19.999999999999996,1.3,15,0.5,4,3,0.12600057175528873,1.2507142857142854,238,0.48956546598056033,-9.3,7,False
xgboost,19.999999999999996,1.3,15,0.52,4,3,0.09245283018867928,1.1761904761904765,180,0.4749794913863823,-8.3,8,False
xgboost,19.999999999999996,1.3,15,0.54,4,3,0.061111111111111116,1.1158333333333332,146,0.4613526570048309,-8.3,7,False
xgboost,19.999999999999996,1.3,15,0.56,4,2,0.029005260640841725,1.0544670846394986,120,0.44739359158297465,-9.200000000000001,6,False
xgboost,19.999999999999996,1.3,15,0.58,4,4,0.12386363636363636,1.2434782608695654,99,0.48863636363636365,-7.800000000000001,6,True
xgboost,19.999999999999996,1.3,15,0.6,4,4,0.2526785714285714,1.6466666666666665,70,0.5446428571428572,-7.4,6,True
xgboost,19.999999999999996,1.35,10,0.5,4,3,0.12461845930232562,1.2399064171122998,191,0.4785610465116279,-8.549999999999999,7,False
xgboost,19.999999999999996,1.35,10,0.52,4,3,0.13844444444444448,1.2687290969899667,149,0.48444444444444446,-7.65,7,False
xgboost,19.999999999999996,1.35,10,0.54,4,3,0.1253770739064857,1.2412500000000002,115,0.4788838612368024,-9.0,9,False
xgboost,19.999999999999996,1.35,10,0.56,4,3,0.08681988742964358,1.1615259740259742,94,0.46247654784240155,-7.0,7,False
xgboost,19.999999999999996,1.35,10,0.58,4,3,0.045106490872211,1.0813322368421052,77,0.4447261663286004,-7.300000000000001,7,False
xgboost,19.999999999999996,1.35,10,0.6,4,3,0.03766233766233771,1.06875,58,0.44155844155844154,-7.300000000000001,7,False
xgboost,19.999999999999996,1.35,12,0.5,4,3,0.03296184738955827,1.0591112531969311,185,0.4395582329317269,-9.850000000000001,5,False
xgboost,19.999999999999996,1.35,12,0.52,4,4,0.08084935897435902,1.1497252747252749,147,0.45993589743589747,-8.899999999999999,5,True
xgboost,19.999999999999996,1.35,12,0.54,4,2,-0.037203302373580986,0.9482142857142859,124,0.40970072239422084,-8.299999999999999,5,False
xgboost,19.999999999999996,1.35,12,0.56,4,2,-0.015937499999999948,0.975,93,0.41875,-6.65,6,False
xgboost,19.999999999999996,1.35,12,0.58,4,2,0.01230769230769235,1.0285714285714285,78,0.4307692307692308,-8.0,8,False
xgboost,19.999999999999996,1.35,12,0.6,4,3,0.12676518883415439,1.2436363636363637,63,0.47947454844006565,-7.0,7,False
xgboost,19.999999999999996,1.35,15,0.5,4,3,0.10588235294117651,1.2000000000000002,209,0.47058823529411764,-9.299999999999999,6,False
xgboost,19.999999999999996,1.35,15,0.52,4,3,0.08028061224489799,1.1493881118881122,166,0.4596938775510204,-7.550000000000001,5,False
xgboost,19.999999999999996,1.35,15,0.54,4,3,0.06869047619047623,1.1298128342245992,130,0.45476190476190476,-8.550000000000002,6,False
xgboost,19.999999999999996,1.35,15,0.56,4,2,0.029448198198198237,1.0558928571428572,100,0.4380630630630631,-9.6,7,False
xgboost,19.999999999999996,1.35,15,0.58,4,2,-0.0014264264264263957,1.000227272727273,87,0.42492492492492495,-6.6,6,False
xgboost,19.999999999999996,1.35,15,0.6,4,2,0.015535714285714323,1.0350000000000001,64,0.43214285714285716,-5.0,5,False
