entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,open,high,low,close,volume,market_period,past_return_1,past_return_3,past_return_5,past_return_10,past_return_15,past_return_30,realized_vol_5,realized_vol_15,realized_vol_30,realized_vol_60,vol_ratio_5_30,vol_ratio_5_60,variance_ratio_5_30,variance_ratio_5_60,mfe_points,mae_points,mfe_R,mae_R,time_to_mfe,time_to_mae,max_favorable_bar,max_adverse_bar,first_bar_return_points,worst_close_to_close_points,best_close_to_close_points,failure_type,entry_hour,entry_minute,entry_time_minutes,time_bucket
2021-05-18 20:39:00+00:00,2021-05-18 20:59:00+00:00,2021-05-17,0.7518491139723474,0.5913479601120772,25.0,1.75,20,-4.5,-5.609999999999999,-0.2244,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13183.5,13186.75,13182.5,13183.25,212,RTH,1.896363722623807e-05,-0.0007582507519284659,-0.0015159269952481796,-0.0027081041842035186,-0.0029350244983271678,-0.003124085433229368,0.0015413151188759053,0.0017360183569546668,0.00236445646440943,0.0033657642168338263,0.6518686819048196,0.4579391245432576,2.5495966706899607,2.5164989014493417,0.5,10.75,0.02,0.43,1,6,1,6,-1.25,-9.75,-1.25,TIMEOUT_LOSS,16,39,999,
2021-05-21 16:10:00+00:00,2021-05-21 16:30:00+00:00,2021-05-20,0.9902775836802492,0.5517633159664854,25.0,1.75,20,-21.0,-22.11,-0.8844,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13411.5,13415.75,13408.75,13410.75,2410,RTH,-3.728282753392973e-05,-0.0015274572673985758,-0.0013226899103226286,-0.0008944044422050132,-0.0008944044422050112,-0.0031640884050945744,0.0012462036267040537,0.001615804820858316,0.002211010807941851,0.0033151581998803383,0.5636352487413208,0.3759107564607432,1.9061081617421434,1.6957067618746584,5.5,22.25,0.22,0.89,2,20,2,20,3.25,-21.0,4.0,TIMEOUT_LOSS,12,10,730,12:00-12:30
2021-05-21 19:51:00+00:00,2021-05-21 20:11:00+00:00,2021-05-20,0.76625,0.4075294564976303,25.0,1.75,20,1.0,-0.1099999999999998,-0.0043999999999999,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13413.75,13413.75,13407.0,13410.25,1228,RTH,-0.00020504599626334098,0.00041021816722926804,0.0001305057098098456,-0.0011365437255584168,-0.0018439021437648253,-0.002978353312010432,0.0011232242613936393,0.0014187709435565551,0.0017427534112567412,0.0023103547494065114,0.6445112969732507,0.48616960736535175,2.4923688715568506,2.836330645509364,14.75,15.75,0.59,0.63,5,3,5,3,-9.75,-15.25,13.0,TIMEOUT_WIN,15,51,951,15:30-16:00
2021-05-25 15:18:00+00:00,2021-05-25 15:38:00+00:00,2021-05-24,0.8256225004154417,0.5725039494113227,25.0,1.75,20,22.0,20.89,0.8356,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13639.75,13643.75,13637.5,13638.5,1394,RTH,-5.4989872712318425e-05,-0.0008977894828783537,-0.001794773662739659,-0.0009161033272296844,-0.001776475903299989,-0.0027275157174705216,0.0011609011179548616,0.0017165600440882012,0.0022889377888530944,0.0034803088447673573,0.5071789734121818,0.3335626720887935,1.5433830664286075,1.3351686745321916,32.0,17.0,1.28,0.68,15,7,15,7,-1.0,-11.0,31.0,TIMEOUT_WIN,11,18,678,11:00-11:30
2021-05-26 14:02:00+00:00,2021-05-26 14:21:00+00:00,2021-05-25,0.8686741538892716,0.5436245863868657,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,19,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13663.75,13664.0,13656.0,13660.0,2924,RTH,-0.0002744864832641437,-0.0008049468072111694,-0.0014447830309720184,-0.00107921246264246,-0.0011157755339446975,-0.002905730349752839,0.0007994980394439307,0.0012176336014015432,0.002181658083135859,0.002642178106421343,0.3664634919761363,0.30259051708168094,0.8057729457080623,1.0987322523331085,2.75,27.0,0.11,1.08,13,19,13,19,-8.25,-25.75,-1.75,STOP,10,2,602,10:00-10:30
2021-06-01 13:54:00+00:00,2021-06-01 14:14:00+00:00,2021-05-31,0.7704389032504194,0.4707743562120053,25.0,1.75,20,43.75,42.64,1.7056,target,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13719.5,13719.5,13712.0,13716.0,2643,RTH,-0.0002551438843094848,-0.0006377376927786148,-0.0014570889945004274,-0.0027121252187867523,-0.0026212334798743934,-0.002312139758379649,0.0007626972308967728,0.0016058796761397706,0.0019358424193681924,0.0019919645270713307,0.3939872498225847,0.38288695432650205,0.9313557181365827,1.7592290375210988,61.0,15.75,2.44,0.63,20,6,20,6,7.25,-14.25,58.25,TARGET,9,54,594,09:30-10:00
2021-06-08 14:56:00+00:00,2021-06-08 15:16:00+00:00,2021-06-07,0.7711276290374045,0.5563079680787981,25.0,1.75,20,14.75,13.64,0.5456,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13806.25,13807.0,13798.25,13806.0,3706,RTH,0.0,-0.0006878699834976028,-0.0023512825316499824,-0.0020621920804623135,-0.0018633939051362822,-0.0025680455382790885,0.001276182739323456,0.0014770246037812227,0.0022281790291935645,0.0030139392196953775,0.572746948338949,0.4234268332234123,1.968234400989472,2.1514833971232887,16.5,18.0,0.66,0.72,20,13,20,13,2.5,-15.5,14.75,TIMEOUT_WIN,10,56,656,10:30-11:00
2021-06-10 14:38:00+00:00,2021-06-10 14:46:00+00:00,2021-06-09,0.7698588641440891,0.4744634911438128,25.0,1.75,20,43.75,42.64,1.7056,target,8,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13918.0,13920.75,13916.25,13918.5,1426,RTH,1.7961866957013283e-05,-0.0010950642424893944,-0.0013462213605258632,-0.0008617904228287387,-0.0008617904228289239,-0.002332299806764357,0.0009760532740133362,0.0013792422250375738,0.0019475048754103628,0.0031381689573976974,0.5011814277526109,0.3110263619530291,1.5070969411448731,1.1608487739568398,50.25,-0.5,2.01,-0.02,8,1,8,1,9.0,5.0,50.0,TARGET,10,38,638,10:30-11:00
2021-06-11 14:45:00+00:00,2021-06-11 15:05:00+00:00,2021-06-10,0.9311900056933436,0.4140522091807404,25.0,1.75,20,1.25,0.1400000000000001,0.0056,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13952.5,13953.5,13945.25,13947.75,988,RTH,-0.0003046622305127133,-0.00046591643019027167,-0.0010748644018679073,-0.001414997415055709,-0.0020949165666582703,-0.0025241011226023553,0.000684484159591375,0.0012064592881874188,0.0017622492321048696,0.0028942569558570493,0.3884150704232749,0.23649737049303735,0.9051976015915055,0.6711720750014516,16.0,14.75,0.64,0.59,19,9,19,9,0.75,-13.75,11.75,TIMEOUT_WIN,10,45,645,10:30-11:00
2021-06-15 14:23:00+00:00,2021-06-15 14:43:00+00:00,2021-06-14,1.0,0.5509032722400518,25.0,1.75,20,17.75,16.64,0.6656,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14086.25,14086.25,14067.25,14069.25,3440,RTH,-0.0011898315217289503,-0.0009590793574034795,-0.0006572461623382169,-0.0007460300889545234,-0.0008880679778000901,-0.003529843225897884,0.0013410572166793926,0.0014545920558848892,0.0022080615607764096,0.0036296520533011896,0.6073459365905738,0.3694726648687147,2.213214520158488,1.6381206010222749,19.0,8.25,0.76,0.33,20,2,20,2,-4.0,-4.0,17.75,TIMEOUT_WIN,10,23,623,10:00-10:30
2021-06-16 16:21:00+00:00,2021-06-16 16:41:00+00:00,2021-06-15,1.0,0.4063570811021234,25.0,1.75,20,-10.5,-11.61,-0.4644,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,13996.0,13999.0,13990.0,13991.75,1993,RTH,-0.0003037043015367593,-0.0006430294050274924,-0.0003572896048869851,-0.00019652507991254887,-0.0009108363356860351,-0.0031753987007064966,0.0005602641695649639,0.0011677418886003857,0.0017393217210834747,0.001992817134331048,0.3221164680309741,0.2811417866261142,0.6225541138604975,0.9484884502478828,16.0,15.75,0.64,0.63,5,14,5,14,-3.25,-13.5,12.25,TIMEOUT_LOSS,12,21,741,12:00-12:30
2021-06-17 16:07:00+00:00,2021-06-17 16:20:00+00:00,2021-06-16,0.9389952153110048,0.4930178029051372,25.0,1.75,20,43.75,42.64,1.7056,target,13,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14147.75,14149.5,14136.5,14138.25,1252,RTH,-0.0006717104120197436,-0.000866068721007523,-0.0003535880382649018,-0.0006186970438031155,-0.0022431632695947704,-0.0031778004603606456,0.0009036377673312305,0.0016030618247748823,0.002008219840756623,0.003236698528520307,0.44996954466437955,0.2791850273878731,1.214835546752814,0.9353313542108093,49.0,3.75,1.96,0.15,13,7,13,7,-0.5,-1.0,48.0,TARGET,12,7,727,12:00-12:30
2021-06-18 18:51:00+00:00,2021-06-18 19:11:00+00:00,2021-06-17,0.8771345250637859,0.4735446023203074,25.0,1.75,20,11.5,10.39,0.4156,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14062.0,14062.0,14049.0,14049.0,1274,RTH,-0.0008893474554984559,-0.0004269854889809533,-0.0004625593848599461,-0.0007293232737252824,-0.0015647229366045066,-0.0026124291775051194,0.0011875762121906757,0.0015208933435999325,0.0019445754274387361,0.0029417822415151013,0.6107123413334864,0.40369276672872983,2.237817383142173,1.9556141989091598,26.0,6.5,1.04,0.26,15,11,15,11,2.0,-4.0,23.5,TIMEOUT_WIN,14,51,891,14:30-15:00
2021-06-24 17:45:00+00:00,2021-06-24 18:05:00+00:00,2021-06-23,0.9227742602417492,0.4011198674627352,25.0,1.75,20,-20.5,-21.61,-0.8644,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14342.75,14346.25,14339.75,14339.75,1511,RTH,-0.00019175622612773574,-0.0009235783214819167,-0.0008364847219354596,-0.0006448520985082324,-0.0011848136175974882,-0.002385617778489733,0.0006467915212667551,0.0011665163649741735,0.00172358769461676,0.002162236592107215,0.3752588413614599,0.29913078135285015,0.844915188119672,1.0737506922331996,12.25,23.75,0.49,0.95,5,20,5,20,-5.75,-21.25,11.0,TIMEOUT_LOSS,13,45,825,13:30-14:00
2021-07-01 14:17:00+00:00,2021-07-01 14:37:00+00:00,2021-06-30,0.9453079968836298,0.4278310149873935,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14537.5,14538.25,14523.5,14524.5,3097,RTH,-0.000860244706629426,-0.0012728994580148197,-0.00120413549030687,-0.0014276010990200163,-0.0017025671596297542,-0.0025098429912091625,0.0009860863110151498,0.0012170661991686778,0.0018041665336054995,0.0026380029250545702,0.5465605822121785,0.37380030994270086,1.7923708201686936,1.6767200605591106,16.75,27.0,0.67,1.08,3,20,3,20,1.75,-24.0,12.75,STOP,10,17,617,10:00-10:30
2021-07-01 15:11:00+00:00,2021-07-01 15:31:00+00:00,2021-06-30,1.0,0.4306555796468388,25.0,1.75,20,-7.25,-8.36,-0.3344,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14502.0,14502.25,14488.0,14489.0,3890,RTH,-0.0009485457780886392,-0.001086441150193618,-0.002068395662965356,-0.00323859025528483,-0.002636455238425305,-0.003530925066704128,0.001319393243533496,0.001602996990913288,0.0018125332802726478,0.002494516682871124,0.7279277340138152,0.5289173861186243,3.1792727156789256,3.3570432160626935,18.25,16.0,0.73,0.64,13,6,13,6,-6.25,-14.5,13.75,TIMEOUT_LOSS,11,11,671,11:00-11:30
2021-07-06 16:02:00+00:00,2021-07-06 16:15:00+00:00,2021-07-05,0.8168827296287858,0.544027448974511,25.0,1.75,20,43.75,42.64,1.7056,target,13,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14709.75,14709.75,14696.5,14699.5,3280,RTH,-0.0007140550125734686,-0.0014615661751032599,-0.001444583488951395,-0.0016653359160018729,-0.00035709124060557987,-0.002632675553076322,0.0012366224018912084,0.0016994522422553876,0.0021834052390079413,0.0032770173665825943,0.566373286918137,0.3773621752822165,1.9246722008067267,1.7088265360047155,46.25,8.0,1.85,0.32,13,4,13,4,1.0,-3.75,39.25,TARGET,12,2,722,12:00-12:30
2021-07-08 18:32:00+00:00,2021-07-08 18:52:00+00:00,2021-07-07,0.8874261971043897,0.4113000692561527,25.0,1.75,20,2.5,1.39,0.0556,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14699.0,14702.5,14697.25,14697.75,867,RTH,-0.00010205122980583044,-0.00040814244737786545,-0.00045914854261717644,-0.00042514476819490544,-0.0012409163973916457,-0.0025142287940753474,0.0009616032789858078,0.0014086165200136356,0.001753869610126589,0.0022402389614511473,0.5482752386116104,0.42924138698262587,1.8036344236477102,2.2109780195852204,11.5,21.0,0.46,0.84,18,11,18,11,-8.0,-17.75,10.0,TIMEOUT_WIN,14,32,872,14:30-15:00
2021-07-13 17:23:00+00:00,2021-07-13 17:41:00+00:00,2021-07-12,0.8145973154362416,0.4546462730684097,25.0,1.75,20,43.75,42.64,1.7056,target,18,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14913.5,14917.5,14911.0,14911.5,2140,RTH,-0.0001341156749705133,0.000217976342046432,-0.0002514521374107693,-0.0018927186254195788,-0.002912964743739031,-0.004800183160619565,0.0008475354150695264,0.0016386236793135675,0.0018857644316489519,0.0020215766479123303,0.44943864718480436,0.4192447592549959,1.2119705854998426,2.1091940179533535,49.75,8.0,1.99,0.32,18,1,18,1,-6.5,-6.5,46.5,TARGET,13,23,803,13:00-13:30
2021-07-14 15:40:00+00:00,2021-07-14 16:00:00+00:00,2021-07-13,1.0,0.5896776646644245,25.0,1.75,20,21.75,20.64,0.8256,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14913.25,14916.5,14901.0,14901.5,2749,RTH,-0.0007546727175048839,-0.0009390616781573199,-0.0015422788546253982,-0.000855252728988954,-0.0029818264827446987,-0.004135315915789846,0.0010669432302722642,0.002149058304168685,0.0023576756732356058,0.002808331198686577,0.45254028888885395,0.37992072686129785,1.2287562784056443,1.7320771043858028,39.5,9.25,1.58,0.37,19,5,19,5,5.25,-6.25,36.75,TIMEOUT_WIN,11,40,700,11:30-12:00
2021-07-15 15:58:00+00:00,2021-07-15 16:18:00+00:00,2021-07-14,0.9064676377381372,0.505773609331927,25.0,1.75,20,15.75,14.64,0.5856,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14782.0,14783.0,14769.25,14770.0,1521,RTH,-0.0008290401374938976,-0.0006768189767673806,-0.0010995983345211055,-0.0015559993668101363,-0.0022824305102791924,-0.0028395665080773414,0.001173402246504479,0.0014956726658347688,0.0020494432144663884,0.003599490850060221,0.5725468450268805,0.32599117358079893,1.9668593385014077,1.2752429430310388,37.5,7.0,1.5,0.28,14,1,14,1,-5.75,-5.75,32.0,TIMEOUT_WIN,11,58,718,11:30-12:00
2021-07-15 17:19:00+00:00,2021-07-15 17:39:00+00:00,2021-07-14,0.824087875944383,0.4860469221750959,25.0,1.75,20,27.25,26.14,1.0456,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14760.5,14760.5,14747.25,14751.0,2693,RTH,-0.0006268796003504592,-0.0007793044255686341,0.00010169319172841898,-0.0006099420744144779,-0.0008131734540387194,-0.002724912618719274,0.0012396689321144008,0.001678965495529239,0.0019856687039857515,0.002751809516403963,0.6243080377034015,0.45049227598223723,2.3385631556464306,2.4353194886358738,28.25,17.0,1.13,0.68,20,6,20,6,-2.0,-12.0,27.25,TIMEOUT_WIN,13,19,799,13:00-13:30
2021-07-15 17:54:00+00:00,2021-07-15 18:14:00+00:00,2021-07-14,0.9381058254361276,0.424648853199589,25.0,1.75,20,-14.25,-15.36,-0.6144,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14729.0,14734.0,14721.5,14721.75,1775,RTH,-0.0005093205773746246,-0.001442401763752205,-0.001391528869667054,-0.0008147884547117497,-0.00013584418692660417,-0.002560951155860368,0.0009376731617594785,0.0014071123359902958,0.0017945327414776594,0.0026718241509480684,0.5225166084110435,0.3509486810450288,1.6381416363922787,1.4779797207269445,13.5,23.25,0.54,0.93,2,15,2,15,9.75,-20.5,11.25,TIMEOUT_LOSS,13,54,834,13:30-14:00
2021-07-16 14:11:00+00:00,2021-07-16 14:31:00+00:00,2021-07-15,1.0,0.5717480162412468,25.0,1.75,20,6.5,5.390000000000001,0.2156,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14789.75,14791.25,14777.75,14778.25,3738,RTH,-0.0007947714605025443,-0.001284847432085341,-0.0020954802767055667,-0.0017071340358287045,-0.0022642794398625536,-0.004472921012086845,0.0010793460157565258,0.0016253022708629546,0.0022861102991552054,0.003164729585013885,0.4721320822339064,0.34105473683047405,1.3374522184471447,1.3958200021740468,39.5,19.25,1.58,0.77,19,7,19,7,3.0,-15.75,37.75,TIMEOUT_WIN,10,11,611,10:00-10:30
2021-07-16 15:14:00+00:00,2021-07-16 15:34:00+00:00,2021-07-15,1.0,0.5880662143138435,25.0,1.75,20,-12.5,-13.61,-0.5444,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14720.5,14725.75,14712.5,14717.75,3510,RTH,-0.00020381473311384236,-0.0013070898745154926,-0.0009847199437480352,-0.0012222657572717641,-0.0031036700767384288,-0.003509995210152203,0.0012427525057463998,0.0018792208349988457,0.002350825640242725,0.004096377980637391,0.528645121302184,0.30337837758639385,1.6767939856596055,1.1044612798434306,9.0,20.0,0.36,0.8,16,8,16,8,-1.5,-18.5,7.25,TIMEOUT_LOSS,11,14,674,11:00-11:30
2021-07-19 16:01:00+00:00,2021-07-19 16:21:00+00:00,2021-07-18,0.8963212513730298,0.4933527673038534,25.0,1.75,20,19.5,18.39,0.7356,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14529.0,14532.25,14520.0,14523.5,3080,RTH,-0.0003958317250571773,-0.0015308275476743514,-0.0024756743380592882,-0.002269602074656566,-0.0024756743380593,-0.002681704144433093,0.0011603958933003988,0.0014645525463793298,0.0020094297243778707,0.003913833926923497,0.5774752305207703,0.2964857260084456,2.0008658511901007,1.054845428721061,27.5,3.0,1.1,0.12,9,15,9,15,4.5,-0.75,24.75,TIMEOUT_WIN,12,1,721,12:00-12:30
2021-07-22 16:09:00+00:00,2021-07-22 16:29:00+00:00,2021-07-21,0.8217430792930238,0.4237028051005119,25.0,1.75,20,-13.5,-14.61,-0.5844,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,14873.5,14875.25,14862.75,14863.25,3699,RTH,-0.0007061909699275497,-0.0008742581972139925,-0.0010759015915556248,-0.0028217765670745633,-0.00278823077706808,-0.0022513450369438057,0.0007928519666274568,0.001374914121753858,0.0017915678675103858,0.0022587063580525877,0.44254643153944634,0.3510203811136558,1.175084064409787,1.4785836954861138,12.75,14.75,0.51,0.59,12,19,12,19,-2.25,-14.0,11.25,TIMEOUT_LOSS,12,9,729,12:00-12:30
