dataset,mae_threshold,horizon,recovery_level,trades,reached_trades,reached_pct,reached_win_rate,not_reached_win_rate,win_rate_difference,reached_mean_final_R,not_reached_mean_final_R
DEVELOPMENT,0.75,8,0.3,95,22,0.23157894736842105,0.5909090909090909,,,0.1454545454545454,
DEVELOPMENT,0.75,8,0.4,95,19,0.2,0.631578947368421,,,0.24105263157894738,
DEVELOPMENT,0.75,10,-0.5,95,64,0.6736842105263158,0.3125,,,-0.34328125,
DEVELOPMENT,0.75,10,-0.4,95,58,0.6105263157894737,0.3448275862068966,,,-0.2874137931034482,
DEVELOPMENT,0.75,10,-0.3,95,50,0.5263157894736842,0.38,,,-0.24940000000000004,
DEVELOPMENT,0.75,10,-0.2,95,43,0.45263157894736844,0.4418604651162791,,,-0.13372093023255813,
DEVELOPMENT,0.75,10,-0.1,95,40,0.42105263157894735,0.475,,,-0.1015,
DEVELOPMENT,0.75,10,0.0,95,35,0.3684210526315789,0.5142857142857142,,,-0.04342857142857145,
DEVELOPMENT,0.75,10,0.1,95,32,0.3368421052631579,0.53125,,,0.02562500000000001,
DEVELOPMENT,0.75,10,0.2,95,30,0.3157894736842105,0.5,,,0.015666666666666662,
DEVELOPMENT,0.75,10,0.3,95,24,0.25263157894736843,0.5416666666666666,,,0.11041666666666665,
DEVELOPMENT,0.75,10,0.4,95,22,0.23157894736842105,0.5909090909090909,,,0.23999999999999988,
DEVELOPMENT,0.75,12,-0.5,95,66,0.6947368421052632,0.30303030303030304,,,-0.34681818181818175,
DEVELOPMENT,0.75,12,-0.4,95,61,0.6421052631578947,0.32786885245901637,,,-0.30098360655737705,
DEVELOPMENT,0.75,12,-0.3,95,53,0.5578947368421052,0.37735849056603776,,,-0.25698113207547174,
DEVELOPMENT,0.75,12,-0.2,95,47,0.49473684210526314,0.425531914893617,,,-0.1548936170212766,
DEVELOPMENT,0.75,12,-0.1,95,43,0.45263157894736844,0.46511627906976744,,,-0.1246511627906977,
DEVELOPMENT,0.75,12,0.0,95,37,0.3894736842105263,0.5405405405405406,,,-0.02351351351351351,
DEVELOPMENT,0.75,12,0.1,95,34,0.35789473684210527,0.5588235294117647,,,0.04323529411764703,
DEVELOPMENT,0.75,12,0.2,95,32,0.3368421052631579,0.53125,,,0.03937499999999999,
DEVELOPMENT,0.75,12,0.3,95,25,0.2631578947368421,0.56,,,0.128,
DEVELOPMENT,0.75,12,0.4,95,23,0.24210526315789474,0.6086956521739131,,,0.2534782608695652,
DEVELOPMENT,0.8,1,-0.5,89,25,0.2808988764044944,0.32,,,-0.3588,
DEVELOPMENT,0.8,1,-0.4,89,21,0.23595505617977527,0.3333333333333333,,,-0.25285714285714284,
DEVELOPMENT,0.8,1,-0.3,89,13,0.14606741573033707,0.3076923076923077,,,-0.5015384615384615,
DEVELOPMENT,0.8,1,-0.2,89,10,0.11235955056179775,0.3,,,-0.46399999999999997,
DEVELOPMENT,0.8,1,-0.1,89,3,0.033707865168539325,0.6666666666666666,,,0.5,
DEVELOPMENT,0.8,1,0.0,89,3,0.033707865168539325,0.6666666666666666,,,0.5,
DEVELOPMENT,0.8,1,0.1,89,2,0.02247191011235955,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.8,1,0.2,89,2,0.02247191011235955,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.8,2,-0.5,89,34,0.38202247191011235,0.29411764705882354,,,-0.3211764705882353,
DEVELOPMENT,0.8,2,-0.4,89,29,0.3258426966292135,0.3448275862068966,,,-0.25206896551724134,
DEVELOPMENT,0.8,2,-0.3,89,22,0.24719101123595505,0.36363636363636365,,,-0.2772727272727273,
DEVELOPMENT,0.8,2,-0.2,89,16,0.1797752808988764,0.375,,,-0.166875,
DEVELOPMENT,0.8,2,-0.1,89,9,0.10112359550561797,0.6666666666666666,,,0.4799999999999999,
DEVELOPMENT,0.8,2,0.0,89,8,0.0898876404494382,0.625,,,0.5275,
DEVELOPMENT,0.8,2,0.1,89,6,0.06741573033707865,0.5,,,0.2683333333333333,
DEVELOPMENT,0.8,2,0.2,89,4,0.0449438202247191,0.5,,,0.355,
DEVELOPMENT,0.8,2,0.3,89,1,0.011235955056179775,0.0,,,-2.71,
DEVELOPMENT,0.8,2,0.4,89,1,0.011235955056179775,0.0,,,-2.71,
DEVELOPMENT,0.8,3,-0.5,89,39,0.43820224719101125,0.3333333333333333,,,-0.30025641025641026,
DEVELOPMENT,0.8,3,-0.4,89,36,0.4044943820224719,0.3611111111111111,,,-0.2430555555555556,
DEVELOPMENT,0.8,3,-0.3,89,30,0.33707865168539325,0.36666666666666664,,,-0.2703333333333333,
DEVELOPMENT,0.8,3,-0.2,89,23,0.25842696629213485,0.43478260869565216,,,-0.12347826086956523,
DEVELOPMENT,0.8,3,-0.1,89,14,0.15730337078651685,0.5,,,-0.018571428571428572,
DEVELOPMENT,0.8,3,0.0,89,13,0.14606741573033707,0.5384615384615384,,,-0.02,
DEVELOPMENT,0.8,3,0.1,89,8,0.0898876404494382,0.5,,,0.39874999999999994,
DEVELOPMENT,0.8,3,0.2,89,8,0.0898876404494382,0.5,,,0.39874999999999994,
DEVELOPMENT,0.8,3,0.3,89,4,0.0449438202247191,0.25,,,-0.30250000000000005,
DEVELOPMENT,0.8,3,0.4,89,3,0.033707865168539325,0.0,,,-1.08,
DEVELOPMENT,0.8,4,-0.5,89,43,0.48314606741573035,0.32558139534883723,,,-0.31581395348837216,
DEVELOPMENT,0.8,4,-0.4,89,38,0.42696629213483145,0.34210526315789475,,,-0.24973684210526317,
DEVELOPMENT,0.8,4,-0.3,89,32,0.3595505617977528,0.34375,,,-0.29031250000000003,
DEVELOPMENT,0.8,4,-0.2,89,27,0.30337078651685395,0.4074074074074074,,,-0.15666666666666665,
DEVELOPMENT,0.8,4,-0.1,89,21,0.23595505617977527,0.47619047619047616,,,-0.038095238095238106,
DEVELOPMENT,0.8,4,0.0,89,19,0.21348314606741572,0.5263157894736842,,,-0.031052631578947398,
DEVELOPMENT,0.8,4,0.1,89,13,0.14606741573033707,0.6153846153846154,,,0.17846153846153842,
DEVELOPMENT,0.8,4,0.2,89,13,0.14606741573033707,0.6153846153846154,,,0.17846153846153842,
DEVELOPMENT,0.8,4,0.3,89,10,0.11235955056179775,0.6,,,0.23899999999999996,
DEVELOPMENT,0.8,4,0.4,89,7,0.07865168539325842,0.42857142857142855,,,-0.42857142857142855,
DEVELOPMENT,0.8,5,-0.5,89,46,0.5168539325842697,0.30434782608695654,,,-0.33869565217391306,
DEVELOPMENT,0.8,5,-0.4,89,39,0.43820224719101125,0.358974358974359,,,-0.23717948717948723,
DEVELOPMENT,0.8,5,-0.3,89,36,0.4044943820224719,0.3888888888888889,,,-0.2119444444444445,
DEVELOPMENT,0.8,5,-0.2,89,31,0.34831460674157305,0.45161290322580644,,,-0.08290322580645161,
DEVELOPMENT,0.8,5,-0.1,89,27,0.30337078651685395,0.5185185185185185,,,-0.010740740740740775,
DEVELOPMENT,0.8,5,0.0,89,24,0.2696629213483146,0.5,,,-0.030416666666666647,
DEVELOPMENT,0.8,5,0.1,89,19,0.21348314606741572,0.5263157894736842,,,0.054210526315789466,
DEVELOPMENT,0.8,5,0.2,89,16,0.1797752808988764,0.5625,,,0.09374999999999997,
DEVELOPMENT,0.8,5,0.3,89,12,0.1348314606741573,0.5833333333333334,,,0.27249999999999996,
DEVELOPMENT,0.8,5,0.4,89,9,0.10112359550561797,0.4444444444444444,,,-0.18666666666666668,
DEVELOPMENT,0.8,6,-0.5,89,48,0.5393258426966292,0.3125,,,-0.32125000000000004,
DEVELOPMENT,0.8,6,-0.4,89,45,0.5056179775280899,0.3333333333333333,,,-0.2724444444444445,
DEVELOPMENT,0.8,6,-0.3,89,39,0.43820224719101125,0.38461538461538464,,,-0.22512820512820517,
DEVELOPMENT,0.8,6,-0.2,89,33,0.3707865168539326,0.45454545454545453,,,-0.11393939393939395,
DEVELOPMENT,0.8,6,-0.1,89,28,0.3146067415730337,0.5,,,-0.08071428571428572,
DEVELOPMENT,0.8,6,0.0,89,24,0.2696629213483146,0.5,,,-0.030416666666666647,
DEVELOPMENT,0.8,6,0.1,89,19,0.21348314606741572,0.5263157894736842,,,0.054210526315789466,
DEVELOPMENT,0.8,6,0.2,89,19,0.21348314606741572,0.5263157894736842,,,0.054210526315789466,
DEVELOPMENT,0.8,6,0.3,89,13,0.14606741573033707,0.6153846153846154,,,0.2592307692307692,
DEVELOPMENT,0.8,6,0.4,89,11,0.12359550561797752,0.5454545454545454,,,0.1836363636363636,
DEVELOPMENT,0.8,8,-0.5,89,51,0.5730337078651685,0.3137254901960784,,,-0.32529411764705884,
DEVELOPMENT,0.8,8,-0.4,89,48,0.5393258426966292,0.3333333333333333,,,-0.27979166666666666,
DEVELOPMENT,0.8,8,-0.3,89,42,0.47191011235955055,0.35714285714285715,,,-0.23523809523809525,
DEVELOPMENT,0.8,8,-0.2,89,35,0.39325842696629215,0.42857142857142855,,,-0.12085714285714282,
DEVELOPMENT,0.8,8,-0.1,89,33,0.3707865168539326,0.45454545454545453,,,-0.08212121212121215,
DEVELOPMENT,0.8,8,0.0,89,28,0.3146067415730337,0.4642857142857143,,,-0.09892857142857144,
DEVELOPMENT,0.8,8,0.1,89,25,0.2808988764044944,0.48,,,-0.017199999999999993,
DEVELOPMENT,0.8,8,0.2,89,25,0.2808988764044944,0.48,,,-0.017199999999999993,
DEVELOPMENT,0.8,8,0.3,89,19,0.21348314606741572,0.5263157894736842,,,0.09210526315789473,
DEVELOPMENT,0.8,8,0.4,89,16,0.1797752808988764,0.5625,,,0.19562500000000005,
DEVELOPMENT,0.8,10,-0.5,89,53,0.5955056179775281,0.3018867924528302,,,-0.3439622641509435,
DEVELOPMENT,0.8,10,-0.4,89,49,0.550561797752809,0.32653061224489793,,,-0.2844897959183673,
DEVELOPMENT,0.8,10,-0.3,89,44,0.4943820224719101,0.36363636363636365,,,-0.24931818181818183,
DEVELOPMENT,0.8,10,-0.2,89,39,0.43820224719101125,0.41025641025641024,,,-0.13512820512820514,
DEVELOPMENT,0.8,10,-0.1,89,37,0.4157303370786517,0.43243243243243246,,,-0.11540540540540539,
DEVELOPMENT,0.8,10,0.0,89,31,0.34831460674157305,0.4838709677419355,,,-0.08451612903225807,
DEVELOPMENT,0.8,10,0.1,89,28,0.3146067415730337,0.5,,,-0.009999999999999997,
DEVELOPMENT,0.8,10,0.2,89,26,0.29213483146067415,0.46153846153846156,,,-0.024230769230769257,
DEVELOPMENT,0.8,10,0.3,89,20,0.2247191011235955,0.5,,,0.07749999999999999,
DEVELOPMENT,0.8,10,0.4,89,18,0.20224719101123595,0.5555555555555556,,,0.23222222222222222,
DEVELOPMENT,0.8,12,-0.5,89,55,0.6179775280898876,0.2909090909090909,,,-0.3481818181818182,
DEVELOPMENT,0.8,12,-0.4,89,52,0.5842696629213483,0.3076923076923077,,,-0.30057692307692313,
DEVELOPMENT,0.8,12,-0.3,89,46,0.5168539325842697,0.34782608695652173,,,-0.26565217391304347,
DEVELOPMENT,0.8,12,-0.2,89,40,0.449438202247191,0.4,,,-0.14700000000000008,
DEVELOPMENT,0.8,12,-0.1,89,38,0.42696629213483145,0.42105263157894735,,,-0.12842105263157894,
DEVELOPMENT,0.8,12,0.0,89,32,0.3595505617977528,0.5,,,-0.06468749999999998,
DEVELOPMENT,0.8,12,0.1,89,29,0.3258426966292135,0.5172413793103449,,,0.009310344827586208,
DEVELOPMENT,0.8,12,0.2,89,28,0.3146067415730337,0.5,,,0.005714285714285715,
DEVELOPMENT,0.8,12,0.3,89,21,0.23595505617977527,0.5238095238095238,,,0.09999999999999998,
DEVELOPMENT,0.8,12,0.4,89,19,0.21348314606741572,0.5789473684210527,,,0.24894736842105267,
DEVELOPMENT,0.85,1,-0.5,79,11,0.13924050632911392,0.45454545454545453,,,-0.17272727272727267,
DEVELOPMENT,0.85,1,-0.4,79,8,0.10126582278481013,0.5,,,0.025000000000000022,
DEVELOPMENT,0.85,1,-0.3,79,5,0.06329113924050633,0.4,,,-0.26400000000000007,
DEVELOPMENT,0.85,1,-0.2,79,3,0.0379746835443038,0.3333333333333333,,,-0.20000000000000004,
DEVELOPMENT,0.85,1,-0.1,79,2,0.02531645569620253,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.85,1,0.0,79,2,0.02531645569620253,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.85,1,0.1,79,2,0.02531645569620253,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.85,1,0.2,79,2,0.02531645569620253,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.85,2,-0.5,79,18,0.22784810126582278,0.3888888888888889,,,-0.17444444444444446,
DEVELOPMENT,0.85,2,-0.4,79,14,0.17721518987341772,0.5,,,0.008571428571428548,
DEVELOPMENT,0.85,2,-0.3,79,10,0.12658227848101267,0.5,,,-0.061,
DEVELOPMENT,0.85,2,-0.2,79,6,0.0759493670886076,0.5,,,0.016666666666666646,
DEVELOPMENT,0.85,2,-0.1,79,5,0.06329113924050633,0.6,,,0.16599999999999998,
DEVELOPMENT,0.85,2,0.0,79,4,0.05063291139240506,0.75,,,0.20749999999999996,
DEVELOPMENT,0.85,2,0.1,79,3,0.0379746835443038,0.6666666666666666,,,0.0833333333333333,
DEVELOPMENT,0.85,2,0.2,79,2,0.02531645569620253,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.85,2,0.3,79,1,0.012658227848101266,0.0,,,-2.71,
DEVELOPMENT,0.85,2,0.4,79,1,0.012658227848101266,0.0,,,-2.71,
DEVELOPMENT,0.85,3,-0.5,79,24,0.3037974683544304,0.375,,,-0.24541666666666662,
DEVELOPMENT,0.85,3,-0.4,79,20,0.25316455696202533,0.45,,,-0.07100000000000001,
DEVELOPMENT,0.85,3,-0.3,79,16,0.20253164556962025,0.5,,,-0.09187500000000001,
DEVELOPMENT,0.85,3,-0.2,79,12,0.1518987341772152,0.5833333333333334,,,0.12416666666666666,
DEVELOPMENT,0.85,3,-0.1,79,7,0.08860759493670886,0.5714285714285714,,,0.10428571428571425,
DEVELOPMENT,0.85,3,0.0,79,6,0.0759493670886076,0.6666666666666666,,,0.12166666666666663,
DEVELOPMENT,0.85,3,0.1,79,4,0.05063291139240506,0.5,,,-0.05000000000000002,
DEVELOPMENT,0.85,3,0.2,79,4,0.05063291139240506,0.5,,,-0.05000000000000002,
DEVELOPMENT,0.85,3,0.3,79,3,0.0379746835443038,0.3333333333333333,,,-0.35000000000000003,
DEVELOPMENT,0.85,3,0.4,79,2,0.02531645569620253,0.0,,,-1.58,
DEVELOPMENT,0.85,4,-0.5,79,28,0.35443037974683544,0.35714285714285715,,,-0.2592857142857143,
DEVELOPMENT,0.85,4,-0.4,79,21,0.26582278481012656,0.42857142857142855,,,-0.0861904761904762,
DEVELOPMENT,0.85,4,-0.3,79,18,0.22784810126582278,0.5,,,-0.01055555555555556,
DEVELOPMENT,0.85,4,-0.2,79,14,0.17721518987341772,0.6428571428571429,,,0.265,
DEVELOPMENT,0.85,4,-0.1,79,12,0.1518987341772152,0.6666666666666666,,,0.32416666666666666,
DEVELOPMENT,0.85,4,0.0,79,11,0.13924050632911392,0.7272727272727273,,,0.3727272727272727,
DEVELOPMENT,0.85,4,0.1,79,9,0.11392405063291139,0.7777777777777778,,,0.3911111111111112,
DEVELOPMENT,0.85,4,0.2,79,9,0.11392405063291139,0.7777777777777778,,,0.3911111111111112,
DEVELOPMENT,0.85,4,0.3,79,7,0.08860759493670886,0.7142857142857143,,,0.41857142857142854,
DEVELOPMENT,0.85,4,0.4,79,5,0.06329113924050633,0.6,,,0.0019999999999999797,
DEVELOPMENT,0.85,5,-0.5,79,29,0.3670886075949367,0.3448275862068966,,,-0.27241379310344827,
DEVELOPMENT,0.85,5,-0.4,79,24,0.3037974683544304,0.4166666666666667,,,-0.14874999999999994,
DEVELOPMENT,0.85,5,-0.3,79,20,0.25316455696202533,0.5,,,-0.06000000000000002,
DEVELOPMENT,0.85,5,-0.2,79,15,0.189873417721519,0.6666666666666666,,,0.26333333333333336,
DEVELOPMENT,0.85,5,-0.1,79,14,0.17721518987341772,0.7142857142857143,,,0.33428571428571424,
DEVELOPMENT,0.85,5,0.0,79,12,0.1518987341772152,0.6666666666666666,,,0.32416666666666666,
DEVELOPMENT,0.85,5,0.1,79,10,0.12658227848101267,0.7,,,0.33099999999999996,
DEVELOPMENT,0.85,5,0.2,79,9,0.11392405063291139,0.7777777777777778,,,0.3911111111111112,
DEVELOPMENT,0.85,5,0.3,79,7,0.08860759493670886,0.7142857142857143,,,0.41857142857142854,
DEVELOPMENT,0.85,5,0.4,79,6,0.0759493670886076,0.6666666666666666,,,0.27999999999999997,
DEVELOPMENT,0.85,6,-0.5,79,31,0.3924050632911392,0.3870967741935484,,,-0.2264516129032258,
DEVELOPMENT,0.85,6,-0.4,79,29,0.3670886075949367,0.41379310344827586,,,-0.15448275862068966,
DEVELOPMENT,0.85,6,-0.3,79,23,0.2911392405063291,0.4782608695652174,,,-0.08043478260869565,
DEVELOPMENT,0.85,6,-0.2,79,17,0.21518987341772153,0.6470588235294118,,,0.1623529411764706,
DEVELOPMENT,0.85,6,-0.1,79,15,0.189873417721519,0.6666666666666666,,,0.18066666666666667,
DEVELOPMENT,0.85,6,0.0,79,12,0.1518987341772152,0.6666666666666666,,,0.32416666666666666,
DEVELOPMENT,0.85,6,0.1,79,10,0.12658227848101267,0.7,,,0.33099999999999996,
DEVELOPMENT,0.85,6,0.2,79,10,0.12658227848101267,0.7,,,0.33099999999999996,
DEVELOPMENT,0.85,6,0.3,79,7,0.08860759493670886,0.7142857142857143,,,0.41857142857142854,
DEVELOPMENT,0.85,6,0.4,79,6,0.0759493670886076,0.6666666666666666,,,0.27999999999999997,
DEVELOPMENT,0.85,8,-0.5,79,34,0.43037974683544306,0.38235294117647056,,,-0.24088235294117646,
DEVELOPMENT,0.85,8,-0.4,79,32,0.4050632911392405,0.40625,,,-0.1765625,
DEVELOPMENT,0.85,8,-0.3,79,27,0.34177215189873417,0.48148148148148145,,,-0.0737037037037037,
DEVELOPMENT,0.85,8,-0.2,79,21,0.26582278481012656,0.6190476190476191,,,0.11904761904761904,
DEVELOPMENT,0.85,8,-0.1,79,20,0.25316455696202533,0.65,,,0.16150000000000003,
DEVELOPMENT,0.85,8,0.0,79,16,0.20253164556962025,0.6875,,,0.18187499999999998,
DEVELOPMENT,0.85,8,0.1,79,15,0.189873417721519,0.6666666666666666,,,0.1873333333333333,
DEVELOPMENT,0.85,8,0.2,79,14,0.17721518987341772,0.6428571428571429,,,0.19285714285714287,
DEVELOPMENT,0.85,8,0.3,79,11,0.13924050632911392,0.6363636363636364,,,0.2109090909090909,
DEVELOPMENT,0.85,8,0.4,79,9,0.11392405063291139,0.6666666666666666,,,0.3377777777777778,
DEVELOPMENT,0.85,10,-0.5,79,37,0.46835443037974683,0.35135135135135137,,,-0.27810810810810815,
DEVELOPMENT,0.85,10,-0.4,79,35,0.4430379746835443,0.37142857142857144,,,-0.20657142857142857,
DEVELOPMENT,0.85,10,-0.3,79,29,0.3670886075949367,0.4482758620689655,,,-0.1310344827586207,
DEVELOPMENT,0.85,10,-0.2,79,25,0.31645569620253167,0.52,,,0.029600000000000008,
DEVELOPMENT,0.85,10,-0.1,79,23,0.2911392405063291,0.5652173913043478,,,0.07565217391304344,
DEVELOPMENT,0.85,10,0.0,79,18,0.22784810126582278,0.6666666666666666,,,0.1638888888888889,
DEVELOPMENT,0.85,10,0.1,79,18,0.22784810126582278,0.6666666666666666,,,0.1638888888888889,
DEVELOPMENT,0.85,10,0.2,79,15,0.189873417721519,0.6,,,0.16666666666666666,
DEVELOPMENT,0.85,10,0.3,79,12,0.1518987341772152,0.5833333333333334,,,0.17666666666666664,
DEVELOPMENT,0.85,10,0.4,79,11,0.13924050632911392,0.6363636363636364,,,0.3718181818181818,
DEVELOPMENT,0.85,12,-0.5,79,38,0.4810126582278481,0.34210526315789475,,,-0.28289473684210525,
DEVELOPMENT,0.85,12,-0.4,79,35,0.4430379746835443,0.37142857142857144,,,-0.20657142857142857,
DEVELOPMENT,0.85,12,-0.3,79,30,0.379746835443038,0.43333333333333335,,,-0.148,
DEVELOPMENT,0.85,12,-0.2,79,25,0.31645569620253167,0.52,,,0.029600000000000008,
DEVELOPMENT,0.85,12,-0.1,79,23,0.2911392405063291,0.5652173913043478,,,0.07565217391304344,
DEVELOPMENT,0.85,12,0.0,79,19,0.24050632911392406,0.6842105263157895,,,0.18421052631578946,
DEVELOPMENT,0.85,12,0.1,79,19,0.24050632911392406,0.6842105263157895,,,0.18421052631578946,
DEVELOPMENT,0.85,12,0.2,79,17,0.21518987341772153,0.6470588235294118,,,0.19352941176470595,
DEVELOPMENT,0.85,12,0.3,79,13,0.16455696202531644,0.6153846153846154,,,0.2053846153846154,
DEVELOPMENT,0.85,12,0.4,79,12,0.1518987341772152,0.6666666666666666,,,0.38666666666666666,
DEVELOPMENT,0.9,1,-0.5,74,9,0.12162162162162163,0.3333333333333333,,,-0.29888888888888887,
DEVELOPMENT,0.9,1,-0.4,74,7,0.0945945945945946,0.42857142857142855,,,-0.05428571428571427,
DEVELOPMENT,0.9,1,-0.3,74,5,0.06756756756756757,0.4,,,-0.26400000000000007,
DEVELOPMENT,0.9,1,-0.2,74,3,0.04054054054054054,0.3333333333333333,,,-0.20000000000000004,
DEVELOPMENT,0.9,1,-0.1,74,2,0.02702702702702703,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.9,1,0.0,74,2,0.02702702702702703,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.9,1,0.1,74,2,0.02702702702702703,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.9,1,0.2,74,2,0.02702702702702703,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.9,2,-0.5,74,16,0.21621621621621623,0.3125,,,-0.270625,
DEVELOPMENT,0.9,2,-0.4,74,11,0.14864864864864866,0.45454545454545453,,,-0.0418181818181818,
DEVELOPMENT,0.9,2,-0.3,74,8,0.10810810810810811,0.375,,,-0.175,
DEVELOPMENT,0.9,2,-0.2,74,5,0.06756756756756757,0.4,,,-0.09600000000000002,
DEVELOPMENT,0.9,2,-0.1,74,4,0.05405405405405406,0.5,,,0.06249999999999997,
DEVELOPMENT,0.9,2,0.0,74,3,0.04054054054054054,0.6666666666666666,,,0.0833333333333333,
DEVELOPMENT,0.9,2,0.1,74,3,0.04054054054054054,0.6666666666666666,,,0.0833333333333333,
DEVELOPMENT,0.9,2,0.2,74,2,0.02702702702702703,0.5,,,-0.30000000000000004,
DEVELOPMENT,0.9,2,0.3,74,1,0.013513513513513514,0.0,,,-2.71,
DEVELOPMENT,0.9,2,0.4,74,1,0.013513513513513514,0.0,,,-2.71,
DEVELOPMENT,0.9,3,-0.5,74,21,0.28378378378378377,0.3333333333333333,,,-0.2938095238095238,
DEVELOPMENT,0.9,3,-0.4,74,16,0.21621621621621623,0.375,,,-0.15937500000000002,
DEVELOPMENT,0.9,3,-0.3,74,12,0.16216216216216217,0.4166666666666667,,,-0.21666666666666665,
DEVELOPMENT,0.9,3,-0.2,74,9,0.12162162162162163,0.5555555555555556,,,0.1011111111111111,
DEVELOPMENT,0.9,3,-0.1,74,6,0.08108108108108109,0.5,,,0.024999999999999967,
DEVELOPMENT,0.9,3,0.0,74,5,0.06756756756756757,0.6,,,0.02999999999999996,
DEVELOPMENT,0.9,3,0.1,74,4,0.05405405405405406,0.5,,,-0.05000000000000002,
DEVELOPMENT,0.9,3,0.2,74,4,0.05405405405405406,0.5,,,-0.05000000000000002,
DEVELOPMENT,0.9,3,0.3,74,3,0.04054054054054054,0.3333333333333333,,,-0.35000000000000003,
DEVELOPMENT,0.9,3,0.4,74,2,0.02702702702702703,0.0,,,-1.58,
DEVELOPMENT,0.9,4,-0.5,74,24,0.32432432432432434,0.2916666666666667,,,-0.3241666666666666,
DEVELOPMENT,0.9,4,-0.4,74,19,0.25675675675675674,0.3684210526315789,,,-0.17578947368421058,
DEVELOPMENT,0.9,4,-0.3,74,15,0.20270270270270271,0.4666666666666667,,,-0.07200000000000002,
DEVELOPMENT,0.9,4,-0.2,74,11,0.14864864864864866,0.6363636363636364,,,0.2563636363636364,
DEVELOPMENT,0.9,4,-0.1,74,10,0.13513513513513514,0.7,,,0.355,
DEVELOPMENT,0.9,4,0.0,74,9,0.12162162162162163,0.6666666666666666,,,0.36777777777777776,
DEVELOPMENT,0.9,4,0.1,74,8,0.10810810810810811,0.75,,,0.41374999999999995,
DEVELOPMENT,0.9,4,0.2,74,8,0.10810810810810811,0.75,,,0.41374999999999995,
DEVELOPMENT,0.9,4,0.3,74,6,0.08108108108108109,0.6666666666666666,,,0.4533333333333333,
DEVELOPMENT,0.9,4,0.4,74,4,0.05405405405405406,0.5,,,-0.05000000000000002,
DEVELOPMENT,0.9,5,-0.5,74,25,0.33783783783783783,0.32,,,-0.28,
DEVELOPMENT,0.9,5,-0.4,74,21,0.28378378378378377,0.38095238095238093,,,-0.15761904761904763,
DEVELOPMENT,0.9,5,-0.3,74,16,0.21621621621621623,0.5,,,-0.018750000000000044,
DEVELOPMENT,0.9,5,-0.2,74,13,0.17567567567567569,0.6153846153846154,,,0.12538461538461537,
DEVELOPMENT,0.9,5,-0.1,74,11,0.14864864864864866,0.6363636363636364,,,0.14363636363636367,
DEVELOPMENT,0.9,5,0.0,74,9,0.12162162162162163,0.6666666666666666,,,0.36777777777777776,
DEVELOPMENT,0.9,5,0.1,74,8,0.10810810810810811,0.75,,,0.41374999999999995,
DEVELOPMENT,0.9,5,0.2,74,8,0.10810810810810811,0.75,,,0.41374999999999995,
DEVELOPMENT,0.9,5,0.3,74,6,0.08108108108108109,0.6666666666666666,,,0.4533333333333333,
DEVELOPMENT,0.9,5,0.4,74,5,0.06756756756756757,0.6,,,0.29399999999999993,
DEVELOPMENT,0.9,6,-0.5,74,26,0.35135135135135137,0.34615384615384615,,,-0.2653846153846154,
DEVELOPMENT,0.9,6,-0.4,74,24,0.32432432432432434,0.375,,,-0.18166666666666664,
DEVELOPMENT,0.9,6,-0.3,74,18,0.24324324324324326,0.4444444444444444,,,-0.09611111111111113,
DEVELOPMENT,0.9,6,-0.2,74,13,0.17567567567567569,0.6153846153846154,,,0.12538461538461537,
DEVELOPMENT,0.9,6,-0.1,74,12,0.16216216216216217,0.6666666666666666,,,0.19666666666666663,
DEVELOPMENT,0.9,6,0.0,74,11,0.14864864864864866,0.6363636363636364,,,0.19272727272727275,
DEVELOPMENT,0.9,6,0.1,74,10,0.13513513513513514,0.7,,,0.21200000000000002,
DEVELOPMENT,0.9,6,0.2,74,9,0.12162162162162163,0.6666666666666666,,,0.1488888888888889,
DEVELOPMENT,0.9,6,0.3,74,7,0.0945945945945946,0.5714285714285714,,,0.1071428571428571,
DEVELOPMENT,0.9,6,0.4,74,5,0.06756756756756757,0.6,,,0.29399999999999993,
DEVELOPMENT,0.9,8,-0.5,74,30,0.40540540540540543,0.3333333333333333,,,-0.2859999999999999,
DEVELOPMENT,0.9,8,-0.4,74,29,0.3918918918918919,0.3448275862068966,,,-0.22931034482758617,
DEVELOPMENT,0.9,8,-0.3,74,23,0.3108108108108108,0.43478260869565216,,,-0.10782608695652174,
DEVELOPMENT,0.9,8,-0.2,74,18,0.24324324324324326,0.5555555555555556,,,0.04222222222222223,
DEVELOPMENT,0.9,8,-0.1,74,17,0.22972972972972974,0.5882352941176471,,,0.08764705882352938,
DEVELOPMENT,0.9,8,0.0,74,14,0.1891891891891892,0.7142857142857143,,,0.18357142857142852,
DEVELOPMENT,0.9,8,0.1,74,13,0.17567567567567569,0.6923076923076923,,,0.18999999999999997,
DEVELOPMENT,0.9,8,0.2,74,11,0.14864864864864866,0.6363636363636364,,,0.19272727272727275,
