feature,bucket,trades,wins,losses,mean_R,median_R,total_R,win_rate
quality,"(0.749, 0.801]",108,47,61,0.08124814814814817,-0.16439999999999988,8.774800000000003,0.4351851851851852
quality,"(0.801, 0.873]",107,45,62,-0.08785794392523363,-0.2744,-9.400799999999998,0.4205607476635514
quality,"(0.873, 0.953]",107,59,48,0.23354392523364487,0.1056,24.9892,0.5514018691588785
quality,"(0.953, 1.0]",215,93,122,-0.00514418604651162,-0.3143999999999999,-1.1059999999999983,0.4325581395348837
