mae_threshold,horizon,recovery_level,development_reached_trades,development_reached_pct,development_reached_WR,development_not_reached_trades,development_not_reached_WR,development_WR_difference,development_reached_mean_R,development_not_reached_mean_R,development_mean_R_difference,holdout_reached_trades,holdout_reached_pct,holdout_reached_WR,holdout_not_reached_trades,holdout_not_reached_WR,holdout_WR_difference,holdout_reached_mean_R,holdout_not_reached_mean_R,holdout_mean_R_difference
0.7,12.0,0.2,32,0.3368421052631579,0.53125,63,0.047619047619047616,0.4836309523809524,0.03937499999999999,-1.0912698412698412,1.130644841269841,37,0.37,0.5945945945945946,63,0.07936507936507936,0.5152295152295152,0.29162162162162164,-1.2133333333333332,1.5049549549549548
0.7,12.0,0.3,25,0.2631578947368421,0.56,70,0.08571428571428572,0.4742857142857143,0.128,-1.0098571428571428,1.137857142857143,30,0.3,0.7,70,0.08571428571428572,0.6142857142857142,0.6796666666666666,-1.2291428571428569,1.9088095238095235
0.7,12.0,0.4,23,0.24210526315789474,0.6086956521739131,72,0.08333333333333333,0.5253623188405797,0.2534782608695652,-1.0183333333333335,1.2718115942028987,26,0.26,0.6538461538461539,74,0.13513513513513514,0.5187110187110187,0.5661538461538462,-1.086081081081081,1.6522349272349273
0.75,1.0,-0.5,29,0.30526315789473685,0.41379310344827586,66,0.12121212121212122,0.29258098223615464,-0.1782758620689655,-0.9442424242424243,0.7659665621734588,39,0.39,0.41025641025641024,61,0.18032786885245902,0.22992854140395122,-0.08820512820512819,-1.0198360655737704,0.9316309373686422
0.75,1.0,-0.4,19,0.2,0.3684210526315789,76,0.17105263157894737,0.19736842105263155,-0.3042105263157895,-0.8119736842105263,0.5077631578947368,31,0.31,0.45161290322580644,69,0.18840579710144928,0.26320710612435716,0.014516129032258107,-0.9579710144927536,0.9724871435250116
0.75,1.0,-0.3,10,0.10526315789473684,0.3,85,0.2,0.09999999999999998,-0.595,-0.7240000000000001,0.12900000000000011,24,0.24,0.375,76,0.23684210526315788,0.13815789473684212,-0.12999999999999992,-0.8227631578947368,0.6927631578947369
0.75,1.0,-0.2,9,0.09473684210526316,0.3333333333333333,86,0.19767441860465115,0.13565891472868216,-0.4422222222222222,-0.7384883720930232,0.296266149870801,19,0.19,0.42105263157894735,81,0.2345679012345679,0.18648473034437946,-0.011052631578947309,-0.8079012345679014,0.7968486029889541
0.75,1.0,-0.1,3,0.031578947368421054,0.6666666666666666,92,0.1956521739130435,0.47101449275362317,0.5,-0.749891304347826,1.249891304347826,14,0.14,0.5714285714285714,86,0.22093023255813954,0.35049833887043186,0.4,-0.8284883720930233,1.2284883720930233
0.75,1.0,0.0,3,0.031578947368421054,0.6666666666666666,92,0.1956521739130435,0.47101449275362317,0.5,-0.749891304347826,1.249891304347826,10,0.1,0.6,90,0.23333333333333334,0.36666666666666664,0.308,-0.7636666666666666,1.0716666666666665
0.75,1.0,0.1,2,0.021052631578947368,0.5,93,0.20430107526881722,0.29569892473118276,-0.30000000000000004,-0.719247311827957,0.41924731182795694,7,0.07,0.7142857142857143,93,0.23655913978494625,0.47772657450076805,0.7857142857142857,-0.7650537634408601,1.5507680491551459
0.75,1.0,0.2,2,0.021052631578947368,0.5,93,0.20430107526881722,0.29569892473118276,-0.30000000000000004,-0.719247311827957,0.41924731182795694,5,0.05,0.6,95,0.25263157894736843,0.34736842105263155,0.33,-0.7084210526315787,1.0384210526315787
0.75,1.0,0.3,0,0.0,,95,0.21052631578947367,,,-0.7104210526315788,,3,0.03,1.0,97,0.24742268041237114,0.7525773195876289,1.4766666666666666,-0.7224742268041237,2.19914089347079
0.75,1.0,0.4,0,0.0,,95,0.21052631578947367,,,-0.7104210526315788,,2,0.02,1.0,98,0.25510204081632654,0.7448979591836735,2.035,-0.7114285714285714,2.7464285714285714
0.75,2.0,-0.5,40,0.42105263157894735,0.35,55,0.10909090909090909,0.2409090909090909,-0.267,-1.032909090909091,0.765909090909091,48,0.48,0.3958333333333333,52,0.15384615384615385,0.24198717948717946,-0.16770833333333335,-1.1076923076923078,0.9399839743589744
0.75,2.0,-0.4,31,0.3263157894736842,0.3225806451612903,64,0.15625,0.1663306451612903,-0.32645161290322583,-0.8964062499999998,0.5699546370967741,41,0.41,0.43902439024390244,59,0.15254237288135594,0.2864820173625465,-0.10829268292682928,-1.037457627118644,0.9291649441918147
0.75,2.0,-0.3,22,0.23157894736842105,0.36363636363636365,73,0.1643835616438356,0.19925280199252804,-0.35363636363636364,-0.817945205479452,0.4643088418430884,39,0.39,0.41025641025641024,61,0.18032786885245902,0.22992854140395122,-0.1517948717948718,-0.9791803278688526,0.8273854560739807
0.75,2.0,-0.2,17,0.17894736842105263,0.4117647058823529,78,0.16666666666666666,0.24509803921568626,-0.18235294117647055,-0.8255128205128204,0.6431598793363498,30,0.3,0.4666666666666667,70,0.18571428571428572,0.28095238095238095,0.11266666666666666,-0.986142857142857,1.0988095238095237
0.75,2.0,-0.1,11,0.11578947368421053,0.6363636363636364,84,0.15476190476190477,0.4816017316017316,0.34454545454545465,-0.8485714285714284,1.193116883116883,22,0.22,0.6363636363636364,78,0.16666666666666666,0.4696969696969697,0.5581818181818181,-0.9991025641025638,1.557284382284382
0.75,2.0,0.0,7,0.07368421052631578,0.7142857142857143,88,0.17045454545454544,0.5438311688311689,0.6128571428571429,-0.8156818181818182,1.428538961038961,17,0.17,0.5882352941176471,83,0.20481927710843373,0.38341601700921335,0.21470588235294114,-0.8349397590361444,1.0496456413890856
0.75,2.0,0.1,4,0.042105263157894736,0.5,91,0.1978021978021978,0.30219780219780223,0.355,-0.7572527472527472,1.112252747252747,12,0.12,0.5833333333333334,88,0.22727272727272727,0.3560606060606061,0.2991666666666666,-0.7868181818181817,1.0859848484848484
0.75,2.0,0.2,4,0.042105263157894736,0.5,91,0.1978021978021978,0.30219780219780223,0.355,-0.7572527472527472,1.112252747252747,11,0.11,0.5454545454545454,89,0.23595505617977527,0.3094994892747701,0.26636363636363625,-0.770561797752809,1.036925434116445
0.75,2.0,0.3,1,0.010526315789473684,0.0,94,0.2127659574468085,-0.2127659574468085,-2.71,-0.6891489361702128,-2.020851063829787,7,0.07,0.7142857142857143,93,0.23655913978494625,0.47772657450076805,0.9228571428571428,-0.7753763440860213,1.6982334869431641
0.75,2.0,0.4,1,0.010526315789473684,0.0,94,0.2127659574468085,-0.2127659574468085,-2.71,-0.6891489361702128,-2.020851063829787,6,0.06,0.6666666666666666,94,0.24468085106382978,0.4219858156028369,1.0166666666666668,-0.7632978723404252,1.779964539007092
0.75,3.0,-0.5,49,0.5157894736842106,0.3469387755102041,46,0.06521739130434782,0.28172138420585624,-0.2510204081632654,-1.1997826086956522,0.9487622005323868,55,0.55,0.4,45,0.1111111111111111,0.2888888888888889,-0.1707272727272727,-1.2502222222222221,1.0794949494949495
0.75,3.0,-0.4,41,0.43157894736842106,0.36585365853658536,54,0.09259259259259259,0.2732610659439928,-0.24780487804878054,-1.061666666666667,0.8138617886178865,47,0.47,0.44680851063829785,53,0.11320754716981132,0.33360096346848656,-0.09021276595744683,-1.158679245283019,1.0684664793255723
0.75,3.0,-0.3,34,0.35789473684210527,0.4117647058823529,61,0.09836065573770492,0.313404050144648,-0.2558823529411765,-0.9637704918032787,0.7078881388621021,44,0.44,0.4318181818181818,56,0.14285714285714285,0.288961038961039,-0.08840909090909088,-1.1028571428571428,1.0144480519480519
0.75,3.0,-0.2,26,0.2736842105263158,0.46153846153846156,69,0.11594202898550725,0.3455964325529543,-0.145,-0.9234782608695652,0.7784782608695652,35,0.35,0.4857142857142857,65,0.15384615384615385,0.33186813186813185,0.15457142857142853,-1.093230769230769,1.2478021978021976
0.75,3.0,-0.1,20,0.21052631578947367,0.5,75,0.13333333333333333,0.3666666666666667,-0.07099999999999998,-0.8809333333333332,0.8099333333333333,27,0.27,0.5925925925925926,73,0.1506849315068493,0.44190766108574325,0.47444444444444445,-1.0747945205479452,1.5492389649923897
0.75,3.0,0.0,17,0.17894736842105263,0.5882352941176471,78,0.1282051282051282,0.4600301659125189,0.035294117647058795,-0.872948717948718,0.9082428355957768,20,0.2,0.55,80,0.2,0.35000000000000003,0.1685,-0.8627499999999999,1.03125
0.75,3.0,0.1,12,0.12631578947368421,0.5833333333333334,83,0.1566265060240964,0.426706827309237,0.3374999999999999,-0.8619277108433734,1.1994277108433733,15,0.15,0.5333333333333333,85,0.2235294117647059,0.30980392156862746,0.16266666666666668,-0.8010588235294116,0.9637254901960783
0.75,3.0,0.2,8,0.08421052631578947,0.625,87,0.1724137931034483,0.4525862068965517,0.41875,-0.8142528735632184,1.2330028735632184,13,0.13,0.6153846153846154,87,0.21839080459770116,0.39699381078691426,0.3038461538461539,-0.7999999999999999,1.103846153846154
0.75,3.0,0.3,6,0.06315789473684211,0.5,89,0.19101123595505617,0.3089887640449438,-0.14333333333333334,-0.7486516853932583,0.605318352059925,8,0.08,0.75,92,0.22826086956521738,0.5217391304347826,0.9425,-0.7955434782608694,1.7380434782608694
0.75,3.0,0.4,4,0.042105263157894736,0.25,91,0.2087912087912088,0.0412087912087912,-0.7450000000000001,-0.708901098901099,-0.036098901098901126,8,0.08,0.75,92,0.22826086956521738,0.5217391304347826,0.9425,-0.7955434782608694,1.7380434782608694
0.75,4.0,-0.5,53,0.5578947368421052,0.33962264150943394,42,0.047619047619047616,0.2920035938903863,-0.2673584905660378,-1.2695238095238097,1.002165318957772,60,0.6,0.38333333333333336,40,0.1,0.2833333333333333,-0.2565,-1.2565,1.0
0.75,4.0,-0.4,44,0.4631578947368421,0.36363636363636365,51,0.0784313725490196,0.28520499108734404,-0.24045454545454545,-1.1158823529411765,0.8754278074866311,50,0.5,0.44,50,0.1,0.33999999999999997,-0.12819999999999998,-1.1848,1.0566
0.75,4.0,-0.3,36,0.37894736842105264,0.3888888888888889,59,0.1016949152542373,0.2871939736346516,-0.2583333333333334,-0.9862711864406781,0.7279378531073447,46,0.46,0.43478260869565216,54,0.12962962962962962,0.30515297906602257,-0.11782608695652177,-1.1153703703703703,0.9975442834138486
0.75,4.0,-0.2,31,0.3263157894736842,0.45161290322580644,64,0.09375,0.35786290322580644,-0.1367741935483871,-0.98828125,0.851507056451613,41,0.41,0.4634146341463415,59,0.13559322033898305,0.3278214138073584,-0.05512195121951221,-1.074406779661017,1.0192848284415048
0.75,4.0,-0.1,26,0.2736842105263158,0.5,69,0.10144927536231885,0.39855072463768115,-0.06346153846153849,-0.9542028985507245,0.890741360089186,33,0.33,0.5151515151515151,67,0.14925373134328357,0.36589778380823157,0.11393939393939388,-1.0359701492537312,1.149909543193125
0.75,4.0,0.0,22,0.23157894736842105,0.5454545454545454,73,0.1095890410958904,0.435865504358655,0.0013636363636363496,-0.924931506849315,0.9262951432129514,26,0.26,0.5,74,0.1891891891891892,0.3108108108108108,0.195,-0.9556756756756757,1.1506756756756757
0.75,4.0,0.1,16,0.16842105263157894,0.625,79,0.12658227848101267,0.49841772151898733,0.18374999999999997,-0.8915189873417723,1.0752689873417722,21,0.21,0.47619047619047616,79,0.21518987341772153,0.2610006027727546,0.22380952380952376,-0.890506329113924,1.1143158529234478
0.75,4.0,0.2,14,0.14736842105263157,0.6428571428571429,81,0.13580246913580246,0.5070546737213404,0.17357142857142852,-0.8632098765432097,1.0367813051146382,17,0.17,0.5882352941176471,83,0.20481927710843373,0.38341601700921335,0.3858823529411765,-0.8699999999999999,1.2558823529411764
0.75,4.0,0.3,11,0.11578947368421053,0.6363636363636364,84,0.15476190476190477,0.4816017316017316,0.17181818181818176,-0.8259523809523809,0.9977705627705626,11,0.11,0.7272727272727273,89,0.21348314606741572,0.5137895812053116,1.008181818181818,-0.8622471910112359,1.870429009193054
0.75,4.0,0.4,8,0.08421052631578947,0.5,87,0.1839080459770115,0.3160919540229885,-0.43750000000000006,-0.7355172413793104,0.29801724137931035,10,0.1,0.7,90,0.2222222222222222,0.47777777777777775,1.043,-0.8453333333333332,1.8883333333333332
0.75,5.0,-0.5,54,0.5684210526315789,0.3333333333333333,41,0.04878048780487805,0.2845528455284553,-0.2742592592592593,-1.284878048780488,1.0106187895212289,62,0.62,0.3709677419354839,38,0.10526315789473684,0.26570458404074704,-0.29967741935483866,-1.2386842105263158,0.9390067911714772
0.75,5.0,-0.4,47,0.49473684210526314,0.3617021276595745,48,0.0625,0.2992021276595745,-0.2310638297872341,-1.1797916666666666,0.9487278368794325,53,0.53,0.41509433962264153,47,0.10638297872340426,0.3087113608992373,-0.18716981132075472,-1.1857446808510639,0.9985748695303092
0.75,5.0,-0.3,41,0.43157894736842106,0.4146341463414634,54,0.05555555555555555,0.35907859078590787,-0.19780487804878055,-1.0996296296296297,0.9018247515808492,47,0.47,0.425531914893617,53,0.1320754716981132,0.2934564431955038,-0.13021276595744677,-1.1232075471698115,0.9929947812123647
0.75,5.0,-0.2,36,0.37894736842105264,0.4722222222222222,59,0.05084745762711865,0.4213747645951036,-0.08472222222222221,-1.0922033898305084,1.0074811676082862,43,0.43,0.46511627906976744,57,0.12280701754385964,0.3423092615259078,-0.036744186046511605,-1.1240350877192982,1.0872909016727865
0.75,5.0,-0.1,31,0.3263157894736842,0.5161290322580645,64,0.0625,0.4536290322580645,-0.03548387096774195,-1.03734375,1.0018598790322581,36,0.36,0.5,64,0.140625,0.359375,0.10583333333333338,-1.0853125,1.1911458333333333
0.75,5.0,0.0,26,0.2736842105263158,0.5384615384615384,69,0.08695652173913043,0.451505016722408,0.013076923076923068,-0.9830434782608696,0.9961204013377927,32,0.32,0.5,68,0.16176470588235295,0.3382352941176471,0.07937499999999999,-1.0027941176470585,1.0821691176470585
0.75,5.0,0.1,20,0.21052631578947367,0.55,75,0.12,0.43000000000000005,0.08799999999999994,-0.9233333333333331,1.011333333333333,27,0.27,0.48148148148148145,73,0.1917808219178082,0.28970065956367325,0.24814814814814812,-0.991095890410959,1.2392440385591073
0.75,5.0,0.2,17,0.17894736842105263,0.5882352941176471,78,0.1282051282051282,0.4600301659125189,0.09470588235294111,-0.8858974358974359,0.9806033182503769,23,0.23,0.5652173913043478,77,0.18181818181818182,0.38339920948616596,0.3721739130434782,-0.9637662337662335,1.3359401468097116
0.75,5.0,0.3,14,0.14736842105263157,0.6428571428571429,81,0.13580246913580246,0.5070546737213404,0.25857142857142856,-0.877901234567901,1.1364726631393296,16,0.16,0.6875,84,0.19047619047619047,0.49702380952380953,0.931875,-0.9590476190476189,1.890922619047619
0.75,5.0,0.4,11,0.11578947368421053,0.5454545454545454,84,0.16666666666666666,0.3787878787878788,-0.12090909090909091,-0.7876190476190476,0.6667099567099566,15,0.15,0.6666666666666666,85,0.2,0.4666666666666666,0.9499999999999998,-0.94,1.8899999999999997
0.75,6.0,-0.5,57,0.6,0.3333333333333333,38,0.02631578947368421,0.3070175438596491,-0.26999999999999996,-1.3710526315789475,1.1010526315789475,68,0.68,0.36764705882352944,32,0.0625,0.30514705882352944,-0.27191176470588235,-1.47375,1.2018382352941175
0.75,6.0,-0.4,52,0.5473684210526316,0.34615384615384615,43,0.046511627906976744,0.29964221824686943,-0.25230769230769234,-1.264418604651163,1.0121109123434706,58,0.58,0.43103448275862066,42,0.047619047619047616,0.38341543513957305,-0.16189655172413792,-1.3395238095238096,1.1776272577996716
0.75,6.0,-0.3,45,0.47368421052631576,0.4,50,0.04,0.36000000000000004,-0.21355555555555558,-1.1576000000000002,0.9440444444444446,53,0.53,0.4339622641509434,47,0.0851063829787234,0.34885588117222,-0.12886792452830184,-1.2514893617021274,1.1226214371738257
0.75,6.0,-0.2,39,0.4105263157894737,0.46153846153846156,56,0.03571428571428571,0.42582417582417587,-0.11769230769230771,-1.1232142857142857,1.005521978021978,48,0.48,0.4791666666666667,52,0.07692307692307693,0.40224358974358976,-0.013958333333333331,-1.2496153846153848,1.2356570512820515
0.75,6.0,-0.1,34,0.35789473684210527,0.5,61,0.04918032786885246,0.45081967213114754,-0.09352941176470587,-1.0542622950819673,0.9607328833172615,40,0.4,0.5,60,0.11666666666666667,0.3833333333333333,0.05050000000000001,-1.127833333333333,1.178333333333333
0.75,6.0,0.0,28,0.29473684210526313,0.5357142857142857,67,0.07462686567164178,0.4610874200426439,0.01321428571428569,-1.0128358208955224,1.026050106609808,36,0.36,0.5277777777777778,64,0.125,0.4027777777777778,0.08416666666666667,-1.073125,1.1572916666666668
0.75,6.0,0.1,23,0.24210526315789474,0.5652173913043478,72,0.09722222222222222,0.4679951690821256,0.09260869565217388,-0.9669444444444445,1.0595531400966183,31,0.31,0.4838709677419355,69,0.17391304347826086,0.30995792426367463,0.04935483870967738,-0.973623188405797,1.0229780271154743
0.75,6.0,0.2,20,0.21052631578947367,0.6,75,0.10666666666666667,0.4933333333333333,0.14549999999999996,-0.9386666666666665,1.0841666666666665,29,0.29,0.5172413793103449,71,0.16901408450704225,0.3482272948033026,0.07137931034482757,-0.9538028169014082,1.0251821272462358
0.75,6.0,0.3,14,0.14736842105263157,0.6428571428571429,81,0.13580246913580246,0.5070546737213404,0.25857142857142856,-0.877901234567901,1.1364726631393296,19,0.19,0.631578947368421,81,0.18518518518518517,0.44639376218323584,0.5547368421052632,-0.9406172839506173,1.4953541260558805
0.75,6.0,0.4,13,0.1368421052631579,0.6153846153846154,82,0.14634146341463414,0.46904315196998125,0.18230769230769228,-0.851951219512195,1.0342589118198873,17,0.17,0.6470588235294118,83,0.1927710843373494,0.4542877391920624,0.6082352941176471,-0.9155421686746987,1.5237774627923457
0.75,8.0,-0.5,59,0.6210526315789474,0.3220338983050847,36,0.027777777777777776,0.29425612052730693,-0.29169491525423724,-1.3966666666666667,1.1049717514124295,70,0.7,0.35714285714285715,30,0.06666666666666667,0.2904761904761905,-0.291,-1.5093333333333334,1.2183333333333335
0.75,8.0,-0.4,54,0.5684210526315789,0.3333333333333333,41,0.04878048780487805,0.2845528455284553,-0.27907407407407403,-1.2785365853658535,0.9994625112917794,59,0.59,0.423728813559322,41,0.04878048780487805,0.374948325754444,-0.18389830508474575,-1.3365853658536584,1.1526870607689126
0.75,8.0,-0.3,46,0.4842105263157895,0.391304347826087,49,0.04081632653061224,0.35048802129547474,-0.2252173913043479,-1.1659183673469389,0.940700976042591,56,0.56,0.42857142857142855,44,0.06818181818181818,0.36038961038961037,-0.16999999999999998,-1.2756818181818181,1.1056818181818182
0.75,8.0,-0.2,40,0.42105263157894735,0.45,55,0.03636363636363636,0.41363636363636364,-0.12450000000000006,-1.1365454545454547,1.0120454545454547,52,0.52,0.46153846153846156,48,0.0625,0.39903846153846156,-0.0767307692307692,-1.2845833333333332,1.207852564102564
0.75,8.0,-0.1,37,0.3894736842105263,0.4864864864864865,58,0.034482758620689655,0.45200372786579684,-0.08891891891891897,-1.106896551724138,1.017977632805219,45,0.45,0.4888888888888889,55,0.09090909090909091,0.397979797979798,0.004222222222222206,-1.1970909090909092,1.2013131313131313
0.75,8.0,0.0,31,0.3263157894736842,0.5161290322580645,64,0.0625,0.4536290322580645,-0.04258064516129033,-1.03390625,0.9913256048387097,39,0.39,0.48717948717948717,61,0.13114754098360656,0.35603194619588063,-0.01769230769230763,-1.0649180327868852,1.0472257250945776
0.75,8.0,0.1,28,0.29473684210526313,0.5357142857142857,67,0.07462686567164178,0.4610874200426439,0.03642857142857142,-1.0225373134328357,1.0589658848614072,35,0.35,0.4857142857142857,65,0.15384615384615385,0.33186813186813185,0.019142857142857173,-1.0203076923076924,1.0394505494505495
0.75,8.0,0.2,28,0.29473684210526313,0.5357142857142857,67,0.07462686567164178,0.4610874200426439,0.03642857142857142,-1.0225373134328357,1.0589658848614072,32,0.32,0.53125,68,0.14705882352941177,0.3841911764705882,0.08843750000000006,-1.0070588235294116,1.0954963235294115
0.75,8.0,0.3,22,0.23157894736842105,0.5909090909090909,73,0.0958904109589041,0.49501867995018684,0.1454545454545454,-0.9683561643835616,1.113810709838107,23,0.23,0.6521739130434783,77,0.15584415584415584,0.49632975719932243,0.5465217391304347,-1.0158441558441555,1.5623658949745902
0.75,8.0,0.4,19,0.2,0.631578947368421,76,0.10526315789473684,0.5263157894736842,0.24105263157894738,-0.9482894736842105,1.1893421052631579,22,0.22,0.6363636363636364,78,0.16666666666666666,0.4696969696969697,0.5413636363636364,-0.994358974358974,1.5357226107226105
0.75,10.0,-0.5,62,0.6526315789473685,0.3225806451612903,33,0.0,0.3225806451612903,-0.302258064516129,-1.4772727272727273,1.1750146627565983,73,0.73,0.3561643835616438,27,0.037037037037037035,0.3191273465246068,-0.2647945205479452,-1.7155555555555557,1.4507610350076106
0.75,10.0,-0.4,57,0.6,0.3508771929824561,38,0.0,0.3508771929824561,-0.2696491228070175,-1.3715789473684215,1.101929824561404,64,0.64,0.40625,36,0.027777777777777776,0.3784722222222222,-0.16765625,-1.5255555555555556,1.3578993055555555
0.75,10.0,-0.3,50,0.5263157894736842,0.38,45,0.022222222222222223,0.3577777777777778,-0.24940000000000004,-1.2226666666666668,0.9732666666666667,60,0.6,0.4166666666666667,40,0.05,0.3666666666666667,-0.1425,-1.4274999999999998,1.2849999999999997
0.75,10.0,-0.2,43,0.45263157894736844,0.4418604651162791,52,0.019230769230769232,0.42262969588550986,-0.13372093023255813,-1.1873076923076924,1.0535867620751342,54,0.54,0.46296296296296297,46,0.043478260869565216,0.4194847020933977,-0.02962962962962956,-1.392391304347826,1.3627616747181963
0.75,10.0,-0.1,40,0.42105263157894735,0.475,55,0.01818181818181818,0.4568181818181818,-0.1015,-1.1532727272727274,1.0517727272727275,47,0.47,0.48936170212765956,53,0.07547169811320754,0.41389000401445203,0.054893617021276576,-1.2873584905660376,1.3422521075873142
0.75,10.0,0.0,35,0.3684210526315789,0.5142857142857142,60,0.03333333333333333,0.4809523809523809,-0.04342857142857145,-1.0995,1.0560714285714285,41,0.41,0.5121951219512195,59,0.1016949152542373,0.41050020669698223,0.05512195121951221,-1.1510169491525424,1.2061389003720546
0.75,10.0,0.1,32,0.3368421052631579,0.53125,63,0.047619047619047616,0.4836309523809524,0.02562500000000001,-1.084285714285714,1.109910714285714,37,0.37,0.5135135135135135,63,0.12698412698412698,0.3865293865293865,0.09486486486486488,-1.0977777777777777,1.1926426426426426
0.75,10.0,0.2,30,0.3157894736842105,0.5,65,0.07692307692307693,0.4230769230769231,0.015666666666666662,-1.0455384615384617,1.0612051282051285,34,0.34,0.5588235294117647,66,0.12121212121212122,0.4376114081996435,0.16676470588235293,-1.0806060606060606,1.2473707664884135
0.75,10.0,0.3,24,0.25263157894736843,0.5416666666666666,71,0.09859154929577464,0.443075117370892,0.11041666666666665,-0.987887323943662,1.0983039906103287,27,0.27,0.6666666666666666,73,0.1232876712328767,0.54337899543379,0.5655555555555556,-1.1084931506849316,1.6740487062404872
0.75,10.0,0.4,22,0.23157894736842105,0.5909090909090909,73,0.0958904109589041,0.49501867995018684,0.23999999999999988,-0.996849315068493,1.236849315068493,24,0.24,0.625,76,0.15789473684210525,0.46710526315789475,0.49041666666666667,-1.0186842105263156,1.5091008771929824
0.75,12.0,-0.5,64,0.6736842105263158,0.3125,31,0.0,0.3125,-0.30718749999999995,-1.542903225806452,1.235715725806452,75,0.75,0.36,25,0.0,0.36,-0.26426666666666665,-1.8332,1.5689333333333333
0.75,12.0,-0.4,60,0.631578947368421,0.3333333333333333,35,0.0,0.3333333333333333,-0.2843333333333333,-1.440857142857143,1.1565238095238097,67,0.67,0.40298507462686567,33,0.0,0.40298507462686567,-0.16820895522388063,-1.647878787878788,1.4796698326549074
0.75,12.0,-0.3,53,0.5578947368421052,0.37735849056603776,42,0.0,0.37735849056603776,-0.25698113207547174,-1.2826190476190475,1.0256379155435758,63,0.63,0.4126984126984127,37,0.02702702702702703,0.38567138567138565,-0.15174603174603177,-1.5159459459459461,1.3641999141999144
0.75,12.0,-0.2,47,0.49473684210526314,0.425531914893617,48,0.0,0.425531914893617,-0.1548936170212766,-1.254375,1.0994813829787233,57,0.57,0.45614035087719296,43,0.023255813953488372,0.4328845369237046,-0.04701754385964912,-1.4644186046511627,1.4174010607915135
0.75,12.0,-0.1,43,0.45263157894736844,0.46511627906976744,52,0.0,0.46511627906976744,-0.1246511627906977,-1.1948076923076925,1.0701565295169948,50,0.5,0.48,50,0.06,0.42,0.03000000000000004,-1.3430000000000002,1.3730000000000002
0.75,12.0,0.0,37,0.3894736842105263,0.5405405405405406,58,0.0,0.5405405405405406,-0.02351351351351351,-1.1486206896551725,1.125107176141659,45,0.45,0.4888888888888889,55,0.09090909090909091,0.397979797979798,0.07177777777777777,-1.2523636363636363,1.324141414141414
0.75,12.0,0.1,34,0.35789473684210527,0.5588235294117647,61,0.01639344262295082,0.5424300867888139,0.04323529411764703,-1.1304918032786881,1.1737270973963352,43,0.43,0.5116279069767442,57,0.08771929824561403,0.4239086087311302,0.15790697674418602,-1.270877192982456,1.4287841697266421
0.75,12.0,0.2,32,0.3368421052631579,0.53125,63,0.047619047619047616,0.4836309523809524,0.03937499999999999,-1.0912698412698412,1.130644841269841,38,0.38,0.5789473684210527,62,0.08064516129032258,0.4983022071307301,0.26394736842105265,-1.2206451612903224,1.4845925297113751
0.75,12.0,0.3,25,0.2631578947368421,0.56,70,0.08571428571428572,0.4742857142857143,0.128,-1.0098571428571428,1.137857142857143,31,0.31,0.6774193548387096,69,0.08695652173913043,0.5904628330995791,0.6332258064516127,-1.235942028985507,1.8691678354371197
0.75,12.0,0.4,23,0.24210526315789474,0.6086956521739131,72,0.08333333333333333,0.5253623188405797,0.2534782608695652,-1.0183333333333335,1.2718115942028987,27,0.27,0.6296296296296297,73,0.136986301369863,0.49264332825976664,0.517037037037037,-1.0905479452054794,1.6075849822425163
0.8,1.0,-0.5,23,0.26436781609195403,0.34782608695652173,64,0.125,0.22282608695652173,-0.28956521739130436,-0.9543750000000001,0.6648097826086957,33,0.3402061855670103,0.3939393939393939,64,0.171875,0.22206439393939392,-0.059090909090909076,-1.0571875000000002,0.9980965909090911
0.8,1.0,-0.4,20,0.22988505747126436,0.3,67,0.14925373134328357,0.15074626865671642,-0.32799999999999996,-0.9131343283582091,0.5851343283582091,26,0.26804123711340205,0.38461538461538464,71,0.19718309859154928,0.18743228602383535,-0.06923076923076917,-0.9550704225352113,0.8858396533044421
0.8,1.0,-0.3,12,0.13793103448275862,0.25,75,0.17333333333333334,0.07666666666666666,-0.6475,-0.7996,0.1521,18,0.18556701030927836,0.2777777777777778,79,0.24050632911392406,0.037271448663853735,-0.4233333333333333,-0.7846835443037976,0.3613502109704643
0.8,1.0,-0.2,10,0.11494252873563218,0.3,77,0.16883116883116883,0.13116883116883116,-0.46399999999999997,-0.8194805194805194,0.3554805194805194,14,0.14432989690721648,0.2857142857142857,83,0.24096385542168675,0.04475043029259895,-0.3692857142857142,-0.7763855421686747,0.4070998278829605
0.8,1.0,-0.1,3,0.034482758620689655,0.6666666666666666,84,0.16666666666666666,0.5,0.5,-0.8242857142857142,1.3242857142857143,9,0.09278350515463918,0.4444444444444444,88,0.22727272727272727,0.21717171717171715,-0.06999999999999998,-0.7838636363636364,0.7138636363636365
0.8,1.0,0.0,3,0.034482758620689655,0.6666666666666666,84,0.16666666666666666,0.5,0.5,-0.8242857142857142,1.3242857142857143,7,0.07216494845360824,0.42857142857142855,90,0.23333333333333334,0.1952380952380952,-0.23428571428571426,-0.7552222222222222,0.520936507936508
0.8,1.0,0.1,2,0.022988505747126436,0.5,85,0.17647058823529413,0.32352941176470584,-0.30000000000000004,-0.7898823529411763,0.4898823529411762,4,0.041237113402061855,0.5,93,0.23655913978494625,0.26344086021505375,0.195,-0.7568817204301075,0.9518817204301075
0.8,1.0,0.2,2,0.022988505747126436,0.5,85,0.17647058823529413,0.32352941176470584,-0.30000000000000004,-0.7898823529411763,0.4898823529411762,4,0.041237113402061855,0.5,93,0.23655913978494625,0.26344086021505375,0.195,-0.7568817204301075,0.9518817204301075
