filter,window,trades,wins,losses,win_rate,mean_R,median_R,total_R,profit_factor,max_drawdown_R,longest_losing_streak
entry_past_return_10_BOTTOM25,18,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_past_return_10_BOTTOM25,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
entry_past_return_10_BOTTOM25,20,8,3,5,0.375,-0.15189999999999998,-1.0444,-1.2151999999999998,0.7672922252010724,-4.1776,4
entry_past_return_10_BOTTOM25,22,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,-1.0444,1
entry_past_return_10_TOP25,1,16,10,6,0.625,0.26185,0.2906,4.1896,1.9983795634353254,-1.4175999999999997,2
entry_past_return_10_TOP25,3,11,5,6,0.45454545454545453,-0.20621818181818183,-0.4144,-2.2684,0.5086214366172777,-2.804,3
entry_past_return_10_TOP25,5,17,5,12,0.29411764705882354,-0.1361647058823529,-0.1543999999999999,-2.3147999999999995,0.6998755315838606,-5.384,6
entry_past_return_10_TOP25,6,24,17,7,0.7083333333333334,0.4039333333333333,0.2756,9.6944,3.088950181003275,-2.0252,2
entry_past_return_10_TOP25,7,1,0,1,0.0,-0.2744,-0.2744,-0.2744,0.0,0.0,1
entry_past_return_10_TOP25,8,1,0,1,0.0,-0.2643999999999999,-0.2643999999999999,-0.2643999999999999,0.0,0.0,1
entry_past_return_10_TOP25,9,2,0,2,0.0,-1.0444,-1.0444,-2.0888,0.0,-1.0444,2
entry_past_return_10_TOP25,10,5,2,3,0.4,-0.2064,-0.3044,-1.032,0.49736995908825254,-1.3488,2
entry_past_return_10_TOP25,11,9,3,6,0.3333333333333333,-0.25995555555555555,-0.4443999999999999,-2.3396,0.5152494612962043,-3.5776000000000003,4
entry_past_return_10_TOP25,12,5,2,3,0.4,-0.05239999999999998,-0.0043999999999999,-0.2619999999999999,0.8748327918975731,-2.0932,3
entry_past_return_10_TOP25,14,4,3,1,0.75,0.9581000000000001,1.5856,3.8324000000000003,4.66947529682114,0.0,1
entry_past_return_10_TOP25,15,1,1,0,1.0,1.7056,1.7056,1.7056,inf,0.0,0
entry_past_return_10_TOP25,16,4,2,2,0.5,-0.4269,-0.3794,-1.7076,0.08134280180761781,-0.8144,2
entry_past_return_10_TOP25,18,8,2,6,0.25,-0.42689999999999995,-0.9044,-3.4151999999999996,0.33380149812734083,-5.126399999999999,6
entry_past_return_10_TOP25,20,18,10,8,0.5555555555555556,0.3967111111111111,0.2906,7.1408000000000005,2.0296458645749222,-2.7576,4
entry_past_return_10_TOP25,22,9,1,8,0.1111111111111111,-0.6266222222222222,-1.0444,-5.6396,0.23220606654686052,-6.3008,7
entry_past_return_15_BOTTOM25,1,3,1,2,0.3333333333333333,0.03893333333333334,-0.5444,0.11680000000000001,1.0735146022155087,-1.5888,2
entry_past_return_15_BOTTOM25,3,4,2,2,0.5,0.3306,0.3306,1.3224,1.6330907698199923,-2.0888,2
entry_past_return_15_BOTTOM25,5,6,4,2,0.6666666666666666,0.6839333333333334,0.4156,4.1036,30.564841498559083,-0.1387999999999998,2
entry_past_return_15_BOTTOM25,6,11,6,5,0.5454545454545454,0.2865090909090909,0.1256,3.1515999999999997,1.945858343337335,-1.4487999999999999,2
entry_past_return_15_BOTTOM25,8,3,2,1,0.6666666666666666,0.38893333333333335,0.2556,1.1668,2.4687814702920443,-0.7944,1
entry_past_return_15_BOTTOM25,9,21,6,15,0.2857142857142857,-0.1905904761904761,-0.3344,-4.002399999999998,0.6548464987926873,-6.346,5
entry_past_return_15_BOTTOM25,10,15,9,6,0.6,0.5169333333333335,1.0356,7.754000000000001,2.536540900443881,-2.202,2
entry_past_return_15_BOTTOM25,11,15,4,11,0.26666666666666666,-0.3450666666666667,-0.3143999999999999,-5.176,0.3520604877071754,-4.2552,5
entry_past_return_15_BOTTOM25,12,23,12,11,0.5217391304347826,0.05429565217391303,0.0256,1.2487999999999997,1.1087009505240069,-3.6564,4
entry_past_return_15_BOTTOM25,14,14,8,6,0.5714285714285714,0.4198857142857145,0.4556,5.878400000000003,2.116208415615981,-3.1331999999999987,3
entry_past_return_15_BOTTOM25,15,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_past_return_15_BOTTOM25,16,1,1,0,1.0,1.7056,1.7056,1.7056,inf,0.0,0
entry_past_return_15_BOTTOM25,17,4,2,2,0.5,0.3881,0.4456,1.5524,1.8351624704110179,-1.0444,1
entry_past_return_15_BOTTOM25,18,2,0,2,0.0,-0.9394,-0.9394,-1.8788,0.0,-0.8344,2
entry_past_return_15_BOTTOM25,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
entry_past_return_15_BOTTOM25,20,7,4,3,0.5714285714285714,0.36845714285714287,0.5956,2.5792,1.8231839652751183,-2.0888,2
entry_past_return_15_BOTTOM25,22,3,1,2,0.3333333333333333,-0.12773333333333334,-1.0444,-0.3832,0.8165453849099962,-2.0888,2
entry_past_return_15_TOP25,1,14,9,5,0.6428571428571429,0.30131428571428576,0.2856,4.218400000000001,2.089462809917356,-1.9287999999999998,2
entry_past_return_15_TOP25,3,16,5,11,0.3125,-0.411275,-0.6444,-6.5804,0.2719507877500442,-6.166000000000001,5
entry_past_return_15_TOP25,5,17,7,10,0.4117647058823529,0.1032470588235294,-0.1144,1.7551999999999999,1.3013736263736262,-2.032,3
entry_past_return_15_TOP25,6,17,9,8,0.5294117647058824,0.003835294117647069,0.0256,0.06520000000000017,1.010490410606256,-3.7319999999999998,3
entry_past_return_15_TOP25,7,2,1,1,0.5,0.0006000000000000172,0.0006000000000000172,0.0012000000000000344,1.0043731778425657,-0.2744,1
entry_past_return_15_TOP25,8,1,0,1,0.0,-0.2643999999999999,-0.2643999999999999,-0.2643999999999999,0.0,0.0,1
entry_past_return_15_TOP25,10,5,3,2,0.6,0.05759999999999995,0.1256,0.28799999999999976,1.1646843549862762,-1.0444,2
entry_past_return_15_TOP25,11,8,3,5,0.375,-0.10815,-0.6494,-0.8652,0.804783393501805,-3.3876,4
entry_past_return_15_TOP25,12,8,3,5,0.375,-0.1169,-0.5244,-0.9352,0.7763749402199903,-2.0888,3
entry_past_return_15_TOP25,14,6,3,3,0.5,-0.057733333333333324,-0.4994,-0.34639999999999993,0.8894421039193159,-1.0444,1
entry_past_return_15_TOP25,15,1,1,0,1.0,1.7056,1.7056,1.7056,inf,0.0,0
entry_past_return_15_TOP25,16,4,3,1,0.75,0.2031,0.0756,0.8124,1.777862887782459,-1.0444,1
entry_past_return_15_TOP25,18,9,4,5,0.4444444444444444,0.1889333333333333,-0.1843999999999999,1.7003999999999997,1.4165605095541396,-3.0063999999999997,3
entry_past_return_15_TOP25,20,19,9,10,0.47368421052631576,0.21507368421052628,-0.0744,4.086399999999999,1.4620533695160562,-3.133199999999999,3
entry_past_return_15_TOP25,22,8,2,6,0.25,-0.23065000000000002,-1.0444,-1.8452000000000002,0.6489612662658855,-5.256399999999999,6
entry_past_return_30_BOTTOM25,1,5,3,2,0.6,0.2756000000000001,0.2156,1.3780000000000006,2.0067212156633554,-1.0444,1
entry_past_return_30_BOTTOM25,2,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_past_return_30_BOTTOM25,3,4,3,1,0.75,0.7531,1.1756,3.0124,3.884335503638453,-1.0444,1
entry_past_return_30_BOTTOM25,4,1,1,0,1.0,0.0456,0.0456,0.0456,inf,0.0,0
entry_past_return_30_BOTTOM25,5,8,1,7,0.125,-0.18939999999999999,-0.25439999999999996,-1.5151999999999999,0.529557873820169,-1.132,5
entry_past_return_30_BOTTOM25,6,16,10,6,0.625,0.494975,0.4156,7.9196,2.9767372204472844,-2.3132,3
entry_past_return_30_BOTTOM25,7,3,1,2,0.3333333333333333,-0.14106666666666665,-0.2744,-0.42319999999999997,0.3943903835145965,-0.6988,2
entry_past_return_30_BOTTOM25,8,6,4,2,0.6666666666666666,0.5189333333333334,0.38060000000000005,3.1136,3.9406875708349074,-0.7944,1
entry_past_return_30_BOTTOM25,9,16,5,11,0.3125,-0.375025,-0.8844,-6.0004,0.40462771868550557,-6.7139999999999995,4
entry_past_return_30_BOTTOM25,10,20,10,10,0.5,0.1451,0.015599999999999996,2.902,1.4131548974943053,-5.5984,4
entry_past_return_30_BOTTOM25,11,16,6,10,0.375,-0.33690000000000003,-0.6794,-5.3904000000000005,0.39933140182750165,-4.8772,4
entry_past_return_30_BOTTOM25,12,21,11,10,0.5238095238095238,0.04702857142857143,0.0256,0.9876,1.0945614707008808,-3.6564,3
entry_past_return_30_BOTTOM25,13,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_past_return_30_BOTTOM25,14,6,3,3,0.5,0.06726666666666666,-0.45940000000000003,0.40359999999999996,1.1288139920847695,-1.0444,1
entry_past_return_30_BOTTOM25,16,1,1,0,1.0,0.0956,0.0956,0.0956,inf,0.0,0
entry_past_return_30_BOTTOM25,17,3,2,1,0.6666666666666666,0.7889333333333334,1.7056,2.3668,3.2661815396399847,-1.0444,1
entry_past_return_30_BOTTOM25,18,1,0,1,0.0,-0.1843999999999999,-0.1843999999999999,-0.1843999999999999,0.0,0.0,1
entry_past_return_30_BOTTOM25,19,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_past_return_30_BOTTOM25,20,5,2,3,0.4,-0.16639999999999996,-1.0444,-0.8319999999999999,0.7344567853951233,-2.0888,2
entry_past_return_30_TOP25,1,22,16,6,0.7272727272727273,0.4360545454545454,0.5456,9.5932,3.128794603230961,-1.9087999999999994,2
entry_past_return_30_TOP25,3,24,8,16,0.3333333333333333,-0.18231666666666665,-0.4144,-4.3755999999999995,0.6279378252440394,-4.8748000000000005,4
entry_past_return_30_TOP25,5,13,8,5,0.6153846153846154,0.14329230769230764,0.2656,1.8627999999999991,1.5157253599114064,-2.4432,3
entry_past_return_30_TOP25,6,10,7,3,0.7,0.4776000000000001,0.6356,4.776000000000001,3.5771638247355932,-1.0444,1
entry_past_return_30_TOP25,14,3,0,3,0.0,-1.0444,-1.0444,-3.1332,0.0,-2.0888,3
entry_past_return_30_TOP25,18,9,3,6,0.3333333333333333,-0.2621777777777778,-0.8344,-2.3596,0.5915102832213835,-5.7764,6
entry_past_return_30_TOP25,20,41,16,25,0.3902439024390244,0.0029170731707317383,-1.0444,0.11960000000000126,1.0051067463706236,-6.3536,4
entry_past_return_30_TOP25,22,13,3,10,0.23076923076923078,-0.3320923076923077,-1.0444,-4.3172,0.5423786304854781,-5.6396,4
entry_vol_ratio_5_30_BOTTOM25,1,5,2,3,0.4,-0.1324,-0.4644,-0.6619999999999999,0.7210517444800271,-1.3288,2
entry_vol_ratio_5_30_BOTTOM25,3,4,1,3,0.25,-0.4094,-0.5343999999999999,-1.6376,0.2250615180768503,-1.0688,2
entry_vol_ratio_5_30_BOTTOM25,4,1,1,0,1.0,0.0456,0.0456,0.0456,inf,0.0,0
entry_vol_ratio_5_30_BOTTOM25,5,22,10,12,0.45454545454545453,0.24150909090909092,-0.059399999999999994,5.3132,1.8865972500333732,-2.1152000000000015,4
entry_vol_ratio_5_30_BOTTOM25,6,34,18,16,0.5294117647058824,0.05324705882352943,0.0706,1.8104000000000007,1.1555273014673035,-3.8964,4
entry_vol_ratio_5_30_BOTTOM25,7,3,1,2,0.3333333333333333,-0.14106666666666665,-0.2744,-0.42319999999999997,0.3943903835145965,-0.6988,2
entry_vol_ratio_5_30_BOTTOM25,8,6,4,2,0.6666666666666666,0.5189333333333334,0.38060000000000005,3.1136,3.9406875708349074,-0.7944,1
entry_vol_ratio_5_30_BOTTOM25,10,3,1,2,0.3333333333333333,-0.16773333333333332,-0.3044,-0.5032,0.6269276393831554,-1.3488,2
entry_vol_ratio_5_30_BOTTOM25,11,11,5,6,0.45454545454545453,-0.12076363636363635,-0.3044,-1.3283999999999998,0.7596265199768384,-2.6563999999999997,3
entry_vol_ratio_5_30_BOTTOM25,12,1,1,0,1.0,0.1256,0.1256,0.1256,inf,0.0,0
entry_vol_ratio_5_30_BOTTOM25,13,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_30_BOTTOM25,14,1,1,0,1.0,1.7056,1.7056,1.7056,inf,0.0,0
entry_vol_ratio_5_30_BOTTOM25,15,5,2,3,0.4,0.055600000000000004,-1.0444,0.278,1.088727179879995,-1.0444,2
entry_vol_ratio_5_30_BOTTOM25,16,8,5,3,0.625,0.2956,0.0756,2.3648,1.8145494626618903,-2.9031999999999996,3
entry_vol_ratio_5_30_BOTTOM25,18,18,7,11,0.3888888888888889,-0.14551111111111112,-0.7994,-2.6192,0.741655488045451,-7.3572,6
entry_vol_ratio_5_30_BOTTOM25,20,10,3,7,0.3,-0.2144,-1.0444,-2.144,0.7047157338034377,-3.1332,3
entry_vol_ratio_5_30_BOTTOM25,22,2,0,2,0.0,-1.0444,-1.0444,-2.0888,0.0,-1.0444,2
entry_vol_ratio_5_30_TOP25,1,11,6,5,0.5454545454545454,0.3574181818181818,0.3556,3.9316,3.003873598369012,-1.0444,2
entry_vol_ratio_5_30_TOP25,2,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_30_TOP25,3,8,4,4,0.5,0.07685000000000002,-0.07939999999999994,0.6148000000000001,1.195945945945946,-2.0176,2
entry_vol_ratio_5_30_TOP25,5,2,1,1,0.5,-0.3294,-0.3294,-0.6588,0.36920720030639603,-1.0444,1
entry_vol_ratio_5_30_TOP25,9,21,9,12,0.42857142857142855,0.05274285714285715,-0.2143999999999999,1.1076000000000001,1.1251129586119648,-2.3032,3
entry_vol_ratio_5_30_TOP25,10,20,12,8,0.6,0.4726000000000001,0.2556,9.452000000000002,2.778296207104155,-2.088799999999999,3
entry_vol_ratio_5_30_TOP25,11,2,1,1,0.5,-0.2394,-0.2394,-0.4788,0.5415549597855228,-1.0444,1
entry_vol_ratio_5_30_TOP25,12,21,9,12,0.42857142857142855,-0.06725714285714285,-1.0444,-1.4123999999999999,0.8873037150517045,-4.1776,4
entry_vol_ratio_5_30_TOP25,14,25,10,15,0.4,-0.102,-1.0444,-2.55,0.8372271160474917,-6.6304,3
entry_vol_ratio_5_30_TOP25,17,5,3,2,0.6,0.6516000000000001,1.7056,3.2580000000000005,2.7527437056165267,-1.0444,1
entry_vol_ratio_5_30_TOP25,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
entry_vol_ratio_5_30_TOP25,20,14,5,9,0.35714285714285715,-0.18439999999999998,-1.0444,-2.5816,0.7108941049991041,-6.2664,6
entry_vol_ratio_5_30_TOP25,21,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_30_TOP25,22,2,2,0,1.0,1.7056,1.7056,3.4112,inf,0.0,0
entry_vol_ratio_5_60_BOTTOM25,1,4,3,1,0.75,-0.021900000000000003,0.2056,-0.08760000000000001,0.9161240903868251,-1.0444,1
entry_vol_ratio_5_60_BOTTOM25,3,3,2,1,0.6666666666666666,0.05226666666666672,0.4756,0.15680000000000016,1.1835205992509366,-0.8543999999999999,1
entry_vol_ratio_5_60_BOTTOM25,4,1,1,0,1.0,0.0456,0.0456,0.0456,inf,0.0,0
entry_vol_ratio_5_60_BOTTOM25,5,22,10,12,0.45454545454545453,0.24605454545454555,-0.08940000000000001,5.4132000000000025,1.846765110749594,-2.6163999999999996,3
entry_vol_ratio_5_60_BOTTOM25,6,41,23,18,0.5609756097560976,0.13145365853658542,0.1056,5.3896000000000015,1.4114449737388541,-3.715600000000002,5
entry_vol_ratio_5_60_BOTTOM25,7,3,1,2,0.3333333333333333,-0.14106666666666665,-0.2744,-0.42319999999999997,0.3943903835145965,-0.6988,2
entry_vol_ratio_5_60_BOTTOM25,8,6,4,2,0.6666666666666666,0.5189333333333334,0.38060000000000005,3.1136,3.9406875708349074,-0.7944,1
entry_vol_ratio_5_60_BOTTOM25,10,1,1,0,1.0,0.2956,0.2956,0.2956,inf,0.0,0
entry_vol_ratio_5_60_BOTTOM25,11,9,3,6,0.3333333333333333,-0.044399999999999946,-0.2043999999999999,-0.3995999999999995,0.8952939943402162,-2.5676,4
entry_vol_ratio_5_60_BOTTOM25,13,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_60_BOTTOM25,15,5,2,3,0.4,0.055600000000000004,-1.0444,0.278,1.088727179879995,-1.0444,2
entry_vol_ratio_5_60_BOTTOM25,16,8,5,3,0.625,0.2956,0.0756,2.3648,1.8145494626618903,-2.9031999999999996,3
entry_vol_ratio_5_60_BOTTOM25,18,20,7,13,0.35,-0.2354,-0.9394,-4.708,0.6149568175870191,-9.446,8
entry_vol_ratio_5_60_BOTTOM25,20,10,5,5,0.5,0.3476,0.4156000000000001,3.476,1.7090983272133826,-2.0888,3
entry_vol_ratio_5_60_BOTTOM25,22,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_60_TOP25,1,9,5,4,0.5555555555555556,0.3933777777777778,0.0556,3.5404000000000004,3.2022891266484206,-1.0444,3
entry_vol_ratio_5_60_TOP25,2,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_60_TOP25,3,10,6,4,0.6,0.2646,0.1706,2.646,1.8433197348291688,-2.0176,2
entry_vol_ratio_5_60_TOP25,9,24,9,15,0.375,-0.041483333333333344,-0.25939999999999996,-0.9956000000000003,0.9091274187659731,-4.062799999999999,5
entry_vol_ratio_5_60_TOP25,10,19,13,6,0.6842105263157895,0.6792842105263158,1.0356,12.9064,4.618887393449978,-2.088799999999999,3
entry_vol_ratio_5_60_TOP25,11,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_60_TOP25,12,21,9,12,0.42857142857142855,-0.012495238095238089,-1.0444,-0.26239999999999986,0.9790629388484619,-3.1332,3
entry_vol_ratio_5_60_TOP25,14,28,11,17,0.39285714285714285,-0.07761428571428568,-1.0444,-2.173199999999999,0.8702938859311959,-7.8368,4
entry_vol_ratio_5_60_TOP25,17,3,1,2,0.3333333333333333,-0.05106666666666667,-0.8144,-0.1532,0.9175812352055089,-1.0444,1
entry_vol_ratio_5_60_TOP25,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
entry_vol_ratio_5_60_TOP25,20,13,5,8,0.38461538461538464,-0.015938461538461526,-1.0444,-0.20719999999999983,0.973722923958809,-5.2219999999999995,5
entry_vol_ratio_5_60_TOP25,21,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_vol_ratio_5_60_TOP25,22,3,2,1,0.6666666666666666,0.7889333333333334,1.7056,2.3668,3.2661815396399847,0.0,1
entry_variance_ratio_5_30_BOTTOM25,1,5,2,3,0.4,-0.1324,-0.4644,-0.6619999999999999,0.7210517444800271,-1.3288,2
entry_variance_ratio_5_30_BOTTOM25,3,4,1,3,0.25,-0.4094,-0.5343999999999999,-1.6376,0.2250615180768503,-1.0688,2
entry_variance_ratio_5_30_BOTTOM25,4,1,1,0,1.0,0.0456,0.0456,0.0456,inf,0.0,0
entry_variance_ratio_5_30_BOTTOM25,5,22,10,12,0.45454545454545453,0.24150909090909092,-0.059399999999999994,5.3132,1.8865972500333732,-2.1152000000000015,4
entry_variance_ratio_5_30_BOTTOM25,6,34,18,16,0.5294117647058824,0.05324705882352943,0.0706,1.8104000000000007,1.1555273014673035,-3.8964,4
entry_variance_ratio_5_30_BOTTOM25,7,3,1,2,0.3333333333333333,-0.14106666666666665,-0.2744,-0.42319999999999997,0.3943903835145965,-0.6988,2
entry_variance_ratio_5_30_BOTTOM25,8,6,4,2,0.6666666666666666,0.5189333333333334,0.38060000000000005,3.1136,3.9406875708349074,-0.7944,1
entry_variance_ratio_5_30_BOTTOM25,10,3,1,2,0.3333333333333333,-0.16773333333333332,-0.3044,-0.5032,0.6269276393831554,-1.3488,2
entry_variance_ratio_5_30_BOTTOM25,11,11,5,6,0.45454545454545453,-0.12076363636363635,-0.3044,-1.3283999999999998,0.7596265199768384,-2.6563999999999997,3
entry_variance_ratio_5_30_BOTTOM25,12,1,1,0,1.0,0.1256,0.1256,0.1256,inf,0.0,0
entry_variance_ratio_5_30_BOTTOM25,13,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_30_BOTTOM25,14,1,1,0,1.0,1.7056,1.7056,1.7056,inf,0.0,0
entry_variance_ratio_5_30_BOTTOM25,15,5,2,3,0.4,0.055600000000000004,-1.0444,0.278,1.088727179879995,-1.0444,2
entry_variance_ratio_5_30_BOTTOM25,16,8,5,3,0.625,0.2956,0.0756,2.3648,1.8145494626618903,-2.9031999999999996,3
entry_variance_ratio_5_30_BOTTOM25,18,18,7,11,0.3888888888888889,-0.14551111111111112,-0.7994,-2.6192,0.741655488045451,-7.3572,6
entry_variance_ratio_5_30_BOTTOM25,20,10,3,7,0.3,-0.2144,-1.0444,-2.144,0.7047157338034377,-3.1332,3
entry_variance_ratio_5_30_BOTTOM25,22,2,0,2,0.0,-1.0444,-1.0444,-2.0888,0.0,-1.0444,2
entry_variance_ratio_5_30_TOP25,1,11,6,5,0.5454545454545454,0.3574181818181818,0.3556,3.9316,3.003873598369012,-1.0444,2
entry_variance_ratio_5_30_TOP25,2,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_30_TOP25,3,8,4,4,0.5,0.07685000000000002,-0.07939999999999994,0.6148000000000001,1.195945945945946,-2.0176,2
entry_variance_ratio_5_30_TOP25,5,2,1,1,0.5,-0.3294,-0.3294,-0.6588,0.36920720030639603,-1.0444,1
entry_variance_ratio_5_30_TOP25,9,21,9,12,0.42857142857142855,0.05274285714285715,-0.2143999999999999,1.1076000000000001,1.1251129586119648,-2.3032,3
entry_variance_ratio_5_30_TOP25,10,20,12,8,0.6,0.4726000000000001,0.2556,9.452000000000002,2.778296207104155,-2.088799999999999,3
entry_variance_ratio_5_30_TOP25,11,2,1,1,0.5,-0.2394,-0.2394,-0.4788,0.5415549597855228,-1.0444,1
entry_variance_ratio_5_30_TOP25,12,21,9,12,0.42857142857142855,-0.06725714285714285,-1.0444,-1.4123999999999999,0.8873037150517045,-4.1776,4
entry_variance_ratio_5_30_TOP25,14,25,10,15,0.4,-0.102,-1.0444,-2.55,0.8372271160474917,-6.6304,3
entry_variance_ratio_5_30_TOP25,17,5,3,2,0.6,0.6516000000000001,1.7056,3.2580000000000005,2.7527437056165267,-1.0444,1
entry_variance_ratio_5_30_TOP25,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
entry_variance_ratio_5_30_TOP25,20,14,5,9,0.35714285714285715,-0.18439999999999998,-1.0444,-2.5816,0.7108941049991041,-6.2664,6
entry_variance_ratio_5_30_TOP25,21,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_30_TOP25,22,2,2,0,1.0,1.7056,1.7056,3.4112,inf,0.0,0
entry_variance_ratio_5_60_BOTTOM25,1,4,3,1,0.75,-0.021900000000000003,0.2056,-0.08760000000000001,0.9161240903868251,-1.0444,1
entry_variance_ratio_5_60_BOTTOM25,3,3,2,1,0.6666666666666666,0.05226666666666672,0.4756,0.15680000000000016,1.1835205992509366,-0.8543999999999999,1
entry_variance_ratio_5_60_BOTTOM25,4,1,1,0,1.0,0.0456,0.0456,0.0456,inf,0.0,0
entry_variance_ratio_5_60_BOTTOM25,5,22,10,12,0.45454545454545453,0.24605454545454555,-0.08940000000000001,5.4132000000000025,1.846765110749594,-2.6163999999999996,3
entry_variance_ratio_5_60_BOTTOM25,6,41,23,18,0.5609756097560976,0.13145365853658542,0.1056,5.3896000000000015,1.4114449737388541,-3.715600000000002,5
entry_variance_ratio_5_60_BOTTOM25,7,3,1,2,0.3333333333333333,-0.14106666666666665,-0.2744,-0.42319999999999997,0.3943903835145965,-0.6988,2
entry_variance_ratio_5_60_BOTTOM25,8,6,4,2,0.6666666666666666,0.5189333333333334,0.38060000000000005,3.1136,3.9406875708349074,-0.7944,1
entry_variance_ratio_5_60_BOTTOM25,10,1,1,0,1.0,0.2956,0.2956,0.2956,inf,0.0,0
entry_variance_ratio_5_60_BOTTOM25,11,9,3,6,0.3333333333333333,-0.044399999999999946,-0.2043999999999999,-0.3995999999999995,0.8952939943402162,-2.5676,4
entry_variance_ratio_5_60_BOTTOM25,13,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_60_BOTTOM25,15,5,2,3,0.4,0.055600000000000004,-1.0444,0.278,1.088727179879995,-1.0444,2
entry_variance_ratio_5_60_BOTTOM25,16,8,5,3,0.625,0.2956,0.0756,2.3648,1.8145494626618903,-2.9031999999999996,3
entry_variance_ratio_5_60_BOTTOM25,18,20,7,13,0.35,-0.2354,-0.9394,-4.708,0.6149568175870191,-9.446,8
entry_variance_ratio_5_60_BOTTOM25,20,10,5,5,0.5,0.3476,0.4156000000000001,3.476,1.7090983272133826,-2.0888,3
entry_variance_ratio_5_60_BOTTOM25,22,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_60_TOP25,1,9,5,4,0.5555555555555556,0.3933777777777778,0.0556,3.5404000000000004,3.2022891266484206,-1.0444,3
entry_variance_ratio_5_60_TOP25,2,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_60_TOP25,3,10,6,4,0.6,0.2646,0.1706,2.646,1.8433197348291688,-2.0176,2
entry_variance_ratio_5_60_TOP25,9,24,9,15,0.375,-0.041483333333333344,-0.25939999999999996,-0.9956000000000003,0.9091274187659731,-4.062799999999999,5
entry_variance_ratio_5_60_TOP25,10,19,13,6,0.6842105263157895,0.6792842105263158,1.0356,12.9064,4.618887393449978,-2.088799999999999,3
entry_variance_ratio_5_60_TOP25,11,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_60_TOP25,12,21,9,12,0.42857142857142855,-0.012495238095238089,-1.0444,-0.26239999999999986,0.9790629388484619,-3.1332,3
entry_variance_ratio_5_60_TOP25,14,28,11,17,0.39285714285714285,-0.07761428571428568,-1.0444,-2.173199999999999,0.8702938859311959,-7.8368,4
entry_variance_ratio_5_60_TOP25,17,3,1,2,0.3333333333333333,-0.05106666666666667,-0.8144,-0.1532,0.9175812352055089,-1.0444,1
entry_variance_ratio_5_60_TOP25,19,2,1,1,0.5,0.3306,0.3306,0.6612,1.6330907698199923,0.0,1
entry_variance_ratio_5_60_TOP25,20,13,5,8,0.38461538461538464,-0.015938461538461526,-1.0444,-0.20719999999999983,0.973722923958809,-5.2219999999999995,5
entry_variance_ratio_5_60_TOP25,21,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
entry_variance_ratio_5_60_TOP25,22,3,2,1,0.6666666666666666,0.7889333333333334,1.7056,2.3668,3.2661815396399847,0.0,1
QUALITY_BOTTOM25,1,8,5,3,0.625,0.76185,1.1256,6.0948,5.786993402450519,-0.22880000000000011,2
QUALITY_BOTTOM25,2,1,0,1,0.0,-1.0444,-1.0444,-1.0444,0.0,0.0,1
QUALITY_BOTTOM25,3,8,1,7,0.125,-0.5781499999999999,-0.6644,-4.6251999999999995,0.09324027603513176,-3.5807999999999995,5
QUALITY_BOTTOM25,4,1,1,0,1.0,0.0456,0.0456,0.0456,inf,0.0,0
QUALITY_BOTTOM25,5,14,4,10,0.2857142857142857,-0.28154285714285715,-0.25439999999999996,-3.9415999999999998,0.37075351213282254,-3.8171999999999997,4
