entry_timestamp,exit_timestamp,session_id,candidate,quality,rr,raw_points,net_points,net_R,exit_reason,holding_bars,vol_percentile,vol_bucket,window,selected_model
2023-06-06 15:39:00-04:00,2023-06-06 15:54:00-04:00,2023-06-05,A,0.6670947081745758,1.25,-15.75,-16.86,-0.843,timeout,15,0.14123191227755438,0-20,9,A
2023-06-14 13:12:00-04:00,2023-06-14 13:27:00-04:00,2023-06-13,A,0.7684662473655377,1.25,3.25,2.14,0.10700000000000001,timeout,15,0.14211578767737673,0-20,9,A
2023-06-14 13:30:00-04:00,2023-06-14 13:34:00-04:00,2023-06-13,A,0.8517697613480422,1.25,-20.0,-21.11,-1.0554999999999999,stop,4,0.19654413469911045,0-20,9,A
2023-07-07 15:24:00-04:00,2023-07-07 15:39:00-04:00,2023-07-06,A,0.7482417409503116,1.25,20.0,18.89,0.9445,timeout,15,0.19457072972227935,0-20,9,A
2023-07-11 09:32:00-04:00,2023-07-11 09:34:00-04:00,2023-07-10,A,0.7608895419559627,1.25,-20.0,-21.11,-1.0554999999999999,stop,2,0.1356354932856099,0-20,9,A
2023-07-24 14:42:00-04:00,2023-07-24 14:54:00-04:00,2023-07-23,A,0.8470781430731902,1.25,-20.0,-21.11,-1.0554999999999999,stop,12,0.179754877723277,0-20,9,A
2023-07-26 12:36:00-04:00,2023-07-26 12:51:00-04:00,2023-07-25,A,0.7264242219868017,1.25,3.5,2.39,0.11950000000000001,timeout,15,0.14344160077711024,0-20,9,A
2023-07-28 12:58:00-04:00,2023-07-28 13:13:00-04:00,2023-07-27,A,0.7559627322550382,1.25,6.5,5.390000000000001,0.2695,timeout,15,0.17455664022333167,0-20,9,A
2023-08-01 13:37:00-04:00,2023-08-01 13:52:00-04:00,2023-07-31,A,0.7767898959168428,1.25,-20.0,-21.11,-1.0554999999999999,stop,15,0.17555865738451643,0-20,9,A
2023-05-08 14:07:00-04:00,2023-05-08 14:12:00-04:00,2023-05-07,B,0.9575320603724181,1.3,-20.0,-21.11,-1.0554999999999999,stop,5,0.4491399717334897,40-60,9,B
2023-05-10 10:42:00-04:00,2023-05-10 10:44:00-04:00,2023-05-09,B,0.8605334269534575,1.3,26.0,24.89,1.2445,target,2,0.7292453366821418,60-80,9,B
2023-05-10 10:45:00-04:00,2023-05-10 10:48:00-04:00,2023-05-09,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,3,0.7737497757494345,60-80,9,B
2023-05-10 13:25:00-04:00,2023-05-10 13:40:00-04:00,2023-05-09,B,0.7938047913746382,1.3,12.75,11.64,0.5820000000000001,timeout,15,0.651179886146347,60-80,9,B
2023-05-11 13:47:00-04:00,2023-05-11 13:58:00-04:00,2023-05-10,B,0.8418572186423365,1.3,-20.0,-21.11,-1.0554999999999999,stop,11,0.40185263784299396,40-60,9,B
2023-05-12 10:01:00-04:00,2023-05-12 10:16:00-04:00,2023-05-11,B,0.7593009732045664,1.3,11.0,9.89,0.49450000000000005,timeout,15,0.5447254079172482,40-60,9,B
2023-05-18 12:25:00-04:00,2023-05-18 12:35:00-04:00,2023-05-17,B,0.9825915076582843,1.3,-20.0,-21.11,-1.0554999999999999,stop,10,0.7079316878082078,60-80,9,B
2023-05-23 14:23:00-04:00,2023-05-23 14:32:00-04:00,2023-05-22,B,0.8033365838528016,1.3,-20.0,-21.11,-1.0554999999999999,stop,9,0.41329926183277255,40-60,9,B
2023-05-24 10:05:00-04:00,2023-05-24 10:17:00-04:00,2023-05-23,B,0.7963777333188797,1.3,-20.0,-21.11,-1.0554999999999999,stop,12,0.5116500903565694,40-60,9,B
2023-05-25 14:49:00-04:00,2023-05-25 15:04:00-04:00,2023-05-24,B,0.8163265306122449,1.3,-19.25,-20.36,-1.018,timeout,15,0.4851469552242724,40-60,9,B
2023-05-30 13:55:00-04:00,2023-05-30 14:10:00-04:00,2023-05-29,B,0.7947802233632774,1.3,-3.25,-4.359999999999999,-0.21799999999999997,timeout,15,0.5532884978056262,40-60,9,B
2023-06-05 14:32:00-04:00,2023-06-05 14:34:00-04:00,2023-06-04,B,0.8099584415945347,1.3,26.0,24.89,1.2445,target,2,0.4790210861165928,40-60,9,B
2023-06-06 12:57:00-04:00,2023-06-06 13:07:00-04:00,2023-06-05,B,0.9826958325402239,1.3,-20.0,-21.11,-1.0554999999999999,stop,10,0.40352850060602347,40-60,9,B
2023-06-07 10:15:00-04:00,2023-06-07 10:24:00-04:00,2023-06-06,B,0.9831672417385299,1.3,26.0,24.89,1.2445,target,9,0.7523223607349293,60-80,9,B
2023-06-07 10:35:00-04:00,2023-06-07 10:44:00-04:00,2023-06-06,B,1.0,1.3,26.0,24.89,1.2445,target,9,0.745133215774988,60-80,9,B
2023-06-07 12:25:00-04:00,2023-06-07 12:33:00-04:00,2023-06-06,B,0.9320308928177365,1.3,-20.0,-21.11,-1.0554999999999999,stop,8,0.4602277948183899,40-60,9,B
2023-06-09 10:43:00-04:00,2023-06-09 10:50:00-04:00,2023-06-08,B,0.9571762354412873,1.3,26.0,24.89,1.2445,target,7,0.5047453607480561,40-60,9,B
2023-06-09 10:51:00-04:00,2023-06-09 10:56:00-04:00,2023-06-08,B,0.9334811529933481,1.3,-20.0,-21.11,-1.0554999999999999,stop,5,0.6833757039279947,60-80,9,B
2023-06-13 14:28:00-04:00,2023-06-13 14:43:00-04:00,2023-06-12,B,0.8975092169836186,1.3,-4.25,-5.359999999999999,-0.26799999999999996,timeout,15,0.47515303733717223,40-60,9,B
2023-06-14 14:03:00-04:00,2023-06-14 14:06:00-04:00,2023-06-13,B,0.8774845717488566,1.3,26.0,24.89,1.2445,target,3,0.8353541408687357,80-100,9,B
2023-06-14 14:07:00-04:00,2023-06-14 14:08:00-04:00,2023-06-13,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,1,0.8902463036943367,80-100,9,B
2023-06-20 10:15:00-04:00,2023-06-20 10:20:00-04:00,2023-06-19,B,0.8181839293545293,1.3,26.0,24.89,1.2445,target,5,0.7051225392602576,60-80,9,B
2023-06-21 10:01:00-04:00,2023-06-21 10:05:00-04:00,2023-06-20,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,4,0.644388922678405,60-80,9,B
2023-06-22 13:04:00-04:00,2023-06-22 13:07:00-04:00,2023-06-21,B,0.7722744768908919,1.3,-20.0,-21.11,-1.0554999999999999,stop,3,0.4206065485540761,40-60,9,B
2023-06-23 14:45:00-04:00,2023-06-23 15:00:00-04:00,2023-06-22,B,0.9508583713873816,1.3,7.5,6.390000000000001,0.3195,timeout,15,0.42494716437894625,40-60,9,B
2023-06-23 15:01:00-04:00,2023-06-23 15:05:00-04:00,2023-06-22,B,0.9550615190543381,1.3,-20.0,-21.11,-1.0554999999999999,stop,4,0.5237836868105662,40-60,9,B
2023-06-26 10:40:00-04:00,2023-06-26 10:45:00-04:00,2023-06-25,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,5,0.6110948240781661,60-80,9,B
2023-06-26 11:19:00-04:00,2023-06-26 11:27:00-04:00,2023-06-25,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,8,0.539549048521259,40-60,9,B
2023-06-26 12:05:00-04:00,2023-06-26 12:10:00-04:00,2023-06-25,B,0.8279009792316232,1.3,26.0,24.89,1.2445,target,5,0.6859616958155939,60-80,9,B
2023-06-26 12:11:00-04:00,2023-06-26 12:17:00-04:00,2023-06-25,B,0.8189537961109628,1.3,-20.0,-21.11,-1.0554999999999999,stop,6,0.7142632110930738,60-80,9,B
2023-06-28 11:24:00-04:00,2023-06-28 11:30:00-04:00,2023-06-27,B,0.8856535480443919,1.3,-20.0,-21.11,-1.0554999999999999,stop,6,0.6096246154923229,60-80,9,B
2023-06-28 12:43:00-04:00,2023-06-28 12:53:00-04:00,2023-06-27,B,1.0,1.3,26.0,24.89,1.2445,target,10,0.6709270627770315,60-80,9,B
2023-06-28 12:54:00-04:00,2023-06-28 13:03:00-04:00,2023-06-27,B,0.9178403755868545,1.3,-20.0,-21.11,-1.0554999999999999,stop,9,0.7813371022013749,60-80,9,B
2023-06-28 15:05:00-04:00,2023-06-28 15:10:00-04:00,2023-06-27,B,0.9485784501432643,1.3,-20.0,-21.11,-1.0554999999999999,stop,5,0.4947951990688679,40-60,9,B
2023-07-10 12:01:00-04:00,2023-07-10 12:07:00-04:00,2023-07-09,B,1.0,1.3,26.0,24.89,1.2445,target,6,0.47654448474877376,40-60,9,B
2023-07-12 11:40:00-04:00,2023-07-12 11:52:00-04:00,2023-07-11,B,0.9919410057915402,1.3,26.0,24.89,1.2445,target,12,0.5565308328119052,40-60,9,B
2023-07-12 11:56:00-04:00,2023-07-12 12:00:00-04:00,2023-07-11,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,4,0.7344917060107903,60-80,9,B
2023-07-18 09:37:00-04:00,2023-07-18 09:41:00-04:00,2023-07-17,B,0.8051197169748825,1.3,-20.0,-21.11,-1.0554999999999999,stop,4,0.48568515658159,40-60,9,B
2023-07-18 09:51:00-04:00,2023-07-18 09:57:00-04:00,2023-07-17,B,0.8330406944050935,1.3,-20.0,-21.11,-1.0554999999999999,stop,6,0.6587409588735402,60-80,9,B
2023-07-19 12:25:00-04:00,2023-07-19 12:28:00-04:00,2023-07-18,B,0.7542493534590236,1.3,-20.0,-21.11,-1.0554999999999999,stop,3,0.583909092102442,40-60,9,B
2023-07-19 12:31:00-04:00,2023-07-19 12:33:00-04:00,2023-07-18,B,0.8494071292053009,1.3,-20.0,-21.11,-1.0554999999999999,stop,2,0.6417241696165643,60-80,9,B
2023-07-20 10:05:00-04:00,2023-07-20 10:13:00-04:00,2023-07-19,B,0.789467245885137,1.3,-20.0,-21.11,-1.0554999999999999,stop,8,0.46008339933228026,40-60,9,B
2023-07-20 10:15:00-04:00,2023-07-20 10:20:00-04:00,2023-07-19,B,0.7819767441860466,1.3,26.0,24.89,1.2445,target,5,0.5295901356004883,40-60,9,B
2023-07-20 15:16:00-04:00,2023-07-20 15:31:00-04:00,2023-07-19,B,0.9293729183242181,1.3,-14.0,-15.11,-0.7555,timeout,15,0.4802462599381287,40-60,9,B
2023-07-26 15:09:00-04:00,2023-07-26 15:11:00-04:00,2023-07-25,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,2,0.830606592310284,80-100,9,B
2023-07-27 10:25:00-04:00,2023-07-27 10:29:00-04:00,2023-07-26,B,1.0,1.3,26.0,24.89,1.2445,target,4,0.5956226289604838,40-60,9,B
2023-07-27 13:06:00-04:00,2023-07-27 13:11:00-04:00,2023-07-26,B,0.9251408967218676,1.3,-20.0,-21.11,-1.0554999999999999,stop,5,0.4802375086965463,40-60,9,B
2023-07-27 13:17:00-04:00,2023-07-27 13:20:00-04:00,2023-07-26,B,0.9057937591967138,1.3,26.0,24.89,1.2445,target,3,0.6640048306853534,60-80,9,B
2023-07-27 14:25:00-04:00,2023-07-27 14:32:00-04:00,2023-07-26,B,0.9405932303773258,1.3,26.0,24.89,1.2445,target,7,0.6982178096517443,60-80,9,B
2023-07-27 14:33:00-04:00,2023-07-27 14:37:00-04:00,2023-07-26,B,1.0,1.3,26.0,24.89,1.2445,target,4,0.7322251344409488,60-80,9,B
2023-08-02 09:35:00-04:00,2023-08-02 09:37:00-04:00,2023-08-01,B,0.7587315474627871,1.3,26.0,24.89,1.2445,target,2,0.5498580111053256,40-60,9,B
2023-08-02 09:38:00-04:00,2023-08-02 09:43:00-04:00,2023-08-01,B,0.8360187435478265,1.3,-20.0,-21.11,-1.0554999999999999,stop,5,0.5941830497201791,40-60,9,B
2023-08-02 09:51:00-04:00,2023-08-02 09:57:00-04:00,2023-08-01,B,0.7794347416011811,1.3,-20.0,-21.11,-1.0554999999999999,stop,6,0.7185206901229112,60-80,9,B
2023-08-02 15:27:00-04:00,2023-08-02 15:37:00-04:00,2023-08-01,B,0.9254243329872156,1.3,-20.0,-21.11,-1.0554999999999999,stop,10,0.4305392077500996,40-60,9,B
2023-08-04 14:01:00-04:00,2023-08-04 14:04:00-04:00,2023-08-03,B,0.9313783818076783,1.3,26.0,24.89,1.2445,target,3,0.5229829482057767,40-60,9,B
2023-08-04 14:05:00-04:00,2023-08-04 14:12:00-04:00,2023-08-03,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,7,0.5725456049076962,40-60,9,B
2023-08-04 14:18:00-04:00,2023-08-04 14:25:00-04:00,2023-08-03,B,1.0,1.3,26.0,24.89,1.2445,target,7,0.7347236139127239,60-80,9,B
2023-08-07 11:18:00-04:00,2023-08-07 11:23:00-04:00,2023-08-06,B,0.7798282801720658,1.3,-20.0,-21.11,-1.0554999999999999,stop,5,0.6266632772917726,60-80,10,B
2023-08-08 09:45:00-04:00,2023-08-08 09:49:00-04:00,2023-08-07,B,0.798077817380426,1.3,26.0,24.89,1.2445,target,4,0.5911142862151786,40-60,10,B
2023-08-08 09:50:00-04:00,2023-08-08 10:05:00-04:00,2023-08-07,B,1.0,1.3,-20.0,-21.11,-1.0554999999999999,stop,15,0.6520792061850248,60-80,10,B
2023-08-09 09:37:00-04:00,2023-08-09 09:40:00-04:00,2023-08-08,B,0.7662904348087552,1.3,26.0,24.89,1.2445,target,3,0.295699584509388,20-40,10,B
2023-08-09 09:43:00-04:00,2023-08-09 09:50:00-04:00,2023-08-08,B,1.0,1.3,26.0,24.89,1.2445,target,7,0.46004628249855367,40-60,10,B
2023-08-09 09:51:00-04:00,2023-08-09 10:01:00-04:00,2023-08-08,B,0.7651231465554844,1.3,-20.0,-21.11,-1.0554999999999999,stop,10,0.5200382181238057,40-60,10,B
