trades,wins,losses,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,benchmark_total_R,benchmark_mean_R,benchmark_win_rate,benchmark_max_drawdown_R,delta_R,delta_mean_R,delta_win_rate,delta_DD,mae_triggered,recovery_exits,deadline_exits,recovery_exit_pct,positive_windows,total_windows,positive_window_pct,rule,mae_threshold,recovery_level,deadline,final_score
100,32,68,0.32,-0.5169,-51.69,0.19598693420438634,-50.230000000000004,-65.64999999999999,-0.6564999999999999,0.27,-64.88999999999997,13.959999999999994,0.13959999999999984,0.04999999999999999,14.659999999999968,100,27,73,0.27,6,10,0.6,RULE_A,0.7,0.2,6,27.081999999999976
100,30,70,0.3,-0.5224000000000001,-52.24000000000001,0.2391494319836877,-50.780000000000015,-65.64999999999999,-0.6564999999999999,0.27,-64.88999999999997,13.409999999999982,0.13409999999999977,0.02999999999999997,14.109999999999957,97,26,71,0.26804123711340205,6,10,0.6,RULE_B,0.8,0.2,6,26.146999999999956
100,31,69,0.31,-0.5232000000000001,-52.32000000000001,0.21968680089485457,-50.86000000000002,-65.64999999999999,-0.6564999999999999,0.27,-64.88999999999997,13.329999999999984,0.13329999999999975,0.03999999999999998,14.029999999999951,97,27,70,0.27835051546391754,6,10,0.6,RULE_C,0.8,0.1,6,26.010999999999953
