mae_threshold,recovery_level,deadline,development_trades,development_mae_triggered,development_recovered,development_failed,development_no_mae,development_recovery_rate,development_recovered_win_rate,development_failed_win_rate,development_win_rate_separation,development_recovered_mean_R,development_failed_mean_R,development_mean_R_separation,development_recovered_total_R,development_failed_total_R,development_recovered_PF,development_failed_PF,_selection_score
0.9,0.1,5.0,95.0,74.0,8.0,66.0,21.0,0.10810810810810811,0.75,0.06060606060606061,0.6893939393939394,0.41374999999999995,-1.1266666666666665,1.5404166666666663,3.3099999999999996,-74.35999999999999,2.0474683544303796,0.016271993649953704,1.4596022727272726
