mae_threshold,horizon,recovery_level,observations,reached_trades,not_reached_trades,reached_pct,reached_win_rate,not_reached_win_rate,win_rate_difference,reached_mean_final_R,not_reached_mean_final_R
0.8,1,0.1,186,6,180,0.03225806451612903,0.5,,,0.02999999999999999,
0.8,1,0.2,186,6,180,0.03225806451612903,0.5,,,0.02999999999999999,
0.8,1,0.3,186,2,184,0.010752688172043012,1.0,,,1.78,
0.8,1,0.4,186,1,185,0.005376344086021506,1.0,,,3.2,
0.8,2,-0.5,186,80,106,0.43010752688172044,0.3375,,,-0.22087500000000002,
0.8,2,-0.4,186,69,117,0.3709677419354839,0.391304347826087,,,-0.1363768115942029,
0.8,2,-0.3,186,57,129,0.3064516129032258,0.38596491228070173,,,-0.20421052631578948,
0.8,2,-0.2,186,42,144,0.22580645161290322,0.42857142857142855,,,0.020714285714285692,
0.8,2,-0.1,186,29,157,0.15591397849462366,0.5862068965517241,,,0.39758620689655166,
0.8,2,0.0,186,25,161,0.13440860215053763,0.52,,,0.1724,
0.8,2,0.1,186,17,169,0.0913978494623656,0.4117647058823529,,,-0.049411764705882356,
0.8,2,0.2,186,12,174,0.06451612903225806,0.4166666666666667,,,-0.030833333333333324,
0.8,2,0.3,186,5,181,0.026881720430107527,0.4,,,-0.19399999999999995,
0.8,2,0.4,186,4,182,0.021505376344086023,0.25,,,-0.3324999999999999,
0.8,3,-0.5,186,94,92,0.5053763440860215,0.3617021276595745,,,-0.2109574468085106,
0.8,3,-0.4,186,82,104,0.44086021505376344,0.4024390243902439,,,-0.1404878048780488,
0.8,3,-0.3,186,70,116,0.3763440860215054,0.4,,,-0.17842857142857144,
0.8,3,-0.2,186,54,132,0.2903225806451613,0.46296296296296297,,,0.03444444444444444,
0.8,3,-0.1,186,39,147,0.20967741935483872,0.5384615384615384,,,0.23025641025641028,
0.8,3,0.0,186,31,155,0.16666666666666666,0.5161290322580645,,,0.007096774193548372,
0.8,3,0.1,186,22,164,0.11827956989247312,0.45454545454545453,,,0.11499999999999998,
