_identity,entry_timestamp,exit_timestamp,session_id,window,_window_numeric,_strategy_R,_scenario_R,_source,_state,_mae_bar,_recovery_bar,scenario,mae_threshold,recovery_level,deadline_bars
2026-03-12 20:07:00+00:00|2026-03-12 20:27:00+00:00|2026-03-11,2026-03-12 16:07:00-04:00,2026-03-12 16:27:00-04:00,2026-03-11,20,20.0,-0.4144,-0.4144,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-13 19:20:00+00:00|2026-03-13 19:40:00+00:00|2026-03-12,2026-03-13 15:20:00-04:00,2026-03-13 15:40:00-04:00,2026-03-12,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-16 16:01:00+00:00|2026-03-16 16:08:00+00:00|2026-03-15,2026-03-16 12:01:00-04:00,2026-03-16 12:08:00-04:00,2026-03-15,20,20.0,0.0,0.0,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-16 17:50:00+00:00|2026-03-16 17:52:00+00:00|2026-03-15,2026-03-16 13:50:00-04:00,2026-03-16 13:52:00-04:00,2026-03-15,20,20.0,-1.16,-1.16,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-17 15:13:00+00:00|2026-03-17 15:16:00+00:00|2026-03-16,2026-03-17 11:13:00-04:00,2026-03-17 11:16:00-04:00,2026-03-16,20,20.0,0.43,0.43,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-18 19:43:00+00:00|2026-03-18 20:03:00+00:00|2026-03-17,2026-03-18 15:43:00-04:00,2026-03-18 16:03:00-04:00,2026-03-17,20,20.0,0.9156,0.9156,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-18 20:04:00+00:00|2026-03-18 20:20:00+00:00|2026-03-17,2026-03-18 16:04:00-04:00,2026-03-18 16:20:00-04:00,2026-03-17,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-18 20:25:00+00:00|2026-03-18 20:45:00+00:00|2026-03-17,2026-03-18 16:25:00-04:00,2026-03-18 16:45:00-04:00,2026-03-17,20,20.0,-0.9944,-0.9944,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-20 17:36:00+00:00|2026-03-20 17:40:00+00:00|2026-03-19,2026-03-20 13:36:00-04:00,2026-03-20 13:40:00-04:00,2026-03-19,20,20.0,-0.27,-0.27,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-23 19:16:00+00:00|2026-03-23 19:36:00+00:00|2026-03-22,2026-03-23 15:16:00-04:00,2026-03-23 15:36:00-04:00,2026-03-22,20,20.0,-0.0744,-0.0744,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-23 19:57:00+00:00|2026-03-23 20:01:00+00:00|2026-03-22,2026-03-23 15:57:00-04:00,2026-03-23 16:01:00-04:00,2026-03-22,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-24 19:45:00+00:00|2026-03-24 20:05:00+00:00|2026-03-23,2026-03-24 15:45:00-04:00,2026-03-24 16:05:00-04:00,2026-03-23,20,20.0,0.0556,0.0556,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-26 17:24:00+00:00|2026-03-26 17:33:00+00:00|2026-03-25,2026-03-26 13:24:00-04:00,2026-03-26 13:33:00-04:00,2026-03-25,20,20.0,-0.77,-0.77,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-26 17:49:00+00:00|2026-03-26 17:59:00+00:00|2026-03-25,2026-03-26 13:49:00-04:00,2026-03-26 13:59:00-04:00,2026-03-25,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-26 19:25:00+00:00|2026-03-26 19:45:00+00:00|2026-03-25,2026-03-26 15:25:00-04:00,2026-03-26 15:45:00-04:00,2026-03-25,20,20.0,0.2,0.2,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-26 19:54:00+00:00|2026-03-26 20:11:00+00:00|2026-03-25,2026-03-26 15:54:00-04:00,2026-03-26 16:11:00-04:00,2026-03-25,20,20.0,0.06,0.06,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-27 16:37:00+00:00|2026-03-27 16:46:00+00:00|2026-03-26,2026-03-27 12:37:00-04:00,2026-03-27 12:46:00-04:00,2026-03-26,20,20.0,-1.86,-1.86,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-27 19:46:00+00:00|2026-03-27 19:53:00+00:00|2026-03-26,2026-03-27 15:46:00-04:00,2026-03-27 15:53:00-04:00,2026-03-26,20,20.0,-1.61,-1.61,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-03-30 17:14:00+00:00|2026-03-30 17:27:00+00:00|2026-03-29,2026-03-30 13:14:00-04:00,2026-03-30 13:27:00-04:00,2026-03-29,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-30 18:51:00+00:00|2026-03-30 19:07:00+00:00|2026-03-29,2026-03-30 14:51:00-04:00,2026-03-30 15:07:00-04:00,2026-03-29,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-30 19:08:00+00:00|2026-03-30 19:11:00+00:00|2026-03-29,2026-03-30 15:08:00-04:00,2026-03-30 15:11:00-04:00,2026-03-29,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-03-30 19:12:00+00:00|2026-03-30 19:32:00+00:00|2026-03-29,2026-03-30 15:12:00-04:00,2026-03-30 15:32:00-04:00,2026-03-29,20,20.0,0.5956,0.5956,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-01 18:09:00+00:00|2026-04-01 18:18:00+00:00|2026-03-31,2026-04-01 14:09:00-04:00,2026-04-01 14:18:00-04:00,2026-03-31,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-01 18:19:00+00:00|2026-04-01 18:24:00+00:00|2026-03-31,2026-04-01 14:19:00-04:00,2026-04-01 14:24:00-04:00,2026-03-31,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-01 18:25:00+00:00|2026-04-01 18:40:00+00:00|2026-03-31,2026-04-01 14:25:00-04:00,2026-04-01 14:40:00-04:00,2026-03-31,20,20.0,0.39,0.39,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-02 17:47:00+00:00|2026-04-02 18:01:00+00:00|2026-04-01,2026-04-02 13:47:00-04:00,2026-04-02 14:01:00-04:00,2026-04-01,20,20.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-06 17:06:00+00:00|2026-04-06 17:09:00+00:00|2026-04-05,2026-04-06 13:06:00-04:00,2026-04-06 13:09:00-04:00,2026-04-05,20,20.0,1.64,1.64,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-06 17:10:00+00:00|2026-04-06 17:13:00+00:00|2026-04-05,2026-04-06 13:10:00-04:00,2026-04-06 13:13:00-04:00,2026-04-05,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-07 17:20:00+00:00|2026-04-07 17:30:00+00:00|2026-04-06,2026-04-07 13:20:00-04:00,2026-04-07 13:30:00-04:00,2026-04-06,20,20.0,-0.42,-0.42,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-07 18:47:00+00:00|2026-04-07 18:54:00+00:00|2026-04-06,2026-04-07 14:47:00-04:00,2026-04-07 14:54:00-04:00,2026-04-06,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-09 18:04:00+00:00|2026-04-09 18:06:00+00:00|2026-04-08,2026-04-09 14:04:00-04:00,2026-04-09 14:06:00-04:00,2026-04-08,20,20.0,-0.53,-0.53,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-09 18:08:00+00:00|2026-04-09 18:28:00+00:00|2026-04-08,2026-04-09 14:08:00-04:00,2026-04-09 14:28:00-04:00,2026-04-08,20,20.0,0.3256,0.3256,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-10 15:39:00+00:00|2026-04-10 15:57:00+00:00|2026-04-09,2026-04-10 11:39:00-04:00,2026-04-10 11:57:00-04:00,2026-04-09,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-10 15:58:00+00:00|2026-04-10 16:11:00+00:00|2026-04-09,2026-04-10 11:58:00-04:00,2026-04-10 12:11:00-04:00,2026-04-09,20,20.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-10 16:41:00+00:00|2026-04-10 16:50:00+00:00|2026-04-09,2026-04-10 12:41:00-04:00,2026-04-10 12:50:00-04:00,2026-04-09,20,20.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-15 16:48:00+00:00|2026-04-15 17:05:00+00:00|2026-04-14,2026-04-15 12:48:00-04:00,2026-04-15 13:05:00-04:00,2026-04-14,20,20.0,0.43,0.43,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-16 17:14:00+00:00|2026-04-16 17:24:00+00:00|2026-04-15,2026-04-16 13:14:00-04:00,2026-04-16 13:24:00-04:00,2026-04-15,20,20.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-16 18:08:00+00:00|2026-04-16 18:24:00+00:00|2026-04-15,2026-04-16 14:08:00-04:00,2026-04-16 14:24:00-04:00,2026-04-15,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-16 18:25:00+00:00|2026-04-16 18:31:00+00:00|2026-04-15,2026-04-16 14:25:00-04:00,2026-04-16 14:31:00-04:00,2026-04-15,20,20.0,-1.84,-1.84,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-21 14:47:00+00:00|2026-04-21 14:58:00+00:00|2026-04-20,2026-04-21 10:47:00-04:00,2026-04-21 10:58:00-04:00,2026-04-20,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-21 14:59:00+00:00|2026-04-21 15:01:00+00:00|2026-04-20,2026-04-21 10:59:00-04:00,2026-04-21 11:01:00-04:00,2026-04-20,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-04-21 15:02:00+00:00|2026-04-21 15:07:00+00:00|2026-04-20,2026-04-21 11:02:00-04:00,2026-04-21 11:07:00-04:00,2026-04-20,20,20.0,-2.6,-2.6,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-21 16:44:00+00:00|2026-04-21 16:46:00+00:00|2026-04-20,2026-04-21 12:44:00-04:00,2026-04-21 12:46:00-04:00,2026-04-20,20,20.0,-0.67,-0.67,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-21 17:05:00+00:00|2026-04-21 17:12:00+00:00|2026-04-20,2026-04-21 13:05:00-04:00,2026-04-21 13:12:00-04:00,2026-04-20,20,20.0,0.41,0.41,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-23 16:04:00+00:00|2026-04-23 16:12:00+00:00|2026-04-22,2026-04-23 12:04:00-04:00,2026-04-23 12:12:00-04:00,2026-04-22,20,20.0,-1.37,-1.37,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-23 18:59:00+00:00|2026-04-23 19:05:00+00:00|2026-04-22,2026-04-23 14:59:00-04:00,2026-04-23 15:05:00-04:00,2026-04-22,20,20.0,-1.35,-1.35,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-29 15:12:00+00:00|2026-04-29 15:17:00+00:00|2026-04-28,2026-04-29 11:12:00-04:00,2026-04-29 11:17:00-04:00,2026-04-28,20,20.0,-1.14,-1.14,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-04-29 16:30:00+00:00|2026-04-29 16:40:00+00:00|2026-04-28,2026-04-29 12:30:00-04:00,2026-04-29 12:40:00-04:00,2026-04-28,20,20.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-05-04 15:12:00+00:00|2026-05-04 15:19:00+00:00|2026-05-03,2026-05-04 11:12:00-04:00,2026-05-04 11:19:00-04:00,2026-05-03,20,20.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-05-05 16:40:00+00:00|2026-05-05 16:46:00+00:00|2026-05-04,2026-05-05 12:40:00-04:00,2026-05-05 12:46:00-04:00,2026-05-04,20,20.0,-1.11,-1.11,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-05-27 13:30:00+00:00|2026-05-27 13:31:00+00:00|2026-05-26,2026-05-27 09:30:00-04:00,2026-05-27 09:31:00-04:00,2026-05-26,21,21.0,0.94,0.94,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-06 19:50:00+00:00|2026-08-06 19:53:00+00:00|2026-08-05,2026-08-06 15:50:00-04:00,2026-08-06 15:53:00-04:00,2026-08-05,22,22.0,-0.63,-0.63,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-07 16:25:00+00:00|2026-08-07 16:30:00+00:00|2026-08-06,2026-08-07 12:25:00-04:00,2026-08-07 12:30:00-04:00,2026-08-06,22,22.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-08-10 16:32:00+00:00|2026-08-10 16:43:00+00:00|2026-08-09,2026-08-10 12:32:00-04:00,2026-08-10 12:43:00-04:00,2026-08-09,22,22.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-08-10 16:44:00+00:00|2026-08-10 16:49:00+00:00|2026-08-09,2026-08-10 12:44:00-04:00,2026-08-10 12:49:00-04:00,2026-08-09,22,22.0,-0.08,-0.08,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-11 15:27:00+00:00|2026-08-11 15:40:00+00:00|2026-08-10,2026-08-11 11:27:00-04:00,2026-08-11 11:40:00-04:00,2026-08-10,22,22.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-08-11 15:52:00+00:00|2026-08-11 16:12:00+00:00|2026-08-10,2026-08-11 11:52:00-04:00,2026-08-11 12:12:00-04:00,2026-08-10,22,22.0,-0.0343999999999999,-0.0343999999999999,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-08-13 15:04:00+00:00|2026-08-13 15:06:00+00:00|2026-08-12,2026-08-13 11:04:00-04:00,2026-08-13 11:06:00-04:00,2026-08-12,22,22.0,-1.03,-1.03,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-13 15:36:00+00:00|2026-08-13 15:42:00+00:00|2026-08-12,2026-08-13 11:36:00-04:00,2026-08-13 11:42:00-04:00,2026-08-12,22,22.0,0.06,0.06,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-13 15:45:00+00:00|2026-08-13 16:05:00+00:00|2026-08-12,2026-08-13 11:45:00-04:00,2026-08-13 12:05:00-04:00,2026-08-12,22,22.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-08-14 14:18:00+00:00|2026-08-14 14:28:00+00:00|2026-08-13,2026-08-14 10:18:00-04:00,2026-08-14 10:28:00-04:00,2026-08-13,22,22.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-08-14 14:30:00+00:00|2026-08-14 14:36:00+00:00|2026-08-13,2026-08-14 10:30:00-04:00,2026-08-14 10:36:00-04:00,2026-08-13,22,22.0,-1.07,-1.07,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-14 15:22:00+00:00|2026-08-14 15:42:00+00:00|2026-08-13,2026-08-14 11:22:00-04:00,2026-08-14 11:42:00-04:00,2026-08-13,22,22.0,1.0256,1.0256,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,60,0.7,0.1,12
2026-08-14 15:48:00+00:00|2026-08-14 15:54:00+00:00|2026-08-13,2026-08-14 11:48:00-04:00,2026-08-14 11:54:00-04:00,2026-08-13,22,22.0,-1.22,-1.22,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-18 15:08:00+00:00|2026-08-18 15:22:00+00:00|2026-08-17,2026-08-18 11:08:00-04:00,2026-08-18 11:22:00-04:00,2026-08-17,22,22.0,0.27,0.27,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-19 19:50:00+00:00|2026-08-19 19:54:00+00:00|2026-08-18,2026-08-19 15:50:00-04:00,2026-08-19 15:54:00-04:00,2026-08-18,22,22.0,0.22,0.22,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-19 19:55:00+00:00|2026-08-19 19:58:00+00:00|2026-08-18,2026-08-19 15:55:00-04:00,2026-08-19 15:58:00-04:00,2026-08-18,22,22.0,-1.74,-1.74,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2026-08-24 20:00:00+00:00|2026-08-24 20:07:00+00:00|2026-08-23,2026-08-24 16:00:00-04:00,2026-08-24 16:07:00-04:00,2026-08-23,22,22.0,-0.47,-0.47,S26_RECOVERY_UNIVERSE,NO_MAE,,,60,0.7,0.1,12
2024-02-06 14:50:00+00:00|2024-02-06 15:03:00+00:00|2024-02-05,2024-02-06 09:50:00-05:00,2024-02-06 10:03:00-05:00,2024-02-05,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-02-06 15:10:00+00:00|2024-02-06 15:15:00+00:00|2024-02-05,2024-02-06 10:10:00-05:00,2024-02-06 10:15:00-05:00,2024-02-05,12,12.0,-1.46,-1.46,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-02-06 15:25:00+00:00|2024-02-06 15:27:00+00:00|2024-02-05,2024-02-06 10:25:00-05:00,2024-02-06 10:27:00-05:00,2024-02-05,12,12.0,-1.5,-1.5,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-02-12 19:19:00+00:00|2024-02-12 19:22:00+00:00|2024-02-11,2024-02-12 14:19:00-05:00,2024-02-12 14:22:00-05:00,2024-02-11,12,12.0,-0.91,-0.91,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-02-14 15:54:00+00:00|2024-02-14 16:00:00+00:00|2024-02-13,2024-02-14 10:54:00-05:00,2024-02-14 11:00:00-05:00,2024-02-13,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-02-15 14:58:00+00:00|2024-02-15 15:09:00+00:00|2024-02-14,2024-02-15 09:58:00-05:00,2024-02-15 10:09:00-05:00,2024-02-14,12,12.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-02-27 14:41:00+00:00|2024-02-27 14:48:00+00:00|2024-02-26,2024-02-27 09:41:00-05:00,2024-02-27 09:48:00-05:00,2024-02-26,12,12.0,-0.9,-0.9,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-02-29 16:38:00+00:00|2024-02-29 16:50:00+00:00|2024-02-28,2024-02-29 11:38:00-05:00,2024-02-29 11:50:00-05:00,2024-02-28,12,12.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-03-05 14:36:00+00:00|2024-03-05 14:56:00+00:00|2024-03-04,2024-03-05 09:36:00-05:00,2024-03-05 09:56:00-05:00,2024-03-04,12,12.0,0.01,0.01,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-03-13 13:43:00+00:00|2024-03-13 14:00:00+00:00|2024-03-12,2024-03-13 09:43:00-04:00,2024-03-13 10:00:00-04:00,2024-03-12,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-03-13 14:01:00+00:00|2024-03-13 14:05:00+00:00|2024-03-12,2024-03-13 10:01:00-04:00,2024-03-13 10:05:00-04:00,2024-03-12,12,12.0,-0.45,-0.45,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-03-14 19:00:00+00:00|2024-03-14 19:09:00+00:00|2024-03-13,2024-03-14 15:00:00-04:00,2024-03-14 15:09:00-04:00,2024-03-13,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-03-14 19:10:00+00:00|2024-03-14 19:30:00+00:00|2024-03-13,2024-03-14 15:10:00-04:00,2024-03-14 15:30:00-04:00,2024-03-13,12,12.0,0.5156000000000001,0.5156000000000001,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-03-15 13:31:00+00:00|2024-03-15 13:43:00+00:00|2024-03-14,2024-03-15 09:31:00-04:00,2024-03-15 09:43:00-04:00,2024-03-14,12,12.0,0.9,0.9,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-03-19 13:40:00+00:00|2024-03-19 13:51:00+00:00|2024-03-18,2024-03-19 09:40:00-04:00,2024-03-19 09:51:00-04:00,2024-03-18,12,12.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-03-26 19:56:00+00:00|2024-03-26 20:00:00+00:00|2024-03-25,2024-03-26 15:56:00-04:00,2024-03-26 16:00:00-04:00,2024-03-25,12,12.0,-1.01,-1.01,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-03-27 13:54:00+00:00|2024-03-27 14:02:00+00:00|2024-03-26,2024-03-27 09:54:00-04:00,2024-03-27 10:02:00-04:00,2024-03-26,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-01 14:39:00+00:00|2024-04-01 14:59:00+00:00|2024-03-31,2024-04-01 10:39:00-04:00,2024-04-01 10:59:00-04:00,2024-03-31,12,12.0,0.08,0.08,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-04-02 13:40:00+00:00|2024-04-02 13:59:00+00:00|2024-04-01,2024-04-02 09:40:00-04:00,2024-04-02 09:59:00-04:00,2024-04-01,12,12.0,-0.46,-0.46,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-04-04 18:13:00+00:00|2024-04-04 18:18:00+00:00|2024-04-03,2024-04-04 14:13:00-04:00,2024-04-04 14:18:00-04:00,2024-04-03,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-04 18:19:00+00:00|2024-04-04 18:28:00+00:00|2024-04-03,2024-04-04 14:19:00-04:00,2024-04-04 14:28:00-04:00,2024-04-03,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-05 17:57:00+00:00|2024-04-05 18:07:00+00:00|2024-04-04,2024-04-05 13:57:00-04:00,2024-04-05 14:07:00-04:00,2024-04-04,12,12.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-08 13:38:00+00:00|2024-04-08 13:44:00+00:00|2024-04-07,2024-04-08 09:38:00-04:00,2024-04-08 09:44:00-04:00,2024-04-07,12,12.0,-1.05,-1.05,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-04-10 15:10:00+00:00|2024-04-10 15:27:00+00:00|2024-04-09,2024-04-10 11:10:00-04:00,2024-04-10 11:27:00-04:00,2024-04-09,12,12.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-12 16:40:00+00:00|2024-04-12 17:00:00+00:00|2024-04-11,2024-04-12 12:40:00-04:00,2024-04-12 13:00:00-04:00,2024-04-11,12,12.0,0.0256,0.0256,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-15 16:30:00+00:00|2024-04-15 16:50:00+00:00|2024-04-14,2024-04-15 12:30:00-04:00,2024-04-15 12:50:00-04:00,2024-04-14,12,12.0,0.4956,0.4956,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-15 19:04:00+00:00|2024-04-15 19:24:00+00:00|2024-04-14,2024-04-15 15:04:00-04:00,2024-04-15 15:24:00-04:00,2024-04-14,12,12.0,0.71,0.71,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-04-17 16:23:00+00:00|2024-04-17 16:43:00+00:00|2024-04-16,2024-04-17 12:23:00-04:00,2024-04-17 12:43:00-04:00,2024-04-16,12,12.0,-0.31,-0.31,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-04-17 16:46:00+00:00|2024-04-17 16:49:00+00:00|2024-04-16,2024-04-17 12:46:00-04:00,2024-04-17 12:49:00-04:00,2024-04-16,12,12.0,-1.17,-1.17,S26_RECOVERY_UNIVERSE,NO_MAE,,,61,0.7,0.2,4
2024-04-18 13:33:00+00:00|2024-04-18 13:36:00+00:00|2024-04-17,2024-04-18 09:33:00-04:00,2024-04-18 09:36:00-04:00,2024-04-17,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-18 13:37:00+00:00|2024-04-18 13:46:00+00:00|2024-04-17,2024-04-18 09:37:00-04:00,2024-04-18 09:46:00-04:00,2024-04-17,12,12.0,-1.0444,-1.0444,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
2024-04-18 17:10:00+00:00|2024-04-18 17:24:00+00:00|2024-04-17,2024-04-18 13:10:00-04:00,2024-04-18 13:24:00-04:00,2024-04-17,12,12.0,1.7056,1.7056,S27_FROZEN,NOT_RECOVERY_UNIVERSE,,,61,0.7,0.2,4
