trades,total_R,mean_R,win_rate,profit_factor,max_drawdown_R,sample,removed_window,remaining_windows
217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,FULL_OOS,,11
