mae_threshold,recovery_level,recovery_horizon,trades,wins,losses,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,positive_window_pct,worst_window_R,best_window_R,triggered_trades,recovery_exits,losses_rescued,winners_damaged,delta_R,mean_delta_R,benchmark_R,benchmark_win_rate,benchmark_profit_factor,benchmark_max_drawdown_R,development_window_positive_pct
0.6,-0.5,2,100,14,86,0.14,-0.6478,-64.78,0.09588276343335658,-64.3,0.1,-21.8,1.46,100,59,36,19,0.8700000000000004,0.008700000000000005,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.1
0.6,-0.5,3,100,11,89,0.11,-0.6799000000000001,-67.99000000000001,0.06388544678507503,-67.51,0.1,-23.49,1.46,100,63,37,22,-2.3400000000000007,-0.023400000000000008,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.1
0.6,-0.5,4,100,10,90,0.1,-0.6381,-63.81,0.062444901557449306,-63.330000000000005,0.1,-22.59,1.46,100,68,41,23,1.839999999999999,0.01839999999999999,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.1
0.6,-0.5,5,100,9,91,0.09,-0.6266,-62.660000000000004,0.061132753970632295,-62.180000000000014,0.1,-22.59,1.46,100,71,43,24,2.989999999999999,0.02989999999999999,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.1
0.6,-0.5,6,100,7,93,0.07,-0.6356,-63.56,0.01746792394496831,-63.08000000000001,0.0,-20.81,-0.19,100,76,46,26,2.0899999999999985,0.020899999999999985,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.5,8,100,7,93,0.07,-0.6239,-62.39,0.017789672544080606,-61.91000000000001,0.0,-20.81,-0.19,100,77,47,26,3.259999999999998,0.03259999999999998,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.5,10,100,7,93,0.07,-0.6184000000000001,-61.84,0.01794505319993648,-61.360000000000014,0.0,-20.259999999999998,-0.19,100,78,48,26,3.8099999999999987,0.03809999999999999,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.5,12,100,6,94,0.06,-0.6169,-61.69,0.012644046094750318,-61.210000000000015,0.0,-19.75,-0.19,100,80,49,27,3.96,0.039599999999999996,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.4,2,100,20,80,0.2,-0.6511000000000001,-65.11000000000001,0.12592294267686943,-64.35,0.2,-22.4,1.46,100,46,27,18,0.5399999999999991,0.005399999999999992,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.2
0.6,-0.4,3,100,19,81,0.19,-0.664,-66.4,0.09782608695652174,-65.64,0.1,-22.349999999999998,1.46,100,51,30,20,-0.7500000000000018,-0.007500000000000018,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.1
0.6,-0.4,4,100,17,83,0.17,-0.6631,-66.31,0.08004994450610434,-65.55,0.1,-22.349999999999998,1.46,100,54,31,22,-0.6600000000000028,-0.006600000000000028,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.1
0.6,-0.4,5,100,16,84,0.16,-0.6598,-65.98,0.07823414361553506,-65.22,0.1,-22.349999999999998,1.46,100,56,32,23,-0.33000000000000274,-0.0033000000000000273,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.1
0.6,-0.4,6,100,15,85,0.15,-0.6438999999999999,-64.38999999999999,0.03751868460388641,-63.63000000000002,0.0,-20.71,-0.19,100,63,36,26,1.2599999999999993,0.012599999999999993,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.4,8,100,15,85,0.15,-0.6321999999999999,-63.21999999999999,0.038186520614635636,-62.460000000000015,0.0,-19.54,-0.19,100,64,37,26,2.4299999999999993,0.024299999999999992,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.4,10,100,15,85,0.15,-0.6265,-62.65,0.038520564763658706,-61.89000000000001,0.0,-19.54,-0.19,100,66,39,26,2.9999999999999987,0.029999999999999985,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.4,12,100,14,86,0.14,-0.6239999999999999,-62.39999999999999,0.033606938206597485,-61.64000000000001,0.0,-19.54,-0.19,100,70,41,27,3.2499999999999982,0.03249999999999998,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.0
0.6,-0.3,2,100,27,73,0.27,-0.5496,-54.96,0.238991968983661,-54.2,0.2,-18.47,1.46,100,37,24,12,10.690000000000001,0.10690000000000001,-65.64999999999999,0.27,0.3409296255396045,-64.88999999999997,0.2
