stop_trades,mean_MFE_R,median_MFE_R,mean_MAE_R,median_MAE_R,mean_time_to_MFE,median_time_to_MFE,mean_time_to_MAE,median_time_to_MAE,mean_first_bar_return
193,0.3783419689119171,0.28,1.1933678756476684,1.11,2.538860103626943,1.0,8.575129533678757,8.0,-3.0259067357512954
