entry_timestamp,exit_timestamp,session_id,candidate,quality,rr,raw_points,net_points,net_R,exit_reason,holding_bars,vol_percentile,vol_bucket,window
2021-05-06 10:09:00-04:00,2021-05-06 10:10:00-04:00,2021-05-05,A,0.9734032616281882,1.25,-20.0,-21.11,-1.0554999999999999,stop,1,0.8869263708706397,80-100,1
2021-05-06 10:18:00-04:00,2021-05-06 10:24:00-04:00,2021-05-05,A,0.7827695409518295,1.25,-20.0,-21.11,-1.0554999999999999,stop,6,0.8989127187463222,80-100,1
2021-05-06 13:19:00-04:00,2021-05-06 13:34:00-04:00,2021-05-05,A,0.8332185129482752,1.25,-15.0,-16.11,-0.8055,timeout,15,0.4756108601381508,40-60,1
2021-05-06 13:57:00-04:00,2021-05-06 14:08:00-04:00,2021-05-05,A,0.8099680013742514,1.25,-20.0,-21.11,-1.0554999999999999,stop,11,0.4918114413492789,40-60,1
2021-05-07 12:40:00-04:00,2021-05-07 12:55:00-04:00,2021-05-06,A,0.9028119604386229,1.25,-12.75,-13.86,-0.693,timeout,15,0.40755846060529244,40-60,1
2021-05-10 09:55:00-04:00,2021-05-10 10:06:00-04:00,2021-05-09,A,0.9510840230298668,1.25,25.0,23.89,1.1945000000000001,target,11,0.830833159814954,80-100,1
2021-05-10 16:41:00-04:00,2021-05-10 16:53:00-04:00,2021-05-09,A,0.7941591179572481,1.25,25.0,23.89,1.1945000000000001,target,12,0.49367638671362224,40-60,1
2021-05-11 10:33:00-04:00,2021-05-11 10:38:00-04:00,2021-05-10,A,0.6662850267821925,1.25,25.0,23.89,1.1945000000000001,target,5,0.9172362596076372,80-100,1
2021-05-11 16:36:00-04:00,2021-05-11 16:51:00-04:00,2021-05-10,A,0.8210999961462951,1.25,-1.75,-2.86,-0.143,timeout,15,0.5424954055350855,40-60,1
2021-05-12 10:15:00-04:00,2021-05-12 10:20:00-04:00,2021-05-11,A,0.9771066331594547,1.25,-20.0,-21.11,-1.0554999999999999,stop,5,0.853638001430395,80-100,1
2021-05-12 10:36:00-04:00,2021-05-12 10:37:00-04:00,2021-05-11,A,0.7231908448305343,1.25,-20.0,-21.11,-1.0554999999999999,stop,1,0.8563358350157072,80-100,1
2021-05-12 10:43:00-04:00,2021-05-12 10:44:00-04:00,2021-05-11,A,0.838982488974362,1.25,-20.0,-21.11,-1.0554999999999999,stop,1,0.8722557691089001,80-100,1
2021-05-12 10:50:00-04:00,2021-05-12 11:04:00-04:00,2021-05-11,A,1.0,1.25,-20.0,-21.11,-1.0554999999999999,stop,14,0.8539141219819119,80-100,1
2021-05-13 13:19:00-04:00,2021-05-13 13:32:00-04:00,2021-05-12,A,0.9544807259209225,1.25,25.0,23.89,1.1945000000000001,target,13,0.8468345721036765,80-100,1
2021-05-13 13:46:00-04:00,2021-05-13 13:51:00-04:00,2021-05-12,A,0.8518270024772915,1.25,-20.0,-21.11,-1.0554999999999999,stop,5,0.8000796675689622,80-100,1
2021-05-13 16:31:00-04:00,2021-05-13 16:46:00-04:00,2021-05-12,A,0.7619527649769585,1.25,-4.0,-5.109999999999999,-0.25549999999999995,timeout,15,0.5977285689712926,40-60,1
2021-05-17 10:09:00-04:00,2021-05-17 10:12:00-04:00,2021-05-16,A,0.8142710705630468,1.25,-20.0,-21.11,-1.0554999999999999,stop,3,0.8392616264858455,80-100,1
2021-05-17 10:15:00-04:00,2021-05-17 10:17:00-04:00,2021-05-16,A,0.8191242841998536,1.25,-20.0,-21.11,-1.0554999999999999,stop,2,0.8265510279832335,80-100,1
2021-05-17 11:53:00-04:00,2021-05-17 12:08:00-04:00,2021-05-16,A,0.6661464853538732,1.25,-1.5,-2.61,-0.1305,timeout,15,0.5880507699689478,40-60,1
2021-05-18 11:37:00-04:00,2021-05-18 11:52:00-04:00,2021-05-17,A,0.6808891943106674,1.25,9.75,8.64,0.43200000000000005,timeout,15,0.35952706434061504,20-40,1
2021-05-18 11:53:00-04:00,2021-05-18 12:08:00-04:00,2021-05-17,A,0.7680369402754763,1.25,-8.0,-9.11,-0.45549999999999996,timeout,15,0.4412134819254203,40-60,1
2021-05-20 12:14:00-04:00,2021-05-20 12:18:00-04:00,2021-05-19,A,0.6627037529779432,1.25,-20.0,-21.11,-1.0554999999999999,stop,4,0.38556387437872874,20-40,1
2021-05-21 12:18:00-04:00,2021-05-21 12:29:00-04:00,2021-05-20,A,0.765747827109533,1.25,-20.0,-21.11,-1.0554999999999999,stop,11,0.5607329416344526,40-60,1
2021-06-01 10:10:00-04:00,2021-06-01 10:13:00-04:00,2021-05-31,A,0.9388357705286839,1.25,25.0,23.89,1.1945000000000001,target,3,0.5101983541404503,40-60,1
2021-06-01 10:54:00-04:00,2021-06-01 11:09:00-04:00,2021-05-31,A,0.8068477134103422,1.25,-9.5,-10.61,-0.5305,timeout,15,0.5433056609239627,40-60,1
2021-06-02 13:29:00-04:00,2021-06-02 13:44:00-04:00,2021-06-01,A,0.719124356735337,1.25,-4.5,-5.609999999999999,-0.28049999999999997,timeout,15,0.3204673227170262,20-40,1
2021-06-03 11:32:00-04:00,2021-06-03 11:47:00-04:00,2021-06-02,A,0.6687894533653429,1.25,14.0,12.89,0.6445000000000001,timeout,15,0.5210802198100652,40-60,1
2021-06-03 11:51:00-04:00,2021-06-03 12:00:00-04:00,2021-06-02,A,0.7374270100943663,1.25,-20.0,-21.11,-1.0554999999999999,stop,9,0.490172824305851,40-60,1
2021-06-03 16:06:00-04:00,2021-06-03 16:36:00-04:00,2021-06-02,A,0.7732439528183301,1.25,-5.75,-6.859999999999999,-0.34299999999999997,timeout,15,0.334436306683928,20-40,1
2021-06-08 10:38:00-04:00,2021-06-08 10:43:00-04:00,2021-06-07,A,0.7072751160184148,1.25,-20.0,-21.11,-1.0554999999999999,stop,5,0.42434296888438244,40-60,1
2021-06-11 10:46:00-04:00,2021-06-11 11:01:00-04:00,2021-06-10,A,0.7120159389936167,1.25,-2.0,-3.11,-0.1555,timeout,15,0.4140495568491476,40-60,1
2021-06-15 10:29:00-04:00,2021-06-15 10:44:00-04:00,2021-06-14,A,0.6737977233862262,1.25,1.5,0.3900000000000001,0.019500000000000007,timeout,15,0.537099738364461,40-60,1
2021-06-16 12:16:00-04:00,2021-06-16 12:31:00-04:00,2021-06-15,A,0.7648800468317101,1.25,-7.0,-8.11,-0.40549999999999997,timeout,15,0.3800278836491368,20-40,1
