entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,trade_index,entry_price,path_length,max_MAE_R,max_MFE_R,final_close_R,time_to_max_MFE,time_to_max_MAE,outcome,exit_reason_path,net_R_path,window_path,mae_1R,mfe_1R,close_1R,mae_2R,mfe_2R,close_2R,mae_3R,mfe_3R,close_3R,mae_4R,mfe_4R,close_4R,mae_5R,mfe_5R,close_5R,mae_6R,mfe_6R,close_6R,mae_7R,mfe_7R,close_7R,mae_8R,mfe_8R,close_8R,mae_9R,mfe_9R,close_9R,mae_10R,mfe_10R,close_10R,mae_11R,mfe_11R,close_11R,mae_12R,mfe_12R,close_12R,mae_13R,mfe_13R,close_13R,mae_14R,mfe_14R,close_14R,mae_15R,mfe_15R,close_15R,mae_16R,mfe_16R,close_16R,mae_17R,mfe_17R,close_17R,mae_18R,mfe_18R,close_18R,mae_19R,mfe_19R,close_19R,mae_20R,mfe_20R,close_20R
2022-08-26 13:31:00-04:00,2022-08-26 13:51:00-04:00,2022-08-25,0.7553726831377876,0.4910608183607953,25.0,1.75,20,25.25,24.14,0.9656,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,145,12770.0,21,0.34,1.12,1.01,20,4,WIN,timeout,0.9656,6,0.16,0.19,0.15,0.16,0.23,0.06,0.16,0.23,-0.11,0.34,0.23,-0.14,0.34,0.23,-0.12,0.34,0.23,0.2,0.34,0.27,0.12,0.34,0.35,0.28,0.34,0.76,0.75,0.34,0.92,0.81,0.34,0.93,0.78,0.34,0.98,0.87,0.34,0.98,0.72,0.34,0.98,0.7,0.34,0.98,0.69,0.34,0.98,0.77,0.34,0.98,0.69,0.34,0.98,0.72,0.34,0.98,0.95,0.34,1.12,1.01
2022-08-26 13:52:00-04:00,2022-08-26 14:12:00-04:00,2022-08-25,0.996109505732406,0.4137564073003317,25.0,1.75,20,13.25,12.14,0.4856,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,146,12742.0,21,0.43,0.6,0.53,20,9,WIN,timeout,0.4856,6,0.02,0.27,0.06,0.2,0.27,-0.11,0.29,0.27,0.06,0.29,0.27,-0.05,0.29,0.27,-0.11,0.29,0.27,-0.15,0.29,0.27,-0.13,0.33,0.27,-0.17,0.43,0.27,-0.28,0.43,0.27,-0.01,0.43,0.27,-0.08,0.43,0.27,0.02,0.43,0.27,-0.27,0.43,0.27,-0.15,0.43,0.27,-0.03,0.43,0.32,0.29,0.43,0.39,0.25,0.43,0.4,0.33,0.43,0.43,0.38,0.43,0.6,0.53
2022-08-26 15:12:00-04:00,2022-08-26 15:18:00-04:00,2022-08-25,0.8702492188315304,0.4961467515652436,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,147,12682.5,21,1.02,0.39,0.35,20,6,LOSS,stop,-1.0444,6,0.05,0.18,0.16,0.17,0.18,-0.13,0.51,0.18,-0.4,0.51,0.18,-0.43,0.58,0.18,-0.55,1.02,0.18,-0.94,1.02,0.18,-0.67,1.02,0.18,-0.56,1.02,0.18,0.08,1.02,0.29,0.25,1.02,0.29,0.0,1.02,0.29,0.06,1.02,0.29,0.12,1.02,0.29,0.02,1.02,0.29,-0.39,1.02,0.29,-0.23,1.02,0.29,-0.04,1.02,0.29,-0.03,1.02,0.29,0.1,1.02,0.39,0.35
2022-08-26 15:32:00-04:00,2022-08-26 15:46:00-04:00,2022-08-25,1.0,0.5859376385661836,25.0,1.75,20,43.75,42.64,1.7056,target,14,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,148,12673.75,21,0.28,1.79,1.09,14,1,WIN,target,1.7056,6,0.28,0.03,-0.02,0.28,0.19,0.16,0.28,0.28,0.24,0.28,0.64,0.51,0.28,0.68,0.66,0.28,0.8,0.53,0.28,0.8,0.62,0.28,0.8,0.73,0.28,1.19,1.02,0.28,1.22,1.17,0.28,1.49,1.43,0.28,1.67,1.54,0.28,1.67,1.31,0.28,1.79,1.58,0.28,1.79,1.54,0.28,1.79,1.32,0.28,1.79,1.21,0.28,1.79,1.33,0.28,1.79,1.08,0.28,1.79,1.09
2022-08-26 15:47:00-04:00,2022-08-26 16:07:00-04:00,2022-08-25,0.9782229965156796,0.5383728561040066,25.0,1.75,20,31.25,30.14,1.2056,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,149,12635.25,21,0.99,1.54,1.25,18,3,WIN,timeout,1.2056,6,0.25,0.13,-0.22,0.42,0.13,-0.33,0.99,0.13,-0.21,0.99,0.14,-0.46,0.99,0.14,-0.45,0.99,0.14,-0.16,0.99,0.4,0.35,0.99,0.45,0.19,0.99,0.45,-0.13,0.99,0.45,0.25,0.99,0.45,0.22,0.99,0.77,0.64,0.99,1.15,0.85,0.99,1.15,0.88,0.99,1.15,1.1,0.99,1.28,1.23,0.99,1.41,1.35,0.99,1.54,1.43,0.99,1.54,1.22,0.99,1.54,1.25
2022-08-26 16:17:00-04:00,2022-08-26 16:37:00-04:00,2022-08-25,0.8691399122852798,0.4803834625139674,25.0,1.75,20,2.0,0.8900000000000001,0.0356,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,150,12598.75,21,0.47,0.66,0.08,2,14,WIN,timeout,0.0356,6,0.0,0.35,0.24,0.0,0.66,0.23,0.0,0.66,0.2,0.0,0.66,0.29,0.0,0.66,0.21,0.0,0.66,0.15,0.0,0.66,0.09,0.0,0.66,0.09,0.0,0.66,0.13,0.0,0.66,0.22,0.0,0.66,0.24,0.0,0.66,0.08,0.16,0.66,-0.15,0.47,0.66,-0.28,0.47,0.66,-0.27,0.47,0.66,0.02,0.47,0.66,0.05,0.47,0.66,0.03,0.47,0.66,0.1,0.47,0.66,0.08
2022-08-29 14:16:00-04:00,2022-08-29 14:36:00-04:00,2022-08-28,0.9529367469879516,0.5648135010021106,25.0,1.75,20,-18.25,-19.36,-0.7744,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,151,12538.75,21,0.95,0.48,-0.73,4,19,LOSS,timeout,-0.7744,6,0.13,0.28,0.17,0.13,0.33,0.11,0.13,0.33,0.14,0.13,0.48,0.36,0.13,0.48,0.4,0.13,0.48,0.32,0.13,0.48,0.21,0.13,0.48,0.15,0.22,0.48,-0.22,0.43,0.48,-0.09,0.43,0.48,-0.31,0.5,0.48,-0.12,0.5,0.48,-0.01,0.5,0.48,-0.29,0.5,0.48,-0.19,0.5,0.48,-0.43,0.86,0.48,-0.58,0.86,0.48,-0.75,0.95,0.48,-0.88,0.95,0.48,-0.73
2022-08-31 12:46:00-04:00,2022-08-31 13:06:00-04:00,2022-08-30,0.9039804469273744,0.5220952093790462,25.0,1.75,20,0.25,-0.8599999999999999,-0.0343999999999999,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,152,12345.5,21,0.62,0.53,0.01,12,3,LOSS,timeout,-0.0343999999999999,6,0.34,0.0,-0.23,0.41,0.0,-0.34,0.62,0.0,-0.47,0.62,0.0,-0.47,0.62,0.0,-0.16,0.62,0.3,0.28,0.62,0.36,0.06,0.62,0.36,0.21,0.62,0.49,0.32,0.62,0.49,0.35,0.62,0.5,0.38,0.62,0.53,0.09,0.62,0.53,0.01,0.62,0.53,0.18,0.62,0.53,-0.02,0.62,0.53,0.19,0.62,0.53,0.28,0.62,0.53,0.26,0.62,0.53,0.26,0.62,0.53,0.01
2022-08-31 14:46:00-04:00,2022-08-31 15:03:00-04:00,2022-08-30,0.8012164275733027,0.5603705148897679,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,17,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,153,12284.75,21,1.45,0.17,-1.29,11,20,LOSS,stop,-1.0444,6,0.42,0.05,-0.35,0.72,0.05,-0.45,0.72,0.05,-0.3,0.72,0.05,-0.37,0.72,0.05,-0.45,0.72,0.05,-0.56,0.72,0.05,-0.53,0.72,0.05,-0.41,0.72,0.05,-0.3,0.72,0.08,-0.26,0.72,0.17,0.05,0.72,0.17,-0.23,0.72,0.17,-0.52,0.72,0.17,-0.21,0.72,0.17,-0.09,0.84,0.17,-0.81,1.26,0.17,-1.19,1.39,0.17,-1.3,1.39,0.17,-0.91,1.45,0.17,-1.29
2022-09-08 11:48:00-04:00,2022-09-08 12:02:00-04:00,2022-09-07,0.9944327077824388,0.5688219435625477,25.0,1.75,20,43.75,42.64,1.7056,target,14,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,154,12317.0,21,0.63,5.64,4.61,19,7,WIN,target,1.7056,6,0.06,0.12,0.03,0.06,0.35,0.15,0.08,0.42,0.07,0.25,0.42,-0.15,0.39,0.42,-0.23,0.51,0.42,-0.5,0.63,0.42,-0.28,0.63,0.42,-0.31,0.63,0.42,-0.22,0.63,0.42,-0.13,0.63,0.42,0.03,0.63,0.72,0.54,0.63,1.62,1.58,0.63,2.15,2.13,0.63,2.87,2.55,0.63,3.3,3.26,0.63,4.06,3.99,0.63,4.63,4.43,0.63,5.64,5.24,0.63,5.64,4.61
2022-09-09 12:05:00-04:00,2022-09-09 12:25:00-04:00,2022-09-08,0.9121214993844368,0.5360449442187971,25.0,1.75,20,13.75,12.64,0.5056,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,155,12528.0,21,0.87,0.72,0.55,19,9,WIN,timeout,0.5056,6,0.26,0.08,-0.06,0.26,0.08,0.0,0.48,0.08,-0.38,0.62,0.08,-0.57,0.67,0.08,-0.46,0.67,0.08,-0.48,0.85,0.08,-0.77,0.85,0.08,-0.68,0.87,0.08,-0.59,0.87,0.08,-0.25,0.87,0.08,-0.15,0.87,0.23,-0.03,0.87,0.23,-0.3,0.87,0.23,-0.49,0.87,0.23,-0.42,0.87,0.23,-0.33,0.87,0.23,-0.07,0.87,0.46,0.23,0.87,0.72,0.53,0.87,0.72,0.55
2022-09-09 14:53:00-04:00,2022-09-09 15:02:00-04:00,2022-09-08,0.779318207811307,0.5227292882353984,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,9,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,156,12562.25,21,1.62,0.07,-1.43,1,20,LOSS,stop,-1.0444,6,0.2,0.07,-0.13,0.47,0.07,-0.36,0.5,0.07,-0.3,0.58,0.07,-0.55,0.74,0.07,-0.59,0.74,0.07,-0.62,0.74,0.07,-0.57,0.91,0.07,-0.86,1.09,0.07,-1.05,1.21,0.07,-1.15,1.31,0.07,-1.24,1.36,0.07,-1.21,1.37,0.07,-1.31,1.39,0.07,-1.22,1.39,0.07,-1.12,1.39,0.07,-1.11,1.45,0.07,-1.29,1.46,0.07,-1.43,1.58,0.07,-1.52,1.62,0.07,-1.43
2022-09-12 11:09:00-04:00,2022-09-12 11:21:00-04:00,2022-09-11,0.8532863849765259,0.5707330483673578,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,12,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,157,12682.25,21,2.06,0.21,-2.02,2,20,LOSS,stop,-1.0444,6,0.46,0.02,-0.3,0.46,0.21,-0.15,0.46,0.21,0.0,0.46,0.21,-0.11,0.61,0.21,-0.6,0.61,0.21,-0.27,0.61,0.21,-0.35,0.61,0.21,-0.18,0.77,0.21,-0.68,0.94,0.21,-0.78,0.94,0.21,-0.81,1.19,0.21,-1.08,1.19,0.21,-1.11,1.2,0.21,-1.19,1.53,0.21,-1.51,1.64,0.21,-1.58,1.79,0.21,-1.57,1.79,0.21,-1.68,1.81,0.21,-1.76,2.06,0.21,-2.02
2022-09-12 11:54:00-04:00,2022-09-12 12:10:00-04:00,2022-09-11,0.7974647929873425,0.4924930384349337,25.0,1.75,20,43.75,42.64,1.7056,target,16,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,158,12684.5,21,0.01,1.88,0.65,16,1,WIN,target,1.7056,6,0.01,0.36,0.28,0.01,1.65,1.27,0.01,1.65,0.75,0.01,1.65,0.62,0.01,1.65,0.9,0.01,1.65,0.84,0.01,1.65,0.89,0.01,1.65,1.06,0.01,1.65,1.05,0.01,1.65,1.16,0.01,1.65,0.94,0.01,1.65,0.98,0.01,1.65,0.49,0.01,1.65,0.75,0.01,1.65,1.4,0.01,1.88,1.58,0.01,1.88,0.87,0.01,1.88,0.88,0.01,1.88,0.76,0.01,1.88,0.65
2022-09-13 13:57:00-04:00,2022-09-13 14:17:00-04:00,2022-09-12,0.7706020895446493,0.5511697202958443,25.0,1.75,20,7.25,6.140000000000001,0.2456,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,159,12213.5,21,0.11,1.12,0.29,6,3,WIN,timeout,0.2456,6,0.09,0.09,-0.07,0.09,0.2,0.16,0.11,0.33,0.31,0.11,0.61,0.5,0.11,0.67,0.48,0.11,1.12,0.97,0.11,1.12,0.61,0.11,1.12,0.46,0.11,1.12,0.39,0.11,1.12,0.45,0.11,1.12,0.67,0.11,1.12,0.83,0.11,1.12,0.87,0.11,1.12,1.04,0.11,1.12,0.82,0.11,1.12,0.48,0.11,1.12,0.4,0.11,1.12,0.49,0.11,1.12,0.3,0.11,1.12,0.29
2022-09-13 14:26:00-04:00,2022-09-13 14:46:00-04:00,2022-09-12,0.7951437207685038,0.5695491388943084,25.0,1.75,20,27.5,26.39,1.0556,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,160,12177.5,21,-0.01,1.22,1.1,19,1,WIN,timeout,1.0556,6,-0.01,0.32,0.08,-0.01,0.32,0.1,-0.01,0.34,0.18,-0.01,0.34,0.24,-0.01,0.37,0.34,-0.01,0.42,0.27,-0.01,0.44,0.34,-0.01,0.44,0.35,-0.01,0.54,0.51,-0.01,0.55,0.38,-0.01,0.55,0.42,-0.01,0.71,0.63,-0.01,0.72,0.7,-0.01,0.89,0.86,-0.01,0.89,0.79,-0.01,0.92,0.84,-0.01,1.04,0.9,-0.01,1.08,1.06,-0.01,1.22,1.06,-0.01,1.22,1.1
2022-09-13 14:47:00-04:00,2022-09-13 15:07:00-04:00,2022-09-12,1.0,0.4178003228037814,25.0,1.75,20,30.75,29.64,1.1856,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,161,12147.75,21,0.16,1.38,1.23,20,1,WIN,timeout,1.1856,6,0.16,0.06,0.06,0.16,0.09,0.07,0.16,0.09,0.06,0.16,0.23,0.18,0.16,0.61,0.61,0.16,0.83,0.79,0.16,0.88,0.84,0.16,0.88,0.41,0.16,0.88,0.26,0.16,0.88,0.62,0.16,0.91,0.88,0.16,0.91,0.58,0.16,0.91,0.66,0.16,0.91,0.6,0.16,0.91,0.46,0.16,0.91,0.42,0.16,0.91,0.85,0.16,0.99,0.89,0.16,0.99,0.85,0.16,1.38,1.23
2022-09-13 15:08:00-04:00,2022-09-13 15:28:00-04:00,2022-09-12,1.0,0.4813101931501747,25.0,1.75,20,33.75,32.64,1.3056,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,162,12115.25,21,0.17,1.49,1.35,20,2,WIN,timeout,1.3056,6,0.1,0.08,-0.04,0.17,0.17,0.12,0.17,0.83,0.77,0.17,0.83,0.53,0.17,0.83,0.6,0.17,0.83,0.54,0.17,0.83,0.3,0.17,0.83,0.42,0.17,0.83,0.58,0.17,0.83,0.39,0.17,0.83,0.45,0.17,0.83,0.36,0.17,0.83,0.53,0.17,0.83,0.61,0.17,1.0,0.52,0.17,1.0,0.65,0.17,1.02,0.83,0.17,1.02,0.96,0.17,1.11,0.91,0.17,1.49,1.35
2022-09-13 15:29:00-04:00,2022-09-13 15:34:00-04:00,2022-09-12,1.0,0.5361247583405757,25.0,1.75,20,43.75,42.64,1.7056,target,5,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,163,12075.0,21,0.05,2.89,2.0,18,1,WIN,target,1.7056,6,0.05,0.26,0.02,0.05,0.43,0.42,0.05,0.92,0.84,0.05,1.57,1.52,0.05,1.95,1.44,0.05,2.31,2.2,0.05,2.59,2.15,0.05,2.59,1.19,0.05,2.59,1.34,0.05,2.59,1.21,0.05,2.59,1.61,0.05,2.59,1.48,0.05,2.59,1.73,0.05,2.59,2.34,0.05,2.59,1.9,0.05,2.59,2.37,0.05,2.59,2.33,0.05,2.89,2.87,0.05,2.89,1.66,0.05,2.89,2.0
2022-09-15 09:30:00-04:00,2022-09-15 09:40:00-04:00,2022-09-14,0.9777843601895736,0.4807692307692308,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,10,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,164,12130.0,21,3.25,0.78,-2.92,1,20,LOSS,stop,-1.0444,6,0.02,0.78,0.54,0.08,0.78,0.35,0.21,0.78,-0.05,0.81,0.78,-0.55,0.81,0.78,-0.17,0.81,0.78,-0.43,0.81,0.78,0.01,0.81,0.78,0.53,0.81,0.78,0.05,1.27,0.78,-1.22,1.78,0.78,-1.39,1.9,0.78,-1.9,1.95,0.78,-1.67,1.95,0.78,-1.48,2.09,0.78,-1.24,2.09,0.78,-1.41,2.09,0.78,-0.97,2.09,0.78,-1.71,3.02,0.78,-2.9,3.25,0.78,-2.92
2022-09-15 13:56:00-04:00,2022-09-15 14:02:00-04:00,2022-09-14,0.784919028340081,0.5967214132420496,25.0,1.75,20,43.75,42.64,1.7056,target,6,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,165,12087.75,21,0.32,2.31,1.69,12,2,WIN,target,1.7056,6,0.3,0.04,-0.28,0.32,0.04,-0.16,0.32,0.04,-0.14,0.32,0.39,0.34,0.32,1.43,1.35,0.32,1.75,1.4,0.32,1.93,1.7,0.32,1.93,1.88,0.32,1.93,1.5,0.32,2.05,1.95,0.32,2.16,2.06,0.32,2.31,2.15,0.32,2.31,1.98,0.32,2.31,1.92,0.32,2.31,1.61,0.32,2.31,1.46,0.32,2.31,1.47,0.32,2.31,1.59,0.32,2.31,1.92,0.32,2.31,1.69
2022-09-20 12:26:00-04:00,2022-09-20 12:38:00-04:00,2022-09-19,0.8982457209909989,0.4598712332168638,25.0,1.75,20,43.75,42.64,1.7056,target,12,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,166,11979.5,21,0.05,1.78,1.41,12,1,WIN,target,1.7056,6,0.05,0.57,0.44,0.05,0.79,0.67,0.05,0.79,0.66,0.05,0.79,0.7,0.05,0.84,0.72,0.05,1.43,1.41,0.05,1.61,1.35,0.05,1.61,1.4,0.05,1.61,1.37,0.05,1.65,1.49,0.05,1.65,1.61,0.05,1.78,1.47,0.05,1.78,1.41,0.05,1.78,1.58,0.05,1.78,1.28,0.05,1.78,1.43,0.05,1.78,1.26,0.05,1.78,1.44,0.05,1.78,1.38,0.05,1.78,1.41
2022-09-20 12:40:00-04:00,2022-09-20 13:00:00-04:00,2022-09-19,0.9817607003891052,0.5551692946205282,25.0,1.75,20,-9.0,-10.11,-0.4044,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,167,11940.0,21,0.62,0.19,-0.36,7,17,LOSS,timeout,-0.4044,6,0.34,0.01,-0.3,0.37,0.01,-0.15,0.41,0.01,-0.32,0.41,0.01,-0.14,0.41,0.02,-0.2,0.41,0.02,-0.17,0.41,0.19,-0.12,0.41,0.19,-0.31,0.41,0.19,-0.12,0.41,0.19,-0.09,0.41,0.19,-0.1,0.41,0.19,-0.27,0.41,0.19,-0.31,0.54,0.19,-0.5,0.59,0.19,-0.26,0.59,0.19,-0.4,0.62,0.19,-0.52,0.62,0.19,-0.41,0.62,0.19,-0.41,0.62,0.19,-0.36
2022-09-20 13:15:00-04:00,2022-09-20 13:30:00-04:00,2022-09-19,0.8774495505054463,0.5359252230361292,25.0,1.75,20,43.75,42.64,1.7056,target,15,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,168,11908.75,21,0.24,2.13,1.91,16,9,WIN,target,1.7056,6,0.05,0.26,0.15,0.05,0.26,0.02,0.09,0.26,-0.03,0.18,0.26,0.09,0.18,0.26,0.18,0.18,0.38,0.16,0.18,0.38,-0.02,0.18,0.38,-0.06,0.24,0.38,-0.09,0.24,0.38,-0.05,0.24,0.38,0.0,0.24,0.45,0.42,0.24,0.53,0.51,0.24,1.09,1.05,0.24,1.86,1.83,0.24,2.13,1.9,0.24,2.13,1.71,0.24,2.13,1.65,0.24,2.13,1.86,0.24,2.13,1.91
2022-09-23 13:40:00-04:00,2022-09-23 14:00:00-04:00,2022-09-22,0.9673637198455084,0.5555284581685319,25.0,1.75,20,-11.75,-12.86,-0.5144,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,169,11312.25,21,0.97,0.19,-0.47,1,7,LOSS,timeout,-0.5144,6,0.07,0.19,0.07,0.42,0.19,-0.3,0.42,0.19,-0.29,0.42,0.19,-0.25,0.42,0.19,-0.32,0.47,0.19,-0.26,0.97,0.19,-0.94,0.97,0.19,-0.59,0.97,0.19,-0.61,0.97,0.19,-0.52,0.97,0.19,-0.5,0.97,0.19,-0.6,0.97,0.19,-0.35,0.97,0.19,-0.6,0.97,0.19,-0.54,0.97,0.19,-0.45,0.97,0.19,-0.43,0.97,0.19,-0.87,0.97,0.19,-0.69,0.97,0.19,-0.47
2022-09-29 13:23:00-04:00,2022-09-29 13:35:00-04:00,2022-09-28,0.828067022888485,0.5615987655415832,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,12,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,170,11169.25,21,1.23,0.43,0.1,7,14,LOSS,stop,-1.0444,6,0.09,0.16,-0.06,0.48,0.16,-0.36,0.48,0.18,-0.12,0.8,0.18,-0.31,0.8,0.18,-0.12,0.8,0.18,-0.08,0.8,0.43,0.07,0.8,0.43,-0.39,0.8,0.43,-0.59,0.8,0.43,-0.58,0.9,0.43,-0.8,1.1,0.43,-0.89,1.18,0.43,-0.97,1.23,0.43,-0.66,1.23,0.43,-0.75,1.23,0.43,-0.8,1.23,0.43,-0.37,1.23,0.43,-0.45,1.23,0.43,0.02,1.23,0.43,0.1
2022-09-29 13:56:00-04:00,2022-09-29 14:16:00-04:00,2022-09-28,0.8802433314191229,0.5974973838704528,25.0,1.75,20,26.5,25.39,1.0156,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,171,11134.0,21,0.18,1.14,1.06,20,1,WIN,timeout,1.0156,6,0.18,0.33,-0.02,0.18,0.45,0.35,0.18,0.64,0.45,0.18,0.89,0.75,0.18,0.92,0.64,0.18,0.94,0.84,0.18,1.08,0.95,0.18,1.08,0.86,0.18,1.08,0.4,0.18,1.08,0.06,0.18,1.08,0.15,0.18,1.08,0.38,0.18,1.08,0.03,0.18,1.08,0.16,0.18,1.08,0.35,0.18,1.08,0.34,0.18,1.08,0.31,0.18,1.08,0.46,0.18,1.08,0.8,0.18,1.14,1.06
2022-10-04 12:58:00-04:00,2022-10-04 13:14:00-04:00,2022-10-03,0.7878959276018099,0.5298061403664355,25.0,1.75,20,43.75,42.64,1.7056,target,16,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,172,11602.5,21,0.18,2.75,2.62,19,2,WIN,target,1.7056,6,0.09,0.12,0.07,0.18,0.21,-0.14,0.18,0.43,0.4,0.18,0.74,0.55,0.18,0.74,0.32,0.18,0.74,0.36,0.18,0.87,0.82,0.18,1.28,1.11,0.18,1.36,1.36,0.18,1.38,1.25,0.18,1.38,1.18,0.18,1.38,1.09,0.18,1.38,0.95,0.18,1.38,1.38,0.18,1.7,1.61,0.18,1.8,1.75,0.18,2.33,2.18,0.18,2.48,2.4,0.18,2.75,2.39,0.18,2.75,2.62
2022-10-06 14:16:00-04:00,2022-10-06 14:31:00-04:00,2022-10-05,1.0,0.5858622585622816,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,15,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,173,11577.25,21,1.17,0.25,-0.61,18,16,LOSS,stop,-1.0444,6,0.28,0.01,-0.14,0.28,0.06,-0.15,0.28,0.06,-0.13,0.35,0.06,-0.29,0.62,0.06,-0.53,0.77,0.06,-0.62,0.81,0.06,-0.74,0.81,0.06,-0.6,0.89,0.06,-0.87,0.93,0.06,-0.74,0.93,0.06,-0.55,0.93,0.06,-0.48,0.93,0.06,-0.42,0.93,0.06,-0.73,1.08,0.06,-0.97,1.17,0.06,-0.98,1.17,0.06,-0.45,1.17,0.25,-0.01,1.17,0.25,-0.35,1.17,0.25,-0.61
2022-10-07 12:43:00-04:00,2022-10-07 13:03:00-04:00,2022-10-06,1.0,0.598987247476987,25.0,1.75,20,16.25,15.14,0.6056,timeout,20,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,174,11134.0,21,0.32,0.75,0.65,19,13,WIN,timeout,0.6056,6,0.11,0.16,-0.1,0.17,0.16,0.01,0.17,0.36,0.28,0.17,0.46,0.36,0.17,0.51,0.42,0.17,0.51,0.21,0.17,0.51,0.24,0.17,0.51,-0.13,0.2,0.51,0.14,0.2,0.51,0.0,0.2,0.51,0.17,0.2,0.51,0.0,0.32,0.51,-0.12,0.32,0.51,-0.14,0.32,0.51,-0.11,0.32,0.51,-0.12,0.32,0.51,0.03,0.32,0.51,0.32,0.32,0.75,0.39,0.32,0.75,0.65
2022-10-07 13:09:00-04:00,2022-10-07 13:14:00-04:00,2022-10-06,0.9617357434201153,0.4797981589542576,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,175,11111.5,21,1.69,0.0,-0.8,1,9,LOSS,stop,-1.0444,6,0.28,0.0,-0.28,0.52,0.0,-0.47,0.72,0.0,-0.59,0.85,0.0,-0.81,1.05,0.0,-1.05,1.08,0.0,-0.9,1.28,0.0,-1.26,1.55,0.0,-1.5,1.69,0.0,-1.63,1.69,0.0,-1.49,1.69,0.0,-1.22,1.69,0.0,-1.28,1.69,0.0,-0.78,1.69,0.0,-0.82,1.69,0.0,-0.8,1.69,0.0,-0.8,1.69,0.0,-0.72,1.69,0.0,-0.99,1.69,0.0,-1.28,1.69,0.0,-0.8
2022-10-07 14:32:00-04:00,2022-10-07 14:37:00-04:00,2022-10-06,0.8188671714072113,0.5171689044181551,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00,176,11088.75,21,1.16,0.05,-0.51,1,5,LOSS,stop,-1.0444,6,0.18,0.05,-0.11,0.59,0.05,-0.5,0.87,0.05,-0.64,0.9,0.05,-0.8,1.16,0.05,-0.94,1.16,0.05,-0.63,1.16,0.05,-0.58,1.16,0.05,-0.79,1.16,0.05,-0.89,1.16,0.05,-0.62,1.16,0.05,-0.51,1.16,0.05,-0.35,1.16,0.05,-0.33,1.16,0.05,-0.46,1.16,0.05,-0.33,1.16,0.05,-0.12,1.16,0.05,-0.54,1.16,0.05,-0.51,1.16,0.05,-0.4,1.16,0.05,-0.51
