mae_threshold,recovery_level,deadline,development_trades,development_wins,development_losses,development_win_rate,development_mean_R,development_total_R,development_profit_factor,development_max_drawdown_R,development_benchmark_total_R,development_benchmark_mean_R,development_benchmark_win_rate,development_delta_R,development_delta_mean_R,development_delta_win_rate,development_delta_max_DD,development_mae_triggered,development_recovery_exits,development_deadline_exits,development_recovery_exit_pct,_score
0.7,-0.1,5,95,18,77,0.18947368421052632,-0.5881052631578948,-55.870000000000005,0.06540649046503848,-55.449999999999996,-67.49,-0.7104210526315788,0.21052631578947367,11.61999999999999,0.12231578947368404,-0.02105263157894735,13.599999999999973,95,31,64,0.3263157894736842,13.04115789473683
0.6,0.0,8,95,29,66,0.30526315789473685,-0.5884210526315788,-55.89999999999999,0.09120468216550152,-55.299999999999976,-67.49,-0.7104210526315788,0.21052631578947367,11.590000000000003,0.122,0.09473684210526317,13.749999999999993,95,31,64,0.3263157894736842,13.026000000000003
0.75,0.4,8,95,23,72,0.24210526315789474,-0.5894736842105264,-56.00000000000001,0.17343173431734318,-55.90999999999998,-67.49,-0.7104210526315788,0.21052631578947367,11.489999999999988,0.12094736842105247,0.03157894736842107,13.139999999999986,95,19,76,0.2,12.864473684210513
0.7,0.4,8,95,22,73,0.23157894736842105,-0.5900000000000001,-56.050000000000004,0.16679054556265793,-55.839999999999975,-67.49,-0.7104210526315788,0.21052631578947367,11.43999999999999,0.12042105263157876,0.02105263157894738,13.209999999999994,95,18,77,0.18947368421052632,12.82121052631578
0.75,0.3,5,95,20,75,0.21052631578947367,-0.5902105263157895,-56.07000000000001,0.12609102244389028,-56.01,-67.49,-0.7104210526315788,0.21052631578947367,11.419999999999987,0.12021052631578932,0.0,13.03999999999997,95,14,81,0.14736842105263157,12.784105263157878
0.7,-0.4,3,95,7,88,0.07368421052631578,-0.5910526315789474,-56.150000000000006,0.036051502145922745,-55.36000000000001,-67.49,-0.7104210526315788,0.21052631578947367,11.33999999999999,0.11936842105263146,-0.13684210526315788,13.689999999999962,95,42,53,0.4421052631578947,12.7686842105263
0.7,0.1,5,95,21,74,0.22105263157894736,-0.5915789473684211,-56.2,0.10094384898416253,-56.14000000000001,-67.49,-0.7104210526315788,0.21052631578947367,11.289999999999992,0.11884210526315775,0.01052631578947369,12.909999999999961,95,19,76,0.2,12.640421052631568
0.75,0.3,8,95,24,71,0.25263157894736843,-0.5921052631578948,-56.25000000000001,0.16641967990515708,-56.10999999999998,-67.49,-0.7104210526315788,0.21052631578947367,11.239999999999988,0.11831578947368404,0.04210526315789476,12.93999999999999,95,22,73,0.23157894736842105,12.593157894736828
0.7,0.3,8,95,23,72,0.24210526315789474,-0.5926315789473685,-56.300000000000004,0.15970149253731342,-56.03999999999998,-67.49,-0.7104210526315788,0.21052631578947367,11.18999999999999,0.11778947368421033,0.03157894736842107,13.009999999999991,95,21,74,0.22105263157894736,12.549894736842095
0.6,0.1,8,95,27,68,0.28421052631578947,-0.5938947368421053,-56.419999999999995,0.1264901687567735,-56.15999999999998,-67.49,-0.7104210526315788,0.21052631578947367,11.07,0.11652631578947359,0.0736842105263158,12.889999999999986,95,26,69,0.2736842105263158,12.417263157894737
