mae_threshold,trades,wins,losses,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,benchmark_total_R,benchmark_mean_R,benchmark_win_rate,delta_R,delta_mean_R,delta_win_rate,delta_max_DD,mae_triggered,recovery_exits,deadline_exits,recovery_exit_pct
0.6,100,20,80,0.2,-0.5619000000000001,-56.19000000000001,0.15503759398496245,-54.850000000000016,-65.64999999999999,-0.6564999999999999,0.27,9.45999999999998,0.0945999999999998,-0.07,10.039999999999957,100,13,87,0.13
0.7,100,24,76,0.24,-0.5613000000000001,-56.13000000000001,0.17722075637642923,-54.790000000000006,-65.64999999999999,-0.6564999999999999,0.27,9.519999999999982,0.09519999999999973,-0.030000000000000027,10.099999999999966,100,15,85,0.15
0.75,100,26,74,0.26,-0.5657000000000001,-56.570000000000014,0.17752253562082004,-54.940000000000005,-65.64999999999999,-0.6564999999999999,0.27,9.079999999999977,0.09079999999999977,-0.010000000000000009,9.949999999999967,100,15,85,0.15
0.8,100,27,73,0.27,-0.5363,-53.63,0.22701066589795332,-52.26,-65.64999999999999,-0.6564999999999999,0.27,12.019999999999989,0.12019999999999986,0.0,12.629999999999974,97,13,84,0.13402061855670103
0.85,100,24,76,0.24,-0.5754,-57.540000000000006,0.20524861878453035,-56.17,-65.64999999999999,-0.6564999999999999,0.27,8.109999999999985,0.08109999999999984,-0.030000000000000027,8.71999999999997,96,10,86,0.10416666666666667
0.9,100,26,74,0.26,-0.5946,-59.46,0.21794028672892282,-58.089999999999996,-65.64999999999999,-0.6564999999999999,0.27,6.189999999999991,0.061899999999999844,-0.010000000000000009,6.799999999999976,92,10,82,0.10869565217391304
