entry_timestamp,exit_timestamp,session_id,quality,hmm_state,vol_percentile,stop_points,target_points,rr,horizon,mae_threshold_R,recovery_threshold_R,recovery_deadline_bars,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,_session,_trade_key
2021-06-16 16:24:00+00:00,2021-06-16 12:37:00-04:00,2021-06-16,1.0,2,0.4513066166989039,20.0,35.0,1.75,20,0.7,0.2,6,-17.25,-18.36,-0.918,recovery_deadline,13,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-06-16,2021-06-16 16:24:00+00:00|2021-06-16
2021-06-17 16:07:00+00:00,2021-06-17 12:19:00-04:00,2021-06-17,0.9389952153110048,2,0.4847527804642166,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,12,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-06-17,2021-06-17 16:07:00+00:00|2021-06-17
2021-06-18 18:51:00+00:00,2021-06-18 15:11:00-04:00,2021-06-18,0.8894961004156077,2,0.4650981221792392,20.0,35.0,1.75,20,0.7,0.2,6,11.5,10.39,0.5195000000000001,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-06-18,2021-06-18 18:51:00+00:00|2021-06-18
2021-07-01 14:17:00+00:00,2021-07-01 10:37:00-04:00,2021-07-01,0.9586770358936768,2,0.4194118713733075,20.0,35.0,1.75,20,0.7,0.2,6,-24.0,-25.11,-1.2555,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-01,2021-07-01 14:17:00+00:00|2021-07-01
2021-07-01 15:11:00+00:00,2021-07-01 11:21:00-04:00,2021-07-01,1.0,2,0.4222527804642166,20.0,35.0,1.75,20,0.7,0.2,6,1.0,-0.1099999999999998,-0.0054999999999999,recovery_deadline,10,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-01,2021-07-01 15:11:00+00:00|2021-07-01
2021-07-01 15:24:00+00:00,2021-07-01 11:36:00-04:00,2021-07-01,0.7984189723320159,2,0.5198813265635074,20.0,35.0,1.75,20,0.7,0.2,6,-18.75,-19.86,-0.993,recovery_deadline,12,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-01,2021-07-01 15:24:00+00:00|2021-07-01
2021-07-06 16:02:00+00:00,2021-07-06 12:09:00-04:00,2021-07-06,0.828504938656959,2,0.5364180367504836,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,7,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-06,2021-07-06 16:02:00+00:00|2021-07-06
2021-07-08 18:30:00+00:00,2021-07-08 14:40:00-04:00,2021-07-08,0.7747220262129211,2,0.4175683027079304,20.0,35.0,1.75,20,0.7,0.2,6,-13.25,-14.36,-0.718,recovery_deadline,10,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-08,2021-07-08 18:30:00+00:00|2021-07-08
2021-07-13 17:23:00+00:00,2021-07-13 13:38:00-04:00,2021-07-13,0.8145973154362416,2,0.4461285058027079,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,15,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-13,2021-07-13 17:23:00+00:00|2021-07-13
2021-07-14 15:40:00+00:00,2021-07-14 11:58:00-04:00,2021-07-14,1.0,2,0.582915256286267,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,18,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-14,2021-07-14 15:40:00+00:00|2021-07-14
2021-07-15 15:58:00+00:00,2021-07-15 12:10:00-04:00,2021-07-15,0.9192286008125674,2,0.4975822050290135,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,12,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-15,2021-07-15 15:58:00+00:00|2021-07-15
2021-07-15 17:19:00+00:00,2021-07-15 13:31:00-04:00,2021-07-15,0.8376383910280798,2,0.4777260638297872,20.0,35.0,1.75,20,0.7,0.2,6,5.0,3.89,0.1945,recovery,12,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-15,2021-07-15 17:19:00+00:00|2021-07-15
2021-07-15 17:54:00+00:00,2021-07-15 14:09:00-04:00,2021-07-15,0.9513036306193337,2,0.4162284413281754,20.0,35.0,1.75,20,0.7,0.2,6,-15.75,-16.86,-0.843,recovery_deadline,15,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-15,2021-07-15 17:54:00+00:00|2021-07-15
2021-07-16 14:04:00+00:00,2021-07-16 10:12:00-04:00,2021-07-16,0.7515495833014693,2,0.592274137653127,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,8,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-16,2021-07-16 14:04:00+00:00|2021-07-16
2021-07-16 14:21:00+00:00,2021-07-16 10:41:00-04:00,2021-07-16,0.8354525729658866,2,0.5791021921341071,20.0,35.0,1.75,20,0.7,0.2,6,-12.25,-13.36,-0.6679999999999999,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-16,2021-07-16 14:21:00+00:00|2021-07-16
2021-07-16 15:14:00+00:00,2021-07-16 11:24:00-04:00,2021-07-16,1.0,2,0.5812530222437138,20.0,35.0,1.75,20,0.7,0.2,6,-5.0,-6.109999999999999,-0.3055,recovery_deadline,10,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-16,2021-07-16 15:14:00+00:00|2021-07-16
2021-07-19 16:01:00+00:00,2021-07-19 12:21:00-04:00,2021-07-19,0.9090016352954496,2,0.4850902643455835,20.0,35.0,1.75,20,0.7,0.2,6,19.5,18.39,0.9195,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-19,2021-07-19 16:01:00+00:00|2021-07-19
2021-07-22 16:09:00+00:00,2021-07-22 12:20:00-04:00,2021-07-22,0.8512118079249429,2,0.4152613233397808,20.0,35.0,1.75,20,0.7,0.2,6,5.75,4.640000000000001,0.232,recovery,11,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-22,2021-07-22 16:09:00+00:00|2021-07-22
2021-07-22 16:21:00+00:00,2021-07-22 12:32:00-04:00,2021-07-22,1.0,2,0.4333293036750483,20.0,35.0,1.75,20,0.7,0.2,6,-28.75,-29.86,-1.493,recovery_deadline,11,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-22,2021-07-22 16:21:00+00:00|2021-07-22
2021-07-27 13:49:00+00:00,2021-07-27 09:57:00-04:00,2021-07-27,0.8461538461538461,2,0.5051227030947776,20.0,35.0,1.75,20,0.7,0.2,6,3.75,2.64,0.132,recovery_deadline,8,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-27,2021-07-27 13:49:00+00:00|2021-07-27
2021-07-27 13:58:00+00:00,2021-07-27 10:05:00-04:00,2021-07-27,1.0,2,0.5810515393294649,20.0,35.0,1.75,20,0.7,0.2,6,24.5,23.39,1.1695,recovery,7,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-27,2021-07-27 13:58:00+00:00|2021-07-27
2021-07-27 17:13:00+00:00,2021-07-27 13:17:00-04:00,2021-07-27,1.0,2,0.5320357833655706,20.0,35.0,1.75,20,0.7,0.2,6,10.0,8.89,0.4445,recovery,4,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-27,2021-07-27 17:13:00+00:00|2021-07-27
2021-07-28 15:47:00+00:00,2021-07-28 12:03:00-04:00,2021-07-28,0.961096703638764,2,0.5197654738878144,20.0,35.0,1.75,20,0.7,0.2,6,-12.75,-13.86,-0.693,recovery_deadline,16,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-28,2021-07-28 15:47:00+00:00|2021-07-28
2021-07-30 14:33:00+00:00,2021-07-30 10:42:00-04:00,2021-07-30,1.0,2,0.4843951482914249,20.0,35.0,1.75,20,0.7,0.2,6,-26.0,-27.11,-1.3555,recovery_deadline,9,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-07-30,2021-07-30 14:33:00+00:00|2021-07-30
2021-08-02 16:07:00+00:00,2021-08-02 12:19:00-04:00,2021-08-02,1.0,2,0.4521377337201805,20.0,35.0,1.75,20,0.7,0.2,6,-21.0,-22.11,-1.1055,recovery_deadline,12,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,2021-08-02,2021-08-02 16:07:00+00:00|2021-08-02
2021-08-06 14:05:00+00:00,2021-08-06 10:12:00-04:00,2021-08-06,0.8422690245593996,2,0.5313422923469362,20.0,35.0,1.75,20,0.7,0.2,6,-25.0,-26.11,-1.3055,recovery_deadline,7,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-06,2021-08-06 14:05:00+00:00|2021-08-06
2021-08-06 15:04:00+00:00,2021-08-06 11:24:00-04:00,2021-08-06,1.0,2,0.4572669138697002,20.0,35.0,1.75,20,0.7,0.2,6,-23.25,-24.36,-1.218,recovery_deadline,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-06,2021-08-06 15:04:00+00:00|2021-08-06
2021-08-10 14:27:00+00:00,2021-08-10 10:30:00-04:00,2021-08-10,0.7995108712679161,2,0.4296351826602334,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,3,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-10,2021-08-10 14:27:00+00:00|2021-08-10
2021-08-10 14:31:00+00:00,2021-08-10 10:40:00-04:00,2021-08-10,1.0,2,0.5666567718369667,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,9,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-10,2021-08-10 14:31:00+00:00|2021-08-10
2021-08-11 14:59:00+00:00,2021-08-11 11:11:00-04:00,2021-08-11,0.8105781535575235,2,0.4642955971362015,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,12,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-11,2021-08-11 14:59:00+00:00|2021-08-11
2021-08-11 15:13:00+00:00,2021-08-11 11:33:00-04:00,2021-08-11,0.8108695652173913,2,0.4848080822310661,20.0,35.0,1.75,20,0.7,0.2,6,-11.25,-12.36,-0.618,timeout,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-11,2021-08-11 15:13:00+00:00|2021-08-11
2021-08-17 15:15:00+00:00,2021-08-17 11:35:00-04:00,2021-08-17,0.8041933191186923,2,0.4128357743375076,20.0,35.0,1.75,20,0.7,0.2,6,12.75,11.64,0.5820000000000001,timeout,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-17,2021-08-17 15:15:00+00:00|2021-08-17
2021-08-17 15:42:00+00:00,2021-08-17 11:52:00-04:00,2021-08-17,0.9294888966753692,2,0.5096424276880814,20.0,35.0,1.75,20,0.7,0.2,6,8.0,6.890000000000001,0.3445,recovery,10,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-17,2021-08-17 15:42:00+00:00|2021-08-17
2021-08-17 15:54:00+00:00,2021-08-17 12:14:00-04:00,2021-08-17,0.9550561307159444,2,0.5602016532751047,20.0,35.0,1.75,20,0.7,0.2,6,3.75,2.64,0.132,timeout,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-17,2021-08-17 15:54:00+00:00|2021-08-17
2021-08-18 15:36:00+00:00,2021-08-18 11:44:00-04:00,2021-08-18,0.7992839041147927,2,0.4212732130189125,20.0,35.0,1.75,20,0.7,0.2,6,-26.25,-27.36,-1.368,recovery_deadline,8,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-18,2021-08-18 15:36:00+00:00|2021-08-18
2021-08-18 19:31:00+00:00,2021-08-18 15:49:00-04:00,2021-08-18,1.0,2,0.493502115648757,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,18,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-18,2021-08-18 19:31:00+00:00|2021-08-18
2021-08-19 18:15:00+00:00,2021-08-19 14:29:00-04:00,2021-08-19,1.0,2,0.5488108594917411,20.0,35.0,1.75,20,0.7,0.2,6,24.25,23.14,1.157,recovery,14,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-19,2021-08-19 18:15:00+00:00|2021-08-19
2021-08-20 15:55:00+00:00,2021-08-20 12:07:00-04:00,2021-08-20,1.0,2,0.4147577192249833,20.0,35.0,1.75,20,0.7,0.2,6,-33.75,-34.86,-1.743,recovery_deadline,12,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-20,2021-08-20 15:55:00+00:00|2021-08-20
2021-08-25 14:08:00+00:00,2021-08-25 10:22:00-04:00,2021-08-25,0.8817257971928292,2,0.4067328446293715,20.0,35.0,1.75,20,0.7,0.2,6,-19.5,-20.61,-1.0305,recovery_deadline,14,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-08-25,2021-08-25 14:08:00+00:00|2021-08-25
2021-09-03 14:39:00+00:00,2021-09-03 10:54:00-04:00,2021-09-03,0.8104929150446953,2,0.4516671110954582,20.0,35.0,1.75,20,0.7,0.2,6,-9.5,-10.61,-0.5305,recovery_deadline,15,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-03,2021-09-03 14:39:00+00:00|2021-09-03
2021-09-07 14:12:00+00:00,2021-09-07 10:21:00-04:00,2021-09-07,0.8892586259406745,2,0.5694591888587571,20.0,35.0,1.75,20,0.7,0.2,6,-27.5,-28.61,-1.4305,recovery_deadline,9,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-07,2021-09-07 14:12:00+00:00|2021-09-07
2021-09-08 14:33:00+00:00,2021-09-08 10:53:00-04:00,2021-09-08,0.7519484642012487,2,0.4944329004764612,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-08,2021-09-08 14:33:00+00:00|2021-09-08
2021-09-08 15:50:00+00:00,2021-09-08 12:07:00-04:00,2021-09-08,0.8623180968497268,2,0.4933562088379277,20.0,35.0,1.75,20,0.7,0.2,6,-27.75,-28.86,-1.443,recovery_deadline,17,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-08,2021-09-08 15:50:00+00:00|2021-09-08
2021-09-10 14:07:00+00:00,2021-09-10 10:27:00-04:00,2021-09-10,0.9558972834905404,2,0.5407256096640621,20.0,35.0,1.75,20,0.7,0.2,6,-4.0,-5.109999999999999,-0.2554999999999999,timeout,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-10,2021-09-10 14:07:00+00:00|2021-09-10
2021-09-10 14:32:00+00:00,2021-09-10 10:40:00-04:00,2021-09-10,1.0,2,0.5971865141856639,20.0,35.0,1.75,20,0.7,0.2,6,-9.25,-10.36,-0.518,recovery_deadline,8,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-10,2021-09-10 14:32:00+00:00|2021-09-10
2021-09-10 15:29:00+00:00,2021-09-10 11:38:00-04:00,2021-09-10,1.0,2,0.4637069386235453,20.0,35.0,1.75,20,0.7,0.2,6,-15.25,-16.36,-0.818,recovery_deadline,9,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-10,2021-09-10 15:29:00+00:00|2021-09-10
2021-09-10 15:54:00+00:00,2021-09-10 12:02:00-04:00,2021-09-10,0.9015069587132571,2,0.5301046000895566,20.0,35.0,1.75,20,0.7,0.2,6,-21.25,-22.36,-1.118,recovery_deadline,8,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-10,2021-09-10 15:54:00+00:00|2021-09-10
2021-09-10 19:38:00+00:00,2021-09-10 15:54:00-04:00,2021-09-10,0.7787794729542302,2,0.4169362588487449,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,16,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-10,2021-09-10 19:38:00+00:00|2021-09-10
2021-09-13 17:54:00+00:00,2021-09-13 14:08:00-04:00,2021-09-13,0.8003274884015263,2,0.4247749764788158,20.0,35.0,1.75,20,0.7,0.2,6,-18.0,-19.11,-0.9555,recovery_deadline,14,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-13,2021-09-13 17:54:00+00:00|2021-09-13
2021-09-14 19:29:00+00:00,2021-09-14 15:49:00-04:00,2021-09-14,0.8916027160662046,2,0.4034524570203817,20.0,35.0,1.75,20,0.7,0.2,6,-3.0,-4.109999999999999,-0.2054999999999999,timeout,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-14,2021-09-14 19:29:00+00:00|2021-09-14
2021-09-16 14:14:00+00:00,2021-09-16 10:30:00-04:00,2021-09-16,0.9734317789827504,2,0.5490523604200104,20.0,35.0,1.75,20,0.7,0.2,6,-12.25,-13.36,-0.6679999999999999,recovery_deadline,16,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-16,2021-09-16 14:14:00+00:00|2021-09-16
2021-09-17 15:50:00+00:00,2021-09-17 12:04:00-04:00,2021-09-17,0.8831371364599703,2,0.5414501124488698,20.0,35.0,1.75,20,0.7,0.2,6,-29.75,-30.86,-1.543,recovery_deadline,14,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-17,2021-09-17 15:50:00+00:00|2021-09-17
2021-09-17 17:49:00+00:00,2021-09-17 14:06:00-04:00,2021-09-17,0.8799299103625654,2,0.4131376504978441,20.0,35.0,1.75,20,0.7,0.2,6,-15.25,-16.36,-0.818,recovery_deadline,17,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-17,2021-09-17 17:49:00+00:00|2021-09-17
2021-09-20 16:06:00+00:00,2021-09-20 12:20:00-04:00,2021-09-20,1.0,2,0.5719446359121942,20.0,35.0,1.75,20,0.7,0.2,6,6.5,5.390000000000001,0.2695,recovery,14,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-20,2021-09-20 16:06:00+00:00|2021-09-20
2021-09-20 16:22:00+00:00,2021-09-20 12:31:00-04:00,2021-09-20,0.801512327585544,2,0.5856649073994878,20.0,35.0,1.75,20,0.7,0.2,6,-14.5,-15.61,-0.7805,recovery_deadline,9,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-20,2021-09-20 16:22:00+00:00|2021-09-20
2021-09-20 18:07:00+00:00,2021-09-20 14:22:00-04:00,2021-09-20,0.946879665115703,2,0.51673148618665,20.0,35.0,1.75,20,0.7,0.2,6,35.0,33.89,1.6945,target,15,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-20,2021-09-20 18:07:00+00:00|2021-09-20
2021-09-23 15:20:00+00:00,2021-09-23 11:31:00-04:00,2021-09-23,1.0,2,0.4100534823930729,20.0,35.0,1.75,20,0.7,0.2,6,-30.5,-31.61,-1.5805,recovery_deadline,11,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-23,2021-09-23 15:20:00+00:00|2021-09-23
2021-09-27 15:45:00+00:00,2021-09-27 12:02:00-04:00,2021-09-27,1.0,2,0.4021191706455622,20.0,35.0,1.75,20,0.7,0.2,6,-12.25,-13.36,-0.6679999999999999,recovery_deadline,17,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-27,2021-09-27 15:45:00+00:00|2021-09-27
2021-09-29 15:35:00+00:00,2021-09-29 11:55:00-04:00,2021-09-29,1.0,2,0.4994541072767248,20.0,35.0,1.75,20,0.7,0.2,6,-2.0,-3.11,-0.1555,recovery_deadline,20,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,2021-09-29,2021-09-29 15:35:00+00:00|2021-09-29
