oos_windows,positive_windows,negative_windows,largest_positive_window_R,largest_negative_window_R,top_1_positive_R,top_2_positive_R,top_3_positive_R,positive_window_R,negative_window_R,total_R
11,9,2,14.2944,-0.89,14.2944,21.3072,26.7708,35.425200000000004,-1.08,34.345200000000006
