mae_threshold,recovery_level,deadline,development_trades,development_mae_triggered,development_recovered,development_failed,development_no_mae,development_recovery_rate,development_recovered_win_rate,development_failed_win_rate,development_win_rate_separation,development_recovered_mean_R,development_failed_mean_R,development_mean_R_separation,development_recovered_total_R,development_failed_total_R,development_recovered_PF,development_failed_PF,_selection_score
0.7,0.3,10,95,95,23,72,0,0.24210526315789474,0.5652173913043478,0.09722222222222222,0.4679951690821256,0.1304347826086956,-0.9790277777777779,1.1094625603864736,2.9999999999999987,-70.49000000000001,1.2806361085126283,0.023413688002216684,1.0227264492753623
0.6,0.3,12,95,95,23,72,0,0.24210526315789474,0.5652173913043478,0.09722222222222222,0.4679951690821256,0.12391304347826079,-0.9769444444444445,1.1008574879227053,2.8499999999999983,-70.34,1.2629151291512914,0.023462446202970985,1.0184239130434782
0.6,0.2,10,95,95,27,68,0,0.28421052631578947,0.5555555555555556,0.07352941176470588,0.4820261437908497,0.056296296296296275,-1.0148529411764706,1.071149237472767,1.5199999999999994,-69.01,1.1191222570532915,0.015689630580516332,1.0176007625272332
0.7,0.1,8,95,95,27,68,0,0.28421052631578947,0.5555555555555556,0.07352941176470588,0.4820261437908497,0.056296296296296275,-1.0148529411764706,1.071149237472767,1.5199999999999994,-69.01,1.1191222570532915,0.015689630580516332,1.0176007625272332
0.6,0.2,12,95,95,30,65,0,0.3157894736842105,0.5333333333333333,0.06153846153846154,0.4717948717948718,0.03033333333333333,-1.0523076923076924,1.0826410256410257,0.9099999999999999,-68.4,1.066862601028655,0.012416979497545482,1.0131153846153846
0.85,-0.4,8,95,79,32,47,16,0.4050632911392405,0.40625,0.0,0.40625,-0.1765625,-1.3834042553191488,1.2068417553191488,-5.65,-65.02,0.6153846153846153,0.0,1.0096708776595744
0.75,0.0,10,95,95,35,60,0,0.3684210526315789,0.5142857142857142,0.03333333333333333,0.4809523809523809,-0.04342857142857145,-1.0995,1.0560714285714285,-1.5200000000000007,-65.97,0.9064615384615385,0.009756829780846592,1.0089880952380952
0.7,0.0,10,95,95,35,60,0,0.3684210526315789,0.5142857142857142,0.03333333333333333,0.4809523809523809,-0.044571428571428595,-1.098833333333333,1.0542619047619044,-1.5600000000000007,-65.92999999999999,0.9042357274401474,0.009762691498948631,1.008083333333333
0.85,-0.3,5,95,79,20,59,16,0.25316455696202533,0.5,0.05084745762711865,0.4491525423728814,-0.06000000000000002,-1.1774576271186439,1.1174576271186438,-1.2000000000000004,-69.46999999999998,0.8702702702702704,0.01405052512063582,1.0078813559322033
0.6,0.0,12,95,95,35,60,0,0.3684210526315789,0.5142857142857142,0.03333333333333333,0.4809523809523809,-0.048857142857142905,-1.0963333333333334,1.0474761904761904,-1.7100000000000017,-65.78,0.895985401459854,0.009784735812133072,1.004690476190476
0.8,-0.1,10,95,89,37,52,6,0.4157303370786517,0.43243243243243246,0.0,0.43243243243243246,-0.11540540540540539,-1.2525,1.1370945945945945,-4.27,-65.13,0.7565564424173318,0.0,1.0009797297297296
0.75,-0.1,12,95,95,43,52,0,0.45263157894736844,0.46511627906976744,0.0,0.46511627906976744,-0.1246511627906977,-1.1948076923076925,1.0701565295169948,-5.360000000000001,-62.13,0.7415621986499517,0.0,1.000194543828265
0.8,0.0,10,95,89,31,58,6,0.34831460674157305,0.4838709677419355,0.017241379310344827,0.4666295884315907,-0.08451612903225807,-1.1513793103448275,1.0668631813125695,-2.62,-66.78,0.8292046936114732,0.008168721223822962,1.0000611790878755
0.8,0.1,3,95,89,8,81,6,0.0898876404494382,0.5,0.14814814814814814,0.35185185185185186,0.39874999999999994,-0.8961728395061727,1.2949228395061727,3.1899999999999995,-72.58999999999999,1.8179487179487177,0.07845626507553638,0.9993132716049382
0.8,0.2,3,95,89,8,81,6,0.0898876404494382,0.5,0.14814814814814814,0.35185185185185186,0.39874999999999994,-0.8961728395061727,1.2949228395061727,3.1899999999999995,-72.58999999999999,1.8179487179487177,0.07845626507553638,0.9993132716049382
0.85,-0.5,8,95,79,33,46,16,0.4177215189873418,0.3939393939393939,0.0,0.3939393939393939,-0.1896969696969697,-1.4002173913043479,1.2105204216073782,-6.26,-64.41,0.5908496732026143,0.0,0.999199604743083
0.8,0.2,5,95,89,16,73,6,0.1797752808988764,0.5625,0.0958904109589041,0.4666095890410959,0.09374999999999997,-0.9712328767123286,1.0649828767123286,1.4999999999999996,-70.89999999999999,1.1611170784103115,0.03353326063249728,0.9991010273972603
0.8,0.3,8,95,89,19,70,6,0.21348314606741572,0.5263157894736842,0.08571428571428572,0.44060150375939844,0.09210526315789473,-1.0164285714285712,1.108533834586466,1.75,-71.14999999999999,1.1762336354481369,0.02185867473192192,0.9948684210526314
0.9,-0.3,10,95,74,25,49,21,0.33783783783783783,0.4,0.0,0.4,-0.1728000000000001,-1.3618367346938773,1.1890367346938773,-4.320000000000002,-66.72999999999999,0.6405990016638935,0.0,0.9945183673469387
0.85,-0.1,3,95,79,7,72,16,0.08860759493670886,0.5714285714285714,0.125,0.4464285714285714,0.10428571428571425,-0.9916666666666666,1.0959523809523808,0.7299999999999998,-71.39999999999999,1.231012658227848,0.06727629000653168,0.9944047619047618
0.7,0.3,8,95,95,21,74,0,0.22105263157894736,0.5714285714285714,0.10810810810810811,0.4633204633204633,0.11523809523809521,-0.9447297297297295,1.0599678249678246,2.4199999999999995,-69.90999999999998,1.2306959008579599,0.034125449019066036,0.9933043758043756
0.75,0.3,10,95,95,24,71,0,0.25263157894736843,0.5416666666666666,0.09859154929577464,0.443075117370892,0.11041666666666665,-0.987887323943662,1.0983039906103287,2.6499999999999995,-70.14,1.2400362318840579,0.023527773910622305,0.9922271126760563
0.8,-0.1,8,95,89,33,56,6,0.3707865168539326,0.45454545454545453,0.017857142857142856,0.4366883116883117,-0.08212121212121215,-1.1908928571428572,1.108771645021645,-2.710000000000001,-66.69,0.8292375551354756,0.0016467065868263474,0.9910741341991341
0.75,0.1,8,95,95,28,67,0,0.29473684210526313,0.5357142857142857,0.07462686567164178,0.4610874200426439,0.03642857142857142,-1.0225373134328357,1.0589658848614072,1.0199999999999998,-68.50999999999999,1.0769230769230769,0.015802327251831633,0.9905703624733475
0.75,0.2,8,95,95,28,67,0,0.29473684210526313,0.5357142857142857,0.07462686567164178,0.4610874200426439,0.03642857142857142,-1.0225373134328357,1.0589658848614072,1.0199999999999998,-68.50999999999999,1.0769230769230769,0.015802327251831633,0.9905703624733475
0.8,-0.1,12,95,89,38,51,6,0.42696629213483145,0.42105263157894735,0.0,0.42105263157894735,-0.12842105263157894,-1.265098039215686,1.136676986584107,-4.88,-64.52,0.731129476584022,0.0,0.9893911248710009
0.85,-0.4,10,95,79,35,44,16,0.4430379746835443,0.37142857142857144,0.0,0.37142857142857144,-0.20657142857142857,-1.4418181818181817,1.235246753246753,-7.23,-63.44,0.5556238475722187,0.0,0.989051948051948
0.85,-0.4,12,95,79,35,44,16,0.4430379746835443,0.37142857142857144,0.0,0.37142857142857144,-0.20657142857142857,-1.4418181818181817,1.235246753246753,-7.23,-63.44,0.5556238475722187,0.0,0.989051948051948
0.6,-0.1,10,95,95,38,57,0,0.4,0.5,0.017543859649122806,0.4824561403508772,-0.10578947368421059,-1.1135087719298247,1.007719298245614,-4.020000000000002,-63.470000000000006,0.7917098445595854,0.0015730690577316344,0.9863157894736843
0.8,-0.2,10,95,89,39,50,6,0.43820224719101125,0.41025641025641024,0.0,0.41025641025641024,-0.13512820512820514,-1.2826,1.1474717948717947,-5.2700000000000005,-64.13,0.7157497303128372,0.0,0.9839923076923076
0.75,-0.1,10,95,95,40,55,0,0.42105263157894735,0.475,0.01818181818181818,0.4568181818181818,-0.1015,-1.1532727272727274,1.0517727272727275,-4.0600000000000005,-63.43000000000001,0.7900723888314372,0.0015740594994490791,0.9827045454545456
0.9,-0.3,12,95,74,26,48,21,0.35135135135135137,0.38461538461538464,0.0,0.38461538461538464,-0.18576923076923077,-1.3795833333333334,1.1938141025641027,-4.83,-66.22,0.6145251396648046,0.0,0.9815224358974359
0.75,-0.2,12,95,95,47,48,0,0.49473684210526314,0.425531914893617,0.0,0.425531914893617,-0.1548936170212766,-1.254375,1.0994813829787233,-7.28,-60.21,0.6787290379523389,0.0,0.9752726063829786
0.8,-0.2,12,95,89,40,49,6,0.449438202247191,0.4,0.0,0.4,-0.14700000000000008,-1.296326530612245,1.1493265306122449,-5.880000000000003,-63.519999999999996,0.6929503916449087,0.0,0.9746632653061225
0.7,-0.1,12,95,95,44,51,0,0.4631578947368421,0.45454545454545453,0.0,0.45454545454545453,-0.1522727272727273,-1.1919607843137257,1.0396880570409983,-6.700000000000001,-60.790000000000006,0.6965579710144927,0.0,0.9743894830659536
0.6,0.3,10,95,95,21,74,0,0.22105263157894736,0.5714285714285714,0.10810810810810811,0.4633204633204633,0.0847619047619047,-0.936081081081081,1.0208429858429857,1.779999999999999,-69.27,1.1696854146806481,0.0429676706272451,0.9737419562419561
0.7,0.2,10,95,95,29,66,0,0.30526315789473685,0.5172413793103449,0.07575757575757576,0.4414838035527691,0.0282758620689655,-1.035,1.0632758620689655,0.8199999999999995,-68.30999999999999,1.0609212481426449,0.01584786053882726,0.9731217345872518
0.8,0.1,5,95,89,19,70,6,0.21348314606741572,0.5263157894736842,0.08571428571428572,0.44060150375939844,0.054210526315789466,-1.006142857142857,1.0603533834586465,1.0299999999999998,-70.42999999999999,1.104251012145749,0.03242203599395522,0.9707781954887217
0.85,-0.5,10,95,79,36,43,16,0.45569620253164556,0.3611111111111111,0.0,0.3611111111111111,-0.23222222222222222,-1.4490697674418604,1.2168475452196383,-8.36,-62.31,0.5195402298850574,0.0,0.9695348837209303
0.85,-0.5,12,95,79,37,42,16,0.46835443037974683,0.35135135135135137,0.0,0.35135135135135137,-0.23837837837837833,-1.4726190476190477,1.2342406692406693,-8.819999999999999,-61.85,0.5061590145576707,0.0,0.968471685971686
0.6,0.3,5,95,95,13,82,0,0.1368421052631579,0.6153846153846154,0.14634146341463414,0.46904315196998125,0.14999999999999994,-0.8468292682926829,0.9968292682926828,1.9499999999999993,-69.44,1.2805755395683451,0.08535300316122237,0.9674577861163227
0.7,0.3,5,95,95,13,82,0,0.1368421052631579,0.6153846153846154,0.14634146341463414,0.46904315196998125,0.14999999999999994,-0.8468292682926829,0.9968292682926828,1.9499999999999993,-69.44,1.2805755395683451,0.08535300316122237,0.9674577861163227
0.8,0.3,10,95,89,20,69,6,0.2247191011235955,0.5,0.08695652173913043,0.41304347826086957,0.07749999999999999,-1.0282608695652171,1.105760869565217,1.5499999999999998,-70.94999999999999,1.153010858835143,0.02191894127377999,0.965923913043478
0.6,0.1,8,95,95,26,69,0,0.2736842105263158,0.5384615384615384,0.08695652173913043,0.451505016722408,0.036153846153846134,-0.9917391304347825,1.0278929765886287,0.9399999999999994,-68.42999999999999,1.073667711598746,0.023962344886606764,0.9654515050167223
0.75,-0.1,8,95,95,37,58,0,0.3894736842105263,0.4864864864864865,0.034482758620689655,0.45200372786579684,-0.08891891891891897,-1.106896551724138,1.017977632805219,-3.290000000000002,-64.2,0.8217768147345611,0.003260363297624593,0.9609925442684064
0.7,0.2,8,95,95,26,69,0,0.2736842105263158,0.5384615384615384,0.08695652173913043,0.451505016722408,0.028461538461538424,-0.9888405797101448,1.0173021181716833,0.739999999999999,-68.22999999999999,1.0579937304075233,0.02681500499215519,0.9601560758082497
0.75,-0.1,5,95,95,31,64,0,0.3263157894736842,0.5161290322580645,0.0625,0.4536290322580645,-0.03548387096774195,-1.03734375,1.0018598790322581,-1.1000000000000005,-66.39,0.9278688524590164,0.018189884649511986,0.9545589717741936
0.7,-0.1,10,95,95,41,54,0,0.43157894736842106,0.4634146341463415,0.018518518518518517,0.44489611562782294,-0.13170731707317077,-1.149814814814815,1.0181074977416442,-5.400000000000001,-62.09000000000001,0.738878143133462,0.001607975558771507,0.953949864498645
0.75,0.2,10,95,95,30,65,0,0.3157894736842105,0.5,0.07692307692307693,0.4230769230769231,0.015666666666666662,-1.0455384615384617,1.0612051282051285,0.46999999999999986,-67.96000000000001,1.0340333091962346,0.015928178395598035,0.9536794871794874
0.6,-0.1,8,95,95,36,59,0,0.37894736842105264,0.5,0.03389830508474576,0.4661016949152542,-0.10500000000000004,-1.0798305084745763,0.9748305084745763,-3.780000000000001,-63.71,0.800527704485488,0.0032853566958698376,0.9535169491525424
0.7,-0.1,8,95,95,36,59,0,0.37894736842105264,0.5,0.03389830508474576,0.4661016949152542,-0.10500000000000004,-1.0798305084745763,0.9748305084745763,-3.780000000000001,-63.71,0.800527704485488,0.0032853566958698376,0.9535169491525424
0.7,-0.2,12,95,95,48,47,0,0.5052631578947369,0.4166666666666667,0.0,0.4166666666666667,-0.17958333333333334,-1.2525531914893617,1.0729698581560283,-8.620000000000001,-58.870000000000005,0.6408333333333331,0.0,0.9531515957446808
0.8,-0.2,8,95,89,35,54,6,0.39325842696629215,0.42857142857142855,0.018518518518518517,0.41005291005291,-0.12085714285714282,-1.2068518518518518,1.085994708994709,-4.229999999999999,-65.17,0.7567567567567567,0.0016850490196078432,0.9530502645502645
0.6,0.0,8,95,95,31,64,0,0.3263157894736842,0.5161290322580645,0.0625,0.4536290322580645,-0.03903225806451613,-1.035625,0.9965927419354839,-1.21,-66.28,0.9223861449647209,0.014863258026159338,0.9519254032258064
0.7,0.0,8,95,95,31,64,0,0.3263157894736842,0.5161290322580645,0.0625,0.4536290322580645,-0.03903225806451613,-1.035625,0.9965927419354839,-1.21,-66.28,0.9223861449647209,0.014863258026159338,0.9519254032258064
0.8,-0.2,5,95,89,31,58,6,0.34831460674157305,0.45161290322580644,0.034482758620689655,0.41713014460511677,-0.08290322580645161,-1.1522413793103445,1.0693381535038928,-2.57,-66.82999999999998,0.8280936454849498,0.013142350856467809,0.9517992213570632
0.8,0.0,5,95,89,24,65,6,0.2696629213483146,0.5,0.06153846153846154,0.43846153846153846,-0.030416666666666647,-1.0564615384615386,1.026044871794872,-0.7299999999999995,-68.67,0.9407467532467532,0.023880597014925373,0.9514839743589745
0.75,0.2,5,95,95,17,78,0,0.17894736842105263,0.5882352941176471,0.1282051282051282,0.4600301659125189,0.09470588235294111,-0.8858974358974359,0.9806033182503769,1.609999999999999,-69.1,1.1729323308270674,0.060630777596519844,0.9503318250377073
0.75,0.0,5,95,95,26,69,0,0.2736842105263158,0.5384615384615384,0.08695652173913043,0.451505016722408,0.013076923076923068,-0.9830434782608696,0.9961204013377927,0.33999999999999975,-67.83,1.0261136712749614,0.02891911238367932,0.9495652173913043
0.75,-0.2,10,95,95,43,52,0,0.45263157894736844,0.4418604651162791,0.019230769230769232,0.42262969588550986,-0.13372093023255813,-1.1873076923076924,1.0535867620751342,-5.749999999999999,-61.74000000000001,0.7265810746552542,0.0016170763260025874,0.9494230769230769
0.75,0.0,8,95,95,31,64,0,0.3263157894736842,0.5161290322580645,0.0625,0.4536290322580645,-0.04258064516129033,-1.03390625,0.9913256048387097,-1.3200000000000003,-66.17,0.9159235668789808,0.014887598630340929,0.9492918346774193
0.8,0.1,8,95,89,25,64,6,0.2808988764044944,0.48,0.0625,0.4175,-0.017199999999999993,-1.07765625,1.06045625,-0.4299999999999998,-68.97,0.9661417322834644,0.014291839359725597,0.947728125
0.8,0.2,8,95,89,25,64,6,0.2808988764044944,0.48,0.0625,0.4175,-0.017199999999999993,-1.07765625,1.06045625,-0.4299999999999998,-68.97,0.9661417322834644,0.014291839359725597,0.947728125
0.9,-0.5,8,95,74,29,45,21,0.3918918918918919,0.3448275862068966,0.0,0.3448275862068966,-0.22931034482758617,-1.431111111111111,1.2018007662835248,-6.649999999999999,-64.39999999999999,0.5365853658536587,0.0,0.945727969348659
0.9,-0.4,8,95,74,29,45,21,0.3918918918918919,0.3448275862068966,0.0,0.3448275862068966,-0.22931034482758617,-1.431111111111111,1.2018007662835248,-6.649999999999999,-64.39999999999999,0.5365853658536587,0.0,0.945727969348659
0.9,-0.4,10,95,74,30,44,21,0.40540540540540543,0.3333333333333333,0.0,0.3333333333333333,-0.237,-1.4531818181818181,1.216181818181818,-7.109999999999999,-63.94,0.5199189736664417,0.0,0.9414242424242423
0.9,-0.4,12,95,74,30,44,21,0.40540540540540543,0.3333333333333333,0.0,0.3333333333333333,-0.237,-1.4531818181818181,1.216181818181818,-7.109999999999999,-63.94,0.5199189736664417,0.0,0.9414242424242423
0.6,-0.1,12,95,95,42,53,0,0.4421052631578947,0.4523809523809524,0.018867924528301886,0.4335130278526505,-0.14738095238095242,-1.1566037735849055,1.0092228212039531,-6.190000000000001,-61.3,0.7116907312529108,0.0016286644951140064,0.938124438454627
0.75,0.1,5,95,95,20,75,0,0.21052631578947367,0.55,0.12,0.43000000000000005,0.08799999999999994,-0.9233333333333331,1.011333333333333,1.759999999999999,-69.24999999999999,1.1663516068052926,0.04205284271683497,0.9356666666666665
0.9,-0.1,3,95,74,6,68,21,0.08108108108108109,0.5,0.10294117647058823,0.3970588235294118,0.024999999999999967,-1.0470588235294118,1.0720588235294117,0.1499999999999998,-71.2,1.0474683544303798,0.05807646514089167,0.9330882352941177
0.8,0.2,10,95,89,26,63,6,0.29213483146067415,0.46153846153846156,0.06349206349206349,0.3980463980463981,-0.024230769230769257,-1.0915873015873014,1.0673565323565322,-0.6300000000000007,-68.77,0.9511627906976744,0.014332807797047445,0.9317246642246642
0.75,-0.5,12,95,95,64,31,0,0.6736842105263158,0.3125,0.0,0.3125,-0.30718749999999995,-1.542903225806452,1.235715725806452,-19.659999999999997,-47.830000000000005,0.4389269406392693,0.0,0.930357862903226
0.75,-0.2,5,95,95,36,59,0,0.37894736842105264,0.4722222222222222,0.05084745762711865,0.4213747645951036,-0.08472222222222221,-1.0922033898305084,1.0074811676082862,-3.05,-64.44,0.8251146788990825,0.01513067400275103,0.9251153483992467
0.85,-0.3,3,95,79,16,63,16,0.20253164556962025,0.5,0.07936507936507936,0.42063492063492064,-0.09187500000000001,-1.0984126984126983,1.0065376984126984,-1.4700000000000002,-69.19999999999999,0.8068331143232588,0.04022191400832178,0.9239037698412698
0.7,-0.2,10,95,95,44,51,0,0.4631578947368421,0.4318181818181818,0.0196078431372549,0.41221033868092694,-0.1611363636363636,-1.184313725490196,1.0231773618538325,-7.089999999999999,-60.400000000000006,0.6830576665176574,0.001652892561983471,0.9237990196078432
0.9,-0.5,10,95,74,31,43,21,0.4189189189189189,0.3225806451612903,0.0,0.3225806451612903,-0.2658064516129032,-1.4606976744186047,1.1948912228057014,-8.24,-62.81,0.4830614805520702,0.0,0.920026256564141
0.75,-0.2,8,95,95,40,55,0,0.42105263157894735,0.45,0.03636363636363636,0.41363636363636364,-0.12450000000000006,-1.1365454545454547,1.0120454545454547,-4.980000000000002,-62.510000000000005,0.7528535980148882,0.0033482142857142855,0.9196590909090909
0.9,-0.5,12,95,74,32,42,21,0.43243243243243246,0.3125,0.0,0.3125,-0.271875,-1.4845238095238096,1.2126488095238095,-8.7,-62.35,0.46951219512195125,0.0,0.9188244047619047
0.6,0.4,8,95,95,16,79,0,0.16842105263157894,0.5625,0.13924050632911392,0.4232594936708861,0.11249999999999999,-0.8770886075949368,0.9895886075949367,1.7999999999999998,-69.29,1.2290076335877862,0.07625649913344888,0.9180537974683545
0.7,0.0,3,95,95,17,78,0,0.17894736842105263,0.5882352941176471,0.1282051282051282,0.4600301659125189,0.035294117647058795,-0.872948717948718,0.9082428355957768,0.5999999999999995,-68.09,1.0645855758880518,0.07461266648545803,0.9141515837104073
0.75,0.0,3,95,95,17,78,0,0.17894736842105263,0.5882352941176471,0.1282051282051282,0.4600301659125189,0.035294117647058795,-0.872948717948718,0.9082428355957768,0.5999999999999995,-68.09,1.0645855758880518,0.07461266648545803,0.9141515837104073
0.6,-0.2,10,95,95,44,51,0,0.4631578947368421,0.4318181818181818,0.0196078431372549,0.41221033868092694,-0.1715909090909091,-1.1752941176470588,1.0037032085561497,-7.55,-59.94,0.6692947875602278,0.001665556295802798,0.9140619429590018
0.8,0.0,8,95,89,28,61,6,0.3146067415730337,0.4642857142857143,0.04918032786885246,0.41510538641686184,-0.09892857142857144,-1.092295081967213,0.9933665105386416,-2.77,-66.63,0.8170409511228532,0.01332741003998223,0.9117886416861827
0.7,-0.4,12,95,95,60,35,0,0.631578947368421,0.3333333333333333,0.0,0.3333333333333333,-0.2843333333333333,-1.440857142857143,1.1565238095238097,-17.06,-50.43000000000001,0.47410604192355105,0.0,0.9115952380952381
0.75,-0.4,12,95,95,60,35,0,0.631578947368421,0.3333333333333333,0.0,0.3333333333333333,-0.2843333333333333,-1.440857142857143,1.1565238095238097,-17.06,-50.43000000000001,0.47410604192355105,0.0,0.9115952380952381
0.75,-0.5,10,95,95,62,33,0,0.6526315789473685,0.3225806451612903,0.0,0.3225806451612903,-0.302258064516129,-1.4772727272727273,1.1750146627565983,-18.74,-48.75,0.4507620164126612,0.0,0.9100879765395895
0.7,-0.5,12,95,95,65,30,0,0.6842105263157895,0.3076923076923077,0.0,0.3076923076923077,-0.33215384615384613,-1.5300000000000002,1.1978461538461542,-21.59,-45.900000000000006,0.41601298350013516,0.0,0.9066153846153848
0.9,-0.3,3,95,74,11,63,21,0.14864864864864866,0.45454545454545453,0.07936507936507936,0.37518037518037517,-0.057272727272727274,-1.1177777777777775,1.0605050505050502,-0.63,-70.41999999999999,0.8839779005524862,0.03955264593562466,0.9054329004329003
0.9,-0.4,5,95,74,21,53,21,0.28378378378378377,0.38095238095238093,0.03773584905660377,0.34321653189577717,-0.15761904761904763,-1.2781132075471697,1.1204941599281222,-3.3100000000000005,-67.74,0.6935185185185185,0.0030905077262693165,0.9034636118598383
0.6,-0.2,12,95,95,45,50,0,0.47368421052631576,0.4222222222222222,0.02,0.4022222222222222,-0.18288888888888885,-1.1852,1.0023111111111112,-8.229999999999999,-59.260000000000005,0.6499361973628242,0.0016846361185983826,0.9033777777777778
0.7,-0.4,10,95,95,57,38,0,0.6,0.3508771929824561,0.0,0.3508771929824561,-0.2696491228070175,-1.3715789473684215,1.101929824561404,-15.37,-52.12000000000001,0.5001626016260162,0.0,0.9018421052631581
0.75,-0.4,10,95,95,57,38,0,0.6,0.3508771929824561,0.0,0.3508771929824561,-0.2696491228070175,-1.3715789473684215,1.101929824561404,-15.37,-52.12000000000001,0.5001626016260162,0.0,0.9018421052631581
0.7,-0.2,8,95,95,40,55,0,0.42105263157894735,0.45,0.03636363636363636,0.41363636363636364,-0.14925000000000008,-1.1185454545454547,0.9692954545454546,-5.970000000000003,-61.52000000000001,0.7175969725638599,0.003401911550299692,0.898284090909091
0.85,-0.4,5,95,79,24,55,16,0.3037974683544304,0.4166666666666667,0.05454545454545454,0.3621212121212121,-0.14874999999999994,-1.22,1.07125,-3.5699999999999985,-67.1,0.6927710843373495,0.014539579967689824,0.8977462121212121
0.7,-0.3,12,95,95,53,42,0,0.5578947368421052,0.37735849056603776,0.0,0.37735849056603776,-0.25698113207547174,-1.2826190476190475,1.0256379155435758,-13.620000000000001,-53.87,0.5303448275862068,0.0,0.8901774483378256
0.75,-0.3,12,95,95,53,42,0,0.5578947368421052,0.37735849056603776,0.0,0.37735849056603776,-0.25698113207547174,-1.2826190476190475,1.0256379155435758,-13.620000000000001,-53.87,0.5303448275862068,0.0,0.8901774483378256
0.8,-0.3,10,95,89,44,45,6,0.4943820224719101,0.36363636363636365,0.0,0.36363636363636365,-0.24931818181818183,-1.2984444444444445,1.0491262626262627,-10.97,-58.43000000000001,0.5474422442244224,0.0,0.888199494949495
0.6,-0.5,12,95,95,67,28,0,0.7052631578947368,0.29850746268656714,0.0,0.29850746268656714,-0.36328358208955225,-1.541071428571429,1.177787846481877,-24.34,-43.15000000000001,0.38721047331319225,0.0,0.8874013859275056
0.7,-0.5,10,95,95,63,32,0,0.6631578947368421,0.31746031746031744,0.0,0.31746031746031744,-0.32809523809523816,-1.463125,1.1350297619047618,-20.670000000000005,-46.82,0.426629680998613,0.0,0.8849751984126983
0.8,-0.4,12,95,89,52,37,6,0.5842696629213483,0.3076923076923077,0.0,0.3076923076923077,-0.30057692307692313,-1.4532432432432432,1.15266632016632,-15.630000000000003,-53.769999999999996,0.45916955017301037,0.0,0.8840254677754678
0.8,-0.5,12,95,89,54,35,6,0.6067415730337079,0.2962962962962963,0.0,0.2962962962962963,-0.3188888888888889,-1.490857142857143,1.171968253968254,-17.22,-52.18000000000001,0.4352246638242046,0.0,0.8822804232804233
0.8,-0.3,12,95,89,46,43,6,0.5168539325842697,0.34782608695652173,0.0,0.34782608695652173,-0.26565217391304347,-1.3297674418604652,1.0641152679474217,-12.22,-57.18000000000001,0.5205963122793251,0.0,0.8798837209302326
0.9,-0.5,3,95,74,19,55,21,0.25675675675675674,0.3684210526315789,0.05454545454545454,0.31387559808612436,-0.11947368421052634,-1.2505454545454546,1.1310717703349282,-2.2700000000000005,-68.78,0.7472160356347437,0.014189479719076968,0.8794114832535884
0.7,0.0,5,95,95,25,70,0,0.2631578947368421,0.52,0.1,0.42000000000000004,-0.03360000000000002,-0.9521428571428571,0.9185428571428571,-0.8400000000000004,-66.64999999999999,0.9329608938547485,0.052459482513505816,0.8792714285714286
0.6,-0.4,12,95,95,59,36,0,0.6210526315789474,0.3389830508474576,0.0,0.3389830508474576,-0.301864406779661,-1.3800000000000001,1.0781355932203391,-17.81,-49.68000000000001,0.4633925881289544,0.0,0.8780508474576272
0.8,-0.4,10,95,89,49,40,6,0.550561797752809,0.32653061224489793,0.0,0.32653061224489793,-0.2844897959183673,-1.3865,1.1020102040816329,-13.94,-55.46,0.4876883498713708,0.0,0.8775357142857143
0.8,-0.4,8,95,89,48,41,6,0.5393258426966292,0.3333333333333333,0.0,0.3333333333333333,-0.27979166666666666,-1.365121951219512,1.0853302845528454,-13.43,-55.97,0.49700374531835206,0.0,0.8759984756097561
0.8,-0.5,8,95,89,50,39,6,0.5617977528089888,0.32,0.0,0.32,-0.2932,-1.4035897435897435,1.1103897435897436,-14.66,-54.74,0.4751163623344075,0.0,0.8751948717948719
0.6,-0.5,10,95,95,66,29,0,0.6947368421052632,0.30303030303030304,0.0,0.30303030303030304,-0.36181818181818176,-1.503793103448276,1.1419749216300943,-23.879999999999995,-43.61000000000001,0.39174732552215996,0.0,0.8740177638453501
0.6,-0.2,8,95,95,42,53,0,0.4421052631578947,0.42857142857142855,0.03773584905660377,0.3908355795148248,-0.174047619047619,-1.1354716981132076,0.9614240790655886,-7.309999999999998,-60.18000000000001,0.6748220640569395,0.0034773969200198713,0.871547619047619
0.6,0.0,3,95,95,15,80,0,0.15789473684210525,0.6,0.1375,0.46249999999999997,-0.024666666666666646,-0.8390000000000001,0.8143333333333335,-0.36999999999999966,-67.12,0.9581447963800905,0.09334053761988383,0.8696666666666667
0.8,-0.5,10,95,89,52,37,6,0.5842696629213483,0.3076923076923077,0.0,0.3076923076923077,-0.31346153846153846,-1.435135135135135,1.1216735966735965,-16.3,-53.099999999999994,0.44876564085221504,0.0,0.8685291060291059
0.8,0.0,3,95,89,13,76,6,0.14606741573033707,0.5384615384615384,0.11842105263157894,0.4200404858299595,-0.02,-0.9097368421052632,0.8897368421052632,-0.26,-69.14,0.9689737470167065,0.06932292367748018,0.864908906882591
0.6,0.3,8,95,95,19,76,0,0.2,0.5263157894736842,0.13157894736842105,0.39473684210526316,0.022105263157894715,-0.8935526315789474,0.9156578947368421,0.4199999999999996,-67.91,1.0400381315538607,0.0617573915446256,0.8525657894736842
0.8,-0.3,8,95,89,42,47,6,0.47191011235955055,0.35714285714285715,0.02127659574468085,0.3358662613981763,-0.23523809523809525,-1.2663829787234042,1.031144883485309,-9.88,-59.519999999999996,0.5711805555555555,0.0018447090390742913,0.8514387031408308
