mae_threshold,recovery_level,deadline,development_trades,development_mae_triggered,development_recovered,development_failed,development_no_mae,development_recovery_rate,development_recovered_win_rate,development_failed_win_rate,development_win_rate_separation,development_recovered_mean_R,development_failed_mean_R,development_mean_R_separation,development_recovered_total_R,development_failed_total_R,development_recovered_PF,development_failed_PF,_selection_score
0.9,-0.1,12,95,74,19,55,21,0.25675675675675674,0.5263157894736842,0.0,0.5263157894736842,0.03210526315789469,-1.3029090909090906,1.3350143540669852,0.6099999999999992,-71.65999999999998,1.0860366713681242,0.0,1.193822966507177
0.85,0.2,10,95,79,15,64,16,0.189873417721519,0.6,0.0625,0.5375,0.16666666666666666,-1.14328125,1.3099479166666668,2.5,-73.17,1.451263537906137,0.013482540110556829,1.1924739583333333
0.85,0.3,8,95,79,11,68,16,0.13924050632911392,0.6363636363636364,0.08823529411764706,0.5481283422459893,0.2109090909090909,-1.0733823529411766,1.2842914438502675,2.32,-72.99000000000001,1.4522417153996101,0.02131938857602575,1.1902740641711231
0.9,0.4,8,95,74,7,67,21,0.0945945945945946,0.5714285714285714,0.08955223880597014,0.48187633262260127,0.32142857142857134,-1.0940298507462685,1.4154584221748399,2.2499999999999996,-73.29999999999998,1.712025316455696,0.030295012567799977,1.1896055437100213
0.85,0.4,5,95,79,6,73,16,0.0759493670886076,0.6666666666666666,0.1232876712328767,0.54337899543379,0.27999999999999997,-0.9910958904109588,1.2710958904109588,1.6799999999999997,-72.35,1.5316455696202531,0.05486610058785108,1.1789269406392693
0.9,0.4,5,95,74,5,69,21,0.06756756756756757,0.6,0.10144927536231885,0.49855072463768113,0.29399999999999993,-1.051014492753623,1.3450144927536227,1.4699999999999998,-72.51999999999998,1.4651898734177213,0.040613837809234034,1.1710579710144926
0.8,0.4,12,95,89,19,70,6,0.21348314606741572,0.5789473684210527,0.07142857142857142,0.5075187969924813,0.24894736842105267,-1.059,1.3079473684210525,4.73,-74.13,1.6306666666666665,0.01383530663828655,1.1614924812030076
0.7,0.4,12,95,95,23,72,0,0.24210526315789474,0.6086956521739131,0.08333333333333333,0.5253623188405797,0.2534782608695652,-1.0183333333333335,1.2718115942028987,5.829999999999999,-73.32000000000001,1.693222354340071,0.015310233682514102,1.161268115942029
0.75,0.4,12,95,95,23,72,0,0.24210526315789474,0.6086956521739131,0.08333333333333333,0.5253623188405797,0.2534782608695652,-1.0183333333333335,1.2718115942028987,5.829999999999999,-73.32000000000001,1.693222354340071,0.015310233682514102,1.161268115942029
0.7,0.4,10,95,95,21,74,0,0.22105263157894736,0.6190476190476191,0.0945945945945946,0.5244530244530244,0.26809523809523805,-0.988108108108108,1.2562033462033462,5.629999999999999,-73.11999999999999,1.6985111662531016,0.022590562758989446,1.1525546975546974
0.6,0.4,12,95,95,21,74,0,0.22105263157894736,0.6190476190476191,0.0945945945945946,0.5244530244530244,0.2609523809523809,-0.9860810810810808,1.2470334620334618,5.479999999999999,-72.96999999999998,1.6674786845310599,0.02263594963836057,1.1479697554697554
0.9,-0.2,10,95,74,21,53,21,0.28378378378378377,0.47619047619047616,0.0,0.47619047619047616,-0.01857142857142859,-1.3332075471698113,1.3146361185983826,-0.39000000000000035,-70.66,0.9517923362175525,0.0,1.1335085354896675
