rule_type,decision_bar,threshold_a,threshold_b,window,trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R
COMBINED,2,0.25,-0.5,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.25,-0.5,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.25,-0.5,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.25,-0.5,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.25,-0.5,6,69,0.5652173913043478,0.2009623188405797,13.866399999999999,1.640421208202476,-4.5396
COMBINED,2,0.25,-0.5,7,3,0.3333333333333333,-0.24440000000000003,-0.7332000000000001,0.2731958762886598,-1.0088000000000001
COMBINED,2,0.25,-0.5,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.25,-0.5,9,40,0.3,-0.27365,-10.946,0.5220755178315694,-14.0064
COMBINED,2,0.25,-0.5,10,41,0.5365853658536586,0.35608780487804886,14.599600000000002,2.3781528470019633,-2.088799999999999
COMBINED,2,0.25,-0.5,11,35,0.2857142857142857,-0.35525714285714277,-12.433999999999997,0.383234126984127,-13.250799999999995
COMBINED,2,0.25,-0.5,12,43,0.4418604651162791,-0.012539534883720907,-0.539199999999999,0.9753627956281757,-5.4552
COMBINED,2,0.25,-0.5,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.25,-0.5,14,44,0.5454545454545454,0.34469090909090916,15.166400000000003,1.8559882605260187,-2.7432
COMBINED,2,0.25,-0.5,15,5,0.4,0.1436,0.718,1.2665973563047674,-1.0444
COMBINED,2,0.25,-0.5,16,8,0.625,0.32935000000000003,2.6348000000000003,2.000607625702567,-2.6331999999999995
COMBINED,2,0.25,-0.5,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.25,-0.5,18,20,0.35,-0.19290000000000002,-3.858,0.6609007488661535,-8.596
COMBINED,2,0.25,-0.5,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.25,-0.5,20,71,0.4084507042253521,0.038557746478873244,2.7376000000000005,1.073306055997086,-7.2216
COMBINED,2,0.25,-0.5,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.25,-0.5,22,17,0.29411764705882354,-0.1920470588235294,-3.2647999999999997,0.7062126556763372,-6.2928
COMBINED,2,0.25,-0.75,1,43,0.5813953488372093,0.26164651162790703,11.250800000000002,1.9869815425643906,-2.777599999999998
COMBINED,2,0.25,-0.75,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.25,-0.75,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.25,-0.75,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.25,-0.75,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.25,-0.75,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,2,0.25,-0.75,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,2,0.25,-0.75,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.25,-0.75,9,40,0.3,-0.25539999999999996,-10.216,0.5392636155358722,-13.276399999999995
COMBINED,2,0.25,-0.75,10,41,0.5365853658536586,0.3095024390243903,12.689600000000002,2.0148757157938517,-2.7176
COMBINED,2,0.25,-0.75,11,35,0.2857142857142857,-0.3695428571428571,-12.934,0.37395934172313655,-13.750799999999995
COMBINED,2,0.25,-0.75,12,43,0.46511627906976744,0.015367441860465148,0.6608000000000014,1.0304780178218915,-5.4552
COMBINED,2,0.25,-0.75,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.25,-0.75,14,44,0.5681818181818182,0.3328727272727274,14.646400000000003,1.7975778169857763,-3.131999999999998
COMBINED,2,0.25,-0.75,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,2,0.25,-0.75,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,2,0.25,-0.75,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.25,-0.75,18,20,0.35,-0.2354,-4.708,0.6149568175870191,-9.446
COMBINED,2,0.25,-0.75,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.25,-0.75,20,71,0.4084507042253521,0.006445070422535233,0.45760000000000156,1.0115483232722935,-7.9216
COMBINED,2,0.25,-0.75,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.25,-0.75,22,17,0.29411764705882354,-0.21263529411764703,-3.6147999999999993,0.6846494748229055,-6.642799999999999
COMBINED,2,0.5,0.0,1,43,0.4883720930232558,0.14304186046511633,6.150800000000002,1.440072119512335,-2.777599999999998
COMBINED,2,0.5,0.0,2,1,0.0,-0.3344,-0.3344,0.0,0.0
COMBINED,2,0.5,0.0,3,38,0.3157894736842105,-0.1804526315789474,-6.857200000000001,0.6306263601301417,-7.18
COMBINED,2,0.5,0.0,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.5,0.0,5,43,0.4186046511627907,0.0646697674418605,2.780800000000001,1.1969405099150143,-5.4716
COMBINED,2,0.5,0.0,6,69,0.5507246376811594,0.21719420289855074,14.986400000000001,1.7340373425285562,-4.009599999999999
COMBINED,2,0.5,0.0,7,3,0.3333333333333333,-0.24440000000000003,-0.7332000000000001,0.2731958762886598,-1.0088000000000001
COMBINED,2,0.5,0.0,8,6,0.6666666666666666,0.6189333333333332,3.7135999999999996,9.094158674803838,-0.1943999999999999
COMBINED,2,0.5,0.0,9,40,0.275,-0.21139999999999998,-8.456,0.5833990225445373,-11.516399999999997
COMBINED,2,0.5,0.0,10,41,0.4634146341463415,0.2682829268292683,10.999600000000001,2.0321672547106076,-2.1519999999999997
COMBINED,2,0.5,0.0,11,35,0.2857142857142857,-0.2635428571428571,-9.223999999999998,0.4558112094395281,-10.040799999999997
COMBINED,2,0.5,0.0,12,43,0.3488372093023256,-0.0669581395348837,-2.879199999999999,0.8506886823763691,-6.271199999999999
COMBINED,2,0.5,0.0,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,0.0,14,44,0.5227272727272727,0.339009090909091,14.916400000000003,1.9172323888232978,-3.3808000000000007
COMBINED,2,0.5,0.0,15,5,0.4,0.1436,0.718,1.2665973563047674,-1.0444
COMBINED,2,0.5,0.0,16,8,0.625,0.32935000000000003,2.6348000000000003,2.000607625702567,-2.6331999999999995
COMBINED,2,0.5,0.0,17,5,0.4,0.22759999999999997,1.138,1.500615871898645,-2.2732
COMBINED,2,0.5,0.0,18,20,0.25,-0.21939999999999998,-4.388,0.5398489932885905,-7.776
COMBINED,2,0.5,0.0,19,2,0.5,0.5956,1.1912,3.3157076205287717,0.0
COMBINED,2,0.5,0.0,20,71,0.38028169014084506,0.0451774647887324,3.2076000000000002,1.0920570779138776,-6.6815999999999995
COMBINED,2,0.5,0.0,21,1,0.0,-0.2844,-0.2844,0.0,0.0
COMBINED,2,0.5,0.0,22,17,0.29411764705882354,-0.12851764705882351,-2.1847999999999996,0.7822342715891876,-5.722799999999999
COMBINED,2,0.5,-0.25,1,43,0.5116279069767442,0.1546697674418605,6.650800000000002,1.485729309690047,-2.777599999999998
COMBINED,2,0.5,-0.25,2,1,0.0,-0.3344,-0.3344,0.0,0.0
COMBINED,2,0.5,-0.25,3,38,0.3157894736842105,-0.20045263157894738,-7.6172,0.6058247604065328,-7.9399999999999995
COMBINED,2,0.5,-0.25,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.5,-0.25,5,43,0.4186046511627907,0.0646697674418605,2.780800000000001,1.1969405099150143,-5.4716
COMBINED,2,0.5,-0.25,6,69,0.5507246376811594,0.21719420289855074,14.986400000000001,1.7340373425285562,-4.009599999999999
COMBINED,2,0.5,-0.25,7,3,0.3333333333333333,-0.24440000000000003,-0.7332000000000001,0.2731958762886598,-1.0088000000000001
COMBINED,2,0.5,-0.25,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.5,-0.25,9,40,0.275,-0.25715,-10.286,0.5351506715595004,-13.3464
COMBINED,2,0.5,-0.25,10,41,0.5121951219512195,0.3246243902439025,13.309600000000001,2.307683238357241,-2.1519999999999992
COMBINED,2,0.5,-0.25,11,35,0.2857142857142857,-0.3129714285714285,-10.953999999999999,0.4135974304068524,-11.770799999999998
COMBINED,2,0.5,-0.25,12,43,0.3953488372093023,-0.024399999999999974,-1.0491999999999988,0.9497133873967141,-6.0068
COMBINED,2,0.5,-0.25,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.25,14,44,0.5454545454545454,0.38355454545454554,16.876400000000004,2.054247876061969,-2.7432
COMBINED,2,0.5,-0.25,15,5,0.4,0.1436,0.718,1.2665973563047674,-1.0444
COMBINED,2,0.5,-0.25,16,8,0.625,0.32935000000000003,2.6348000000000003,2.000607625702567,-2.6331999999999995
COMBINED,2,0.5,-0.25,17,5,0.4,0.22759999999999997,1.138,1.500615871898645,-2.2732
COMBINED,2,0.5,-0.25,18,20,0.3,-0.15189999999999998,-3.038,0.6795899426257171,-7.776
COMBINED,2,0.5,-0.25,19,2,0.5,0.5956,1.1912,3.3157076205287717,0.0
COMBINED,2,0.5,-0.25,20,71,0.38028169014084506,0.035881690140845086,2.547600000000001,1.0717561036063943,-6.6815999999999995
COMBINED,2,0.5,-0.25,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.25,22,17,0.29411764705882354,-0.12851764705882351,-2.1847999999999996,0.7822342715891876,-5.722799999999999
COMBINED,2,0.5,-0.5,1,43,0.5581395348837209,0.2290883720930233,9.850800000000001,1.772999780281867,-2.777599999999998
COMBINED,2,0.5,-0.5,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.5,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.5,-0.5,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.5,-0.5,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.5,-0.5,6,69,0.5652173913043478,0.2009623188405797,13.866399999999999,1.640421208202476,-4.5396
COMBINED,2,0.5,-0.5,7,3,0.3333333333333333,-0.24440000000000003,-0.7332000000000001,0.2731958762886598,-1.0088000000000001
COMBINED,2,0.5,-0.5,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.5,-0.5,9,40,0.3,-0.27365,-10.946,0.5220755178315694,-14.0064
COMBINED,2,0.5,-0.5,10,41,0.5365853658536586,0.35608780487804886,14.599600000000002,2.3781528470019633,-2.088799999999999
COMBINED,2,0.5,-0.5,11,35,0.2857142857142857,-0.35525714285714277,-12.433999999999997,0.383234126984127,-13.250799999999995
COMBINED,2,0.5,-0.5,12,43,0.4418604651162791,-0.012539534883720907,-0.539199999999999,0.9753627956281757,-5.4552
COMBINED,2,0.5,-0.5,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.5,14,44,0.5454545454545454,0.34469090909090916,15.166400000000003,1.8559882605260187,-2.7432
COMBINED,2,0.5,-0.5,15,5,0.4,0.1436,0.718,1.2665973563047674,-1.0444
COMBINED,2,0.5,-0.5,16,8,0.625,0.32935000000000003,2.6348000000000003,2.000607625702567,-2.6331999999999995
COMBINED,2,0.5,-0.5,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.5,-0.5,18,20,0.35,-0.19290000000000002,-3.858,0.6609007488661535,-8.596
COMBINED,2,0.5,-0.5,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.5,-0.5,20,71,0.4084507042253521,0.038557746478873244,2.7376000000000005,1.073306055997086,-7.2216
COMBINED,2,0.5,-0.5,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.5,22,17,0.29411764705882354,-0.1920470588235294,-3.2647999999999997,0.7062126556763372,-6.2928
COMBINED,2,0.5,-0.75,1,43,0.5813953488372093,0.26164651162790703,11.250800000000002,1.9869815425643906,-2.777599999999998
COMBINED,2,0.5,-0.75,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.75,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.5,-0.75,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.5,-0.75,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.5,-0.75,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,2,0.5,-0.75,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,2,0.5,-0.75,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.5,-0.75,9,40,0.3,-0.25539999999999996,-10.216,0.5392636155358722,-13.276399999999995
COMBINED,2,0.5,-0.75,10,41,0.5365853658536586,0.3095024390243903,12.689600000000002,2.0148757157938517,-2.7176
COMBINED,2,0.5,-0.75,11,35,0.2857142857142857,-0.3695428571428571,-12.934,0.37395934172313655,-13.750799999999995
COMBINED,2,0.5,-0.75,12,43,0.46511627906976744,0.015367441860465148,0.6608000000000014,1.0304780178218915,-5.4552
COMBINED,2,0.5,-0.75,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.75,14,44,0.5681818181818182,0.3328727272727274,14.646400000000003,1.7975778169857763,-3.131999999999998
COMBINED,2,0.5,-0.75,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,2,0.5,-0.75,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,2,0.5,-0.75,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.5,-0.75,18,20,0.35,-0.2354,-4.708,0.6149568175870191,-9.446
COMBINED,2,0.5,-0.75,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.5,-0.75,20,71,0.4084507042253521,0.006445070422535233,0.45760000000000156,1.0115483232722935,-7.9216
COMBINED,2,0.5,-0.75,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.5,-0.75,22,17,0.29411764705882354,-0.21263529411764703,-3.6147999999999993,0.6846494748229055,-6.642799999999999
COMBINED,2,0.75,0.0,1,43,0.5813953488372093,0.26164651162790703,11.250800000000002,1.9869815425643906,-2.777599999999998
COMBINED,2,0.75,0.0,2,1,0.0,-0.3344,-0.3344,0.0,0.0
COMBINED,2,0.75,0.0,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.75,0.0,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.75,0.0,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.75,0.0,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,2,0.75,0.0,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,2,0.75,0.0,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.75,0.0,9,40,0.3,-0.2624,-10.496,0.5325387917980511,-13.556399999999996
COMBINED,2,0.75,0.0,10,41,0.5365853658536586,0.3343804878048781,13.709600000000002,2.1938416524434845,-2.427600000000001
COMBINED,2,0.75,0.0,11,35,0.2857142857142857,-0.3786857142857143,-13.254,0.3682554814108675,-14.070799999999993
COMBINED,2,0.75,0.0,12,43,0.4186046511627907,-0.06835348837209299,-2.9391999999999983,0.8679011235955056,-6.3668
COMBINED,2,0.75,0.0,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,0.0,14,44,0.5681818181818182,0.3624181818181819,15.946400000000004,1.9345272978738368,-2.7432
COMBINED,2,0.75,0.0,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,2,0.75,0.0,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,2,0.75,0.0,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.75,0.0,18,20,0.35,-0.15390000000000004,-3.0780000000000007,0.709545917789605,-7.816000000000001
COMBINED,2,0.75,0.0,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.75,0.0,20,71,0.4084507042253521,0.03898028169014087,2.7676000000000016,1.0741689624492152,-7.2216
COMBINED,2,0.75,0.0,21,1,0.0,-0.2844,-0.2844,0.0,0.0
COMBINED,2,0.75,0.0,22,17,0.29411764705882354,-0.1585176470588235,-2.6948,0.7443942785597754,-5.722799999999999
COMBINED,2,0.75,-0.25,1,43,0.5813953488372093,0.26164651162790703,11.250800000000002,1.9869815425643906,-2.777599999999998
COMBINED,2,0.75,-0.25,2,1,0.0,-0.3344,-0.3344,0.0,0.0
COMBINED,2,0.75,-0.25,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.75,-0.25,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.75,-0.25,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.75,-0.25,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,2,0.75,-0.25,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,2,0.75,-0.25,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.75,-0.25,9,40,0.3,-0.2624,-10.496,0.5325387917980511,-13.556399999999996
COMBINED,2,0.75,-0.25,10,41,0.5365853658536586,0.3343804878048781,13.709600000000002,2.1938416524434845,-2.427600000000001
COMBINED,2,0.75,-0.25,11,35,0.2857142857142857,-0.3786857142857143,-13.254,0.3682554814108675,-14.070799999999993
COMBINED,2,0.75,-0.25,12,43,0.4418604651162791,-0.026260465116279018,-1.1291999999999978,0.9490101871252076,-6.3668
COMBINED,2,0.75,-0.25,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.25,14,44,0.5681818181818182,0.3624181818181819,15.946400000000004,1.9345272978738368,-2.7432
COMBINED,2,0.75,-0.25,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,2,0.75,-0.25,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,2,0.75,-0.25,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.75,-0.25,18,20,0.35,-0.15390000000000004,-3.0780000000000007,0.709545917789605,-7.816000000000001
COMBINED,2,0.75,-0.25,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.75,-0.25,20,71,0.4084507042253521,0.03898028169014087,2.7676000000000016,1.0741689624492152,-7.2216
COMBINED,2,0.75,-0.25,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.25,22,17,0.29411764705882354,-0.1585176470588235,-2.6948,0.7443942785597754,-5.722799999999999
COMBINED,2,0.75,-0.5,1,43,0.5813953488372093,0.26164651162790703,11.250800000000002,1.9869815425643906,-2.777599999999998
COMBINED,2,0.75,-0.5,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.5,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.75,-0.5,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.75,-0.5,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.75,-0.5,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,2,0.75,-0.5,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,2,0.75,-0.5,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.75,-0.5,9,40,0.3,-0.25539999999999996,-10.216,0.5392636155358722,-13.276399999999995
COMBINED,2,0.75,-0.5,10,41,0.5365853658536586,0.3343804878048781,13.709600000000002,2.1938416524434845,-2.427600000000001
COMBINED,2,0.75,-0.5,11,35,0.2857142857142857,-0.3786857142857143,-13.254,0.3682554814108675,-14.070799999999993
COMBINED,2,0.75,-0.5,12,43,0.46511627906976744,0.015367441860465148,0.6608000000000014,1.0304780178218915,-5.4552
COMBINED,2,0.75,-0.5,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.5,14,44,0.5681818181818182,0.3496909090909091,15.386400000000002,1.8730565832179578,-2.7432
COMBINED,2,0.75,-0.5,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,2,0.75,-0.5,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,2,0.75,-0.5,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.75,-0.5,18,20,0.35,-0.21139999999999998,-4.228,0.6400844456551349,-8.966
COMBINED,2,0.75,-0.5,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.75,-0.5,20,71,0.4084507042253521,0.02898028169014085,2.0576000000000003,1.054112053186341,-7.2216
COMBINED,2,0.75,-0.5,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.5,22,17,0.29411764705882354,-0.1920470588235294,-3.2647999999999997,0.7062126556763372,-6.2928
COMBINED,2,0.75,-0.75,1,43,0.5813953488372093,0.26164651162790703,11.250800000000002,1.9869815425643906,-2.777599999999998
COMBINED,2,0.75,-0.75,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.75,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,0.75,-0.75,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,0.75,-0.75,5,43,0.4186046511627907,0.04653023255813955,2.000800000000001,1.134281879194631,-5.792399999999999
COMBINED,2,0.75,-0.75,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,2,0.75,-0.75,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,2,0.75,-0.75,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,0.75,-0.75,9,40,0.3,-0.25539999999999996,-10.216,0.5392636155358722,-13.276399999999995
COMBINED,2,0.75,-0.75,10,41,0.5365853658536586,0.3095024390243903,12.689600000000002,2.0148757157938517,-2.7176
COMBINED,2,0.75,-0.75,11,35,0.2857142857142857,-0.3695428571428571,-12.934,0.37395934172313655,-13.750799999999995
COMBINED,2,0.75,-0.75,12,43,0.46511627906976744,0.015367441860465148,0.6608000000000014,1.0304780178218915,-5.4552
COMBINED,2,0.75,-0.75,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.75,14,44,0.5681818181818182,0.3328727272727274,14.646400000000003,1.7975778169857763,-3.131999999999998
COMBINED,2,0.75,-0.75,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,2,0.75,-0.75,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,2,0.75,-0.75,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,0.75,-0.75,18,20,0.35,-0.2354,-4.708,0.6149568175870191,-9.446
COMBINED,2,0.75,-0.75,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,0.75,-0.75,20,71,0.4084507042253521,0.006445070422535233,0.45760000000000156,1.0115483232722935,-7.9216
COMBINED,2,0.75,-0.75,21,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,0.75,-0.75,22,17,0.29411764705882354,-0.21263529411764703,-3.6147999999999993,0.6846494748229055,-6.642799999999999
COMBINED,2,1.0,0.0,1,43,0.5813953488372093,0.2560651162790698,11.010800000000001,1.9460100350539558,-2.777599999999998
COMBINED,2,1.0,0.0,2,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,1.0,0.0,3,38,0.34210526315789475,-0.22413684210526313,-8.517199999999999,0.5871449345613186,-8.29
COMBINED,2,1.0,0.0,4,1,1.0,0.0456,0.0456,inf,0.0
COMBINED,2,1.0,0.0,5,43,0.4186046511627907,0.037693023255813966,1.6208000000000007,1.1060732984293193,-6.1724
COMBINED,2,1.0,0.0,6,69,0.5652173913043478,0.18415072463768115,12.706399999999999,1.5570050850429602,-5.4496
COMBINED,2,1.0,0.0,7,3,0.3333333333333333,-0.14106666666666665,-0.42319999999999997,0.3943903835145965,-0.6988
COMBINED,2,1.0,0.0,8,6,0.6666666666666666,0.5189333333333334,3.1136,3.9406875708349074,-0.7944
COMBINED,2,1.0,0.0,9,40,0.3,-0.25539999999999996,-10.216,0.5392636155358722,-13.276399999999995
COMBINED,2,1.0,0.0,10,41,0.5365853658536586,0.31194146341463425,12.789600000000004,2.031119997420104,-2.7176
COMBINED,2,1.0,0.0,11,35,0.2857142857142857,-0.3715428571428571,-13.004,0.3726965750120598,-13.820799999999995
COMBINED,2,1.0,0.0,12,43,0.4883720930232558,0.06304186046511631,2.710800000000001,1.1287986772335936,-4.360799999999999
COMBINED,2,1.0,0.0,13,1,0.0,-1.0444,-1.0444,0.0,0.0
COMBINED,2,1.0,0.0,14,44,0.5681818181818182,0.32969090909090915,14.506400000000003,1.783977172009771,-3.131999999999998
COMBINED,2,1.0,0.0,15,5,0.4,0.055600000000000004,0.278,1.088727179879995,-1.0444
COMBINED,2,1.0,0.0,16,8,0.625,0.2956,2.3648,1.8145494626618903,-2.9031999999999996
COMBINED,2,1.0,0.0,17,5,0.6,0.6516000000000001,3.2580000000000005,2.7527437056165267,-1.0444
COMBINED,2,1.0,0.0,18,20,0.35,-0.20990000000000003,-4.198,0.6417232785989827,-8.936
COMBINED,2,1.0,0.0,19,2,0.5,0.3306,0.6612,1.6330907698199923,0.0
COMBINED,2,1.0,0.0,20,71,0.4225352112676056,0.04151549295774652,2.947600000000003,1.0761842731013374,-5.4016
COMBINED,2,1.0,0.0,21,1,0.0,-0.2844,-0.2844,0.0,0.0
COMBINED,2,1.0,0.0,22,17,0.29411764705882354,-0.19557647058823524,-3.3247999999999993,0.702420163253616,-6.352799999999999
COMBINED,2,1.0,-0.25,1,43,0.5813953488372093,0.2560651162790698,11.010800000000001,1.9460100350539558,-2.777599999999998
COMBINED,2,1.0,-0.25,2,1,0.0,-1.0444,-1.0444,0.0,0.0
