trade_index,mae_threshold_R,crossing_bar,next_mae_threshold_R,next_crossing_bar,bars_until_next_threshold,future_max_favorable_close_R,final_R
188,0.6,5,0.7,5.0,0.0,1.37,-1.0444
188,0.7,5,0.75,6.0,1.0,1.37,-1.0444
188,0.75,6,0.8,6.0,0.0,1.01,-1.0444
188,0.8,6,0.9,6.0,0.0,1.01,-1.0444
188,0.9,6,1.0,6.0,0.0,1.01,-1.0444
188,1.0,6,1.1,6.0,0.0,1.01,-1.0444
188,1.1,6,1.2,6.0,0.0,1.01,-1.0444
188,1.2,6,1.25,6.0,0.0,1.01,-1.0444
188,1.25,6,,,,1.01,-1.0444
189,0.25,1,0.5,1.0,0.0,1.46,-1.0444
189,0.5,1,0.6,1.0,0.0,1.46,-1.0444
189,0.6,1,0.7,1.0,0.0,1.46,-1.0444
189,0.7,1,0.75,2.0,1.0,1.46,-1.0444
189,0.75,2,0.8,2.0,0.0,1.46,-1.0444
189,0.8,2,0.9,2.0,0.0,1.46,-1.0444
189,0.9,2,1.0,6.0,4.0,1.46,-1.0444
189,1.0,6,1.1,6.0,0.0,1.46,-1.0444
189,1.1,6,1.2,6.0,0.0,1.46,-1.0444
189,1.2,6,1.25,6.0,0.0,1.46,-1.0444
189,1.25,6,,,,1.46,-1.0444
190,0.25,1,0.5,4.0,3.0,1.94,-1.0444
190,0.5,4,0.6,4.0,0.0,1.94,-1.0444
190,0.6,4,0.7,4.0,0.0,1.94,-1.0444
190,0.7,4,0.75,4.0,0.0,1.94,-1.0444
190,0.75,4,0.8,4.0,0.0,1.94,-1.0444
190,0.8,4,0.9,4.0,0.0,1.94,-1.0444
190,0.9,4,1.0,6.0,2.0,1.94,-1.0444
190,1.0,6,1.1,6.0,0.0,1.94,-1.0444
190,1.1,6,1.2,9.0,3.0,1.94,-1.0444
190,1.2,9,1.25,10.0,1.0,1.94,-1.0444
190,1.25,10,,,,1.94,-1.0444
191,0.25,7,0.5,7.0,0.0,2.0,-1.0444
191,0.5,7,0.6,7.0,0.0,2.0,-1.0444
191,0.6,7,0.7,7.0,0.0,2.0,-1.0444
191,0.7,7,0.75,7.0,0.0,2.0,-1.0444
191,0.75,7,0.8,14.0,7.0,2.0,-1.0444
191,0.8,14,0.9,14.0,0.0,2.0,-1.0444
191,0.9,14,1.0,14.0,0.0,2.0,-1.0444
191,1.0,14,1.1,14.0,0.0,2.0,-1.0444
191,1.1,14,1.2,14.0,0.0,2.0,-1.0444
191,1.2,14,1.25,15.0,1.0,2.0,-1.0444
191,1.25,15,,,,2.0,-1.0444
192,0.25,1,0.5,4.0,3.0,1.82,-1.0444
192,0.5,4,0.6,4.0,0.0,1.82,-1.0444
192,0.6,4,0.7,4.0,0.0,1.82,-1.0444
192,0.7,4,0.75,4.0,0.0,1.82,-1.0444
192,0.75,4,0.8,4.0,0.0,1.82,-1.0444
192,0.8,4,0.9,4.0,0.0,1.82,-1.0444
192,0.9,4,1.0,4.0,0.0,1.82,-1.0444
192,1.0,4,1.1,9.0,5.0,1.82,-1.0444
192,1.1,9,1.2,9.0,0.0,1.82,-1.0444
192,1.2,9,1.25,9.0,0.0,1.82,-1.0444
192,1.25,9,,,,1.82,-1.0444
193,0.25,1,0.5,1.0,0.0,2.04,-1.0444
193,0.5,1,0.6,2.0,1.0,2.04,-1.0444
193,0.6,2,0.7,2.0,0.0,2.04,-1.0444
193,0.7,2,0.75,2.0,0.0,2.04,-1.0444
193,0.75,2,0.8,2.0,0.0,2.04,-1.0444
193,0.8,2,0.9,2.0,0.0,2.04,-1.0444
193,0.9,2,1.0,3.0,1.0,2.04,-1.0444
193,1.0,3,1.1,3.0,0.0,2.04,-1.0444
193,1.1,3,1.2,3.0,0.0,2.04,-1.0444
193,1.2,3,1.25,3.0,0.0,2.04,-1.0444
193,1.25,3,,,,2.04,-1.0444
194,0.25,1,0.5,4.0,3.0,0.88,-1.0444
194,0.5,4,0.6,4.0,0.0,0.88,-1.0444
194,0.6,4,0.7,4.0,0.0,0.88,-1.0444
194,0.7,4,0.75,4.0,0.0,0.88,-1.0444
194,0.75,4,0.8,7.0,3.0,0.88,-1.0444
194,0.8,7,0.9,7.0,0.0,0.72,-1.0444
194,0.9,7,1.0,7.0,0.0,0.72,-1.0444
194,1.0,7,,,,0.72,-1.0444
