feature,win_n,loss_n,win_mean,loss_mean,win_median,loss_median,win_q25,win_q75,loss_q25,loss_q75,mean_difference,median_difference,abs_mean_difference
quality,244,293,0.9021676108890379,0.8998903631934484,0.9051156247843435,0.909141297696147,0.8190612597443959,1.0,0.8104829306454324,1.0,0.002277247695589457,-0.004025672911803557,0.002277247695589457
