strategy,research_status,mae_threshold_R,recovery_threshold_R,recovery_deadline_bars,oos_window_start,oos_window_end,full_dataset_trades,full_dataset_total_R,full_dataset_mean_R,full_dataset_win_rate,full_dataset_profit_factor,full_dataset_max_drawdown_R,oos_trades,oos_total_R,oos_mean_R,oos_win_rate,oos_profit_factor,oos_max_drawdown_R,positive_oos_windows,negative_oos_windows,S28,S28.1,S28.2,S28.3,S28.4,final_status
S2R,FROZEN,0.7,0.2,6,12,22,537,49.26520000000001,0.09174152700186221,0.5065176908752328,1.2375600347188738,-16.581599999999987,217,34.345200000000006,0.15827281105990787,0.5391705069124424,1.3815251586300057,-7.7644000000000055,9,2,PASS,PASS,PASS,PASS,PASS,FROZEN
