mae_threshold,recovery_level,recovery_horizon,trades,triggered_trades,recovered_trades,recovery_pct,benchmark_R,strategy_R,delta_R,benchmark_WR,strategy_WR,delta_WR,benchmark_PF,strategy_PF
1.0,1.0,4,95,40,2,0.05,-67.49,-62.7,4.789999999999992,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.18401874023945866
0.8,0.0,5,95,80,12,0.15,-67.49,-62.71000000000001,4.779999999999987,0.21052631578947367,0.14736842105263157,-0.06315789473684211,0.18559189091347894,0.15735017468422463
1.0,0.5,3,95,40,2,0.05,-67.49,-62.8,4.689999999999998,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.177579884756417
1.0,0.75,3,95,40,2,0.05,-67.49,-62.8,4.689999999999998,0.21052631578947367,0.17894736842105263,-0.03157894736842104,0.18559189091347894,0.177579884756417
0.7,0.25,7,95,95,10,0.10526315789473684,-67.49,-62.96,4.529999999999994,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.1261623872310895
0.7,0.25,8,95,95,10,0.10526315789473684,-67.49,-62.96,4.529999999999994,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.1261623872310895
0.9,0.5,2,95,56,0,0.0,-67.49,-63.20000000000001,4.289999999999985,0.21052631578947367,0.15789473684210525,-0.05263157894736842,0.18559189091347894,0.1234396671289875
0.9,0.75,2,95,56,0,0.0,-67.49,-63.20000000000001,4.289999999999985,0.21052631578947367,0.15789473684210525,-0.05263157894736842,0.18559189091347894,0.1234396671289875
0.9,1.0,2,95,56,0,0.0,-67.49,-63.20000000000001,4.289999999999985,0.21052631578947367,0.15789473684210525,-0.05263157894736842,0.18559189091347894,0.1234396671289875
0.75,0.25,7,95,95,10,0.10526315789473684,-67.49,-63.27,4.219999999999992,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.1256218905472637
0.75,0.25,8,95,95,10,0.10526315789473684,-67.49,-63.27,4.219999999999992,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.1256218905472637
0.75,0.25,5,95,95,10,0.10526315789473684,-67.49,-63.330000000000005,4.1599999999999895,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.12696443341604635
0.75,0.0,7,95,95,15,0.15789473684210525,-67.49,-63.370000000000005,4.11999999999999,0.21052631578947367,0.11578947368421053,-0.09473684210526315,0.18559189091347894,0.14802366227480504
0.75,0.0,8,95,95,15,0.15789473684210525,-67.49,-63.370000000000005,4.11999999999999,0.21052631578947367,0.11578947368421053,-0.09473684210526315,0.18559189091347894,0.14802366227480504
0.8,0.5,6,95,80,6,0.075,-67.49,-63.42000000000001,4.069999999999986,0.21052631578947367,0.14736842105263157,-0.06315789473684211,0.18559189091347894,0.11928898764060544
0.9,1.0,3,95,56,0,0.0,-67.49,-63.47000000000001,4.019999999999982,0.21052631578947367,0.16842105263157894,-0.04210526315789473,0.18559189091347894,0.13304193416199972
0.8,0.5,4,95,80,4,0.05,-67.49,-63.48,4.009999999999998,0.21052631578947367,0.14736842105263157,-0.06315789473684211,0.18559189091347894,0.10034013605442177
0.8,0.5,7,95,80,6,0.075,-67.49,-63.510000000000005,3.9799999999999898,0.21052631578947367,0.14736842105263157,-0.06315789473684211,0.18559189091347894,0.1191400832177531
0.8,0.5,8,95,80,6,0.075,-67.49,-63.510000000000005,3.9799999999999898,0.21052631578947367,0.14736842105263157,-0.06315789473684211,0.18559189091347894,0.1191400832177531
0.75,0.0,5,95,95,15,0.15789473684210525,-67.49,-63.55000000000001,3.9399999999999835,0.21052631578947367,0.11578947368421053,-0.09473684210526315,0.18559189091347894,0.14766630901287553
0.75,0.25,6,95,95,10,0.10526315789473684,-67.49,-63.56,3.9299999999999926,0.21052631578947367,0.10526315789473684,-0.10526315789473684,0.18559189091347894,0.12512044046799722
