trades,wins,losses,win_rate,mean_R,median_R,total_R,profit_factor,max_drawdown_R,positive_window_pct,worst_window_R,best_window_R,rule_type,decision_bar,threshold_a,threshold_b,triggered_trades
537,244,293,0.4543761638733706,0.04330949720670394,-0.2043999999999999,23.257200000000015,1.0958786193795425,-16.793599999999984,0.5909090909090909,-12.893999999999998,14.1664,BASELINE,,,,0
537,194,343,0.3612662942271881,0.032415642458100566,-0.20439999999999997,17.407200000000003,1.1058837269281119,-11.133999999999993,0.5,-8.564,8.836400000000001,MAE,1.0,0.25,,243
537,234,303,0.43575418994413406,0.04798361266294229,-0.2343999999999999,25.76720000000001,1.1155670532177508,-14.9192,0.5454545454545454,-10.504,16.3164,MAE,1.0,0.5,,64
537,242,295,0.4506517690875233,0.043588826815642474,-0.2244,23.40720000000001,1.0979347971616016,-16.69359999999999,0.5454545454545454,-12.793999999999999,14.4664,MAE,1.0,0.75,,19
537,244,293,0.4543761638733706,0.046605586592178797,-0.2043999999999999,25.027200000000015,1.1039339001126254,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.1664,MAE,1.0,1.0,,4
537,206,331,0.38361266294227186,0.0076297951582867864,-0.1944,4.097200000000004,1.0256032754595492,-13.9956,0.4090909090909091,-7.143999999999999,6.446400000000001,MAE,2.0,0.25,,314
537,223,314,0.41527001862197394,0.051521787709497224,-0.2844,27.66720000000001,1.1298614983412474,-13.721999999999982,0.5454545454545454,-9.223999999999998,14.986400000000001,MAE,2.0,0.5,,137
537,242,295,0.4506517690875233,0.049305772811918086,-0.2143999999999999,26.47720000000001,1.1137835305847068,-17.811999999999976,0.5,-13.254,15.9464,MAE,2.0,0.75,,52
537,245,292,0.45623836126629425,0.050665176908752343,-0.1843999999999999,27.207200000000007,1.1139211673159575,-16.703599999999987,0.5909090909090909,-13.004,14.506400000000001,MAE,2.0,1.0,,17
537,203,334,0.3780260707635009,0.0074249534450651945,-0.17439999999999997,3.9872000000000094,1.0251067945514631,-21.775599999999987,0.5,-9.724,10.996400000000001,MAE,3.0,0.25,,360
537,222,315,0.4134078212290503,0.048654003724394795,-0.2443999999999999,26.127200000000006,1.1253427746274818,-17.661999999999995,0.5,-10.216,16.3364,MAE,3.0,0.5,,179
537,238,299,0.44320297951582865,0.04884022346368718,-0.2244,26.227200000000018,1.1151095303135108,-19.21199999999999,0.5,-12.244,15.8964,MAE,3.0,0.75,,88
537,245,292,0.45623836126629425,0.05455716945996279,-0.1743999999999999,29.297200000000018,1.1236508946765105,-16.99359999999999,0.5909090909090909,-13.223999999999998,15.596400000000001,MAE,3.0,1.0,,34
537,215,322,0.40037243947858475,-0.008738919925512088,-0.1644,-4.692799999999991,0.973180444493213,-20.425599999999992,0.4090909090909091,-9.196,7.827999999999999,MAE,5.0,0.25,,407
537,222,315,0.4134078212290503,0.03662420856610803,-0.2343999999999999,19.667200000000012,1.0960331256469855,-16.62879999999999,0.5,-9.916,13.236400000000001,MAE,5.0,0.5,,251
537,239,298,0.4450651769087523,0.039231284916201134,-0.1843999999999999,21.06720000000001,1.0926514593115,-19.558799999999984,0.5,-12.244,13.176400000000001,MAE,5.0,0.75,,141
537,252,285,0.4692737430167598,0.05304878957169463,-0.1244,28.487200000000016,1.1181776697337529,-17.833599999999983,0.5909090909090909,-13.563999999999998,15.1864,MAE,5.0,1.0,,69
537,232,305,0.43202979515828677,0.020814152700186234,-0.1444,11.177200000000008,1.0585893108003273,-20.387999999999998,0.5909090909090909,-12.216,9.5096,MAE,8.0,0.25,,419
537,233,304,0.4338919925512104,0.04638212290502795,-0.1843999999999999,24.90720000000001,1.1222813759895058,-16.818000000000005,0.6363636363636364,-12.076,11.216400000000002,MAE,8.0,0.5,,299
537,244,293,0.4543761638733706,0.06397988826815647,-0.15439999999999998,34.35720000000002,1.1545955888970085,-21.910400000000003,0.6818181818181818,-14.606,14.5264,MAE,8.0,0.75,,195
537,249,288,0.46368715083798884,0.056102793296089415,-0.1244,30.127200000000016,1.124922460434089,-19.131999999999977,0.5454545454545454,-13.574,16.276400000000002,MAE,8.0,1.0,,102
537,233,304,0.4338919925512104,0.00774152700186221,-0.1344,4.157200000000007,1.02012805416544,-20.235200000000006,0.5,-13.546,10.0996,MAE,10.0,0.25,,434
537,235,302,0.4376163873370577,0.02848640595903169,-0.1644,15.297200000000018,1.0713093677570453,-18.961999999999996,0.5454545454545454,-13.696,11.0164,MAE,10.0,0.5,,316
537,243,294,0.45251396648044695,0.04692216014897582,-0.1543999999999999,25.197200000000016,1.1102946068698416,-22.081999999999994,0.5,-14.286,12.5164,MAE,10.0,0.75,,222
537,250,287,0.4655493482309125,0.05679180633147116,-0.1244,30.497200000000014,1.1257290895388745,-19.903599999999994,0.5454545454545454,-14.234,14.3564,MAE,10.0,1.0,,129
537,258,279,0.48044692737430167,0.01237839851024211,-0.044399999999999995,6.647200000000013,1.0272618850368047,-27.63199999999999,0.5,-11.213999999999999,12.5408,MAE,15.0,0.25,,451
537,259,278,0.4823091247672253,0.019547858472998173,-0.0644,10.497200000000019,1.0423935396012813,-22.421999999999997,0.45454545454545453,-11.123999999999999,11.826400000000001,MAE,15.0,0.5,,344
