trades,wins,losses,win_rate,mean_R,median_R,total_R,profit_factor,max_drawdown_R,positive_window_pct,worst_window_R,best_window_R,rule_type,decision_bar,threshold_a,threshold_b,triggered_trades
537,257,280,0.478584729981378,0.023495716945996302,-0.0644,12.617200000000015,1.0499627769945987,-20.381999999999994,0.4090909090909091,-12.053999999999998,14.9564,MAE,15.0,0.75,,256
537,257,280,0.478584729981378,0.018411918063314728,-0.0644,9.887200000000009,1.0377097699395863,-22.62199999999999,0.45454545454545453,-14.764,18.3964,MAE,15.0,1.0,,173
537,146,391,0.2718808193668529,0.004091620111731858,-0.1944,2.1972000000000076,1.0134384992330294,-14.549999999999983,0.4090909090909091,-8.116,9.656400000000001,PROGRESS,1.0,0.0,,282
537,222,315,0.4134078212290503,0.05278808193668531,-0.3243999999999999,28.34720000000001,1.132813583462959,-13.209199999999996,0.5454545454545454,-10.744,16.706400000000002,PROGRESS,1.0,-0.25,,107
537,240,297,0.44692737430167595,0.039156797020484184,-0.2244,21.027200000000008,1.088010554301749,-15.933599999999988,0.5909090909090909,-12.424,14.9664,PROGRESS,1.0,-0.5,,27
537,244,293,0.4543761638733706,0.044333705772811934,-0.2043999999999999,23.80720000000001,1.098369055017123,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.4664,PROGRESS,1.0,-0.75,,7
537,167,370,0.31098696461824954,0.027983612662942293,-0.20439999999999997,15.027200000000011,1.0857775646733798,-11.847599999999996,0.4090909090909091,-7.087199999999999,11.4564,PROGRESS,2.0,0.0,,277
537,216,321,0.4022346368715084,0.05198733705772814,-0.3444,27.917200000000012,1.130088013927151,-14.667999999999994,0.5,-10.286,16.1064,PROGRESS,2.0,-0.25,,150
537,239,298,0.4450651769087523,0.04697802607076352,-0.2443999999999999,25.22720000000001,1.1066909366499307,-16.10799999999999,0.5454545454545454,-12.434,15.166400000000001,PROGRESS,2.0,-0.5,,61
537,242,295,0.4506517690875233,0.03833743016759779,-0.2143999999999999,20.587200000000013,1.0849769676556547,-16.513599999999986,0.5909090909090909,-12.934,14.6464,PROGRESS,2.0,-0.75,,25
537,160,377,0.297951582867784,0.0015031657355679916,-0.23439999999999997,0.8072000000000115,1.004298903758239,-17.46559999999999,0.3181818181818182,-9.416,13.8964,PROGRESS,3.0,0.0,,289
537,213,324,0.39664804469273746,0.03759255121042834,-0.3544,20.18720000000002,1.0913879678907141,-19.277999999999995,0.5,-14.474,17.886400000000002,PROGRESS,3.0,-0.25,,173
537,236,301,0.43947858472998136,0.0436446927374302,-0.2643999999999999,23.43720000000002,1.0983911296348854,-18.107999999999997,0.5909090909090909,-14.213999999999999,14.506400000000001,PROGRESS,3.0,-0.5,,86
537,244,293,0.4543761638733706,0.04211769087523281,-0.2043999999999999,22.617200000000018,1.09299483736635,-16.79359999999999,0.5909090909090909,-13.223999999999998,14.756400000000001,PROGRESS,3.0,-0.75,,34
537,170,367,0.3165735567970205,-0.013264059590316553,-0.2744,-7.122799999999989,0.9661664563984863,-26.501599999999986,0.36363636363636365,-10.046,9.1364,PROGRESS,5.0,0.0,,286
537,205,332,0.3817504655493482,0.010404469273743047,-0.3444,5.587200000000016,1.0240370881531988,-24.967599999999997,0.4090909090909091,-13.754,14.7164,PROGRESS,5.0,-0.25,,202
537,232,305,0.43202979515828677,0.012955679702048445,-0.2944,6.9572000000000145,1.0278664754748421,-23.170399999999983,0.45454545454545453,-14.604,15.5264,PROGRESS,5.0,-0.5,,110
537,241,296,0.44878957169459965,0.020069273743016786,-0.2244,10.777200000000015,1.0424061471049306,-17.833599999999993,0.5,-13.563999999999998,13.3864,PROGRESS,5.0,-0.75,,61
537,191,346,0.35567970204841715,0.009063687150838004,-0.23439999999999997,4.867200000000008,1.0220702264157104,-22.586399999999994,0.45454545454545453,-12.145999999999999,11.6064,PROGRESS,8.0,0.0,,276
537,218,319,0.4059590316573557,0.011689385474860358,-0.3444,6.277200000000012,1.0258583188879589,-21.14679999999999,0.5454545454545454,-14.106,11.8564,PROGRESS,8.0,-0.25,,202
537,235,302,0.4376163873370577,0.010534823091247697,-0.2443999999999999,5.657200000000014,1.0222156947136607,-21.120399999999986,0.45454545454545453,-12.724,14.926400000000001,PROGRESS,8.0,-0.5,,137
537,243,294,0.45251396648044695,0.003886778398510262,-0.2143999999999999,2.087200000000011,1.007965390697987,-22.161999999999985,0.4090909090909091,-13.703999999999999,13.4364,PROGRESS,8.0,-0.75,,80
537,196,341,0.3649906890130354,-0.0028916201117318227,-0.25439999999999996,-1.5527999999999889,0.9933416348499039,-22.722,0.36363636363636365,-12.264,8.340800000000002,PROGRESS,10.0,0.0,,282
537,222,315,0.4134078212290503,0.0033839851024208807,-0.3344,1.817200000000013,1.007392220513697,-19.092000000000002,0.4090909090909091,-11.834,12.376400000000002,PROGRESS,10.0,-0.25,,223
537,238,299,0.44320297951582865,-0.0054986964618249316,-0.2443999999999999,-2.9527999999999883,0.9888592755359834,-22.461999999999996,0.45454545454545453,-15.123999999999999,12.076400000000001,PROGRESS,10.0,-0.5,,146
537,242,295,0.4506517690875233,-0.01220260707635007,-0.2143999999999999,-6.552799999999987,0.9757884780231153,-24.05159999999998,0.4090909090909091,-15.303999999999998,12.2864,PROGRESS,10.0,-0.75,,98
537,206,331,0.38361266294227186,-0.054660707635009305,-0.2744,-29.352799999999995,0.8941770100123876,-42.71199999999996,0.36363636363636365,-15.243999999999998,13.2664,PROGRESS,15.0,0.0,,273
537,225,312,0.41899441340782123,-0.05646703910614524,-0.3344,-30.322799999999994,0.8937208565476208,-43.62119999999995,0.4090909090909091,-15.143999999999998,14.7964,PROGRESS,15.0,-0.25,,227
537,238,299,0.44320297951582865,-0.0643068901303538,-0.2443999999999999,-34.532799999999995,0.8820261031526849,-48.76119999999995,0.4090909090909091,-15.453999999999999,14.7364,PROGRESS,15.0,-0.5,,166
537,239,298,0.4450651769087523,-0.07765884543761636,-0.2244,-41.70279999999999,0.8609726858006972,-55.60119999999997,0.4090909090909091,-17.104,13.7264,PROGRESS,15.0,-0.75,,122
537,181,356,0.3370577281191806,0.030274115456238378,-0.2443999999999999,16.257200000000008,1.0886741530868942,-11.503599999999985,0.5,-7.936,12.156400000000001,COMBINED,1.0,0.25,0.0,203
537,222,315,0.4134078212290503,0.05278808193668531,-0.3243999999999999,28.34720000000001,1.132813583462959,-13.209199999999996,0.5454545454545454,-10.744,16.706400000000002,COMBINED,1.0,0.25,-0.25,107
537,240,297,0.44692737430167595,0.039156797020484184,-0.2244,21.027200000000008,1.088010554301749,-15.933599999999988,0.5909090909090909,-12.424,14.9664,COMBINED,1.0,0.25,-0.5,27
537,244,293,0.4543761638733706,0.044333705772811934,-0.2043999999999999,23.80720000000001,1.098369055017123,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.4664,COMBINED,1.0,0.25,-0.75,7
537,234,303,0.43575418994413406,0.049808566108007477,-0.2343999999999999,26.747200000000014,1.119962397382169,-14.9192,0.5454545454545454,-10.504,16.3164,COMBINED,1.0,0.5,0.0,63
537,236,301,0.43947858472998136,0.04543240223463688,-0.2543999999999999,24.397200000000005,1.1066663635362037,-15.729199999999995,0.5454545454545454,-10.504,18.1064,COMBINED,1.0,0.5,-0.25,52
537,240,297,0.44692737430167595,0.039156797020484184,-0.2244,21.027200000000008,1.088010554301749,-15.933599999999988,0.5909090909090909,-12.424,14.9664,COMBINED,1.0,0.5,-0.5,27
537,244,293,0.4543761638733706,0.044333705772811934,-0.2043999999999999,23.80720000000001,1.098369055017123,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.4664,COMBINED,1.0,0.5,-0.75,7
537,242,295,0.4506517690875233,0.043588826815642474,-0.2244,23.40720000000001,1.0979347971616016,-16.69359999999999,0.5454545454545454,-12.793999999999999,14.4664,COMBINED,1.0,0.75,0.0,19
537,243,294,0.45251396648044695,0.04429646182495347,-0.2143999999999999,23.787200000000013,1.0989757570310605,-16.69359999999999,0.5454545454545454,-12.793999999999999,14.4664,COMBINED,1.0,0.75,-0.25,16
537,244,293,0.4543761638733706,0.04708975791433894,-0.2043999999999999,25.287200000000013,1.1051271476748907,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.4664,COMBINED,1.0,0.75,-0.5,14
537,244,293,0.4543761638733706,0.044333705772811934,-0.2043999999999999,23.80720000000001,1.098369055017123,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.4664,COMBINED,1.0,0.75,-0.75,7
537,244,293,0.4543761638733706,0.046605586592178797,-0.2043999999999999,25.027200000000015,1.1039339001126254,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.1664,COMBINED,1.0,1.0,0.0,4
537,244,293,0.4543761638733706,0.04360744878957172,-0.2043999999999999,23.417200000000015,1.0966019441506352,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.1664,COMBINED,1.0,1.0,-0.25,2
537,244,293,0.4543761638733706,0.04360744878957172,-0.2043999999999999,23.417200000000015,1.0966019441506352,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.1664,COMBINED,1.0,1.0,-0.5,2
537,244,293,0.4543761638733706,0.04360744878957172,-0.2043999999999999,23.417200000000015,1.0966019441506352,-16.69359999999999,0.5909090909090909,-12.793999999999999,14.1664,COMBINED,1.0,1.0,-0.75,2
537,179,358,0.3333333333333333,0.02589795158286781,-0.24439999999999998,13.907200000000014,1.0743083814930072,-13.967599999999997,0.4090909090909091,-8.3272,13.2664,COMBINED,2.0,0.25,0.0,238
537,216,321,0.4022346368715084,0.05198733705772814,-0.3444,27.917200000000012,1.130088013927151,-14.667999999999994,0.5,-10.286,16.1064,COMBINED,2.0,0.25,-0.25,150
537,239,298,0.4450651769087523,0.04697802607076352,-0.2443999999999999,25.22720000000001,1.1066909366499307,-16.10799999999999,0.5454545454545454,-12.434,15.166400000000001,COMBINED,2.0,0.25,-0.5,61
537,242,295,0.4506517690875233,0.03833743016759779,-0.2143999999999999,20.587200000000013,1.0849769676556547,-16.513599999999986,0.5909090909090909,-12.934,14.6464,COMBINED,2.0,0.25,-0.75,25
537,220,317,0.409683426443203,0.04859813780260709,-0.2944,26.097200000000008,1.1207170901932055,-13.721999999999987,0.5454545454545454,-9.223999999999998,14.986400000000001,COMBINED,2.0,0.5,0.0,131
537,227,310,0.4227188081936685,0.051596275605214174,-0.3344,27.70720000000001,1.124228592949954,-13.621999999999984,0.5454545454545454,-10.953999999999999,16.8764,COMBINED,2.0,0.5,-0.25,113
537,239,298,0.4450651769087523,0.04697802607076352,-0.2443999999999999,25.22720000000001,1.1066909366499307,-16.10799999999999,0.5454545454545454,-12.434,15.166400000000001,COMBINED,2.0,0.5,-0.5,61
537,242,295,0.4506517690875233,0.03833743016759779,-0.2143999999999999,20.587200000000013,1.0849769676556547,-16.513599999999986,0.5909090909090909,-12.934,14.6464,COMBINED,2.0,0.5,-0.75,25
537,240,297,0.44692737430167595,0.046624208566108015,-0.2244,25.037200000000006,1.1066380222397516,-17.811999999999976,0.5454545454545454,-13.254,15.9464,COMBINED,2.0,0.75,0.0,49
537,241,296,0.44878957169459965,0.04857951582867786,-0.2244,26.08720000000001,1.1108007733526337,-16.36359999999999,0.5454545454545454,-13.254,15.9464,COMBINED,2.0,0.75,-0.25,47
537,242,295,0.4506517690875233,0.045544134078212305,-0.2143999999999999,24.457200000000007,1.102589786827071,-16.36359999999999,0.5909090909090909,-13.254,15.3864,COMBINED,2.0,0.75,-0.5,39
537,242,295,0.4506517690875233,0.03833743016759779,-0.2143999999999999,20.587200000000013,1.0849769676556547,-16.513599999999986,0.5909090909090909,-12.934,14.6464,COMBINED,2.0,0.75,-0.75,25
537,244,293,0.4543761638733706,0.04833743016759777,-0.2043999999999999,25.957200000000004,1.1082139766172567,-16.703599999999987,0.5909090909090909,-13.004,14.506400000000001,COMBINED,2.0,1.0,0.0,16
537,244,293,0.4543761638733706,0.0469221601489758,-0.2043999999999999,25.197200000000006,1.1047138086317043,-16.703599999999987,0.5909090909090909,-13.004,14.506400000000001,COMBINED,2.0,1.0,-0.25,15
537,244,293,0.4543761638733706,0.04597243947858474,-0.2043999999999999,24.687200000000004,1.1023773820266474,-16.703599999999987,0.5909090909090909,-13.004,14.506400000000001,COMBINED,2.0,1.0,-0.5,14
537,244,293,0.4543761638733706,0.044333705772811934,-0.2043999999999999,23.80720000000001,1.098369055017123,-16.703599999999987,0.5909090909090909,-13.004,14.506400000000001,COMBINED,2.0,1.0,-0.75,11
537,173,364,0.3221601489757914,0.014259217877094995,-0.25439999999999996,7.657200000000012,1.039368313679682,-16.136,0.4090909090909091,-8.636,15.8064,COMBINED,3.0,0.25,0.0,262
537,213,324,0.39664804469273746,0.03759255121042834,-0.3544,20.18720000000002,1.0913879678907141,-19.277999999999995,0.5,-14.474,17.886400000000002,COMBINED,3.0,0.25,-0.25,173
537,236,301,0.43947858472998136,0.0436446927374302,-0.2643999999999999,23.43720000000002,1.0983911296348854,-18.107999999999997,0.5909090909090909,-14.213999999999999,14.506400000000001,COMBINED,3.0,0.25,-0.5,86
537,244,293,0.4543761638733706,0.04211769087523281,-0.2043999999999999,22.617200000000018,1.09299483736635,-16.79359999999999,0.5909090909090909,-13.223999999999998,14.756400000000001,COMBINED,3.0,0.25,-0.75,34
537,215,322,0.40037243947858475,0.04491098696461827,-0.26439999999999997,24.11720000000001,1.1116088534792503,-17.851999999999993,0.5,-10.216,16.2464,COMBINED,3.0,0.5,0.0,162
537,223,314,0.41527001862197394,0.03481787709497209,-0.3544,18.697200000000013,1.0812986778072684,-19.961999999999996,0.5,-13.963999999999999,16.4864,COMBINED,3.0,0.5,-0.25,135
537,236,301,0.43947858472998136,0.0436446927374302,-0.2643999999999999,23.43720000000002,1.0983911296348854,-18.107999999999997,0.5909090909090909,-14.213999999999999,14.506400000000001,COMBINED,3.0,0.5,-0.5,86
537,244,293,0.4543761638733706,0.04211769087523281,-0.2043999999999999,22.617200000000018,1.09299483736635,-16.79359999999999,0.5909090909090909,-13.223999999999998,14.756400000000001,COMBINED,3.0,0.5,-0.75,34
537,235,302,0.4376163873370577,0.04349571694599631,-0.23439999999999997,23.35720000000002,1.1006737675467484,-17.97199999999999,0.5,-12.244,14.6464,COMBINED,3.0,0.75,0.0,82
537,237,300,0.441340782122905,0.039901675977653664,-0.2543999999999999,21.427200000000017,1.0904673844205197,-17.971999999999987,0.5,-12.244,15.7364,COMBINED,3.0,0.75,-0.25,74
537,241,296,0.44878957169459965,0.04386815642458104,-0.2244,23.55720000000002,1.0983835778458617,-17.047999999999995,0.5909090909090909,-12.703999999999999,14.506400000000001,COMBINED,3.0,0.75,-0.5,61
537,244,293,0.4543761638733706,0.04211769087523281,-0.2043999999999999,22.617200000000018,1.09299483736635,-16.79359999999999,0.5909090909090909,-13.223999999999998,14.756400000000001,COMBINED,3.0,0.75,-0.75,34
537,244,293,0.4543761638733706,0.04993891992551213,-0.1843999999999999,26.817200000000014,1.1122015386855406,-16.993599999999986,0.5909090909090909,-13.223999999999998,15.596400000000001,COMBINED,3.0,1.0,0.0,32
537,244,293,0.4543761638733706,0.04813258845437619,-0.2043999999999999,25.847200000000015,1.1077060011867699,-16.993599999999986,0.5909090909090909,-13.223999999999998,15.596400000000001,COMBINED,3.0,1.0,-0.25,31
537,244,293,0.4543761638733706,0.04187560521415273,-0.2043999999999999,22.487200000000016,1.092410922695563,-16.993599999999986,0.5909090909090909,-13.223999999999998,14.3664,COMBINED,3.0,1.0,-0.5,26
537,244,293,0.4543761638733706,0.03930577281191809,-0.2043999999999999,21.107200000000013,1.0862506905874165,-16.993599999999986,0.5909090909090909,-13.223999999999998,14.3664,COMBINED,3.0,1.0,-0.75,23
537,174,363,0.3240223463687151,-0.00909273743016758,-0.2744,-4.882799999999991,0.9768034919229334,-24.101599999999987,0.36363636363636365,-9.676,9.1364,COMBINED,5.0,0.25,0.0,281
537,205,332,0.3817504655493482,0.010404469273743047,-0.3444,5.587200000000016,1.0240370881531988,-24.967599999999997,0.4090909090909091,-13.754,14.7164,COMBINED,5.0,0.25,-0.25,202
537,232,305,0.43202979515828677,0.012955679702048445,-0.2944,6.9572000000000145,1.0278664754748421,-23.170399999999983,0.45454545454545453,-14.604,15.5264,COMBINED,5.0,0.25,-0.5,110
537,241,296,0.44878957169459965,0.020069273743016786,-0.2244,10.777200000000015,1.0424061471049306,-17.833599999999993,0.5,-13.563999999999998,13.3864,COMBINED,5.0,0.25,-0.75,61
537,203,334,0.3780260707635009,0.011484543761638755,-0.2944,6.167200000000012,1.0274978196857854,-24.818799999999985,0.4090909090909091,-11.854,14.0564,COMBINED,5.0,0.5,0.0,209
537,213,324,0.39664804469273746,0.014538547486033544,-0.3444,7.807200000000013,1.0331212698692835,-24.024799999999992,0.4090909090909091,-14.453999999999999,15.8064,COMBINED,5.0,0.5,-0.25,175
537,232,305,0.43202979515828677,0.012955679702048445,-0.2944,6.9572000000000145,1.0278664754748421,-23.170399999999983,0.45454545454545453,-14.604,15.5264,COMBINED,5.0,0.5,-0.5,110
537,241,296,0.44878957169459965,0.020069273743016786,-0.2244,10.777200000000015,1.0424061471049306,-17.833599999999993,0.5,-13.563999999999998,13.3864,COMBINED,5.0,0.5,-0.75,61
537,227,310,0.4227188081936685,0.016791806331471155,-0.24439999999999998,9.01720000000001,1.0374058341353338,-21.328799999999987,0.4090909090909091,-12.244,13.176400000000001,COMBINED,5.0,0.75,0.0,122
537,231,306,0.4301675977653631,0.017834636871508405,-0.2944,9.577200000000014,1.0387919302156785,-22.20479999999999,0.45454545454545453,-13.994,14.426400000000001,COMBINED,5.0,0.75,-0.25,109
537,236,301,0.43947858472998136,0.01505996275605217,-0.2443999999999999,8.087200000000015,1.0320127430287813,-22.08039999999999,0.5,-15.274,14.7364,COMBINED,5.0,0.75,-0.5,88
537,241,296,0.44878957169459965,0.020069273743016786,-0.2244,10.777200000000015,1.0424061471049306,-17.833599999999993,0.5,-13.563999999999998,13.3864,COMBINED,5.0,0.75,-0.75,61
537,244,293,0.4543761638733706,0.030572067039106168,-0.2043999999999999,16.417200000000012,1.0658243561183791,-17.833599999999993,0.5,-13.563999999999998,15.1864,COMBINED,5.0,1.0,0.0,61
537,244,293,0.4543761638733706,0.030572067039106168,-0.2043999999999999,16.417200000000012,1.0658243561183791,-17.833599999999993,0.5,-13.563999999999998,15.1864,COMBINED,5.0,1.0,-0.25,61
537,244,293,0.4543761638733706,0.02837467411545626,-0.2043999999999999,15.237200000000012,1.0608054936126539,-17.833599999999993,0.5,-13.563999999999998,15.1864,COMBINED,5.0,1.0,-0.5,59
537,244,293,0.4543761638733706,0.02444543761638736,-0.2043999999999999,13.127200000000013,1.0519479286044437,-17.833599999999993,0.5,-13.563999999999998,14.3064,COMBINED,5.0,1.0,-0.75,53
537,195,342,0.36312849162011174,0.010721042830540062,-0.25439999999999996,5.757200000000013,1.025901271759102,-21.58639999999999,0.4090909090909091,-12.395999999999999,11.7864,COMBINED,8.0,0.25,0.0,267
537,218,319,0.4059590316573557,0.011689385474860358,-0.3444,6.277200000000012,1.0258583188879589,-21.14679999999999,0.5454545454545454,-14.106,11.8564,COMBINED,8.0,0.25,-0.25,202
537,235,302,0.4376163873370577,0.010534823091247697,-0.2443999999999999,5.657200000000014,1.0222156947136607,-21.120399999999986,0.45454545454545453,-12.724,14.926400000000001,COMBINED,8.0,0.25,-0.5,137
537,243,294,0.45251396648044695,0.003886778398510262,-0.2143999999999999,2.087200000000011,1.007965390697987,-22.161999999999985,0.4090909090909091,-13.703999999999999,13.4364,COMBINED,8.0,0.25,-0.75,80
537,209,328,0.3891992551210428,0.02280670391061455,-0.2443999999999999,12.247200000000014,1.0541520459561944,-17.73639999999999,0.5,-11.606,12.2664,COMBINED,8.0,0.5,0.0,233
537,223,314,0.41527001862197394,0.01828156424581008,-0.3344,9.817200000000014,1.0406069450235276,-20.411999999999985,0.5454545454545454,-13.315999999999999,13.2964,COMBINED,8.0,0.5,-0.25,190
537,235,302,0.4376163873370577,0.010534823091247697,-0.2443999999999999,5.657200000000014,1.0222156947136607,-21.120399999999986,0.45454545454545453,-12.724,14.926400000000001,COMBINED,8.0,0.5,-0.5,137
537,243,294,0.45251396648044695,0.003886778398510262,-0.2143999999999999,2.087200000000011,1.007965390697987,-22.161999999999985,0.4090909090909091,-13.703999999999999,13.4364,COMBINED,8.0,0.5,-0.75,80
537,229,308,0.4264432029795158,0.027071135940409715,-0.2244,14.537200000000016,1.0608466937222918,-22.676399999999994,0.5,-14.606,14.8864,COMBINED,8.0,0.75,0.0,166
537,234,303,0.43575418994413406,0.018914711359404122,-0.2944,10.157200000000014,1.041123399348646,-24.651999999999987,0.5,-15.316,13.2964,COMBINED,8.0,0.75,-0.25,148
537,240,297,0.44692737430167595,0.014985474860335225,-0.2244,8.047200000000016,1.0317247556540967,-22.191999999999986,0.45454545454545453,-12.736,14.926400000000001,COMBINED,8.0,0.75,-0.5,121
537,243,294,0.45251396648044695,0.003886778398510262,-0.2143999999999999,2.087200000000011,1.007965390697987,-22.161999999999985,0.4090909090909091,-13.703999999999999,13.4364,COMBINED,8.0,0.75,-0.75,80
537,243,294,0.45251396648044695,0.02919404096834267,-0.1843999999999999,15.677200000000015,1.0631016456048779,-20.951999999999988,0.5,-13.574,16.276400000000002,COMBINED,8.0,1.0,0.0,95
537,243,294,0.45251396648044695,0.021242458100558692,-0.2143999999999999,11.407200000000017,1.0451388449216823,-21.811999999999987,0.5,-13.574,14.6864,COMBINED,8.0,1.0,-0.25,90
537,243,294,0.45251396648044695,0.011931471135940433,-0.2143999999999999,6.407200000000013,1.0248617069491097,-21.811999999999987,0.4090909090909091,-13.574,14.166400000000001,COMBINED,8.0,1.0,-0.5,82
537,243,294,0.45251396648044695,0.000702420856610816,-0.2143999999999999,0.3772000000000082,1.0014301768839131,-22.881999999999984,0.4090909090909091,-13.904,13.166400000000001,COMBINED,8.0,1.0,-0.75,67
537,200,337,0.37243947858473,0.0038122905027933147,-0.25439999999999996,2.04720000000001,1.0087895555761643,-21.042000000000005,0.36363636363636365,-12.264,10.636400000000002,COMBINED,10.0,0.25,0.0,277
537,222,315,0.4134078212290503,0.0033839851024208807,-0.3344,1.817200000000013,1.007392220513697,-19.092000000000002,0.4090909090909091,-11.834,12.376400000000002,COMBINED,10.0,0.25,-0.25,223
537,238,299,0.44320297951582865,-0.0054986964618249316,-0.2443999999999999,-2.9527999999999883,0.9888592755359834,-22.461999999999996,0.45454545454545453,-15.123999999999999,12.076400000000001,COMBINED,10.0,0.25,-0.5,146
