rule_type,decision_bar,threshold_a,threshold_b,triggered_trades,trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,positive_window_pct,worst_window_R,best_window_R,longest_losing_streak
RECOVERY_CONFIRMATION,6.0,0.25,1.0,187,195,0.010256410256410256,-0.014642051282051281,-2.8552,0.5443635899399976,-3.5164,0.05,-1.0444,1.7056,1
RECOVERY_CONFIRMATION,6.0,0.5,0.5,183,195,0.020512820512820513,-0.005091282051282049,-0.9927999999999995,0.8664729933290296,-4.302,0.1,-1.0444,3.0312,1
RECOVERY_CONFIRMATION,6.0,0.5,0.75,183,195,0.020512820512820513,-0.005091282051282049,-0.9927999999999995,0.8664729933290296,-4.302,0.1,-1.0444,3.0312,1
RECOVERY_CONFIRMATION,6.0,0.5,1.0,187,195,0.010256410256410256,-0.014642051282051281,-2.8552,0.5443635899399976,-3.5164,0.05,-1.0444,1.7056,1
RECOVERY_CONFIRMATION,8.0,0.0,0.5,174,195,0.041025641025641026,-0.0072943589743589745,-1.4224,0.8908130680422502,-5.6708,0.25,-3.5164,3.0312,2
RECOVERY_CONFIRMATION,8.0,0.0,0.75,177,195,0.041025641025641026,0.005952820512820513,1.1608,1.1111451551129836,-4.1776,0.25,-2.472,3.0312,2
RECOVERY_CONFIRMATION,8.0,0.0,1.0,183,195,0.02564102564102564,0.004293333333333334,0.8372000000000002,1.1145155112983536,-3.1332,0.15,-1.4276,3.0312,2
RECOVERY_CONFIRMATION,8.0,0.25,0.5,176,195,0.041025641025641026,0.003417435897435899,0.6664000000000003,1.060922986908506,-5.6708,0.25,-2.472,3.4112,2
RECOVERY_CONFIRMATION,8.0,0.25,0.75,179,195,0.041025641025641026,0.016664615384615385,3.2496,1.3889314438912295,-4.132,0.25,-1.4276,3.4112,2
RECOVERY_CONFIRMATION,8.0,0.25,1.0,183,195,0.02564102564102564,0.004293333333333334,0.8372000000000002,1.1145155112983536,-3.1332,0.15,-1.4276,3.0312,2
RECOVERY_CONFIRMATION,8.0,0.5,0.5,179,195,0.035897435897435895,0.003638974358974359,0.7096,1.0772177243840866,-4.9664,0.2,-1.8788,3.4112,2
RECOVERY_CONFIRMATION,8.0,0.5,0.75,180,195,0.035897435897435895,0.00791794871794872,1.5440000000000005,1.1847950976637305,-4.132,0.2,-1.4276,3.4112,2
RECOVERY_CONFIRMATION,8.0,0.5,1.0,183,195,0.02564102564102564,0.004293333333333334,0.8372000000000002,1.1145155112983536,-3.1332,0.15,-1.4276,3.0312,2
RECOVERY_CONFIRMATION,10.0,0.0,0.5,171,195,0.06666666666666667,0.03484307692307693,6.7944,1.6211511738462665,-3.1331999999999987,0.4,-1.8788,4.0268,2
RECOVERY_CONFIRMATION,10.0,0.0,0.75,176,195,0.06153846153846154,0.04546871794871795,8.8664,2.2127810909886745,-3.1331999999999987,0.35,-1.4276,4.0268,2
RECOVERY_CONFIRMATION,10.0,0.0,1.0,184,195,0.03076923076923077,0.023751794871794876,4.631600000000001,1.886939869781693,-2.0887999999999995,0.2,-1.0444,3.0312,2
RECOVERY_CONFIRMATION,10.0,0.25,0.5,178,195,0.05641025641025641,0.041308717948717946,8.0552,2.285458955700243,-2.088799999999999,0.4,-1.0444,4.0268,2
RECOVERY_CONFIRMATION,10.0,0.25,0.75,179,195,0.05128205128205128,0.03333128205128205,6.4996,2.03721434954679,-2.088799999999999,0.35,-1.0444,4.0268,2
RECOVERY_CONFIRMATION,10.0,0.25,1.0,184,195,0.03076923076923077,0.023751794871794876,4.631600000000001,1.886939869781693,-2.0887999999999995,0.2,-1.0444,3.0312,2
RECOVERY_CONFIRMATION,10.0,0.5,0.5,181,195,0.046153846153846156,0.03768410256410256,7.3484,2.4072003063960175,-2.088799999999999,0.3,-1.0444,4.0268,2
RECOVERY_CONFIRMATION,10.0,0.5,0.75,182,195,0.041025641025641026,0.029706666666666666,5.7928,2.1093067790118734,-2.088799999999999,0.25,-1.0444,4.0268,2
RECOVERY_CONFIRMATION,10.0,0.5,1.0,185,195,0.03076923076923077,0.02910769230769231,5.676,2.3586748372271162,-2.088799999999999,0.2,-1.0444,3.0312,2
