entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,early_1_MAE_R,early_1_MFE_R,early_1_close_R,early_1_adverse_points,early_1_favorable_points,early_2_MAE_R,early_2_MFE_R,early_2_close_R,early_2_adverse_points,early_2_favorable_points,early_3_MAE_R,early_3_MFE_R,early_3_close_R,early_3_adverse_points,early_3_favorable_points,early_5_MAE_R,early_5_MFE_R,early_5_close_R,early_5_adverse_points,early_5_favorable_points,early_8_MAE_R,early_8_MFE_R,early_8_close_R,early_8_adverse_points,early_8_favorable_points,early_10_MAE_R,early_10_MFE_R,early_10_close_R,early_10_adverse_points,early_10_favorable_points,early_15_MAE_R,early_15_MFE_R,early_15_close_R,early_15_adverse_points,early_15_favorable_points,original_net_R,early_exit_triggered,early_exit_reason
2021-05-18 16:39:00-04:00,2021-05-18 16:59:00-04:00,2021-05-17,0.7518491139723474,0.5913479601120772,25.0,1.75,20,-4.5,-5.609999999999999,-0.2244,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.14,0.02,-0.05,3.5,0.5,0.27,0.02,-0.27,6.75,0.5,0.31,0.02,-0.23,7.75,0.5,0.42,0.02,-0.39,10.5,0.5,0.43,0.02,-0.12,10.75,0.5,0.43,0.02,-0.17,10.75,0.5,0.43,0.02,-0.18,10.75,0.5,-0.2244,False,BENCHMARK
2021-05-21 12:10:00-04:00,2021-05-21 12:30:00-04:00,2021-05-20,0.9902775836802492,0.5517633159664854,25.0,1.75,20,-21.0,-22.11,-0.8844,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.08,0.19,0.13,2.0,4.75,0.19,0.22,-0.15,4.75,5.5,0.27,0.22,-0.13,6.75,5.5,0.32,0.22,-0.1,8.0,5.5,0.32,0.22,0.16,8.0,5.5,0.32,0.22,-0.25,8.0,5.5,0.49,0.22,-0.36,12.25,5.5,-0.8844,False,BENCHMARK
2021-05-21 15:51:00-04:00,2021-05-21 16:11:00-04:00,2021-05-20,0.76625,0.4075294564976303,25.0,1.75,20,1.0,-0.1099999999999998,-0.0043999999999999,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.52,0.0,-0.39,13.0,0.0,0.62,0.0,-0.61,15.5,0.0,0.63,0.39,0.18,15.75,9.75,0.63,0.59,0.52,15.75,14.75,0.63,0.59,0.05,15.75,14.75,0.63,0.59,-0.05,15.75,14.75,0.63,0.59,0.12,15.75,14.75,-0.0043999999999999,False,BENCHMARK
2021-05-25 11:18:00-04:00,2021-05-25 11:38:00-04:00,2021-05-24,0.8256225004154417,0.5725039494113227,25.0,1.75,20,22.0,20.89,0.8356,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.13,0.22,-0.04,3.25,5.5,0.26,0.22,-0.17,6.5,5.5,0.61,0.22,-0.44,15.25,5.5,0.61,0.22,-0.23,15.25,5.5,0.68,0.31,0.23,17.0,7.75,0.68,0.57,0.48,17.0,14.25,0.68,1.28,1.24,17.0,32.0,0.8356,False,BENCHMARK
2021-05-26 10:02:00-04:00,2021-05-26 10:21:00-04:00,2021-05-25,0.8686741538892716,0.5436245863868657,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,19,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.38,0.08,-0.33,9.5,2.0,0.38,0.08,-0.07,9.5,2.0,0.41,0.08,-0.09,10.25,2.0,0.5,0.08,-0.35,12.5,2.0,0.74,0.08,-0.36,18.5,2.0,0.74,0.09,-0.21,18.5,2.25,0.78,0.11,-0.74,19.5,2.75,-1.0444,False,BENCHMARK
2021-06-01 09:54:00-04:00,2021-06-01 10:14:00-04:00,2021-05-31,0.7704389032504194,0.4707743562120053,25.0,1.75,20,43.75,42.64,1.7056,target,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.02,0.42,0.29,0.5,10.5,0.02,0.42,0.14,0.5,10.5,0.14,0.42,-0.08,3.5,10.5,0.37,0.42,-0.29,9.25,10.5,0.63,0.42,0.17,15.75,10.5,0.63,0.62,0.61,15.75,15.5,0.63,0.91,0.26,15.75,22.75,1.7056,False,BENCHMARK
2021-06-08 10:56:00-04:00,2021-06-08 11:16:00-04:00,2021-06-07,0.7711276290374045,0.5563079680787981,25.0,1.75,20,14.75,13.64,0.5456,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.02,0.18,0.1,0.5,4.5,0.02,0.35,0.11,0.5,8.75,0.1,0.35,-0.09,2.5,8.75,0.63,0.35,-0.62,15.75,8.75,0.7,0.59,0.38,17.5,14.75,0.7,0.59,0.21,17.5,14.75,0.72,0.59,-0.41,18.0,14.75,0.5456,False,BENCHMARK
2021-06-10 10:38:00-04:00,2021-06-10 10:46:00-04:00,2021-06-09,0.7698588641440891,0.4744634911438128,25.0,1.75,20,43.75,42.64,1.7056,target,8,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.02,0.44,0.36,-0.5,11.0,-0.02,0.44,0.2,-0.5,11.0,-0.02,0.44,0.3,-0.5,11.0,-0.02,0.73,0.61,-0.5,18.25,-0.02,2.01,2.0,-0.5,50.25,-0.02,2.21,1.91,-0.5,55.25,-0.02,3.02,2.45,-0.5,75.5,1.7056,False,BENCHMARK
2021-06-11 10:45:00-04:00,2021-06-11 11:05:00-04:00,2021-06-10,0.9311900056933436,0.4140522091807404,25.0,1.75,20,1.25,0.1400000000000001,0.0056,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.05,0.21,0.03,1.25,5.25,0.05,0.38,0.03,1.25,9.5,0.11,0.38,-0.1,2.75,9.5,0.2,0.38,0.13,5.0,9.5,0.57,0.38,-0.55,14.25,9.5,0.59,0.38,-0.44,14.75,9.5,0.59,0.38,0.0,14.75,9.5,0.0056,False,BENCHMARK
2021-06-15 10:23:00-04:00,2021-06-15 10:43:00-04:00,2021-06-14,1.0,0.5509032722400518,25.0,1.75,20,17.75,16.64,0.6656,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.23,0.19,-0.16,5.75,4.75,0.33,0.31,0.28,8.25,7.75,0.33,0.48,0.14,8.25,12.0,0.33,0.48,0.3,8.25,12.0,0.33,0.55,0.18,8.25,13.75,0.33,0.55,-0.04,8.25,13.75,0.33,0.55,0.32,8.25,13.75,0.6656,False,BENCHMARK
2021-06-16 12:21:00-04:00,2021-06-16 12:41:00-04:00,2021-06-15,1.0,0.4063570811021234,25.0,1.75,20,-10.5,-11.61,-0.4644,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.14,0.02,-0.13,3.5,0.5,0.16,0.02,-0.14,4.0,0.5,0.16,0.29,0.29,4.0,7.25,0.16,0.64,0.41,4.0,16.0,0.16,0.64,-0.05,4.0,16.0,0.49,0.64,-0.48,12.25,16.0,0.63,0.64,-0.41,15.75,16.0,-0.4644,False,BENCHMARK
2021-06-17 12:07:00-04:00,2021-06-17 12:20:00-04:00,2021-06-16,0.9389952153110048,0.4930178029051372,25.0,1.75,20,43.75,42.64,1.7056,target,13,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.08,0.13,-0.02,2.0,3.25,0.08,0.41,0.15,2.0,10.25,0.08,0.45,0.39,2.0,11.25,0.08,0.5,0.13,2.0,12.5,0.15,0.5,0.34,3.75,12.5,0.15,0.89,0.89,3.75,22.25,0.15,2.23,1.66,3.75,55.75,1.7056,False,BENCHMARK
2021-06-18 14:51:00-04:00,2021-06-18 15:11:00-04:00,2021-06-17,0.8771345250637859,0.4735446023203074,25.0,1.75,20,11.5,10.39,0.4156,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.05,0.23,0.08,1.25,5.75,0.12,0.32,0.3,3.0,8.0,0.12,0.38,0.35,3.0,9.5,0.12,0.47,0.3,3.0,11.75,0.12,0.65,0.39,3.0,16.25,0.12,0.82,0.17,3.0,20.5,0.26,1.04,0.94,6.5,26.0,0.4156,False,BENCHMARK
2021-06-24 13:45:00-04:00,2021-06-24 14:05:00-04:00,2021-06-23,0.9227742602417492,0.4011198674627352,25.0,1.75,20,-20.5,-21.61,-0.8644,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.33,0.03,-0.23,8.25,0.75,0.33,0.03,-0.22,8.25,0.75,0.33,0.09,0.05,8.25,2.25,0.33,0.49,0.44,8.25,12.25,0.33,0.49,-0.17,8.25,12.25,0.46,0.49,-0.44,11.5,12.25,0.74,0.49,-0.69,18.5,12.25,-0.8644,False,BENCHMARK
2021-07-01 10:17:00-04:00,2021-07-01 10:37:00-04:00,2021-06-30,0.9453079968836298,0.4278310149873935,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.14,0.18,0.07,3.5,4.5,0.14,0.36,0.32,3.5,9.0,0.14,0.67,0.51,3.5,16.75,0.14,0.67,0.03,3.5,16.75,0.22,0.67,-0.11,5.5,16.75,0.22,0.67,0.08,5.5,16.75,0.49,0.67,-0.22,12.25,16.75,-1.0444,False,BENCHMARK
2021-07-01 11:11:00-04:00,2021-07-01 11:31:00-04:00,2021-06-30,1.0,0.4306555796468388,25.0,1.75,20,-7.25,-8.36,-0.3344,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.27,0.15,-0.25,6.75,3.75,0.3,0.15,-0.12,7.5,3.75,0.44,0.15,-0.34,11.0,3.75,0.61,0.15,-0.51,15.25,3.75,0.64,0.16,-0.05,16.0,4.0,0.64,0.28,0.04,16.0,7.0,0.64,0.73,0.29,16.0,18.25,-0.3344,False,BENCHMARK
2021-07-06 12:02:00-04:00,2021-07-06 12:15:00-04:00,2021-07-05,0.8168827296287858,0.544027448974511,25.0,1.75,20,43.75,42.64,1.7056,target,13,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.14,0.08,0.04,3.5,2.0,0.14,0.13,0.1,3.5,3.25,0.19,0.13,-0.15,4.75,3.25,0.32,0.57,0.5,8.0,14.25,0.32,1.61,1.33,8.0,40.25,0.32,1.61,1.48,8.0,40.25,0.32,2.13,2.01,8.0,53.25,1.7056,False,BENCHMARK
2021-07-08 14:32:00-04:00,2021-07-08 14:52:00-04:00,2021-07-07,0.8874261971043897,0.4113000692561527,25.0,1.75,20,2.5,1.39,-0.5144,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.36,0.0,-0.32,9.0,0.0,0.68,0.0,-0.65,17.0,0.0,0.68,0.0,-0.56,17.0,0.0,0.75,0.0,-0.52,18.75,0.0,0.75,0.0,-0.47,18.75,0.0,0.75,0.0,-0.71,18.75,0.0,0.84,0.0,-0.32,21.0,0.0,0.0556,True,MAE>=0.75R
2021-07-13 13:23:00-04:00,2021-07-13 13:41:00-04:00,2021-07-12,0.8145973154362416,0.4546462730684097,25.0,1.75,20,43.75,42.64,1.7056,target,18,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.32,0.04,-0.26,8.0,1.0,0.32,0.27,0.07,8.0,6.75,0.32,0.27,0.1,8.0,6.75,0.32,1.11,0.63,8.0,27.75,0.32,1.11,0.78,8.0,27.75,0.32,1.11,0.42,8.0,27.75,0.32,1.58,1.48,8.0,39.5,1.7056,False,BENCHMARK
2021-07-14 11:40:00-04:00,2021-07-14 12:00:00-04:00,2021-07-13,1.0,0.5896776646644245,25.0,1.75,20,21.75,20.64,0.8256,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.15,0.22,0.21,3.75,5.5,0.15,0.47,0.4,3.75,11.75,0.15,0.47,0.34,3.75,11.75,0.37,0.47,-0.25,9.25,11.75,0.37,0.6,0.23,9.25,15.0,0.37,0.6,0.38,9.25,15.0,0.37,1.16,0.99,9.25,29.0,0.8256,False,BENCHMARK
2021-07-15 11:58:00-04:00,2021-07-15 12:18:00-04:00,2021-07-14,0.9064676377381372,0.505773609331927,25.0,1.75,20,15.75,14.64,0.5856,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.28,0.08,-0.23,7.0,2.0,0.28,0.1,0.06,7.0,2.5,0.28,0.53,0.38,7.0,13.25,0.28,0.9,0.33,7.0,22.5,0.28,0.9,0.35,7.0,22.5,0.28,1.11,1.1,7.0,27.75,0.28,1.5,0.81,7.0,37.5,0.5856,False,BENCHMARK
2021-07-15 13:19:00-04:00,2021-07-15 13:39:00-04:00,2021-07-14,0.824087875944383,0.4860469221750959,25.0,1.75,20,27.25,26.14,1.0456,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.28,0.15,-0.08,7.0,3.75,0.37,0.15,-0.21,9.25,3.75,0.37,0.15,-0.18,9.25,3.75,0.54,0.15,-0.34,13.5,3.75,0.68,0.15,-0.48,17.0,3.75,0.68,0.15,-0.25,17.0,3.75,0.68,0.78,0.58,17.0,19.5,1.0456,False,BENCHMARK
2021-07-15 13:54:00-04:00,2021-07-15 14:14:00-04:00,2021-07-14,0.9381058254361276,0.424648853199589,25.0,1.75,20,-14.25,-15.36,-0.6144,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.04,0.44,0.39,1.0,11.0,0.04,0.54,0.44,1.0,13.5,0.04,0.54,0.1,1.0,13.5,0.04,0.54,0.45,1.0,13.5,0.55,0.54,-0.52,13.75,13.5,0.62,0.54,-0.45,15.5,13.5,0.93,0.54,-0.63,23.25,13.5,-0.6144,False,BENCHMARK
2021-07-16 10:11:00-04:00,2021-07-16 10:31:00-04:00,2021-07-15,1.0,0.5717480162412468,25.0,1.75,20,6.5,5.390000000000001,-0.4844,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.11,0.24,0.12,2.75,6.0,0.5,0.24,-0.24,12.5,6.0,0.56,0.24,-0.32,14.0,6.0,0.56,0.24,-0.11,14.0,6.0,0.77,0.24,-0.44,19.25,6.0,0.77,0.46,0.43,19.25,11.5,0.77,1.56,0.69,19.25,39.0,0.2156,True,MAE>=0.75R
2021-07-16 11:14:00-04:00,2021-07-16 11:34:00-04:00,2021-07-15,1.0,0.5880662143138435,25.0,1.75,20,-12.5,-13.61,-0.6844,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.27,0.02,-0.06,6.75,0.5,0.27,0.14,0.06,6.75,3.5,0.27,0.19,0.13,6.75,4.75,0.71,0.19,-0.46,17.75,4.75,0.8,0.19,-0.64,20.0,4.75,0.8,0.19,-0.2,20.0,4.75,0.8,0.3,0.29,20.0,7.5,-0.5444,True,MAE>=0.75R
2021-07-19 12:01:00-04:00,2021-07-19 12:21:00-04:00,2021-07-18,0.8963212513730298,0.4933527673038534,25.0,1.75,20,19.5,18.39,0.7356,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.02,0.26,0.18,0.5,6.5,0.02,0.65,0.41,0.5,16.25,0.02,0.71,0.7,0.5,17.75,0.02,0.91,0.51,0.5,22.75,0.02,1.05,0.99,0.5,26.25,0.02,1.1,0.82,0.5,27.5,0.12,1.1,-0.03,3.0,27.5,0.7356,False,BENCHMARK
2021-07-22 12:09:00-04:00,2021-07-22 12:29:00-04:00,2021-07-21,0.8217430792930238,0.4237028051005119,25.0,1.75,20,-13.5,-14.61,-0.5844,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.15,0.05,-0.09,3.75,1.25,0.26,0.05,-0.16,6.5,1.25,0.29,0.08,0.07,7.25,2.0,0.31,0.08,-0.18,7.75,2.0,0.56,0.08,-0.54,14.0,2.0,0.56,0.08,0.03,14.0,2.0,0.56,0.51,0.33,14.0,12.75,-0.5844,False,BENCHMARK
2021-07-27 09:43:00-04:00,2021-07-27 10:03:00-04:00,2021-07-26,1.0,0.4136583996849524,25.0,1.75,20,25.25,24.14,0.9656,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.17,0.51,0.4,4.25,12.75,0.27,0.51,-0.11,6.75,12.75,0.43,0.51,-0.08,10.75,12.75,0.43,0.51,0.02,10.75,12.75,0.43,0.51,-0.1,10.75,12.75,0.43,0.51,-0.06,10.75,12.75,0.43,0.93,0.88,10.75,23.25,0.9656,False,BENCHMARK
2021-07-27 13:13:00-04:00,2021-07-27 13:33:00-04:00,2021-07-26,1.0,0.5397951285312717,25.0,1.75,20,11.25,10.14,0.4056,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.14,0.23,0.06,3.5,5.75,0.29,0.23,-0.2,7.25,5.75,0.6,0.23,-0.45,15.0,5.75,0.6,0.62,0.52,15.0,15.5,0.6,1.21,1.18,15.0,30.25,0.6,1.21,0.98,15.0,30.25,0.6,1.21,0.67,15.0,30.25,0.4056,False,BENCHMARK
2021-07-28 11:47:00-04:00,2021-07-28 12:06:00-04:00,2021-07-27,0.9477436676386792,0.5278224145501292,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,19,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.18,0.25,0.03,4.5,6.25,0.18,0.25,-0.12,4.5,6.25,0.33,0.25,-0.08,8.25,6.25,0.33,0.25,0.06,8.25,6.25,0.33,0.3,-0.24,8.25,7.5,0.61,0.3,-0.49,15.25,7.5,0.95,0.3,-0.45,23.75,7.5,-1.0444,False,BENCHMARK
2021-07-28 16:05:00-04:00,2021-07-28 16:25:00-04:00,2021-07-27,1.0,0.4143328550283135,25.0,1.75,20,10.0,8.89,0.3556,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.25,0.06,-0.12,6.25,1.5,0.25,0.09,0.07,6.25,2.25,0.25,0.15,0.11,6.25,3.75,0.25,0.27,-0.03,6.25,6.75,0.45,0.27,-0.36,11.25,6.75,0.49,0.27,-0.28,12.25,6.75,0.49,0.3,0.21,12.25,7.5,0.3556,False,BENCHMARK
2021-07-30 10:33:00-04:00,2021-07-30 10:41:00-04:00,2021-07-29,1.0,0.4926647323227065,25.0,1.75,20,-25.0,-26.11,-0.9944,stop,8,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.18,0.11,-0.18,4.5,2.75,0.45,0.11,-0.44,11.25,2.75,0.9,0.11,-0.72,22.5,2.75,0.9,0.11,-0.19,22.5,2.75,1.07,0.11,-0.95,26.75,2.75,1.28,0.11,-0.99,32.0,2.75,1.36,0.11,-0.82,34.0,2.75,-1.0444,True,MAE>=0.75R
2021-08-02 12:07:00-04:00,2021-08-02 12:23:00-04:00,2021-08-01,1.0,0.4605760482348734,25.0,1.75,20,-25.0,-26.11,-0.6344,stop,16,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.04,0.19,0.08,1.0,4.75,0.04,0.25,0.22,1.0,6.25,0.16,0.31,-0.06,4.0,7.75,0.42,0.31,-0.4,10.5,7.75,0.75,0.31,-0.59,18.75,7.75,0.8,0.31,-0.72,20.0,7.75,0.87,0.31,-0.52,21.75,7.75,-1.0444,True,MAE>=0.75R
2021-09-22 09:36:00-04:00,2021-09-22 09:51:00-04:00,2021-09-21,0.750463411585552,0.4675149525038114,25.0,1.75,20,-25.0,-26.11,0.03560000000000001,stop,15,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00,0.55,0.05,-0.32,13.75,1.25,0.81,0.05,-0.29,20.25,1.25,0.81,0.05,-0.19,20.25,1.25,0.81,0.05,-0.37,20.25,1.25,0.81,0.36,0.08,20.25,9.0,0.81,0.36,-0.21,20.25,9.0,1.17,0.36,-0.99,29.25,9.0,-1.0444,True,MAE>=0.75R
2021-11-08 10:42:00-05:00,2021-11-08 10:46:00-05:00,2021-11-07,0.7595911694432955,0.5843040225601049,25.0,1.75,20,-25.0,-26.11,-1.3144,stop,4,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00,0.44,-0.01,-0.34,11.0,-0.25,0.53,-0.01,-0.45,13.25,-0.25,0.78,-0.01,-0.77,19.5,-0.25,1.54,-0.01,-1.21,38.5,-0.25,1.57,-0.01,-1.27,39.25,-0.25,1.57,-0.01,-1.36,39.25,-0.25,1.68,-0.01,-1.46,42.0,-0.25,-1.0444,True,MAE>=0.75R
2021-11-08 12:04:00-05:00,2021-11-08 12:24:00-05:00,2021-11-07,1.0,0.4082013884523157,25.0,1.75,20,-9.25,-10.36,-0.4144,timeout,20,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00,0.23,0.01,0.0,5.75,0.25,0.25,0.12,0.05,6.25,3.0,0.25,0.12,-0.14,6.25,3.0,0.47,0.12,-0.32,11.75,3.0,0.61,0.12,-0.21,15.25,3.0,0.61,0.12,-0.13,15.25,3.0,0.71,0.23,-0.69,17.75,5.75,-0.4144,False,BENCHMARK
