stop_R,trades,triggered_trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,positive_window_pct,worst_window_R,best_window_R,longest_losing_streak,benchmark_R,delta_R,delta_win_rate,delta_max_drawdown_R
0.6,95,95,0.0,-0.6,-57.0,0.0,-57.00000000000009,0.0,-11.4,-0.6,95,-67.49,10.489999999999995,-0.21052631578947367,12.049999999999876
1.0,95,66,0.12631578947368421,-0.6591578947368422,-62.620000000000005,0.1447691887462442,-64.22,0.1,-12.52,0.09,24,-67.49,4.86999999999999,-0.08421052631578946,4.82999999999997
0.95,95,70,0.11578947368421053,-0.6618947368421054,-62.88000000000002,0.12944759795098987,-64.53000000000007,0.1,-14.319999999999999,0.09,24,-67.49,4.609999999999978,-0.09473684210526315,4.5199999999998965
0.9,95,74,0.10526315789473684,-0.663578947368421,-63.04,0.10859728506787325,-64.73999999999992,0.1,-13.57,0.09,24,-67.49,4.449999999999996,-0.10526315789473684,4.310000000000045
0.85,95,79,0.07368421052631578,-0.6733684210526315,-63.96999999999999,0.09017209500782251,-65.15000000000006,0.1,-14.219999999999999,0.09,39,-67.49,3.520000000000003,-0.13684210526315788,3.899999999999906
0.7,95,95,0.0,-0.7000000000000003,-66.50000000000003,0.0,-66.50000000000011,0.0,-13.299999999999999,-0.7,95,-67.49,0.9899999999999665,-0.21052631578947367,2.549999999999855
0.8,95,89,0.042105263157894736,-0.7293684210526313,-69.28999999999998,0.02955182072829132,-69.28999999999988,0.1,-13.8,0.09,46,-67.49,-1.799999999999983,-0.16842105263157894,-0.23999999999990962
0.75,95,95,0.0,-0.75,-71.25,0.0,-71.25,0.0,-14.25,-0.75,95,-67.49,-3.760000000000005,-0.21052631578947367,-2.2000000000000313
