mae_threshold,recovery_level,deadline,trades,wins,losses,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,benchmark_total_R,benchmark_mean_R,benchmark_win_rate,benchmark_max_drawdown_R,delta_R,delta_mean_R,delta_win_rate,delta_DD,mae_triggered,recovery_exits,deadline_exits,recovery_exit_pct,_score
0.65,-0.1,6,95,20,75,0.21052631578947367,-0.5812631578947368,-55.22,0.07083964327780583,-54.669999999999995,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,12.269999999999996,0.12915789473684203,0.0,14.379999999999974,95,33,62,0.3473684210526316,18.44815789473683
0.7,0.3,5,95,19,76,0.2,-0.5810526315789474,-55.2,0.12241653418124007,-55.14,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,12.289999999999992,0.12936842105263147,-0.010526315789473661,13.909999999999968,95,13,82,0.1368421052631579,18.354868421052615
0.8,0.1,4,95,21,74,0.22105263157894736,-0.5813684210526315,-55.23,0.1109143593045718,-55.44,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,12.259999999999998,0.1290526315789473,0.01052631578947369,13.609999999999971,89,13,76,0.14606741573033707,18.243552631578936
0.7,0.1,4,95,20,75,0.21052631578947367,-0.5816842105263156,-55.259999999999984,0.09141729694179548,-55.44999999999997,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,12.230000000000011,0.12873684210526326,0.0,13.600000000000001,95,16,79,0.16842105263157894,18.204736842105277
0.8,0.3,5,95,23,72,0.24210526315789474,-0.5829473684210528,-55.38000000000001,0.14891655140617793,-55.72999999999999,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,12.109999999999985,0.12747368421052607,0.03157894736842107,13.319999999999979,89,12,77,0.1348314606741573,17.989473684210502
0.7,0.2,4,95,18,77,0.18947368421052632,-0.5851578947368419,-55.58999999999998,0.09077526987242396,-55.779999999999966,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,11.900000000000013,0.12526315789473697,-0.02105263157894735,13.270000000000003,95,14,81,0.14736842105263157,17.722763157894754
0.75,0.1,4,95,20,75,0.21052631578947367,-0.5854736842105261,-55.61999999999998,0.09073075036782736,-55.829999999999984,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,11.870000000000012,0.1249473684210527,0.0,13.219999999999985,95,16,79,0.16842105263157894,17.67394736842106
0.65,0.3,4,95,16,79,0.16842105263157894,-0.5864210526315788,-55.709999999999994,0.10534767946041433,-55.90999999999998,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,11.780000000000001,0.124,-0.04210526315789473,13.139999999999986,95,11,84,0.11578947368421053,17.544999999999998
0.7,-0.1,5,95,18,77,0.18947368421052632,-0.5881052631578948,-55.870000000000005,0.06540649046503848,-55.449999999999996,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,11.61999999999999,0.12231578947368404,-0.02105263157894735,13.599999999999973,95,31,64,0.3263157894736842,17.466315789473665
0.8,0.0,4,95,22,73,0.23157894736842105,-0.5876842105263157,-55.82999999999999,0.09219512195121951,-55.67999999999999,-67.49,-0.7104210526315788,0.21052631578947367,-69.04999999999997,11.660000000000004,0.12273684210526314,0.02105263157894738,13.369999999999976,89,19,70,0.21348314606741572,17.45723684210526
