scenario,delta_R,delta_mean_R,delta_win_rate,delta_max_DD_R
THRESHOLD_EXIT,-2.2732000000000028,-0.022731999999999974,-0.11000000000000001,-2.5175999999998027
SAME_BAR_CLOSE,1.0967999999999734,0.010967999999999756,-0.11000000000000001,1.162400000000062
NEXT_BAR_OPEN,-2.2732000000000028,-0.022731999999999974,-0.11000000000000001,-2.5175999999998027
NEXT_BAR_CLOSE,5.826799999999977,0.058267999999999764,-0.04000000000000001,6.12240000000007
