sample,mae_threshold,decision_bar,window,trades,triggered_trades,benchmark_R,strategy_R,delta_R,benchmark_WR,strategy_WR
DEVELOPMENT,0.9,4,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.9,4,3,14,4,-6.59,-8.44,-1.8499999999999996,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.9,4,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.9,4,5,7,4,-14.000000000000002,-4.15,9.850000000000001,0.0,0.0
DEVELOPMENT,0.9,4,6,17,3,-11.78,-12.719999999999999,-0.9399999999999995,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.9,4,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.9,4,9,19,4,-11.989999999999998,-12.29,-0.3000000000000007,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.9,4,10,12,6,-7.510000000000001,-8.16,-0.6499999999999995,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.9,4,11,15,3,-12.880000000000003,-10.700000000000001,2.1800000000000015,0.13333333333333333,0.13333333333333333
HOLDOUT,0.9,4,12,19,10,-17.270000000000003,-13.14,4.130000000000003,0.2631578947368421,0.15789473684210525
HOLDOUT,0.9,4,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.9,4,14,20,9,-6.62,-8.65,-2.0300000000000002,0.3,0.25
HOLDOUT,0.9,4,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.9,4,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.9,4,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.9,4,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.9,4,20,33,15,-26.269999999999996,-23.79,2.479999999999997,0.2727272727272727,0.18181818181818182
HOLDOUT,0.9,4,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.9,4,22,10,7,-11.400000000000002,-7.21,4.190000000000002,0.1,0.1
DEVELOPMENT,0.9,5,1,8,2,-0.3800000000000001,-0.09000000000000008,0.29000000000000004,0.5,0.5
DEVELOPMENT,0.9,5,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.9,5,3,14,5,-6.59,-10.499999999999998,-3.9099999999999984,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.9,5,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.9,5,5,7,5,-14.000000000000002,-3.55,10.450000000000003,0.0,0.0
DEVELOPMENT,0.9,5,6,17,4,-11.78,-12.969999999999999,-1.1899999999999995,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.9,5,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.9,5,9,19,6,-11.989999999999998,-9.77,2.219999999999999,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.9,5,10,12,7,-7.510000000000001,-7.93,-0.41999999999999904,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.9,5,11,15,4,-12.880000000000003,-10.74,2.1400000000000023,0.13333333333333333,0.13333333333333333
HOLDOUT,0.9,5,12,19,12,-17.270000000000003,-12.83,4.440000000000003,0.2631578947368421,0.15789473684210525
HOLDOUT,0.9,5,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.9,5,14,20,12,-6.62,-10.43,-3.8099999999999996,0.3,0.15
HOLDOUT,0.9,5,15,3,2,-3.53,-3.18,0.34999999999999964,0.0,0.0
HOLDOUT,0.9,5,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.9,5,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.9,5,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.9,5,20,33,19,-26.269999999999996,-21.509999999999998,4.759999999999998,0.2727272727272727,0.15151515151515152
HOLDOUT,0.9,5,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.9,5,22,10,7,-11.400000000000002,-7.21,4.190000000000002,0.1,0.1
DEVELOPMENT,0.9,6,1,8,2,-0.3800000000000001,-0.09000000000000008,0.29000000000000004,0.5,0.5
DEVELOPMENT,0.9,6,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.9,6,3,14,7,-6.59,-9.61,-3.0199999999999996,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.9,6,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.9,6,5,7,5,-14.000000000000002,-3.55,10.450000000000003,0.0,0.0
DEVELOPMENT,0.9,6,6,17,5,-11.78,-14.259999999999998,-2.4799999999999986,0.23529411764705882,0.11764705882352941
DEVELOPMENT,0.9,6,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.9,6,9,19,8,-11.989999999999998,-11.18,0.8099999999999987,0.10526315789473684,0.05263157894736842
DEVELOPMENT,0.9,6,10,12,8,-7.510000000000001,-7.58,-0.0699999999999994,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.9,6,11,15,5,-12.880000000000003,-11.33,1.5500000000000025,0.13333333333333333,0.13333333333333333
HOLDOUT,0.9,6,12,19,13,-17.270000000000003,-10.93,6.340000000000003,0.2631578947368421,0.15789473684210525
HOLDOUT,0.9,6,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.9,6,14,20,14,-6.62,-10.970000000000002,-4.350000000000002,0.3,0.15
HOLDOUT,0.9,6,15,3,2,-3.53,-3.18,0.34999999999999964,0.0,0.0
HOLDOUT,0.9,6,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.9,6,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.9,6,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.9,6,20,33,25,-26.269999999999996,-25.759999999999998,0.509999999999998,0.2727272727272727,0.06060606060606061
HOLDOUT,0.9,6,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.9,6,22,10,8,-11.400000000000002,-8.97,2.4300000000000015,0.1,0.0
DEVELOPMENT,0.9,8,1,8,2,-0.3800000000000001,-0.09000000000000008,0.29000000000000004,0.5,0.5
DEVELOPMENT,0.9,8,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.9,8,3,14,10,-6.59,-9.290000000000001,-2.700000000000001,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.9,8,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.9,8,5,7,6,-14.000000000000002,-3.99,10.010000000000002,0.0,0.0
DEVELOPMENT,0.9,8,6,17,9,-11.78,-14.889999999999999,-3.1099999999999994,0.23529411764705882,0.11764705882352941
DEVELOPMENT,0.9,8,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.9,8,9,19,13,-11.989999999999998,-10.030000000000001,1.9599999999999973,0.10526315789473684,0.05263157894736842
DEVELOPMENT,0.9,8,10,12,8,-7.510000000000001,-7.58,-0.0699999999999994,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.9,8,11,15,8,-12.880000000000003,-11.05,1.8300000000000018,0.13333333333333333,0.13333333333333333
HOLDOUT,0.9,8,12,19,13,-17.270000000000003,-10.93,6.340000000000003,0.2631578947368421,0.15789473684210525
HOLDOUT,0.9,8,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.9,8,14,20,17,-6.62,-12.52,-5.8999999999999995,0.3,0.1
HOLDOUT,0.9,8,15,3,3,-3.53,-2.64,0.8899999999999997,0.0,0.0
HOLDOUT,0.9,8,16,2,2,1.15,-1.39,-2.54,0.5,0.0
HOLDOUT,0.9,8,18,9,5,-6.6899999999999995,-6.9399999999999995,-0.25,0.2222222222222222,0.0
HOLDOUT,0.9,8,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.9,8,20,33,29,-26.269999999999996,-23.16,3.109999999999996,0.2727272727272727,0.06060606060606061
HOLDOUT,0.9,8,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.9,8,22,10,9,-11.400000000000002,-9.8,1.6000000000000014,0.1,0.0
DEVELOPMENT,0.95,2,1,8,1,-0.3800000000000001,-0.10000000000000009,0.28,0.5,0.5
DEVELOPMENT,0.95,2,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.95,2,3,14,3,-6.59,-8.65,-2.0600000000000005,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.95,2,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.95,2,5,7,2,-14.000000000000002,-6.0,8.000000000000002,0.0,0.0
DEVELOPMENT,0.95,2,6,17,0,-11.78,-11.78,0.0,0.23529411764705882,0.23529411764705882
DEVELOPMENT,0.95,2,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.95,2,9,19,0,-11.989999999999998,-11.989999999999998,0.0,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.95,2,10,12,1,-7.510000000000001,-9.1,-1.589999999999999,0.3333333333333333,0.25
DEVELOPMENT,0.95,2,11,15,1,-12.880000000000003,-11.260000000000002,1.620000000000001,0.13333333333333333,0.13333333333333333
HOLDOUT,0.95,2,12,19,3,-17.270000000000003,-13.19,4.080000000000004,0.2631578947368421,0.2631578947368421
HOLDOUT,0.95,2,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,0.95,2,14,20,3,-6.62,-8.100000000000001,-1.4800000000000013,0.3,0.3
HOLDOUT,0.95,2,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.95,2,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.95,2,18,9,1,-6.6899999999999995,-7.989999999999999,-1.2999999999999998,0.2222222222222222,0.1111111111111111
HOLDOUT,0.95,2,19,2,1,-0.41999999999999993,-3.97,-3.5500000000000003,0.5,0.0
HOLDOUT,0.95,2,20,33,6,-26.269999999999996,-29.119999999999997,-2.8500000000000014,0.2727272727272727,0.21212121212121213
HOLDOUT,0.95,2,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.95,2,22,10,3,-11.400000000000002,-10.03,1.3700000000000028,0.1,0.1
DEVELOPMENT,0.95,3,1,8,1,-0.3800000000000001,-0.10000000000000009,0.28,0.5,0.5
DEVELOPMENT,0.95,3,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.95,3,3,14,3,-6.59,-8.65,-2.0600000000000005,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.95,3,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.95,3,5,7,3,-14.000000000000002,-4.3100000000000005,9.690000000000001,0.0,0.0
DEVELOPMENT,0.95,3,6,17,1,-11.78,-13.239999999999998,-1.459999999999999,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.95,3,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.95,3,9,19,0,-11.989999999999998,-11.989999999999998,0.0,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.95,3,10,12,3,-7.510000000000001,-9.91,-2.3999999999999995,0.3333333333333333,0.25
DEVELOPMENT,0.95,3,11,15,2,-12.880000000000003,-10.690000000000001,2.1900000000000013,0.13333333333333333,0.13333333333333333
HOLDOUT,0.95,3,12,19,6,-17.270000000000003,-13.2,4.070000000000004,0.2631578947368421,0.21052631578947367
HOLDOUT,0.95,3,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,0.95,3,14,20,4,-6.62,-10.6,-3.9799999999999995,0.3,0.25
HOLDOUT,0.95,3,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.95,3,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.95,3,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.95,3,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.95,3,20,33,12,-26.269999999999996,-29.529999999999998,-3.2600000000000016,0.2727272727272727,0.18181818181818182
HOLDOUT,0.95,3,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.95,3,22,10,4,-11.400000000000002,-8.57,2.830000000000002,0.1,0.1
DEVELOPMENT,0.95,4,1,8,1,-0.3800000000000001,-0.10000000000000009,0.28,0.5,0.5
DEVELOPMENT,0.95,4,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.95,4,3,14,4,-6.59,-8.44,-1.8499999999999996,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.95,4,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.95,4,5,7,4,-14.000000000000002,-4.4,9.600000000000001,0.0,0.0
DEVELOPMENT,0.95,4,6,17,2,-11.78,-12.43,-0.6500000000000004,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.95,4,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.95,4,9,19,2,-11.989999999999998,-12.59,-0.6000000000000014,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.95,4,10,12,6,-7.510000000000001,-8.16,-0.6499999999999995,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.95,4,11,15,3,-12.880000000000003,-10.700000000000001,2.1800000000000015,0.13333333333333333,0.13333333333333333
HOLDOUT,0.95,4,12,19,9,-17.270000000000003,-11.610000000000001,5.660000000000002,0.2631578947368421,0.21052631578947367
HOLDOUT,0.95,4,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.95,4,14,20,7,-6.62,-10.23,-3.6100000000000003,0.3,0.25
HOLDOUT,0.95,4,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.95,4,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.95,4,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.95,4,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.95,4,20,33,13,-26.269999999999996,-28.5,-2.230000000000004,0.2727272727272727,0.18181818181818182
HOLDOUT,0.95,4,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.95,4,22,10,6,-11.400000000000002,-7.81,3.5900000000000025,0.1,0.1
DEVELOPMENT,0.95,5,1,8,1,-0.3800000000000001,-0.10000000000000009,0.28,0.5,0.5
DEVELOPMENT,0.95,5,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.95,5,3,14,5,-6.59,-10.499999999999998,-3.9099999999999984,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.95,5,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.95,5,5,7,5,-14.000000000000002,-3.8,10.200000000000003,0.0,0.0
DEVELOPMENT,0.95,5,6,17,4,-11.78,-13.11,-1.33,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.95,5,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.95,5,9,19,4,-11.989999999999998,-10.07,1.9199999999999982,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.95,5,10,12,7,-7.510000000000001,-7.93,-0.41999999999999904,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.95,5,11,15,4,-12.880000000000003,-10.74,2.1400000000000023,0.13333333333333333,0.13333333333333333
HOLDOUT,0.95,5,12,19,10,-17.270000000000003,-11.96,5.310000000000002,0.2631578947368421,0.21052631578947367
HOLDOUT,0.95,5,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.95,5,14,20,10,-6.62,-11.75,-5.13,0.3,0.2
HOLDOUT,0.95,5,15,3,2,-3.53,-3.18,0.34999999999999964,0.0,0.0
HOLDOUT,0.95,5,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.95,5,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.95,5,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.95,5,20,33,16,-26.269999999999996,-26.65,-0.38000000000000256,0.2727272727272727,0.15151515151515152
HOLDOUT,0.95,5,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.95,5,22,10,7,-11.400000000000002,-7.53,3.870000000000002,0.1,0.1
DEVELOPMENT,0.95,6,1,8,1,-0.3800000000000001,-0.10000000000000009,0.28,0.5,0.5
DEVELOPMENT,0.95,6,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.95,6,3,14,7,-6.59,-9.61,-3.0199999999999996,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.95,6,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.95,6,5,7,5,-14.000000000000002,-3.8,10.200000000000003,0.0,0.0
DEVELOPMENT,0.95,6,6,17,5,-11.78,-14.399999999999999,-2.619999999999999,0.23529411764705882,0.11764705882352941
DEVELOPMENT,0.95,6,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.95,6,9,19,6,-11.989999999999998,-9.290000000000001,2.6999999999999975,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.95,6,10,12,8,-7.510000000000001,-7.58,-0.0699999999999994,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.95,6,11,15,4,-12.880000000000003,-10.74,2.1400000000000023,0.13333333333333333,0.13333333333333333
HOLDOUT,0.95,6,12,19,11,-17.270000000000003,-11.14,6.130000000000003,0.2631578947368421,0.21052631578947367
HOLDOUT,0.95,6,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.95,6,14,20,13,-6.62,-11.04,-4.419999999999999,0.3,0.2
HOLDOUT,0.95,6,15,3,2,-3.53,-3.18,0.34999999999999964,0.0,0.0
HOLDOUT,0.95,6,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.95,6,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.95,6,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.95,6,20,33,21,-26.269999999999996,-29.27,-3.0000000000000036,0.2727272727272727,0.09090909090909091
HOLDOUT,0.95,6,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.95,6,22,10,8,-11.400000000000002,-9.290000000000001,2.110000000000001,0.1,0.0
DEVELOPMENT,0.95,8,1,8,2,-0.3800000000000001,-0.32000000000000006,0.06000000000000005,0.5,0.5
DEVELOPMENT,0.95,8,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.95,8,3,14,8,-6.59,-9.040000000000001,-2.450000000000001,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.95,8,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.95,8,5,7,6,-14.000000000000002,-4.24,9.760000000000002,0.0,0.0
DEVELOPMENT,0.95,8,6,17,8,-11.78,-15.6,-3.8200000000000003,0.23529411764705882,0.11764705882352941
DEVELOPMENT,0.95,8,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.95,8,9,19,9,-11.989999999999998,-9.200000000000001,2.7899999999999974,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.95,8,10,12,8,-7.510000000000001,-7.58,-0.0699999999999994,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.95,8,11,15,7,-12.880000000000003,-10.39,2.490000000000002,0.13333333333333333,0.13333333333333333
HOLDOUT,0.95,8,12,19,12,-17.270000000000003,-9.51,7.760000000000003,0.2631578947368421,0.21052631578947367
HOLDOUT,0.95,8,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.95,8,14,20,15,-6.62,-12.469999999999999,-5.849999999999999,0.3,0.15
HOLDOUT,0.95,8,15,3,3,-3.53,-2.64,0.8899999999999997,0.0,0.0
HOLDOUT,0.95,8,16,2,1,1.15,-1.46,-2.61,0.5,0.0
HOLDOUT,0.95,8,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.95,8,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.95,8,20,33,25,-26.269999999999996,-26.669999999999998,-0.40000000000000213,0.2727272727272727,0.09090909090909091
HOLDOUT,0.95,8,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.95,8,22,10,9,-11.400000000000002,-10.120000000000001,1.2800000000000011,0.1,0.0
DEVELOPMENT,1.0,2,1,8,0,-0.3800000000000001,-0.3800000000000001,0.0,0.5,0.5
DEVELOPMENT,1.0,2,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,1.0,2,3,14,2,-6.59,-6.82,-0.23000000000000043,0.21428571428571427,0.21428571428571427
DEVELOPMENT,1.0,2,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,1.0,2,5,7,2,-14.000000000000002,-6.0,8.000000000000002,0.0,0.0
DEVELOPMENT,1.0,2,6,17,0,-11.78,-11.78,0.0,0.23529411764705882,0.23529411764705882
DEVELOPMENT,1.0,2,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,1.0,2,9,19,0,-11.989999999999998,-11.989999999999998,0.0,0.10526315789473684,0.10526315789473684
DEVELOPMENT,1.0,2,10,12,1,-7.510000000000001,-9.1,-1.589999999999999,0.3333333333333333,0.25
DEVELOPMENT,1.0,2,11,15,1,-12.880000000000003,-11.260000000000002,1.620000000000001,0.13333333333333333,0.13333333333333333
HOLDOUT,1.0,2,12,19,2,-17.270000000000003,-13.67,3.600000000000003,0.2631578947368421,0.2631578947368421
HOLDOUT,1.0,2,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,1.0,2,14,20,3,-6.62,-8.150000000000002,-1.530000000000002,0.3,0.3
HOLDOUT,1.0,2,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,1.0,2,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,1.0,2,18,9,1,-6.6899999999999995,-7.989999999999999,-1.2999999999999998,0.2222222222222222,0.1111111111111111
HOLDOUT,1.0,2,19,2,0,-0.41999999999999993,-0.41999999999999993,0.0,0.5,0.5
HOLDOUT,1.0,2,20,33,3,-26.269999999999996,-26.619999999999997,-0.3500000000000014,0.2727272727272727,0.24242424242424243
HOLDOUT,1.0,2,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,1.0,2,22,10,1,-11.400000000000002,-10.760000000000002,0.6400000000000006,0.1,0.1
DEVELOPMENT,1.0,3,1,8,0,-0.3800000000000001,-0.3800000000000001,0.0,0.5,0.5
DEVELOPMENT,1.0,3,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,1.0,3,3,14,2,-6.59,-6.82,-0.23000000000000043,0.21428571428571427,0.21428571428571427
DEVELOPMENT,1.0,3,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,1.0,3,5,7,3,-14.000000000000002,-4.3100000000000005,9.690000000000001,0.0,0.0
DEVELOPMENT,1.0,3,6,17,0,-11.78,-11.78,0.0,0.23529411764705882,0.23529411764705882
DEVELOPMENT,1.0,3,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,1.0,3,9,19,0,-11.989999999999998,-11.989999999999998,0.0,0.10526315789473684,0.10526315789473684
DEVELOPMENT,1.0,3,10,12,3,-7.510000000000001,-9.91,-2.3999999999999995,0.3333333333333333,0.25
DEVELOPMENT,1.0,3,11,15,2,-12.880000000000003,-10.690000000000001,2.1900000000000013,0.13333333333333333,0.13333333333333333
HOLDOUT,1.0,3,12,19,4,-17.270000000000003,-12.069999999999999,5.200000000000005,0.2631578947368421,0.2631578947368421
HOLDOUT,1.0,3,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,1.0,3,14,20,4,-6.62,-10.65,-4.03,0.3,0.25
HOLDOUT,1.0,3,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,1.0,3,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,1.0,3,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,1.0,3,19,2,1,-0.41999999999999993,2.24,2.66,0.5,0.5
HOLDOUT,1.0,3,20,33,8,-26.269999999999996,-27.78,-1.5100000000000051,0.2727272727272727,0.21212121212121213
HOLDOUT,1.0,3,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,1.0,3,22,10,3,-11.400000000000002,-9.24,2.160000000000002,0.1,0.1
DEVELOPMENT,1.0,4,1,8,0,-0.3800000000000001,-0.3800000000000001,0.0,0.5,0.5
DEVELOPMENT,1.0,4,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,1.0,4,3,14,4,-6.59,-9.379999999999999,-2.789999999999999,0.21428571428571427,0.14285714285714285
DEVELOPMENT,1.0,4,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,1.0,4,5,7,4,-14.000000000000002,-4.4,9.600000000000001,0.0,0.0
DEVELOPMENT,1.0,4,6,17,1,-11.78,-10.969999999999999,0.8100000000000005,0.23529411764705882,0.23529411764705882
DEVELOPMENT,1.0,4,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,1.0,4,9,19,2,-11.989999999999998,-12.59,-0.6000000000000014,0.10526315789473684,0.10526315789473684
DEVELOPMENT,1.0,4,10,12,6,-7.510000000000001,-8.16,-0.6499999999999995,0.3333333333333333,0.16666666666666666
DEVELOPMENT,1.0,4,11,15,2,-12.880000000000003,-10.690000000000001,2.1900000000000013,0.13333333333333333,0.13333333333333333
HOLDOUT,1.0,4,12,19,8,-17.270000000000003,-10.07,7.200000000000003,0.2631578947368421,0.2631578947368421
HOLDOUT,1.0,4,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,1.0,4,14,20,7,-6.62,-10.280000000000001,-3.660000000000001,0.3,0.25
HOLDOUT,1.0,4,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,1.0,4,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,1.0,4,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,1.0,4,19,2,1,-0.41999999999999993,2.24,2.66,0.5,0.5
HOLDOUT,1.0,4,20,33,10,-26.269999999999996,-26.21,0.05999999999999517,0.2727272727272727,0.21212121212121213
HOLDOUT,1.0,4,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,1.0,4,22,10,4,-11.400000000000002,-8.420000000000002,2.9800000000000004,0.1,0.1
DEVELOPMENT,1.0,5,1,8,0,-0.3800000000000001,-0.3800000000000001,0.0,0.5,0.5
DEVELOPMENT,1.0,5,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,1.0,5,3,14,5,-6.59,-11.439999999999998,-4.849999999999998,0.21428571428571427,0.07142857142857142
DEVELOPMENT,1.0,5,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,1.0,5,5,7,5,-14.000000000000002,-3.8,10.200000000000003,0.0,0.0
DEVELOPMENT,1.0,5,6,17,3,-11.78,-11.649999999999999,0.13000000000000078,0.23529411764705882,0.23529411764705882
