sample,mae_threshold,decision_bar,window,trades,triggered_trades,benchmark_R,strategy_R,delta_R,benchmark_WR,strategy_WR
HOLDOUT,0.8,2,20,33,11,-26.269999999999996,-30.21,-3.940000000000005,0.2727272727272727,0.18181818181818182
HOLDOUT,0.8,2,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.8,2,22,10,3,-11.400000000000002,-10.22,1.1800000000000015,0.1,0.1
DEVELOPMENT,0.8,3,1,8,3,-0.3800000000000001,-2.8099999999999996,-2.4299999999999997,0.5,0.375
DEVELOPMENT,0.8,3,2,1,1,-1.7,-0.29,1.41,0.0,0.0
DEVELOPMENT,0.8,3,3,14,4,-6.59,-9.59,-3.0,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.8,3,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.8,3,5,7,4,-14.000000000000002,-4.61,9.39,0.0,0.0
DEVELOPMENT,0.8,3,6,17,3,-11.78,-12.78,-1.0,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.8,3,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.8,3,9,19,3,-11.989999999999998,-11.919999999999998,0.07000000000000028,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.8,3,10,12,7,-7.510000000000001,-5.97,1.540000000000001,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.8,3,11,15,3,-12.880000000000003,-10.620000000000001,2.2600000000000016,0.13333333333333333,0.13333333333333333
HOLDOUT,0.8,3,12,19,8,-17.270000000000003,-14.01,3.2600000000000033,0.2631578947368421,0.15789473684210525
HOLDOUT,0.8,3,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,0.8,3,14,20,9,-6.62,-8.930000000000001,-2.3100000000000014,0.3,0.25
HOLDOUT,0.8,3,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.8,3,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.8,3,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.8,3,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.8,3,20,33,16,-26.269999999999996,-27.740000000000002,-1.470000000000006,0.2727272727272727,0.15151515151515152
HOLDOUT,0.8,3,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.8,3,22,10,5,-11.400000000000002,-8.240000000000002,3.16,0.1,0.1
DEVELOPMENT,0.8,4,1,8,3,-0.3800000000000001,-2.8099999999999996,-2.4299999999999997,0.5,0.375
DEVELOPMENT,0.8,4,2,1,1,-1.7,-0.29,1.41,0.0,0.0
DEVELOPMENT,0.8,4,3,14,6,-6.59,-10.93,-4.34,0.21428571428571427,0.07142857142857142
DEVELOPMENT,0.8,4,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.8,4,5,7,4,-14.000000000000002,-4.61,9.39,0.0,0.0
DEVELOPMENT,0.8,4,6,17,7,-11.78,-10.02,1.7599999999999998,0.23529411764705882,0.11764705882352941
DEVELOPMENT,0.8,4,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.8,4,9,19,7,-11.989999999999998,-9.37,2.619999999999999,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.8,4,10,12,7,-7.510000000000001,-5.97,1.540000000000001,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.8,4,11,15,5,-12.880000000000003,-9.719999999999999,3.1600000000000037,0.13333333333333333,0.13333333333333333
HOLDOUT,0.8,4,12,19,12,-17.270000000000003,-14.430000000000001,2.8400000000000016,0.2631578947368421,0.10526315789473684
HOLDOUT,0.8,4,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.8,4,14,20,11,-6.62,-9.13,-2.5100000000000007,0.3,0.2
HOLDOUT,0.8,4,15,3,1,-3.53,-3.67,-0.14000000000000012,0.0,0.0
HOLDOUT,0.8,4,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.8,4,18,9,4,-6.6899999999999995,-8.209999999999999,-1.5199999999999996,0.2222222222222222,0.0
HOLDOUT,0.8,4,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.8,4,20,33,20,-26.269999999999996,-27.25,-0.980000000000004,0.2727272727272727,0.12121212121212122
HOLDOUT,0.8,4,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.8,4,22,10,7,-11.400000000000002,-7.4799999999999995,3.9200000000000026,0.1,0.1
DEVELOPMENT,0.8,5,1,8,4,-0.3800000000000001,-3.77,-3.3899999999999997,0.5,0.25
DEVELOPMENT,0.8,5,2,1,1,-1.7,-0.29,1.41,0.0,0.0
DEVELOPMENT,0.8,5,3,14,7,-6.59,-11.29,-4.699999999999999,0.21428571428571427,0.07142857142857142
DEVELOPMENT,0.8,5,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.8,5,5,7,5,-14.000000000000002,-4.01,9.990000000000002,0.0,0.0
DEVELOPMENT,0.8,5,6,17,7,-11.78,-10.02,1.7599999999999998,0.23529411764705882,0.11764705882352941
DEVELOPMENT,0.8,5,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.8,5,9,19,10,-11.989999999999998,-9.629999999999999,2.3599999999999994,0.10526315789473684,0.05263157894736842
DEVELOPMENT,0.8,5,10,12,8,-7.510000000000001,-5.94,1.5700000000000003,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.8,5,11,15,7,-12.880000000000003,-11.08,1.8000000000000025,0.13333333333333333,0.06666666666666667
HOLDOUT,0.8,5,12,19,16,-17.270000000000003,-14.76,2.5100000000000033,0.2631578947368421,0.05263157894736842
HOLDOUT,0.8,5,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.8,5,14,20,15,-6.62,-9.299999999999997,-2.679999999999997,0.3,0.15
HOLDOUT,0.8,5,15,3,2,-3.53,-3.16,0.36999999999999966,0.0,0.0
HOLDOUT,0.8,5,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.8,5,18,9,4,-6.6899999999999995,-8.209999999999999,-1.5199999999999996,0.2222222222222222,0.0
HOLDOUT,0.8,5,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.8,5,20,33,23,-26.269999999999996,-24.090000000000003,2.1799999999999926,0.2727272727272727,0.12121212121212122
HOLDOUT,0.8,5,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.8,5,22,10,7,-11.400000000000002,-7.4799999999999995,3.9200000000000026,0.1,0.1
DEVELOPMENT,0.8,6,1,8,4,-0.3800000000000001,-3.77,-3.3899999999999997,0.5,0.25
DEVELOPMENT,0.8,6,2,1,1,-1.7,-0.29,1.41,0.0,0.0
DEVELOPMENT,0.8,6,3,14,8,-6.59,-9.83,-3.24,0.21428571428571427,0.07142857142857142
DEVELOPMENT,0.8,6,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.8,6,5,7,5,-14.000000000000002,-4.01,9.990000000000002,0.0,0.0
DEVELOPMENT,0.8,6,6,17,9,-11.78,-10.48,1.299999999999999,0.23529411764705882,0.058823529411764705
DEVELOPMENT,0.8,6,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.8,6,9,19,10,-11.989999999999998,-9.629999999999999,2.3599999999999994,0.10526315789473684,0.05263157894736842
DEVELOPMENT,0.8,6,10,12,9,-7.510000000000001,-5.59,1.9200000000000008,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.8,6,11,15,10,-12.880000000000003,-12.250000000000002,0.6300000000000008,0.13333333333333333,0.06666666666666667
HOLDOUT,0.8,6,12,19,17,-17.270000000000003,-12.860000000000001,4.410000000000002,0.2631578947368421,0.05263157894736842
HOLDOUT,0.8,6,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.8,6,14,20,17,-6.62,-9.5,-2.88,0.3,0.15
HOLDOUT,0.8,6,15,3,2,-3.53,-3.16,0.36999999999999966,0.0,0.0
HOLDOUT,0.8,6,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.8,6,18,9,6,-6.6899999999999995,-5.8500000000000005,0.839999999999999,0.2222222222222222,0.0
HOLDOUT,0.8,6,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.8,6,20,33,29,-26.269999999999996,-21.96,4.309999999999995,0.2727272727272727,0.06060606060606061
HOLDOUT,0.8,6,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.8,6,22,10,8,-11.400000000000002,-9.24,2.160000000000002,0.1,0.0
DEVELOPMENT,0.8,8,1,8,5,-0.3800000000000001,-3.91,-3.5300000000000002,0.5,0.25
DEVELOPMENT,0.8,8,2,1,1,-1.7,-0.29,1.41,0.0,0.0
DEVELOPMENT,0.8,8,3,14,13,-6.59,-10.94,-4.35,0.21428571428571427,0.0
DEVELOPMENT,0.8,8,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.8,8,5,7,6,-14.000000000000002,-4.45,9.55,0.0,0.0
DEVELOPMENT,0.8,8,6,17,17,-11.78,-12.37,-0.5899999999999999,0.23529411764705882,0.0
DEVELOPMENT,0.8,8,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.8,8,9,19,16,-11.989999999999998,-11.93,0.05999999999999872,0.10526315789473684,0.0
DEVELOPMENT,0.8,8,10,12,10,-7.510000000000001,-5.79,1.7200000000000006,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.8,8,11,15,12,-12.880000000000003,-11.49,1.3900000000000023,0.13333333333333333,0.06666666666666667
HOLDOUT,0.8,8,12,19,18,-17.270000000000003,-12.620000000000001,4.650000000000002,0.2631578947368421,0.05263157894736842
HOLDOUT,0.8,8,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.8,8,14,20,19,-6.62,-12.2,-5.579999999999999,0.3,0.05
HOLDOUT,0.8,8,15,3,3,-3.53,-2.62,0.9099999999999997,0.0,0.0
HOLDOUT,0.8,8,16,2,2,1.15,-1.39,-2.54,0.5,0.0
HOLDOUT,0.8,8,18,9,8,-6.6899999999999995,-5.81,0.8799999999999999,0.2222222222222222,0.0
HOLDOUT,0.8,8,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.8,8,20,33,31,-26.269999999999996,-20.160000000000004,6.109999999999992,0.2727272727272727,0.06060606060606061
HOLDOUT,0.8,8,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.8,8,22,10,9,-11.400000000000002,-10.07,1.3300000000000018,0.1,0.0
DEVELOPMENT,0.85,2,1,8,1,-0.3800000000000001,-0.10000000000000009,0.28,0.5,0.5
DEVELOPMENT,0.85,2,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.85,2,3,14,3,-6.59,-8.65,-2.0600000000000005,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.85,2,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.85,2,5,7,3,-14.000000000000002,-4.86,9.14,0.0,0.0
DEVELOPMENT,0.85,2,6,17,0,-11.78,-11.78,0.0,0.23529411764705882,0.23529411764705882
DEVELOPMENT,0.85,2,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.85,2,9,19,0,-11.989999999999998,-11.989999999999998,0.0,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.85,2,10,12,2,-7.510000000000001,-9.75,-2.2399999999999993,0.3333333333333333,0.25
DEVELOPMENT,0.85,2,11,15,2,-12.880000000000003,-11.440000000000001,1.4400000000000013,0.13333333333333333,0.13333333333333333
HOLDOUT,0.85,2,12,19,5,-17.270000000000003,-13.870000000000001,3.400000000000002,0.2631578947368421,0.21052631578947367
HOLDOUT,0.85,2,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,0.85,2,14,20,5,-6.62,-9.06,-2.4400000000000004,0.3,0.25
HOLDOUT,0.85,2,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.85,2,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.85,2,18,9,1,-6.6899999999999995,-7.989999999999999,-1.2999999999999998,0.2222222222222222,0.1111111111111111
HOLDOUT,0.85,2,19,2,1,-0.41999999999999993,-3.97,-3.5500000000000003,0.5,0.0
HOLDOUT,0.85,2,20,33,10,-26.269999999999996,-30.009999999999998,-3.740000000000002,0.2727272727272727,0.18181818181818182
HOLDOUT,0.85,2,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.85,2,22,10,3,-11.400000000000002,-10.22,1.1800000000000015,0.1,0.1
DEVELOPMENT,0.85,3,1,8,2,-0.3800000000000001,-0.09000000000000008,0.29000000000000004,0.5,0.5
DEVELOPMENT,0.85,3,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.85,3,3,14,3,-6.59,-8.65,-2.0600000000000005,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.85,3,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.85,3,5,7,4,-14.000000000000002,-4.7,9.3,0.0,0.0
DEVELOPMENT,0.85,3,6,17,2,-11.78,-13.37,-1.5899999999999999,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.85,3,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.85,3,9,19,2,-11.989999999999998,-11.689999999999998,0.3000000000000007,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.85,3,10,12,5,-7.510000000000001,-5.970000000000001,1.54,0.3333333333333333,0.25
DEVELOPMENT,0.85,3,11,15,3,-12.880000000000003,-10.870000000000001,2.0100000000000016,0.13333333333333333,0.13333333333333333
HOLDOUT,0.85,3,12,19,8,-17.270000000000003,-14.34,2.9300000000000033,0.2631578947368421,0.15789473684210525
HOLDOUT,0.85,3,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,0.85,3,14,20,8,-6.62,-8.64,-2.0200000000000005,0.3,0.25
HOLDOUT,0.85,3,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.85,3,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.85,3,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.85,3,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.85,3,20,33,15,-26.269999999999996,-24.79,1.4799999999999969,0.2727272727272727,0.18181818181818182
HOLDOUT,0.85,3,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.85,3,22,10,5,-11.400000000000002,-8.240000000000002,3.16,0.1,0.1
DEVELOPMENT,0.85,4,1,8,2,-0.3800000000000001,-0.09000000000000008,0.29000000000000004,0.5,0.5
DEVELOPMENT,0.85,4,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.85,4,3,14,5,-6.59,-9.989999999999998,-3.3999999999999986,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.85,4,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.85,4,5,7,4,-14.000000000000002,-4.7,9.3,0.0,0.0
DEVELOPMENT,0.85,4,6,17,5,-11.78,-12.069999999999999,-0.28999999999999915,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.85,4,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.85,4,9,19,6,-11.989999999999998,-9.139999999999999,2.8499999999999996,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.85,4,10,12,6,-7.510000000000001,-7.300000000000001,0.20999999999999996,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.85,4,11,15,3,-12.880000000000003,-10.870000000000001,2.0100000000000016,0.13333333333333333,0.13333333333333333
HOLDOUT,0.85,4,12,19,11,-17.270000000000003,-15.23,2.0400000000000027,0.2631578947368421,0.10526315789473684
HOLDOUT,0.85,4,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.85,4,14,20,10,-6.62,-8.07,-1.4500000000000002,0.3,0.25
HOLDOUT,0.85,4,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.85,4,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.85,4,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.85,4,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.85,4,20,33,16,-26.269999999999996,-23.759999999999998,2.509999999999998,0.2727272727272727,0.18181818181818182
HOLDOUT,0.85,4,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.85,4,22,10,7,-11.400000000000002,-7.4799999999999995,3.9200000000000026,0.1,0.1
DEVELOPMENT,0.85,5,1,8,3,-0.3800000000000001,-1.0500000000000003,-0.6700000000000002,0.5,0.375
DEVELOPMENT,0.85,5,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.85,5,3,14,6,-6.59,-10.35,-3.76,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.85,5,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.85,5,5,7,5,-14.000000000000002,-4.1,9.900000000000002,0.0,0.0
DEVELOPMENT,0.85,5,6,17,5,-11.78,-12.069999999999999,-0.28999999999999915,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.85,5,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.85,5,9,19,6,-11.989999999999998,-9.139999999999999,2.8499999999999996,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.85,5,10,12,7,-7.510000000000001,-7.07,0.4400000000000004,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.85,5,11,15,5,-12.880000000000003,-12.23,0.6500000000000021,0.13333333333333333,0.06666666666666667
HOLDOUT,0.85,5,12,19,15,-17.270000000000003,-14.29,2.980000000000004,0.2631578947368421,0.10526315789473684
HOLDOUT,0.85,5,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.85,5,14,20,14,-6.62,-9.64,-3.0200000000000005,0.3,0.15
HOLDOUT,0.85,5,15,3,2,-3.53,-3.18,0.34999999999999964,0.0,0.0
HOLDOUT,0.85,5,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.85,5,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.85,5,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.85,5,20,33,22,-26.269999999999996,-24.46,1.8099999999999952,0.2727272727272727,0.12121212121212122
HOLDOUT,0.85,5,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.85,5,22,10,7,-11.400000000000002,-7.4799999999999995,3.9200000000000026,0.1,0.1
DEVELOPMENT,0.85,6,1,8,3,-0.3800000000000001,-1.0500000000000003,-0.6700000000000002,0.5,0.375
DEVELOPMENT,0.85,6,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.85,6,3,14,7,-6.59,-8.89,-2.3000000000000007,0.21428571428571427,0.14285714285714285
DEVELOPMENT,0.85,6,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.85,6,5,7,5,-14.000000000000002,-4.1,9.900000000000002,0.0,0.0
DEVELOPMENT,0.85,6,6,17,6,-11.78,-13.36,-1.58,0.23529411764705882,0.11764705882352941
DEVELOPMENT,0.85,6,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.85,6,9,19,8,-11.989999999999998,-10.549999999999999,1.4399999999999995,0.10526315789473684,0.05263157894736842
DEVELOPMENT,0.85,6,10,12,8,-7.510000000000001,-6.720000000000001,0.79,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.85,6,11,15,6,-12.880000000000003,-12.82,0.060000000000002274,0.13333333333333333,0.06666666666666667
HOLDOUT,0.85,6,12,19,17,-17.270000000000003,-12.52,4.7500000000000036,0.2631578947368421,0.10526315789473684
HOLDOUT,0.85,6,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.85,6,14,20,16,-6.62,-9.84,-3.2199999999999998,0.3,0.15
HOLDOUT,0.85,6,15,3,2,-3.53,-3.18,0.34999999999999964,0.0,0.0
HOLDOUT,0.85,6,16,2,1,1.15,1.22,0.07000000000000006,0.5,0.5
HOLDOUT,0.85,6,18,9,4,-6.6899999999999995,-6.93,-0.2400000000000002,0.2222222222222222,0.0
HOLDOUT,0.85,6,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.85,6,20,33,28,-26.269999999999996,-22.33,3.9399999999999977,0.2727272727272727,0.06060606060606061
HOLDOUT,0.85,6,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.85,6,22,10,8,-11.400000000000002,-9.24,2.160000000000002,0.1,0.0
DEVELOPMENT,0.85,8,1,8,3,-0.3800000000000001,-1.0500000000000003,-0.6700000000000002,0.5,0.375
DEVELOPMENT,0.85,8,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.85,8,3,14,11,-6.59,-9.73,-3.1400000000000006,0.21428571428571427,0.07142857142857142
DEVELOPMENT,0.85,8,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.85,8,5,7,6,-14.000000000000002,-4.54,9.46,0.0,0.0
DEVELOPMENT,0.85,8,6,17,11,-11.78,-15.049999999999999,-3.2699999999999996,0.23529411764705882,0.058823529411764705
DEVELOPMENT,0.85,8,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.85,8,9,19,13,-11.989999999999998,-9.28,2.709999999999999,0.10526315789473684,0.05263157894736842
DEVELOPMENT,0.85,8,10,12,8,-7.510000000000001,-6.720000000000001,0.79,0.3333333333333333,0.16666666666666666
DEVELOPMENT,0.85,8,11,15,9,-12.880000000000003,-12.540000000000001,0.34000000000000163,0.13333333333333333,0.06666666666666667
HOLDOUT,0.85,8,12,19,17,-17.270000000000003,-12.52,4.7500000000000036,0.2631578947368421,0.10526315789473684
HOLDOUT,0.85,8,13,1,1,1.46,-0.94,-2.4,1.0,0.0
HOLDOUT,0.85,8,14,20,17,-6.62,-11.04,-4.419999999999999,0.3,0.1
HOLDOUT,0.85,8,15,3,3,-3.53,-2.64,0.8899999999999997,0.0,0.0
HOLDOUT,0.85,8,16,2,2,1.15,-1.39,-2.54,0.5,0.0
HOLDOUT,0.85,8,18,9,5,-6.6899999999999995,-7.049999999999999,-0.35999999999999943,0.2222222222222222,0.0
HOLDOUT,0.85,8,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.85,8,20,33,31,-26.269999999999996,-20.64,5.6299999999999955,0.2727272727272727,0.06060606060606061
HOLDOUT,0.85,8,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.85,8,22,10,9,-11.400000000000002,-10.07,1.3300000000000018,0.1,0.0
DEVELOPMENT,0.9,2,1,8,1,-0.3800000000000001,-0.10000000000000009,0.28,0.5,0.5
DEVELOPMENT,0.9,2,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.9,2,3,14,3,-6.59,-8.65,-2.0600000000000005,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.9,2,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.9,2,5,7,2,-14.000000000000002,-6.0,8.000000000000002,0.0,0.0
DEVELOPMENT,0.9,2,6,17,0,-11.78,-11.78,0.0,0.23529411764705882,0.23529411764705882
DEVELOPMENT,0.9,2,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.9,2,9,19,0,-11.989999999999998,-11.989999999999998,0.0,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.9,2,10,12,1,-7.510000000000001,-9.1,-1.589999999999999,0.3333333333333333,0.25
DEVELOPMENT,0.9,2,11,15,1,-12.880000000000003,-11.260000000000002,1.620000000000001,0.13333333333333333,0.13333333333333333
HOLDOUT,0.9,2,12,19,4,-17.270000000000003,-11.6,5.6700000000000035,0.2631578947368421,0.2631578947368421
HOLDOUT,0.9,2,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,0.9,2,14,20,5,-6.62,-9.06,-2.4400000000000004,0.3,0.25
HOLDOUT,0.9,2,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.9,2,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.9,2,18,9,1,-6.6899999999999995,-7.989999999999999,-1.2999999999999998,0.2222222222222222,0.1111111111111111
HOLDOUT,0.9,2,19,2,1,-0.41999999999999993,-3.97,-3.5500000000000003,0.5,0.0
HOLDOUT,0.9,2,20,33,9,-26.269999999999996,-30.04,-3.770000000000003,0.2727272727272727,0.18181818181818182
HOLDOUT,0.9,2,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.9,2,22,10,3,-11.400000000000002,-10.03,1.3700000000000028,0.1,0.1
DEVELOPMENT,0.9,3,1,8,2,-0.3800000000000001,-0.09000000000000008,0.29000000000000004,0.5,0.5
DEVELOPMENT,0.9,3,2,1,0,-1.7,-1.7,0.0,0.0,0.0
DEVELOPMENT,0.9,3,3,14,3,-6.59,-8.65,-2.0600000000000005,0.21428571428571427,0.21428571428571427
DEVELOPMENT,0.9,3,4,1,0,0.09,0.09,0.0,1.0,1.0
DEVELOPMENT,0.9,3,5,7,4,-14.000000000000002,-4.15,9.850000000000001,0.0,0.0
DEVELOPMENT,0.9,3,6,17,1,-11.78,-13.239999999999998,-1.459999999999999,0.23529411764705882,0.17647058823529413
DEVELOPMENT,0.9,3,8,1,0,-0.75,-0.75,0.0,0.0,0.0
DEVELOPMENT,0.9,3,9,19,2,-11.989999999999998,-11.689999999999998,0.3000000000000007,0.10526315789473684,0.10526315789473684
DEVELOPMENT,0.9,3,10,12,3,-7.510000000000001,-9.91,-2.3999999999999995,0.3333333333333333,0.25
DEVELOPMENT,0.9,3,11,15,2,-12.880000000000003,-10.690000000000001,2.1900000000000013,0.13333333333333333,0.13333333333333333
HOLDOUT,0.9,3,12,19,6,-17.270000000000003,-12.86,4.410000000000004,0.2631578947368421,0.21052631578947367
HOLDOUT,0.9,3,13,1,0,1.46,1.46,0.0,1.0,1.0
HOLDOUT,0.9,3,14,20,5,-6.62,-9.06,-2.4400000000000004,0.3,0.25
HOLDOUT,0.9,3,15,3,0,-3.53,-3.53,0.0,0.0,0.0
HOLDOUT,0.9,3,16,2,0,1.15,1.15,0.0,0.5,0.5
HOLDOUT,0.9,3,18,9,3,-6.6899999999999995,-8.36,-1.67,0.2222222222222222,0.0
HOLDOUT,0.9,3,19,2,2,-0.41999999999999993,-1.31,-0.8900000000000001,0.5,0.0
HOLDOUT,0.9,3,20,33,14,-26.269999999999996,-24.82,1.4499999999999957,0.2727272727272727,0.18181818181818182
HOLDOUT,0.9,3,21,1,1,3.94,-0.21,-4.15,1.0,0.0
HOLDOUT,0.9,3,22,10,4,-11.400000000000002,-8.57,2.830000000000002,0.1,0.1
DEVELOPMENT,0.9,4,1,8,2,-0.3800000000000001,-0.09000000000000008,0.29000000000000004,0.5,0.5
