entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,entry_past_return_1,entry_past_return_3,entry_past_return_5,entry_past_return_10,entry_past_return_15,entry_past_return_30,entry_realized_vol_5,entry_realized_vol_15,entry_realized_vol_30,entry_realized_vol_60,entry_vol_ratio_5_30,entry_vol_ratio_5_60,entry_variance_5,entry_variance_30,entry_variance_60,entry_variance_ratio_5_30,entry_variance_ratio_5_60,entry_timestamp_et,minutes_from_rth_open,entry_price,early_1_MFE_R,early_1_MAE_R,early_1_close_R,early_1_range_R,early_1_favorable,early_2_MFE_R,early_2_MAE_R,early_2_close_R,early_2_range_R,early_2_favorable,early_3_MFE_R,early_3_MAE_R,early_3_close_R,early_3_range_R,early_3_favorable,early_5_MFE_R,early_5_MAE_R,early_5_close_R,early_5_range_R,early_5_favorable,early_8_MFE_R,early_8_MAE_R,early_8_close_R,early_8_range_R,early_8_favorable,outcome
2021-05-18 16:39:00-04:00,2021-05-18 16:59:00-04:00,2021-05-17,0.7518491139723474,0.5913479601120772,25.0,1.75,20,-4.5,-5.609999999999999,-0.2244,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,1.896363722623807e-05,-0.0007582507519284,-0.0015159269952481,-0.0027081041842035,-0.0029350244983271,-0.0031240854332293,0.0015413151188759,0.0017360183569546,0.0023644564644094,0.0033657642168338,0.6518686819048196,0.4579391245432576,4.751304591350892e-07,1.863551457362515e-07,1.88806146055317e-07,2.5495966706899607,2.5164989014493417,2021-05-18 16:39:00-04:00,429,13183.25,0.02,0.14,-0.05,0.16,False,0.02,0.27,-0.27,0.29,False,0.02,0.31,-0.23,0.33,False,0.02,0.42,-0.39,0.44,False,0.02,0.43,-0.12,0.45,False,LOSS
2021-05-21 12:10:00-04:00,2021-05-21 12:30:00-04:00,2021-05-20,0.9902775836802492,0.5517633159664854,25.0,1.75,20,-21.0,-22.11,-0.8844,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-3.728282753392973e-05,-0.0015274572673985,-0.0013226899103226,-0.000894404442205,-0.000894404442205,-0.0031640884050945,0.001246203626704,0.0016158048208583,0.0022110108079418,0.0033151581998803,0.5636352487413208,0.3759107564607432,3.106046958420673e-07,1.6295229309452254e-07,1.8317123150389745e-07,1.9061081617421436,1.6957067618746584,2021-05-21 12:10:00-04:00,160,13410.75,0.19,0.08,0.13,0.27,True,0.22,0.19,-0.15,0.41,True,0.22,0.27,-0.13,0.49,False,0.22,0.32,-0.1,0.54,False,0.22,0.32,0.16,0.54,False,LOSS
2021-05-21 15:51:00-04:00,2021-05-21 16:11:00-04:00,2021-05-20,0.76625,0.4075294564976303,25.0,1.75,20,1.0,-0.1099999999999998,-0.0043999999999999,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0002050459962633,0.0004102181672292,0.0001305057098098,-0.0011365437255584,-0.0018439021437648,-0.0029783533120104,0.0011232242613936,0.0014187709435565,0.0017427534112567,0.0023103547494065,0.6445112969732507,0.4861696073653517,2.523265482766573e-07,1.0123964841490027e-07,8.896231780175371e-08,2.4923688715568506,2.836330645509364,2021-05-21 15:51:00-04:00,381,13410.25,0.0,0.52,-0.39,0.52,False,0.0,0.62,-0.61,0.62,False,0.39,0.63,0.18,1.02,False,0.59,0.63,0.52,1.22,False,0.59,0.63,0.05,1.22,False,LOSS
2021-05-25 11:18:00-04:00,2021-05-25 11:38:00-04:00,2021-05-24,0.8256225004154417,0.5725039494113227,25.0,1.75,20,22.0,20.89,0.8356,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-5.4989872712318425e-05,-0.0008977894828783,-0.0017947736627396,-0.0009161033272296,-0.0017764759032999,-0.0027275157174705,0.0011609011179548,0.0017165600440882,0.002288937788853,0.0034803088447673,0.5071789734121818,0.3335626720887935,2.695382811337695e-07,1.7464120670798978e-07,2.0187582758276495e-07,1.5433830664286077,1.3351686745321916,2021-05-25 11:18:00-04:00,108,13638.5,0.22,0.13,-0.04,0.35,True,0.22,0.26,-0.17,0.48,False,0.22,0.61,-0.44,0.83,False,0.22,0.61,-0.23,0.83,False,0.31,0.68,0.23,0.99,False,WIN
2021-05-26 10:02:00-04:00,2021-05-26 10:21:00-04:00,2021-05-25,0.8686741538892716,0.5436245863868657,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,19,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0002744864832641,-0.0008049468072111,-0.001444783030972,-0.0010792124626424,-0.0011157755339446,-0.0029057303497528,0.0007994980394439,0.0012176336014015,0.0021816580831358,0.0026421781064213,0.3664634919761363,0.3025905170816809,1.2783942301493778e-07,1.586543997237343e-07,1.1635175243420456e-07,0.8057729457080623,1.0987322523331085,2021-05-26 10:02:00-04:00,32,13660.0,0.08,0.38,-0.33,0.46,False,0.08,0.38,-0.07,0.46,False,0.08,0.41,-0.09,0.49,False,0.08,0.5,-0.35,0.58,False,0.08,0.74,-0.36,0.82,False,LOSS
2021-06-01 09:54:00-04:00,2021-06-01 10:14:00-04:00,2021-05-31,0.7704389032504194,0.4707743562120053,25.0,1.75,20,43.75,42.64,1.7056,target,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0002551438843094,-0.0006377376927786,-0.0014570889945004,-0.0027121252187867,-0.0026212334798743,-0.0023121397583796,0.0007626972308967,0.0016058796761397,0.0019358424193681,0.0019919645270713,0.3939872498225847,0.382886954326502,1.1634141320352105e-07,1.2491619575417656e-07,6.61320446185085e-08,0.9313557181365828,1.7592290375210988,2021-06-01 09:54:00-04:00,24,13716.0,0.42,0.02,0.29,0.44,True,0.42,0.02,0.14,0.44,True,0.42,0.14,-0.08,0.56,True,0.42,0.37,-0.29,0.79,True,0.42,0.63,0.17,1.05,False,WIN
2021-06-08 10:56:00-04:00,2021-06-08 11:16:00-04:00,2021-06-07,0.7711276290374045,0.5563079680787981,25.0,1.75,20,14.75,13.64,0.5456,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,0.0,-0.0006878699834976,-0.0023512825316499,-0.0020621920804623,-0.0018633939051362,-0.002568045538279,0.0012761827393234,0.0014770246037812,0.0022281790291935,0.0030139392196953,0.572746948338949,0.4234268332234123,3.25728476829424e-07,1.6549272620459916e-07,1.51397160333633e-07,1.968234400989472,2.1514833971232887,2021-06-08 10:56:00-04:00,86,13806.0,0.18,0.02,0.1,0.2,True,0.35,0.02,0.11,0.37,True,0.35,0.1,-0.09,0.45,True,0.35,0.63,-0.62,0.98,False,0.59,0.7,0.38,1.29,False,WIN
2021-06-10 10:38:00-04:00,2021-06-10 10:46:00-04:00,2021-06-09,0.7698588641440891,0.4744634911438128,25.0,1.75,20,43.75,42.64,1.7056,target,8,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,1.7961866957013283e-05,-0.0010950642424893,-0.0013462213605258,-0.0008617904228287,-0.0008617904228289,-0.0023322998067643,0.0009760532740133,0.0013792422250375,0.0019475048754103,0.0031381689573976,0.5011814277526109,0.3110263619530291,1.905359987424305e-07,1.264258413249044e-07,1.6413507341957585e-07,1.5070969411448731,1.1608487739568398,2021-06-10 10:38:00-04:00,68,13918.5,0.44,-0.02,0.36,0.42,True,0.44,-0.02,0.2,0.42,True,0.44,-0.02,0.3,0.42,True,0.73,-0.02,0.61,0.71,True,2.01,-0.02,2.0,1.99,True,WIN
2021-06-11 10:45:00-04:00,2021-06-11 11:05:00-04:00,2021-06-10,0.9311900056933436,0.4140522091807404,25.0,1.75,20,1.25,0.1400000000000001,0.0056,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0003046622305127,-0.0004659164301902,-0.0010748644018679,-0.0014149974150557,-0.0020949165666582,-0.0025241011226023,0.0006844841595913,0.0012064592881874,0.0017622492321048,0.002894256955857,0.3884150704232749,0.2364973704930373,9.370371294630218e-08,1.0351741186847341e-07,1.3961205544211526e-07,0.9051976015915056,0.6711720750014516,2021-06-11 10:45:00-04:00,75,13947.75,0.21,0.05,0.03,0.26,True,0.38,0.05,0.03,0.43,True,0.38,0.11,-0.1,0.49,True,0.38,0.2,0.13,0.58,True,0.38,0.57,-0.55,0.95,False,WIN
2021-06-15 10:23:00-04:00,2021-06-15 10:43:00-04:00,2021-06-14,1.0,0.5509032722400518,25.0,1.75,20,17.75,16.64,0.6656,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0011898315217289,-0.0009590793574034,-0.0006572461623382,-0.0007460300889545,-0.0008880679778,-0.0035298432258978,0.0013410572166793,0.0014545920558848,0.0022080615607764,0.0036296520533011,0.6073459365905738,0.3694726648687147,3.596868916815759e-07,1.625178618726118e-07,2.195729004672257e-07,2.213214520158488,1.6381206010222749,2021-06-15 10:23:00-04:00,53,14069.25,0.19,0.23,-0.16,0.42,False,0.31,0.33,0.28,0.64,False,0.48,0.33,0.14,0.81,True,0.48,0.33,0.3,0.81,True,0.55,0.33,0.18,0.88,True,WIN
2021-06-16 12:21:00-04:00,2021-06-16 12:41:00-04:00,2021-06-15,1.0,0.4063570811021234,25.0,1.75,20,-10.5,-11.61,-0.4644,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0003037043015367,-0.0006430294050274,-0.0003572896048869,-0.0001965250799125,-0.000910836335686,-0.0031753987007064,0.0005602641695649,0.0011677418886003,0.0017393217210834,0.001992817134331,0.3221164680309741,0.2811417866261142,6.277918793966374e-08,1.0084133498109268e-07,6.618866884805685e-08,0.6225541138604975,0.9484884502478828,2021-06-16 12:21:00-04:00,171,13991.75,0.02,0.14,-0.13,0.16,False,0.02,0.16,-0.14,0.18,False,0.29,0.16,0.29,0.45,True,0.64,0.16,0.41,0.8,True,0.64,0.16,-0.05,0.8,True,LOSS
2021-06-17 12:07:00-04:00,2021-06-17 12:20:00-04:00,2021-06-16,0.9389952153110048,0.4930178029051372,25.0,1.75,20,43.75,42.64,1.7056,target,13,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0006717104120197,-0.0008660687210075,-0.0003535880382649,-0.0006186970438031,-0.0022431632695947,-0.0031778004603606,0.0009036377673312,0.0016030618247748,0.0020082198407566,0.0032366985285203,0.4499695446643795,0.2791850273878731,1.6331224290947418e-07,1.3443156429361857e-07,1.7460362274209202e-07,1.214835546752814,0.9353313542108092,2021-06-17 12:07:00-04:00,157,14138.25,0.13,0.08,-0.02,0.21,True,0.41,0.08,0.15,0.49,True,0.45,0.08,0.39,0.53,True,0.5,0.08,0.13,0.58,True,0.5,0.15,0.34,0.65,True,WIN
2021-06-18 14:51:00-04:00,2021-06-18 15:11:00-04:00,2021-06-17,0.8771345250637859,0.4735446023203074,25.0,1.75,20,11.5,10.39,0.4156,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0008893474554984,-0.0004269854889809,-0.0004625593848599,-0.0007293232737252,-0.0015647229366045,-0.0026124291775051,0.0011875762121906,0.0015208933435999,0.0019445754274387,0.0029417822415151,0.6107123413334864,0.4036927667287298,2.820674519522305e-07,1.2604578643328478e-07,1.442347126082269e-07,2.237817383142173,1.95561419890916,2021-06-18 14:51:00-04:00,321,14049.0,0.23,0.05,0.08,0.28,True,0.32,0.12,0.3,0.44,True,0.38,0.12,0.35,0.5,True,0.47,0.12,0.3,0.59,True,0.65,0.12,0.39,0.77,True,WIN
2021-06-24 13:45:00-04:00,2021-06-24 14:05:00-04:00,2021-06-23,0.9227742602417492,0.4011198674627352,25.0,1.75,20,-20.5,-21.61,-0.8644,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0001917562261277,-0.0009235783214819,-0.0008364847219354,-0.0006448520985082,-0.0011848136175974,-0.0023856177784897,0.0006467915212667,0.0011665163649741,0.0017235876946167,0.0021622365921072,0.3752588413614599,0.2991307813528501,8.366785439651267e-08,9.902515136781059e-08,7.792111800412373e-08,0.844915188119672,1.0737506922331996,2021-06-24 13:45:00-04:00,255,14339.75,0.03,0.33,-0.23,0.36,False,0.03,0.33,-0.22,0.36,False,0.09,0.33,0.05,0.42,False,0.49,0.33,0.44,0.82,True,0.49,0.33,-0.17,0.82,True,LOSS
2021-07-01 10:17:00-04:00,2021-07-01 10:37:00-04:00,2021-06-30,0.9453079968836298,0.4278310149873935,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0008602447066294,-0.0012728994580148,-0.0012041354903068,-0.00142760109902,-0.0017025671596297,-0.0025098429912091,0.0009860863110151,0.0012170661991686,0.0018041665336054,0.0026380029250545,0.5465605822121785,0.3738003099427008,1.9447324255429339e-07,1.085005626994028e-07,1.1598432387660781e-07,1.7923708201686936,1.6767200605591106,2021-07-01 10:17:00-04:00,47,14524.5,0.18,0.14,0.07,0.32,True,0.36,0.14,0.32,0.5,True,0.67,0.14,0.51,0.81,True,0.67,0.14,0.03,0.81,True,0.67,0.22,-0.11,0.89,True,LOSS
2021-07-01 11:11:00-04:00,2021-07-01 11:31:00-04:00,2021-06-30,1.0,0.4306555796468388,25.0,1.75,20,-7.25,-8.36,-0.3344,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0009485457780886,-0.0010864411501936,-0.0020683956629653,-0.0032385902552848,-0.0026364552384253,-0.0035309250667041,0.0013193932435334,0.0016029969909132,0.0018125332802726,0.0024945166828711,0.7279277340138152,0.5289173861186243,3.4815970621636774e-07,1.0950922973653084e-07,1.037102246853726e-07,3.1792727156789256,3.357043216062693,2021-07-01 11:11:00-04:00,101,14489.0,0.15,0.27,-0.25,0.42,False,0.15,0.3,-0.12,0.45,False,0.15,0.44,-0.34,0.59,False,0.15,0.61,-0.51,0.76,False,0.16,0.64,-0.05,0.8,False,LOSS
2021-07-06 12:02:00-04:00,2021-07-06 12:15:00-04:00,2021-07-05,0.8168827296287858,0.544027448974511,25.0,1.75,20,43.75,42.64,1.7056,target,13,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0007140550125734,-0.0014615661751032,-0.0014445834889513,-0.0016653359160018,-0.0003570912406055,-0.0026326755530763,0.0012366224018912,0.0016994522422553,0.0021834052390079,0.0032770173665825,0.566373286918137,0.3773621752822165,3.0584699297183626e-07,1.5890861459091084e-07,1.789807136813987e-07,1.9246722008067267,1.7088265360047157,2021-07-06 12:02:00-04:00,152,14699.5,0.08,0.14,0.04,0.22,False,0.13,0.14,0.1,0.27,False,0.13,0.19,-0.15,0.32,False,0.57,0.32,0.5,0.89,True,1.61,0.32,1.33,1.93,True,WIN
2021-07-08 14:32:00-04:00,2021-07-08 14:52:00-04:00,2021-07-07,0.8874261971043897,0.4113000692561527,25.0,1.75,20,2.5,1.39,0.0556,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0001020512298058,-0.0004081424473778,-0.0004591485426171,-0.0004251447681949,-0.0012409163973916,-0.0025142287940753,0.0009616032789858,0.0014086165200136,0.0017538696101265,0.0022402389614511,0.5482752386116104,0.4292413869826258,1.8493617323125146e-07,1.0253528697751977e-07,8.364451007339523e-08,1.8036344236477104,2.2109780195852204,2021-07-08 14:32:00-04:00,302,14697.75,0.0,0.36,-0.32,0.36,False,0.0,0.68,-0.65,0.68,False,0.0,0.68,-0.56,0.68,False,0.0,0.75,-0.52,0.75,False,0.0,0.75,-0.47,0.75,False,WIN
2021-07-13 13:23:00-04:00,2021-07-13 13:41:00-04:00,2021-07-12,0.8145973154362416,0.4546462730684097,25.0,1.75,20,43.75,42.64,1.7056,target,18,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0001341156749705,0.0002179763420464,-0.0002514521374107,-0.0018927186254195,-0.002912964743739,-0.0048001831606195,0.0008475354150695,0.0016386236793135,0.0018857644316489,0.0020215766479123,0.4494386471848043,0.4192447592549959,1.436632559594149e-07,1.185369163890765e-07,6.811286905640756e-08,1.2119705854998426,2.109194017953353,2021-07-13 13:23:00-04:00,233,14911.5,0.04,0.32,-0.26,0.36,False,0.27,0.32,0.07,0.59,False,0.27,0.32,0.1,0.59,False,1.11,0.32,0.63,1.43,True,1.11,0.32,0.78,1.43,True,WIN
2021-07-14 11:40:00-04:00,2021-07-14 12:00:00-04:00,2021-07-13,1.0,0.5896776646644245,25.0,1.75,20,21.75,20.64,0.8256,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0007546727175048,-0.0009390616781573,-0.0015422788546253,-0.0008552527289889,-0.0029818264827446,-0.0041353159157898,0.0010669432302722,0.0021490583041686,0.0023576756732356,0.0028083311986865,0.4525402888888539,0.3799207268612978,2.2767357132476282e-07,1.852878193388989e-07,1.314454020252731e-07,1.2287562784056445,1.7320771043858028,2021-07-14 11:40:00-04:00,130,14901.5,0.22,0.15,0.21,0.37,True,0.47,0.15,0.4,0.62,True,0.47,0.15,0.34,0.62,True,0.47,0.37,-0.25,0.84,True,0.6,0.37,0.23,0.97,True,WIN
2021-07-15 11:58:00-04:00,2021-07-15 12:18:00-04:00,2021-07-14,0.9064676377381372,0.505773609331927,25.0,1.75,20,15.75,14.64,0.5856,timeout,20,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00,-0.0008290401374938,-0.0006768189767673,-0.0010995983345211,-0.0015559993668101,-0.0022824305102791,-0.0028395665080773,0.0011734022465044,0.0014956726658347,0.0020494432144663,0.0035994908500602,0.5725468450268805,0.3259911735807989,2.753745664203516e-07,1.4000724964407744e-07,2.1593890632778758e-07,1.966859338501408,1.2752429430310388,2021-07-15 11:58:00-04:00,148,14770.0,0.08,0.28,-0.23,0.36,False,0.1,0.28,0.06,0.38,False,0.53,0.28,0.38,0.81,True,0.9,0.28,0.33,1.18,True,0.9,0.28,0.35,1.18,True,WIN
