mae_threshold,horizon,state,trades,pct_of_cohort,win_rate,mean_final_R,median_final_R,mean_close_R,mean_additional_MAE_R,mean_best_recovery_R
0.6,1,RECOVERY,77,0.39487179487179486,0.2987012987012987,-0.45090909090909087,-0.64,-0.3244155844155844,0.04532467532467533,0.29987012987012984
0.6,1,CONTINUATION,95,0.48717948717948717,0.18947368421052632,-0.9289473684210525,-0.94,-0.8699999999999999,0.21,0.0
0.6,1,FLAT,23,0.11794871794871795,0.2608695652173913,-0.44217391304347825,-0.69,-0.5413043478260869,0.09869565217391306,0.016521739130434778
0.6,2,RECOVERY,83,0.4256410256410256,0.3132530120481928,-0.4563855421686747,-0.66,-0.2596385542168675,0.09349397590361445,0.43698795180722894
0.6,2,CONTINUATION,96,0.49230769230769234,0.16666666666666666,-0.9297916666666667,-0.815,-0.9443750000000001,0.35052083333333334,0.02291666666666667
0.6,2,FLAT,16,0.08205128205128205,0.3125,-0.375,-0.295,-0.614375,0.154375,0.0725
0.6,3,RECOVERY,85,0.4358974358974359,0.3411764705882353,-0.3108235294117647,-0.47,-0.13988235294117646,0.11694117647058826,0.5524705882352942
0.6,3,CONTINUATION,90,0.46153846153846156,0.13333333333333333,-1.1186666666666667,-1.1549999999999998,-1.0336666666666667,0.47733333333333333,0.06822222222222221
0.6,3,FLAT,20,0.10256410256410256,0.3,-0.302,-0.645,-0.582,0.273,0.14350000000000002
0.6,4,RECOVERY,91,0.4666666666666667,0.3516483516483517,-0.32175824175824175,-0.53,-0.056703296703296706,0.15813186813186814,0.6613186813186813
0.6,4,CONTINUATION,89,0.4564102564102564,0.14606741573033707,-1.0650561797752809,-1.13,-1.0931460674157303,0.571685393258427,0.08584269662921348
0.6,4,FLAT,15,0.07692307692307693,0.13333333333333333,-0.6046666666666666,-0.73,-0.6733333333333335,0.17333333333333337,0.17133333333333337
0.6,5,RECOVERY,92,0.4717948717948718,0.391304347826087,-0.20119565217391305,-0.33999999999999997,0.04728260869565217,0.18358695652173915,0.7668478260869565
0.6,5,CONTINUATION,89,0.4564102564102564,0.0898876404494382,-1.1787640449438204,-1.14,-1.1247191011235955,0.6041573033707864,0.11348314606741573
0.6,5,FLAT,14,0.07179487179487179,0.21428571428571427,-0.6942857142857142,-0.73,-0.6535714285714286,0.24714285714285714,0.20142857142857146
0.6,6,RECOVERY,89,0.4564102564102564,0.4157303370786517,-0.1633707865168539,-0.21,0.111123595505618,0.21303370786516854,0.8813483146067416
0.6,6,CONTINUATION,99,0.5076923076923077,0.10101010101010101,-1.1233333333333333,-1.04,-1.1397979797979796,0.6494949494949495,0.1597979797979798
0.6,6,FLAT,7,0.035897435897435895,0.0,-1.0557142857142856,-0.79,-0.6257142857142857,0.2942857142857143,0.0985714285714286
0.6,8,RECOVERY,88,0.4512820512820513,0.4431818181818182,-0.01511363636363634,-0.21,0.09090909090909091,0.23863636363636365,0.982159090909091
0.6,8,CONTINUATION,98,0.5025641025641026,0.07142857142857142,-1.275,-1.15,-1.2435714285714285,0.811122448979592,0.18581632653061225
0.6,8,FLAT,9,0.046153846153846156,0.1111111111111111,-0.7622222222222221,-0.75,-0.5077777777777779,0.21333333333333332,0.5644444444444444
0.6,10,RECOVERY,85,0.4358974358974359,0.49411764705882355,0.09023529411764705,0.0,0.196,0.25576470588235295,1.1105882352941177
0.6,10,CONTINUATION,96,0.49230769230769234,0.03125,-1.4010416666666667,-1.25,-1.3655208333333333,0.9348958333333334,0.25843750000000004
0.6,10,FLAT,14,0.07179487179487179,0.14285714285714285,-0.4507142857142856,-0.6950000000000001,-0.6528571428571429,0.3892857142857143,0.3364285714285714
0.6,12,RECOVERY,83,0.4256410256410256,0.5180722891566265,0.23036144578313258,0.1,0.32855421686746994,0.2587951807228916,1.223855421686747
0.6,12,CONTINUATION,106,0.5435897435897435,0.03773584905660377,-1.3848113207547168,-1.25,-1.3943396226415095,1.0330188679245282,0.2958490566037736
0.6,12,FLAT,6,0.03076923076923077,0.0,-0.9116666666666666,-0.755,-0.6449999999999999,0.415,0.47333333333333333
0.7,1,RECOVERY,86,0.441025641025641,0.313953488372093,-0.39825581395348836,-0.635,-0.3441860465116279,0.03593023255813954,0.3176744186046512
