mae_threshold,recovery_threshold,deadline,trades,total_R,mean_R,win_rate,profit_factor,max_drawdown_R,delta_total_R_vs_frozen,delta_mean_R_vs_frozen,delta_win_rate_vs_frozen,delta_max_DD_vs_frozen,positive_OOS,PF_above_1
0.5,0.25,5,217,30.7152,0.14154470046082948,0.48847926267281105,1.3386430990685865,-7.689199999999996,-3.630000000000006,-0.01672811059907839,-0.05069124423963134,0.07520000000000948,True,True
0.5,0.25,6,217,30.055200000000006,0.13850322580645164,0.511520737327189,1.3213744963687226,-7.2844000000000015,-4.289999999999999,-0.019769585253456234,-0.027649769585253448,0.480000000000004,True,True
0.5,0.25,7,217,29.1652,0.13440184331797234,0.5207373271889401,1.3061616110719205,-8.708800000000004,-5.180000000000007,-0.023870967741935534,-0.018433179723502335,-0.9443999999999981,True,True
0.5,0.25,8,217,28.985200000000006,0.13357235023041478,0.5299539170506913,1.2975563284563933,-9.959600000000016,-5.359999999999999,-0.024700460829493093,-0.009216589861751112,-2.1952000000000105,True,True
0.5,0.3,4,217,28.4752,0.1312221198156682,0.47465437788018433,1.312877153041178,-8.209200000000003,-5.8700000000000045,-0.027050691244239672,-0.06451612903225806,-0.4447999999999972,True,True
0.5,0.3,5,217,29.5252,0.13606082949308757,0.4792626728110599,1.3231360565957615,-7.7096000000000195,-4.820000000000004,-0.022211981566820305,-0.05990783410138251,0.05479999999998597,True,True
0.5,0.3,6,217,27.955200000000005,0.12882580645161293,0.4976958525345622,1.2947592175519398,-7.799600000000002,-6.390000000000001,-0.02944700460829494,-0.04147465437788017,-0.03519999999999612,True,True
0.5,0.3,7,217,26.2452,0.12094562211981567,0.5069124423963134,1.268463433196128,-9.379600000000003,-8.100000000000005,-0.037327188940092196,-0.032258064516129004,-1.615199999999998,True,True
0.5,0.3,8,217,25.8652,0.11919447004608295,0.511520737327189,1.2597408335743439,-11.629600000000007,-8.480000000000004,-0.039078341013824916,-0.027649769585253448,-3.8652000000000015,True,True
0.6,0.1,4,217,28.225200000000008,0.13007004608294934,0.4930875576036866,1.3129845820839914,-8.0292,-6.119999999999997,-0.028202764976958533,-0.04608294930875578,-0.26479999999999393,True,True
0.6,0.1,5,217,29.935200000000005,0.13795023041474658,0.5069124423963134,1.33379720073862,-7.834799999999994,-4.41,-0.020322580645161292,-0.032258064516129004,-0.0703999999999887,True,True
0.6,0.1,6,217,33.775200000000005,0.1556460829493088,0.5345622119815668,1.3851184937879701,-7.2844000000000015,-0.5700000000000003,-0.0026267281105990803,-0.004608294930875556,0.480000000000004,True,True
