entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,trade_index,entry_price,path_length,max_MAE_R,max_MFE_R,final_close_R,time_to_max_MFE,time_to_max_MAE,outcome,exit_reason_path,net_R_path,window_path,mae_1R,mfe_1R,close_1R,mae_2R,mfe_2R,close_2R,mae_3R,mfe_3R,close_3R,mae_4R,mfe_4R,close_4R,mae_5R,mfe_5R,close_5R,mae_6R,mfe_6R,close_6R,mae_7R,mfe_7R,close_7R,mae_8R,mfe_8R,close_8R,mae_9R,mfe_9R,close_9R,mae_10R,mfe_10R,close_10R,mae_11R,mfe_11R,close_11R,mae_12R,mfe_12R,close_12R,mae_13R,mfe_13R,close_13R,mae_14R,mfe_14R,close_14R,mae_15R,mfe_15R,close_15R,mae_16R,mfe_16R,close_16R,mae_17R,mfe_17R,close_17R,mae_18R,mfe_18R,close_18R,mae_19R,mfe_19R,close_19R,mae_20R,mfe_20R,close_20R,mae_1,mfe_1,close_1,mae_2,mfe_2,close_2,mae_3,mfe_3,close_3,mae_4,mfe_4,close_4,mae_5,mfe_5,close_5,mae_6,mfe_6,close_6,mae_7,mfe_7,close_7,mae_8,mfe_8,close_8,mae_change_1_8,mae_change_2_8,mae_change_3_8,mae_change_5_8,mfe_change_1_8,mfe_change_2_8,mfe_change_3_8,mfe_change_5_8,close_change_1_8,close_change_2_8,close_change_3_8,close_change_5_8,mfe_minus_mae_8,mfe_to_mae_8,mae_speed_1_8,mae_speed_3_8,mae_speed_5_8,mfe_speed_1_8,mfe_speed_3_8,mfe_speed_5_8,mae_path_std_8,mfe_path_std_8,close_path_std_8,final_profitable,early_adverse,recovery_group,_window_numeric,cross_bar_mae_0_70,cross_bucket_mae_0_70,recovery_0_70_m0_20,recovery_0_70_p0_00,recovery_0_70_p0_25,recovery_0_70_p0_50,recovery_0_70_p0_75,recovery_0_70_p1_00,cross_bar_mae_0_75,cross_bucket_mae_0_75,recovery_0_75_m0_20,recovery_0_75_p0_00,recovery_0_75_p0_25,recovery_0_75_p0_50,recovery_0_75_p0_75,recovery_0_75_p1_00,cross_bar_mae_0_80,cross_bucket_mae_0_80,recovery_0_80_m0_20,recovery_0_80_p0_00,recovery_0_80_p0_25,recovery_0_80_p0_50,recovery_0_80_p0_75,recovery_0_80_p1_00,cross_bar_mae_0_85,cross_bucket_mae_0_85,recovery_0_85_m0_20,recovery_0_85_p0_00,recovery_0_85_p0_25,recovery_0_85_p0_50,recovery_0_85_p0_75,recovery_0_85_p1_00,cross_bar_mae_0_90,cross_bucket_mae_0_90,recovery_0_90_m0_20,recovery_0_90_p0_00,recovery_0_90_p0_25,recovery_0_90_p0_50,recovery_0_90_p0_75,recovery_0_90_p1_00,cross_bar_mae_0_95,cross_bucket_mae_0_95,recovery_0_95_m0_20,recovery_0_95_p0_00,recovery_0_95_p0_25,recovery_0_95_p0_50,recovery_0_95_p0_75,recovery_0_95_p1_00,cross_bar_mae_1_00,cross_bucket_mae_1_00,recovery_1_00_m0_20,recovery_1_00_p0_00,recovery_1_00_p0_25,recovery_1_00_p0_50,recovery_1_00_p0_75,recovery_1_00_p1_00,triggered,strategy_R
2024-02-06 10:10:00-05:00,2024-02-06 10:15:00-05:00,2024-02-05,1.0,0.5685283423211368,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,321,17611.75,21,1.89,0.55,-0.76,15,12,LOSS,stop,-1.0444,12,0.7,0.0,-0.48,0.7,0.0,-0.42,0.7,0.0,-0.55,0.78,0.0,-0.74,1.27,0.0,-1.11,1.5,0.0,-1.34,1.5,0.0,-1.46,1.8,0.0,-1.51,1.8,0.0,-1.63,1.85,0.0,-1.37,1.85,0.0,-1.46,1.89,0.0,-1.48,1.89,0.0,-0.97,1.89,0.0,-0.23,1.89,0.55,0.46,1.89,0.55,-0.15,1.89,0.55,-0.34,1.89,0.55,-0.4,1.89,0.55,-0.48,1.89,0.55,-0.76,0.7,0.0,-0.48,0.7,0.0,-0.42,0.7,0.0,-0.55,0.78,0.0,-0.74,1.27,0.0,-1.11,1.5,0.0,-1.34,1.5,0.0,-1.46,1.8,0.0,-1.51,1.1,1.1,1.1,0.53,0.0,0.0,0.0,0.0,-1.03,-1.09,-0.96,-0.3999999999999999,-1.8,0.0,0.225,0.22,0.1766666666666666,0.0,0.0,0.0,0.4501567187420081,0.0,0.4562717705177788,False,True,FAILURE,12.0,1.0,BAR_1_2,15.0,15.0,15.0,,,,4.0,BAR_3_4,15.0,15.0,15.0,,,,5.0,BAR_5_6,15.0,15.0,15.0,,,,5.0,BAR_5_6,15.0,15.0,15.0,,,,5.0,BAR_5_6,15.0,15.0,15.0,,,,5.0,BAR_5_6,15.0,15.0,15.0,,,,5.0,BAR_5_6,15.0,15.0,15.0,,,,True,-0.7
2024-02-06 10:25:00-05:00,2024-02-06 10:27:00-05:00,2024-02-05,0.9895065336103332,0.5641281245059636,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,2,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,322,17600.25,21,2.3,0.05,-1.45,1,12,LOSS,stop,-1.0444,12,0.67,0.05,-0.61,1.0,0.05,-0.8,1.08,0.05,-0.86,1.08,0.05,-0.94,1.43,0.05,-1.22,1.43,0.05,-1.21,1.43,0.05,-1.26,1.61,0.05,-1.5,1.82,0.05,-1.72,2.25,0.05,-2.2,2.25,0.05,-1.95,2.3,0.05,-1.96,2.3,0.05,-1.62,2.3,0.05,-1.39,2.3,0.05,-1.66,2.3,0.05,-1.14,2.3,0.05,-1.09,2.3,0.05,-0.97,2.3,0.05,-1.32,2.3,0.05,-1.45,0.67,0.05,-0.61,1.0,0.05,-0.8,1.08,0.05,-0.86,1.08,0.05,-0.94,1.43,0.05,-1.22,1.43,0.05,-1.21,1.43,0.05,-1.26,1.61,0.05,-1.5,0.94,0.6100000000000001,0.53,0.1800000000000001,0.0,0.0,0.0,0.0,-0.89,-0.7,-0.64,-0.28,-1.56,0.031055900621118,0.20125,0.106,0.06,0.00625,0.0,0.0,0.310388581343727,0.0,0.2940845359513387,False,True,FAILURE,12.0,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,True,-0.7
2024-02-12 14:19:00-05:00,2024-02-12 14:22:00-05:00,2024-02-11,0.9175501255655608,0.4399427356883135,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,323,17944.5,21,1.49,0.33,-1.36,1,6,LOSS,stop,-1.0444,12,0.37,0.33,-0.3,0.99,0.33,-0.88,1.18,0.33,-1.01,1.27,0.33,-1.19,1.27,0.33,-1.07,1.49,0.33,-1.26,1.49,0.33,-1.09,1.49,0.33,-0.91,1.49,0.33,-1.19,1.49,0.33,-1.34,1.49,0.33,-1.08,1.49,0.33,-1.28,1.49,0.33,-1.26,1.49,0.33,-1.08,1.49,0.33,-1.15,1.49,0.33,-1.03,1.49,0.33,-0.89,1.49,0.33,-1.17,1.49,0.33,-1.04,1.49,0.33,-1.36,0.37,0.33,-0.3,0.99,0.33,-0.88,1.18,0.33,-1.01,1.27,0.33,-1.19,1.27,0.33,-1.07,1.49,0.33,-1.26,1.49,0.33,-1.09,1.49,0.33,-0.91,1.12,0.5,0.31,0.2199999999999999,0.0,0.0,0.0,0.0,-0.6100000000000001,-0.03,0.0999999999999999,0.16,-1.16,0.2214765100671141,0.18625,0.062,0.0733333333333333,0.04125,0.0,0.0,0.3770538991406174,0.0,0.2973183719276598,False,True,FAILURE,12.0,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,2.0,BAR_1_2,,,,,,,3.0,BAR_3_4,,,,,,,True,-0.7
2024-02-27 09:41:00-05:00,2024-02-27 09:48:00-05:00,2024-02-26,0.9604610093213696,0.4020885664599765,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,7,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,326,17945.0,21,2.92,0.28,-2.61,2,19,LOSS,stop,-1.0444,12,0.54,0.02,-0.15,0.54,0.28,-0.05,0.55,0.28,-0.43,0.63,0.28,-0.55,0.7,0.28,-0.52,0.91,0.28,-0.71,1.14,0.28,-0.98,1.14,0.28,-1.08,1.19,0.28,-1.04,1.19,0.28,-0.76,1.19,0.28,-0.9,1.52,0.28,-1.32,1.52,0.28,-1.24,1.52,0.28,-1.08,1.52,0.28,-1.44,2.01,0.28,-1.71,2.01,0.28,-1.62,2.01,0.28,-1.8,2.92,0.28,-2.42,2.92,0.28,-2.61,0.54,0.02,-0.15,0.54,0.28,-0.05,0.55,0.28,-0.43,0.63,0.28,-0.55,0.7,0.28,-0.52,0.91,0.28,-0.71,1.14,0.28,-0.98,1.14,0.28,-1.08,0.5999999999999999,0.5999999999999999,0.5899999999999999,0.4399999999999999,0.26,0.0,0.0,0.0,-0.93,-1.03,-0.6500000000000001,-0.56,-0.8599999999999999,0.2456140350877193,0.1425,0.1179999999999999,0.1466666666666666,0.035,0.0,0.0,0.2596941882841651,0.0919238815542512,0.3617590950579444,False,True,FAILURE,12.0,5.0,BAR_5_6,,,,,,,6.0,BAR_5_6,,,,,,,6.0,BAR_5_6,,,,,,,6.0,BAR_5_6,,,,,,,6.0,BAR_5_6,,,,,,,7.0,BAR_7_10,,,,,,,7.0,BAR_7_10,,,,,,,False,-2.61
2024-03-05 09:36:00-05:00,2024-03-05 09:56:00-05:00,2024-03-04,0.98238240707076,0.4694180470410511,25.0,1.75,20,26.0,24.89,0.9956,timeout,20,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,328,18062.25,21,0.93,1.57,1.04,12,4,WIN,timeout,0.9956,12,0.45,0.12,-0.09,0.64,0.12,-0.52,0.75,0.12,-0.73,0.93,0.12,-0.83,0.93,0.12,-0.48,0.93,0.12,-0.14,0.93,0.33,-0.04,0.93,0.33,-0.13,0.93,0.71,0.01,0.93,0.78,0.67,0.93,0.97,0.9,0.93,1.57,1.28,0.93,1.57,0.66,0.93,1.57,0.61,0.93,1.57,0.65,0.93,1.57,1.12,0.93,1.57,0.82,0.93,1.57,0.64,0.93,1.57,0.86,0.93,1.57,1.04,0.45,0.12,-0.09,0.64,0.12,-0.52,0.75,0.12,-0.73,0.93,0.12,-0.83,0.93,0.12,-0.48,0.93,0.12,-0.14,0.93,0.33,-0.04,0.93,0.33,-0.13,0.48,0.29,0.18,0.0,0.21,0.21,0.21,0.21,-0.04,0.39,0.6,0.35,-0.6000000000000001,0.3548387096774194,0.11625,0.036,0.0,0.04125,0.042,0.07,0.1828690007315931,0.0972111104761179,0.3102073039574849,True,True,RECOVERY,12.0,3.0,BAR_3_4,6.0,9.0,10.0,10.0,11.0,12.0,3.0,BAR_3_4,6.0,9.0,10.0,10.0,11.0,12.0,4.0,BAR_3_4,6.0,9.0,10.0,10.0,11.0,12.0,4.0,BAR_3_4,6.0,9.0,10.0,10.0,11.0,12.0,4.0,BAR_3_4,6.0,9.0,10.0,10.0,11.0,12.0,,NO_CROSS,,,,,,,,NO_CROSS,,,,,,,True,-0.7
2024-03-13 10:01:00-04:00,2024-03-13 10:05:00-04:00,2024-03-12,1.0,0.4541138962567408,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,330,18309.5,21,1.97,0.26,-1.52,1,11,LOSS,stop,-1.0444,12,0.54,0.26,-0.43,0.54,0.26,-0.42,0.87,0.26,-0.73,1.07,0.26,-0.91,1.2,0.26,-1.04,1.2,0.26,-0.51,1.2,0.26,-0.66,1.2,0.26,-1.13,1.2,0.26,-0.45,1.61,0.26,-1.56,1.97,0.26,-1.84,1.97,0.26,-1.45,1.97,0.26,-0.73,1.97,0.26,-1.02,1.97,0.26,-0.72,1.97,0.26,-0.86,1.97,0.26,-1.27,1.97,0.26,-1.33,1.97,0.26,-1.55,1.97,0.26,-1.52,0.54,0.26,-0.43,0.54,0.26,-0.42,0.87,0.26,-0.73,1.07,0.26,-0.91,1.2,0.26,-1.04,1.2,0.26,-0.51,1.2,0.26,-0.66,1.2,0.26,-1.13,0.6599999999999999,0.6599999999999999,0.3299999999999999,0.0,0.0,0.0,0.0,0.0,-0.7,-0.71,-0.3999999999999999,-0.0899999999999998,-0.94,0.2166666666666666,0.15,0.0659999999999999,0.0,0.0325,0.0,0.0,0.2930017064796722,0.0,0.2746133645691702,False,True,FAILURE,12.0,3.0,BAR_3_4,,,,,,,3.0,BAR_3_4,,,,,,,3.0,BAR_3_4,,,,,,,3.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,True,-0.7
2024-03-15 09:31:00-04:00,2024-03-15 09:43:00-04:00,2024-03-14,1.0,0.5440460925011857,25.0,1.75,20,43.75,42.64,1.7056,target,12,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,333,18139.75,21,0.97,2.8,1.58,14,3,WIN,target,1.7056,12,0.8,0.5,-0.24,0.8,0.5,-0.06,0.97,0.5,-0.41,0.97,0.5,-0.23,0.97,0.5,-0.2,0.97,0.9,0.9,0.97,1.39,1.36,0.97,1.5,1.05,0.97,1.5,0.34,0.97,1.5,0.68,0.97,1.67,1.62,0.97,1.99,1.78,0.97,2.34,2.28,0.97,2.8,1.56,0.97,2.8,2.43,0.97,2.8,1.78,0.97,2.8,1.88,0.97,2.8,1.88,0.97,2.8,1.79,0.97,2.8,1.58,0.8,0.5,-0.24,0.8,0.5,-0.06,0.97,0.5,-0.41,0.97,0.5,-0.23,0.97,0.5,-0.2,0.97,0.9,0.9,0.97,1.39,1.36,0.97,1.5,1.05,0.1699999999999999,0.1699999999999999,0.0,0.0,1.0,1.0,1.0,1.0,1.29,1.11,1.46,1.25,0.53,1.5463917525773196,0.12125,0.0,0.0,0.1875,0.2,0.3333333333333333,0.0786947084806668,0.4303798156446067,0.7066710186299058,True,True,RECOVERY,12.0,1.0,BAR_1_2,2.0,6.0,6.0,6.0,6.0,7.0,1.0,BAR_1_2,2.0,6.0,6.0,6.0,6.0,7.0,1.0,BAR_1_2,2.0,6.0,6.0,6.0,6.0,7.0,3.0,BAR_3_4,5.0,6.0,6.0,6.0,6.0,7.0,3.0,BAR_3_4,5.0,6.0,6.0,6.0,6.0,7.0,3.0,BAR_3_4,5.0,6.0,6.0,6.0,6.0,7.0,,NO_CROSS,,,,,,,True,-0.7
2024-03-26 15:56:00-04:00,2024-03-26 16:00:00-04:00,2024-03-25,1.0,0.4352570746016968,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,335,18440.75,21,1.33,0.06,-1.31,1,18,LOSS,stop,-1.0444,12,0.36,0.06,-0.15,0.37,0.06,-0.3,0.56,0.06,-0.39,1.29,0.06,-1.11,1.29,0.06,-0.79,1.29,0.06,-0.92,1.29,0.06,-0.95,1.29,0.06,-0.85,1.29,0.06,-1.02,1.29,0.06,-1.01,1.29,0.06,-1.0,1.29,0.06,-1.04,1.29,0.06,-0.95,1.29,0.06,-1.09,1.29,0.06,-1.09,1.29,0.06,-1.22,1.29,0.06,-1.19,1.33,0.06,-1.28,1.33,0.06,-1.26,1.33,0.06,-1.31,0.36,0.06,-0.15,0.37,0.06,-0.3,0.56,0.06,-0.39,1.29,0.06,-1.11,1.29,0.06,-0.79,1.29,0.06,-0.92,1.29,0.06,-0.95,1.29,0.06,-0.85,0.93,0.92,0.73,0.0,0.0,0.0,0.0,0.0,-0.7,-0.55,-0.4599999999999999,-0.0599999999999999,-1.23,0.0465116279069767,0.16125,0.146,0.0,0.0075,0.0,0.0,0.4491499908557433,0.0,0.3516796431819326,False,True,FAILURE,12.0,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,4.0,BAR_3_4,,,,,,,True,-0.7
2024-04-01 10:39:00-04:00,2024-04-01 10:59:00-04:00,2024-03-31,1.0,0.5447223734827592,25.0,1.75,20,6.25,5.140000000000001,0.2056,timeout,20,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,337,18488.25,21,0.87,0.88,0.25,13,5,WIN,timeout,0.2056,12,0.36,0.19,-0.29,0.58,0.19,-0.31,0.69,0.19,-0.62,0.69,0.19,-0.4,0.87,0.19,-0.64,0.87,0.19,-0.35,0.87,0.19,-0.29,0.87,0.19,-0.51,0.87,0.19,-0.12,0.87,0.19,-0.27,0.87,0.19,0.08,0.87,0.53,0.5,0.87,0.88,0.61,0.87,0.88,0.63,0.87,0.88,0.54,0.87,0.88,0.57,0.87,0.88,0.24,0.87,0.88,0.26,0.87,0.88,0.36,0.87,0.88,0.25,0.36,0.19,-0.29,0.58,0.19,-0.31,0.69,0.19,-0.62,0.69,0.19,-0.4,0.87,0.19,-0.64,0.87,0.19,-0.35,0.87,0.19,-0.29,0.87,0.19,-0.51,0.51,0.29,0.18,0.0,0.0,0.0,0.0,0.0,-0.22,-0.2,0.1099999999999999,0.13,-0.6799999999999999,0.2183908045977011,0.10875,0.036,0.0,0.02375,0.0,0.0,0.1854723699099141,0.0,0.1451046420444816,True,True,RECOVERY,12.0,5.0,BAR_5_6,9.0,11.0,12.0,12.0,,,5.0,BAR_5_6,9.0,11.0,12.0,12.0,,,5.0,BAR_5_6,9.0,11.0,12.0,12.0,,,5.0,BAR_5_6,9.0,11.0,12.0,12.0,,,,NO_CROSS,,,,,,,,NO_CROSS,,,,,,,,NO_CROSS,,,,,,,False,0.25
2024-04-02 09:40:00-04:00,2024-04-02 09:59:00-04:00,2024-04-01,1.0,0.4463410564035904,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,19,12,2024-02-06 09:30:00-05:00,2024-05-06 09:30:00-04:00,338,18229.0,21,1.14,0.64,-0.64,20,20,LOSS,stop,-1.0444,12,0.44,0.22,-0.02,0.44,0.22,-0.24,0.44,0.22,-0.36,0.61,0.22,-0.47,0.83,0.22,-0.39,0.88,0.22,-0.77,0.88,0.22,-0.55,0.88,0.22,-0.46,0.88,0.22,-0.32,0.88,0.22,-0.66,0.88,0.22,-0.46,0.88,0.22,-0.66,0.88,0.22,-0.69,0.88,0.22,-0.5,0.88,0.22,-0.42,0.88,0.22,-0.21,0.88,0.22,-0.27,0.88,0.22,-0.7,1.04,0.22,-1.0,1.14,0.64,-0.64,0.44,0.22,-0.02,0.44,0.22,-0.24,0.44,0.22,-0.36,0.61,0.22,-0.47,0.83,0.22,-0.39,0.88,0.22,-0.77,0.88,0.22,-0.55,0.88,0.22,-0.46,0.44,0.44,0.44,0.05,0.0,0.0,0.0,0.0,-0.44,-0.22,-0.1,-0.07,-0.66,0.25,0.11,0.088,0.0166666666666666,0.0275,0.0,0.0,0.2138089935299394,0.0,0.2201136070305513,False,True,FAILURE,12.0,5.0,BAR_5_6,,,,,,,5.0,BAR_5_6,,,,,,,5.0,BAR_5_6,,,,,,,6.0,BAR_5_6,,,,,,,19.0,BAR_11_20,,,,,,,19.0,BAR_11_20,,,,,,,19.0,BAR_11_20,,,,,,,False,-0.64
