trigger_bar,trigger_mae_R,trigger_close_R,final_R,h1_recovered_-0.50R,h1_recovered_-0.40R,h1_recovered_-0.30R,h1_recovered_-0.20R,h1_recovered_-0.10R,h1_recovered_+0.00R,h1_recovered_+0.10R,h1_recovered_+0.20R,h1_recovered_+0.30R,h1_recovered_+0.40R,h1_close_R,h1_max_close_R,h1_max_MAE_R,h1_close_improvement_R,h1_best_recovery_R,h1_additional_MAE_R,h1_improved,h1_positive,h1_breakeven,h2_recovered_-0.50R,h2_recovered_-0.40R,h2_recovered_-0.30R,h2_recovered_-0.20R,h2_recovered_-0.10R,h2_recovered_+0.00R,h2_recovered_+0.10R,h2_recovered_+0.20R,h2_recovered_+0.30R,h2_recovered_+0.40R,h2_close_R,h2_max_close_R,h2_max_MAE_R,h2_close_improvement_R,h2_best_recovery_R,h2_additional_MAE_R,h2_improved,h2_positive,h2_breakeven,h3_recovered_-0.50R,h3_recovered_-0.40R,h3_recovered_-0.30R,h3_recovered_-0.20R,h3_recovered_-0.10R,h3_recovered_+0.00R,h3_recovered_+0.10R,h3_recovered_+0.20R,h3_recovered_+0.30R,h3_recovered_+0.40R,h3_close_R,h3_max_close_R,h3_max_MAE_R,h3_close_improvement_R,h3_best_recovery_R,h3_additional_MAE_R,h3_improved,h3_positive,h3_breakeven,h4_recovered_-0.50R,h4_recovered_-0.40R,h4_recovered_-0.30R,h4_recovered_-0.20R,h4_recovered_-0.10R,h4_recovered_+0.00R,h4_recovered_+0.10R,h4_recovered_+0.20R,h4_recovered_+0.30R,h4_recovered_+0.40R,h4_close_R,h4_max_close_R,h4_max_MAE_R,h4_close_improvement_R,h4_best_recovery_R,h4_additional_MAE_R,h4_improved,h4_positive,h4_breakeven,h5_recovered_-0.50R,h5_recovered_-0.40R,h5_recovered_-0.30R,h5_recovered_-0.20R,h5_recovered_-0.10R,h5_recovered_+0.00R,h5_recovered_+0.10R,h5_recovered_+0.20R,h5_recovered_+0.30R,h5_recovered_+0.40R,h5_close_R,h5_max_close_R,h5_max_MAE_R,h5_close_improvement_R,h5_best_recovery_R,h5_additional_MAE_R,h5_improved,h5_positive,h5_breakeven,h6_recovered_-0.50R,h6_recovered_-0.40R,h6_recovered_-0.30R,h6_recovered_-0.20R,h6_recovered_-0.10R,h6_recovered_+0.00R,h6_recovered_+0.10R,h6_recovered_+0.20R,h6_recovered_+0.30R,h6_recovered_+0.40R,h6_close_R,h6_max_close_R,h6_max_MAE_R,h6_close_improvement_R,h6_best_recovery_R,h6_additional_MAE_R,h6_improved,h6_positive,h6_breakeven,h8_recovered_-0.50R,h8_recovered_-0.40R,h8_recovered_-0.30R,h8_recovered_-0.20R,h8_recovered_-0.10R,h8_recovered_+0.00R,h8_recovered_+0.10R,h8_recovered_+0.20R,h8_recovered_+0.30R,h8_recovered_+0.40R,h8_close_R,h8_max_close_R,h8_max_MAE_R,h8_close_improvement_R,h8_best_recovery_R,h8_additional_MAE_R,h8_improved,h8_positive,h8_breakeven,h10_recovered_-0.50R,h10_recovered_-0.40R,h10_recovered_-0.30R,h10_recovered_-0.20R,h10_recovered_-0.10R,h10_recovered_+0.00R,h10_recovered_+0.10R,h10_recovered_+0.20R,h10_recovered_+0.30R,h10_recovered_+0.40R,h10_close_R,h10_max_close_R,h10_max_MAE_R,h10_close_improvement_R,h10_best_recovery_R,h10_additional_MAE_R,h10_improved,h10_positive,h10_breakeven,h12_recovered_-0.50R,h12_recovered_-0.40R,h12_recovered_-0.30R,h12_recovered_-0.20R,h12_recovered_-0.10R,h12_recovered_+0.00R,h12_recovered_+0.10R,h12_recovered_+0.20R,h12_recovered_+0.30R,h12_recovered_+0.40R,h12_close_R,h12_max_close_R,h12_max_MAE_R,h12_close_improvement_R,h12_best_recovery_R,h12_additional_MAE_R,h12_improved,h12_positive,h12_breakeven,_source_index,mae_threshold,_window
3,0.99,-0.21,1.25,True,True,True,False,False,False,False,False,False,False,-0.46,-0.21,0.99,-0.25,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,False,False,-0.45,-0.21,0.99,-0.24000000000000002,0.0,0.0,False,False,False,True,True,True,True,False,False,False,False,False,False,-0.16,-0.16,0.99,0.04999999999999999,0.04999999999999999,0.0,True,False,False,True,True,True,True,True,True,True,True,True,False,0.35,0.35,0.99,0.5599999999999999,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,0.19,0.35,0.99,0.4,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,-0.13,0.35,0.99,0.07999999999999999,0.5599999999999999,0.0,True,False,True,True,True,True,True,True,True,True,True,True,False,0.22,0.35,0.99,0.43,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.85,0.85,0.99,1.06,1.06,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,1.1,1.1,0.99,1.31,1.31,0.0,True,True,True,37,0.8,6
3,0.99,-0.21,1.25,True,True,True,False,False,False,False,False,False,False,-0.46,-0.21,0.99,-0.25,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,False,False,-0.45,-0.21,0.99,-0.24000000000000002,0.0,0.0,False,False,False,True,True,True,True,False,False,False,False,False,False,-0.16,-0.16,0.99,0.04999999999999999,0.04999999999999999,0.0,True,False,False,True,True,True,True,True,True,True,True,True,False,0.35,0.35,0.99,0.5599999999999999,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,0.19,0.35,0.99,0.4,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,-0.13,0.35,0.99,0.07999999999999999,0.5599999999999999,0.0,True,False,True,True,True,True,True,True,True,True,True,True,False,0.22,0.35,0.99,0.43,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.85,0.85,0.99,1.06,1.06,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,1.1,1.1,0.99,1.31,1.31,0.0,True,True,True,37,0.85,6
3,0.99,-0.21,1.25,True,True,True,False,False,False,False,False,False,False,-0.46,-0.21,0.99,-0.25,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,False,False,-0.45,-0.21,0.99,-0.24000000000000002,0.0,0.0,False,False,False,True,True,True,True,False,False,False,False,False,False,-0.16,-0.16,0.99,0.04999999999999999,0.04999999999999999,0.0,True,False,False,True,True,True,True,True,True,True,True,True,False,0.35,0.35,0.99,0.5599999999999999,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,0.19,0.35,0.99,0.4,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,-0.13,0.35,0.99,0.07999999999999999,0.5599999999999999,0.0,True,False,True,True,True,True,True,True,True,True,True,True,False,0.22,0.35,0.99,0.43,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.85,0.85,0.99,1.06,1.06,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,1.1,1.1,0.99,1.31,1.31,0.0,True,True,True,37,0.9,6
3,0.99,-0.21,1.25,True,True,True,False,False,False,False,False,False,False,-0.46,-0.21,0.99,-0.25,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,False,False,-0.45,-0.21,0.99,-0.24000000000000002,0.0,0.0,False,False,False,True,True,True,True,False,False,False,False,False,False,-0.16,-0.16,0.99,0.04999999999999999,0.04999999999999999,0.0,True,False,False,True,True,True,True,True,True,True,True,True,False,0.35,0.35,0.99,0.5599999999999999,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,0.19,0.35,0.99,0.4,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,False,-0.13,0.35,0.99,0.07999999999999999,0.5599999999999999,0.0,True,False,True,True,True,True,True,True,True,True,True,True,False,0.22,0.35,0.99,0.43,0.5599999999999999,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.85,0.85,0.99,1.06,1.06,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,1.1,1.1,0.99,1.31,1.31,0.0,True,True,True,37,0.95,6
4,0.62,-0.57,0.55,True,False,False,False,False,False,False,False,False,False,-0.46,-0.46,0.67,0.10999999999999993,0.10999999999999993,0.050000000000000044,True,False,False,True,False,False,False,False,False,False,False,False,False,-0.48,-0.46,0.67,0.08999999999999997,0.10999999999999993,0.050000000000000044,True,False,False,True,False,False,False,False,False,False,False,False,False,-0.77,-0.46,0.85,-0.20000000000000007,0.10999999999999993,0.22999999999999998,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.68,-0.46,0.85,-0.1100000000000001,0.10999999999999993,0.22999999999999998,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.59,-0.46,0.87,-0.020000000000000018,0.10999999999999993,0.25,False,False,False,True,True,True,False,False,False,False,False,False,False,-0.25,-0.25,0.87,0.31999999999999995,0.31999999999999995,0.25,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.03,-0.03,0.87,0.5399999999999999,0.5399999999999999,0.25,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.49,-0.03,0.87,0.07999999999999996,0.5399999999999999,0.25,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.33,-0.03,0.87,0.23999999999999994,0.5399999999999999,0.25,True,False,False,38,0.6,6
7,0.85,-0.77,0.55,False,False,False,False,False,False,False,False,False,False,-0.68,-0.68,0.85,0.08999999999999997,0.08999999999999997,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.59,-0.59,0.87,0.18000000000000005,0.18000000000000005,0.020000000000000018,True,False,False,True,True,True,False,False,False,False,False,False,False,-0.25,-0.25,0.87,0.52,0.52,0.020000000000000018,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.15,-0.15,0.87,0.62,0.62,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.03,-0.03,0.87,0.74,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.3,-0.03,0.87,0.47000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.42,-0.03,0.87,0.35000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.07,-0.03,0.87,0.7,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.87,1.3,1.3,0.020000000000000018,True,True,True,38,0.7,6
7,0.85,-0.77,0.55,False,False,False,False,False,False,False,False,False,False,-0.68,-0.68,0.85,0.08999999999999997,0.08999999999999997,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.59,-0.59,0.87,0.18000000000000005,0.18000000000000005,0.020000000000000018,True,False,False,True,True,True,False,False,False,False,False,False,False,-0.25,-0.25,0.87,0.52,0.52,0.020000000000000018,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.15,-0.15,0.87,0.62,0.62,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.03,-0.03,0.87,0.74,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.3,-0.03,0.87,0.47000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.42,-0.03,0.87,0.35000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.07,-0.03,0.87,0.7,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.87,1.3,1.3,0.020000000000000018,True,True,True,38,0.75,6
7,0.85,-0.77,0.55,False,False,False,False,False,False,False,False,False,False,-0.68,-0.68,0.85,0.08999999999999997,0.08999999999999997,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.59,-0.59,0.87,0.18000000000000005,0.18000000000000005,0.020000000000000018,True,False,False,True,True,True,False,False,False,False,False,False,False,-0.25,-0.25,0.87,0.52,0.52,0.020000000000000018,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.15,-0.15,0.87,0.62,0.62,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.03,-0.03,0.87,0.74,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.3,-0.03,0.87,0.47000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.42,-0.03,0.87,0.35000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.07,-0.03,0.87,0.7,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.87,1.3,1.3,0.020000000000000018,True,True,True,38,0.8,6
7,0.85,-0.77,0.55,False,False,False,False,False,False,False,False,False,False,-0.68,-0.68,0.85,0.08999999999999997,0.08999999999999997,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.59,-0.59,0.87,0.18000000000000005,0.18000000000000005,0.020000000000000018,True,False,False,True,True,True,False,False,False,False,False,False,False,-0.25,-0.25,0.87,0.52,0.52,0.020000000000000018,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.15,-0.15,0.87,0.62,0.62,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.03,-0.03,0.87,0.74,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.3,-0.03,0.87,0.47000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.42,-0.03,0.87,0.35000000000000003,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,False,False,False,False,False,-0.07,-0.03,0.87,0.7,0.74,0.020000000000000018,True,False,False,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.87,1.3,1.3,0.020000000000000018,True,True,True,38,0.85,6
5,0.74,-0.59,-1.43,False,False,False,False,False,False,False,False,False,False,-0.62,-0.59,0.74,-0.030000000000000027,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.57,-0.57,0.74,0.020000000000000018,0.020000000000000018,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.86,-0.57,0.91,-0.27,0.020000000000000018,0.17000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.05,-0.57,1.09,-0.4600000000000001,0.020000000000000018,0.3500000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.15,-0.57,1.21,-0.5599999999999999,0.020000000000000018,0.47,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-0.57,1.31,-0.65,0.020000000000000018,0.5700000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-0.57,1.37,-0.7200000000000001,0.020000000000000018,0.6300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.12,-0.57,1.39,-0.5300000000000001,0.020000000000000018,0.6499999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.29,-0.57,1.45,-0.7000000000000001,0.020000000000000018,0.71,False,False,False,39,0.6,6
5,0.74,-0.59,-1.43,False,False,False,False,False,False,False,False,False,False,-0.62,-0.59,0.74,-0.030000000000000027,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.57,-0.57,0.74,0.020000000000000018,0.020000000000000018,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.86,-0.57,0.91,-0.27,0.020000000000000018,0.17000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.05,-0.57,1.09,-0.4600000000000001,0.020000000000000018,0.3500000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.15,-0.57,1.21,-0.5599999999999999,0.020000000000000018,0.47,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-0.57,1.31,-0.65,0.020000000000000018,0.5700000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-0.57,1.37,-0.7200000000000001,0.020000000000000018,0.6300000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.12,-0.57,1.39,-0.5300000000000001,0.020000000000000018,0.6499999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.29,-0.57,1.45,-0.7000000000000001,0.020000000000000018,0.71,False,False,False,39,0.7,6
8,0.91,-0.86,-1.43,False,False,False,False,False,False,False,False,False,False,-1.05,-0.86,1.09,-0.19000000000000006,0.0,0.18000000000000005,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.15,-0.86,1.21,-0.2899999999999999,0.0,0.29999999999999993,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-0.86,1.31,-0.38,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.21,-0.86,1.36,-0.35,0.0,0.45000000000000007,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-0.86,1.37,-0.45000000000000007,0.0,0.4600000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.22,-0.86,1.39,-0.36,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.11,-0.86,1.39,-0.2500000000000001,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.46,-0.57,0.0,0.5499999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.62,-0.57,0.0,0.7100000000000001,False,False,False,39,0.75,6
8,0.91,-0.86,-1.43,False,False,False,False,False,False,False,False,False,False,-1.05,-0.86,1.09,-0.19000000000000006,0.0,0.18000000000000005,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.15,-0.86,1.21,-0.2899999999999999,0.0,0.29999999999999993,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-0.86,1.31,-0.38,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.21,-0.86,1.36,-0.35,0.0,0.45000000000000007,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-0.86,1.37,-0.45000000000000007,0.0,0.4600000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.22,-0.86,1.39,-0.36,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.11,-0.86,1.39,-0.2500000000000001,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.46,-0.57,0.0,0.5499999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.62,-0.57,0.0,0.7100000000000001,False,False,False,39,0.8,6
8,0.91,-0.86,-1.43,False,False,False,False,False,False,False,False,False,False,-1.05,-0.86,1.09,-0.19000000000000006,0.0,0.18000000000000005,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.15,-0.86,1.21,-0.2899999999999999,0.0,0.29999999999999993,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-0.86,1.31,-0.38,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.21,-0.86,1.36,-0.35,0.0,0.45000000000000007,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-0.86,1.37,-0.45000000000000007,0.0,0.4600000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.22,-0.86,1.39,-0.36,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.11,-0.86,1.39,-0.2500000000000001,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.46,-0.57,0.0,0.5499999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.62,-0.57,0.0,0.7100000000000001,False,False,False,39,0.85,6
8,0.91,-0.86,-1.43,False,False,False,False,False,False,False,False,False,False,-1.05,-0.86,1.09,-0.19000000000000006,0.0,0.18000000000000005,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.15,-0.86,1.21,-0.2899999999999999,0.0,0.29999999999999993,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-0.86,1.31,-0.38,0.0,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.21,-0.86,1.36,-0.35,0.0,0.45000000000000007,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-0.86,1.37,-0.45000000000000007,0.0,0.4600000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.22,-0.86,1.39,-0.36,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.11,-0.86,1.39,-0.2500000000000001,0.0,0.47999999999999987,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.46,-0.57,0.0,0.5499999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-0.86,1.62,-0.57,0.0,0.7100000000000001,False,False,False,39,0.9,6
9,1.09,-1.05,-1.43,False,False,False,False,False,False,False,False,False,False,-1.15,-1.05,1.21,-0.09999999999999987,0.0,0.11999999999999988,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-1.05,1.31,-0.18999999999999995,0.0,0.21999999999999997,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.21,-1.05,1.36,-0.15999999999999992,0.0,0.27,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-1.05,1.37,-0.26,0.0,0.28,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.22,-1.05,1.39,-0.16999999999999993,0.0,0.2999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.12,-1.05,1.39,-0.07000000000000006,0.0,0.2999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.29,-1.05,1.45,-0.24,0.0,0.3599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.52,-1.05,1.58,-0.47,0.0,0.49,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-1.05,1.62,-0.3799999999999999,0.0,0.53,False,False,False,39,0.95,6
9,1.09,-1.05,-1.43,False,False,False,False,False,False,False,False,False,False,-1.15,-1.05,1.21,-0.09999999999999987,0.0,0.11999999999999988,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.24,-1.05,1.31,-0.18999999999999995,0.0,0.21999999999999997,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.21,-1.05,1.36,-0.15999999999999992,0.0,0.27,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.31,-1.05,1.37,-0.26,0.0,0.28,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.22,-1.05,1.39,-0.16999999999999993,0.0,0.2999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.12,-1.05,1.39,-0.07000000000000006,0.0,0.2999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.29,-1.05,1.45,-0.24,0.0,0.3599999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.52,-1.05,1.58,-0.47,0.0,0.49,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.43,-1.05,1.62,-0.3799999999999999,0.0,0.53,False,False,False,39,1.0,6
4,0.81,-0.55,-2.92,True,True,True,True,False,False,False,False,False,False,-0.17,-0.17,0.81,0.38,0.38,0.0,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.43,-0.17,0.81,0.12000000000000005,0.38,0.0,True,False,False,True,True,True,True,True,True,False,False,False,False,0.01,0.01,0.81,0.56,0.56,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.81,1.08,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.05,0.53,0.81,0.6000000000000001,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,-1.22,0.53,1.27,-0.6699999999999999,1.08,0.45999999999999996,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.9,0.53,1.9,-1.3499999999999999,1.08,1.0899999999999999,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.48,0.53,1.95,-0.9299999999999999,1.08,1.14,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.41,0.53,2.09,-0.8599999999999999,1.08,1.2799999999999998,False,False,True,40,0.6,6
4,0.81,-0.55,-2.92,True,True,True,True,False,False,False,False,False,False,-0.17,-0.17,0.81,0.38,0.38,0.0,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.43,-0.17,0.81,0.12000000000000005,0.38,0.0,True,False,False,True,True,True,True,True,True,False,False,False,False,0.01,0.01,0.81,0.56,0.56,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.81,1.08,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.05,0.53,0.81,0.6000000000000001,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,-1.22,0.53,1.27,-0.6699999999999999,1.08,0.45999999999999996,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.9,0.53,1.9,-1.3499999999999999,1.08,1.0899999999999999,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.48,0.53,1.95,-0.9299999999999999,1.08,1.14,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.41,0.53,2.09,-0.8599999999999999,1.08,1.2799999999999998,False,False,True,40,0.7,6
4,0.81,-0.55,-2.92,True,True,True,True,False,False,False,False,False,False,-0.17,-0.17,0.81,0.38,0.38,0.0,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.43,-0.17,0.81,0.12000000000000005,0.38,0.0,True,False,False,True,True,True,True,True,True,False,False,False,False,0.01,0.01,0.81,0.56,0.56,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.81,1.08,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.05,0.53,0.81,0.6000000000000001,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,-1.22,0.53,1.27,-0.6699999999999999,1.08,0.45999999999999996,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.9,0.53,1.9,-1.3499999999999999,1.08,1.0899999999999999,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.48,0.53,1.95,-0.9299999999999999,1.08,1.14,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.41,0.53,2.09,-0.8599999999999999,1.08,1.2799999999999998,False,False,True,40,0.75,6
4,0.81,-0.55,-2.92,True,True,True,True,False,False,False,False,False,False,-0.17,-0.17,0.81,0.38,0.38,0.0,True,False,False,True,True,True,True,False,False,False,False,False,False,-0.43,-0.17,0.81,0.12000000000000005,0.38,0.0,True,False,False,True,True,True,True,True,True,False,False,False,False,0.01,0.01,0.81,0.56,0.56,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.53,0.53,0.81,1.08,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,0.05,0.53,0.81,0.6000000000000001,1.08,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,-1.22,0.53,1.27,-0.6699999999999999,1.08,0.45999999999999996,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.9,0.53,1.9,-1.3499999999999999,1.08,1.0899999999999999,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.48,0.53,1.95,-0.9299999999999999,1.08,1.14,False,False,True,True,True,True,True,True,True,True,True,True,True,-1.41,0.53,2.09,-0.8599999999999999,1.08,1.2799999999999998,False,False,True,40,0.8,6
