mae_threshold,recovery_level,recovery_horizon,triggered_trades,recovered_trades,recovery_pct,recovered_win_rate,recovered_mean_R,recovered_total_R,not_recovered_trades,not_recovered_win_rate,not_recovered_mean_R,not_recovered_total_R,win_rate_difference,mean_R_difference
0.9,0.75,8,138,9,0.06521739130434782,0.6666666666666666,0.7811111111111111,7.03,129,0.16279069767441862,-0.9694573643410852,-125.05999999999999,0.5038759689922481,1.7505684754521962
0.9,1.0,1,138,0,0.0,,,0.0,138,0.1956521739130435,-0.8552898550724638,-118.03,,
0.9,1.0,2,138,1,0.007246376811594203,1.0,3.2,3.2,137,0.1897810218978102,-0.884890510948905,-121.22999999999999,0.8102189781021898,4.084890510948905
0.9,1.0,3,138,2,0.014492753623188406,1.0,1.78,3.56,136,0.18382352941176472,-0.8940441176470588,-121.59,0.8161764705882353,2.6740441176470586
0.9,1.0,4,138,5,0.036231884057971016,0.6,0.276,1.3800000000000001,133,0.18045112781954886,-0.8978195488721804,-119.41,0.4195488721804511,1.1738195488721805
0.9,1.0,5,138,7,0.050724637681159424,0.7142857142857143,1.0614285714285714,7.43,131,0.16793893129770993,-0.9577099236641222,-125.46000000000001,0.5463467829880044,2.019138495092694
0.9,1.0,6,138,7,0.050724637681159424,0.7142857142857143,1.0614285714285714,7.43,131,0.16793893129770993,-0.9577099236641222,-125.46000000000001,0.5463467829880044,2.019138495092694
0.9,1.0,7,138,7,0.050724637681159424,0.7142857142857143,1.0614285714285714,7.43,131,0.16793893129770993,-0.9577099236641222,-125.46000000000001,0.5463467829880044,2.019138495092694
0.9,1.0,8,138,7,0.050724637681159424,0.7142857142857143,1.0614285714285714,7.43,131,0.16793893129770993,-0.9577099236641222,-125.46000000000001,0.5463467829880044,2.019138495092694
1.0,0.0,1,102,5,0.049019607843137254,0.2,-1.026,-5.13,97,0.15463917525773196,-1.0145360824742267,-98.41,0.04536082474226805,-0.01146391752577336
1.0,0.0,2,102,8,0.0784313725490196,0.375,-0.56125,-4.49,94,0.13829787234042554,-1.053723404255319,-99.04999999999998,0.23670212765957446,0.49247340425531894
1.0,0.0,3,102,8,0.0784313725490196,0.375,-0.56125,-4.49,94,0.13829787234042554,-1.053723404255319,-99.04999999999998,0.23670212765957446,0.49247340425531894
1.0,0.0,4,102,9,0.08823529411764706,0.4444444444444444,-0.061111111111111144,-0.5500000000000003,93,0.12903225806451613,-1.1074193548387095,-102.98999999999998,0.3154121863799283,1.0463082437275983
1.0,0.0,5,102,10,0.09803921568627451,0.5,0.02999999999999996,0.2999999999999996,92,0.11956521739130435,-1.1286956521739129,-103.83999999999997,0.3804347826086957,1.158695652173913
1.0,0.0,6,102,10,0.09803921568627451,0.5,0.02999999999999996,0.2999999999999996,92,0.11956521739130435,-1.1286956521739129,-103.83999999999997,0.3804347826086957,1.158695652173913
1.0,0.0,7,102,10,0.09803921568627451,0.5,0.02999999999999996,0.2999999999999996,92,0.11956521739130435,-1.1286956521739129,-103.83999999999997,0.3804347826086957,1.158695652173913
1.0,0.0,8,102,10,0.09803921568627451,0.5,0.02999999999999996,0.2999999999999996,92,0.11956521739130435,-1.1286956521739129,-103.83999999999997,0.3804347826086957,1.158695652173913
1.0,0.25,1,102,2,0.0196078431372549,0.5,-0.30000000000000004,-0.6000000000000001,100,0.15,-1.0293999999999999,-102.93999999999998,0.35,0.7293999999999998
1.0,0.25,2,102,3,0.029411764705882353,0.3333333333333333,-0.38999999999999996,-1.17,99,0.15151515151515152,-1.0340404040404039,-102.36999999999999,0.1818181818181818,0.644040404040404
1.0,0.25,3,102,5,0.049019607843137254,0.4,-0.274,-1.37,97,0.14432989690721648,-1.053298969072165,-102.17,0.25567010309278354,0.779298969072165
1.0,0.25,4,102,6,0.058823529411764705,0.5,0.4283333333333333,2.57,96,0.13541666666666666,-1.1053125,-106.11,0.36458333333333337,1.5336458333333332
1.0,0.25,5,102,7,0.06862745098039216,0.5714285714285714,0.48857142857142855,3.42,95,0.12631578947368421,-1.125894736842105,-106.95999999999998,0.4451127819548872,1.6144661654135337
1.0,0.25,6,102,7,0.06862745098039216,0.5714285714285714,0.48857142857142855,3.42,95,0.12631578947368421,-1.125894736842105,-106.95999999999998,0.4451127819548872,1.6144661654135337
1.0,0.25,7,102,7,0.06862745098039216,0.5714285714285714,0.48857142857142855,3.42,95,0.12631578947368421,-1.125894736842105,-106.95999999999998,0.4451127819548872,1.6144661654135337
1.0,0.25,8,102,7,0.06862745098039216,0.5714285714285714,0.48857142857142855,3.42,95,0.12631578947368421,-1.125894736842105,-106.95999999999998,0.4451127819548872,1.6144661654135337
1.0,0.5,1,102,0,0.0,,,0.0,102,0.1568627450980392,-1.015098039215686,-103.53999999999998,,
1.0,0.5,2,102,1,0.00980392156862745,1.0,2.11,2.11,101,0.1485148514851485,-1.0460396039603959,-105.64999999999998,0.8514851485148515,3.1560396039603957
1.0,0.5,3,102,3,0.029411764705882353,0.3333333333333333,-0.55,-1.6500000000000001,99,0.15151515151515152,-1.0291919191919192,-101.89,0.1818181818181818,0.47919191919191917
1.0,0.5,4,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.5,5,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.5,6,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.5,7,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.5,8,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.75,1,102,0,0.0,,,0.0,102,0.1568627450980392,-1.015098039215686,-103.53999999999998,,
1.0,0.75,2,102,1,0.00980392156862745,1.0,2.11,2.11,101,0.1485148514851485,-1.0460396039603959,-105.64999999999998,0.8514851485148515,3.1560396039603957
1.0,0.75,3,102,3,0.029411764705882353,0.3333333333333333,-0.55,-1.6500000000000001,99,0.15151515151515152,-1.0291919191919192,-101.89,0.1818181818181818,0.47919191919191917
1.0,0.75,4,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.75,5,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.75,6,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.75,7,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,0.75,8,102,5,0.049019607843137254,0.6,0.6279999999999999,3.1399999999999997,97,0.13402061855670103,-1.0997938144329895,-106.67999999999999,0.465979381443299,1.7277938144329894
1.0,1.0,1,102,0,0.0,,,0.0,102,0.1568627450980392,-1.015098039215686,-103.53999999999998,,
1.0,1.0,2,102,0,0.0,,,0.0,102,0.1568627450980392,-1.015098039215686,-103.53999999999998,,
1.0,1.0,3,102,2,0.0196078431372549,0.5,0.5299999999999999,1.0599999999999998,100,0.15,-1.0459999999999998,-104.59999999999998,0.35,1.5759999999999996
1.0,1.0,4,102,3,0.029411764705882353,0.3333333333333333,-0.55,-1.6500000000000001,99,0.15151515151515152,-1.0291919191919192,-101.89,0.1818181818181818,0.47919191919191917
1.0,1.0,5,102,4,0.0392156862745098,0.5,0.5725,2.29,98,0.14285714285714285,-1.0798979591836737,-105.83000000000001,0.35714285714285715,1.6523979591836737
1.0,1.0,6,102,4,0.0392156862745098,0.5,0.5725,2.29,98,0.14285714285714285,-1.0798979591836737,-105.83000000000001,0.35714285714285715,1.6523979591836737
1.0,1.0,7,102,4,0.0392156862745098,0.5,0.5725,2.29,98,0.14285714285714285,-1.0798979591836737,-105.83000000000001,0.35714285714285715,1.6523979591836737
1.0,1.0,8,102,4,0.0392156862745098,0.5,0.5725,2.29,98,0.14285714285714285,-1.0798979591836737,-105.83000000000001,0.35714285714285715,1.6523979591836737
