mae_threshold,recovery_level,deadline,benchmark_total_R,strategy_total_R,delta_R,benchmark_mean_R,strategy_mean_R,delta_mean_R,benchmark_win_rate,strategy_win_rate,delta_win_rate,benchmark_PF,strategy_PF,benchmark_DD,strategy_DD,delta_DD,positive_windows,total_windows,positive_window_pct,audit_pass,integration_pass,oos_delta_positive,oos_drawdown_improved
0.7,0.2,6,-65.64999999999999,-51.69,13.959999999999994,-0.6564999999999999,-0.5169,0.13959999999999984,0.27,0.32,0.04999999999999999,0.3409296255396045,0.19598693420438634,-64.88999999999997,-50.230000000000004,14.659999999999968,6,10,0.6,True,True,True,True
