mae_threshold,recovery_level,deadline,full_trades,full_total_R,full_mean_R,full_win_rate,full_profit_factor,full_max_drawdown_R,oos_trades,oos_total_R,oos_mean_R,oos_win_rate,oos_profit_factor,oos_max_drawdown_R,delta_OOS_R_vs_frozen,positive_OOS,positive_mean_R,PF_above_1,relative_to_frozen,distance
0.7,0.4,4,195,-133.7804,-0.6860533333333333,0.14871794871794872,0.1735338888394667,-134.87839999999977,100,-70.96679999999998,-0.7096679999999997,0.15,0.18479564408298302,-70.96680000000008,-6.478399999999979,False,False,False,1.1004583770104388,0.30000000000000004
0.75,0.4,5,195,-131.63719999999995,-0.6750625641025638,0.15897435897435896,0.17614293510642032,-132.7351999999998,100,-68.82359999999997,-0.6882359999999997,0.17,0.18997895609025817,-68.8236000000001,-4.335199999999972,False,False,False,1.0672244930871284,0.30000000000000004
0.75,0.4,7,195,-125.85639999999997,-0.6454174358974357,0.1794871794871795,0.195929058802484,-126.95439999999981,100,-68.25039999999998,-0.6825039999999999,0.18,0.1867284391950506,-68.2504000000001,-3.7619999999999862,False,False,False,1.0583360728441082,0.30000000000000004
0.7,0.0,4,195,-127.49399999999997,-0.6538153846153845,0.1794871794871795,0.18065088301071952,-128.5919999999998,100,-67.03919999999998,-0.6703919999999998,0.19,0.19109420775998964,-67.0392000000001,-2.550799999999981,False,False,False,1.0395544004813266,0.30000000000000004
0.7,0.4,8,195,-121.27999999999999,-0.6219487179487179,0.2,0.20501532547962592,-122.37799999999983,100,-66.60279999999999,-0.6660279999999998,0.2,0.18610323589793726,-66.6028000000001,-2.114399999999989,False,False,False,1.032787291978092,0.30000000000000004
0.75,0.0,7,195,-121.16959999999999,-0.6213825641025641,0.2564102564102564,0.1431206155238742,-121.16959999999985,100,-64.6732,-0.646732,0.27,0.13215031427298543,-64.67320000000011,-0.18479999999999563,False,False,False,1.0028656316484825,0.30000000000000004
0.75,0.0,5,195,-123.38999999999999,-0.6327692307692308,0.2153846153846154,0.17306243683534703,-123.3899999999998,100,-61.584,-0.61584,0.25,0.1961362746377758,-61.58400000000009,2.9043999999999954,False,False,False,0.9549624428579404,0.30000000000000004
0.7,0.0,8,195,-116.44879999999999,-0.5971733333333333,0.28205128205128205,0.14276039151482317,-116.44879999999982,100,-59.4212,-0.594212,0.31,0.15111601275443154,-59.42120000000009,5.0672,False,False,False,0.9214246283052456,0.30000000000000004
0.65,0.4,4,195,-133.7804,-0.6860533333333333,0.14871794871794872,0.1735338888394667,-134.87839999999977,100,-70.96679999999998,-0.7096679999999997,0.15,0.18479564408298302,-70.96680000000008,-6.478399999999979,False,False,False,1.1004583770104388,0.35
0.6,0.4,5,195,-130.10279999999997,-0.667193846153846,0.1641025641025641,0.1803887179564715,-131.2007999999998,100,-67.28919999999998,-0.6728919999999998,0.18,0.19818209549956636,-67.2892000000001,-2.800799999999981,False,False,False,1.0434310666724556,0.35
