mae_threshold,horizon,recovery_level,reached_trades,reached_wins,reached_losses,reached_pct,reached_win_rate,reached_mean_R,reached_total_R,reached_PF,reached_DD,not_reached_trades,not_reached_wins,not_reached_losses,not_reached_pct,not_reached_win_rate,not_reached_mean_R,not_reached_total_R,not_reached_PF,not_reached_DD,win_rate_difference,mean_R_difference
0.6,3,-0.5,109,37,72,0.558974358974359,0.3394495412844037,-0.2854128440366972,-31.109999999999992,0.5712513781697904,-33.61,86,10,76,0.441025641025641,0.11627906976744186,-1.1863953488372092,-102.02999999999999,0.07177947598253276,-102.03,0.22317047151696184,0.900982504800512
0.6,3,-0.4,91,33,58,0.4666666666666667,0.3626373626373626,-0.24846153846153846,-22.61,0.6316389703486477,-25.110000000000003,104,14,90,0.5333333333333333,0.1346153846153846,-1.0627884615384615,-110.53,0.08728323699421967,-110.53000000000003,0.22802197802197802,0.814326923076923
0.6,3,-0.3,76,29,47,0.38974358974358975,0.3815789473684211,-0.23855263157894735,-18.13,0.6680703039179786,-20.630000000000006,119,18,101,0.6102564102564103,0.15126050420168066,-0.966470588235294,-115.00999999999998,0.1005005474737995,-115.01,0.2303184431667404,0.7279179566563466
0.6,3,-0.2,62,27,35,0.31794871794871793,0.43548387096774194,-0.06854838709677416,-4.249999999999998,0.891081496668375,-8.620000000000001,133,20,113,0.6820512820512821,0.15037593984962405,-0.9690977443609021,-128.89,0.1015614108462289,-128.89,0.2851079311181179,0.900549357264128
0.6,3,-0.1,48,24,24,0.24615384615384617,0.5,0.06479166666666658,3.109999999999996,1.1080611535788742,-8.219999999999999,147,23,124,0.7538461538461538,0.1564625850340136,-0.9268707482993197,-136.25,0.11353285621340271,-136.25,0.3435374149659864,0.9916624149659863
0.6,3,0.0,35,19,16,0.1794871794871795,0.5428571428571428,0.025714285714285707,0.8999999999999997,1.0434992750120833,-6.84,160,28,132,0.8205128205128205,0.175,-0.83775,-134.04,0.17151863526793992,-134.04,0.3678571428571428,0.8634642857142857
0.6,3,0.1,25,13,12,0.1282051282051282,0.52,0.07119999999999999,1.7799999999999996,1.1270521056388292,-4.0,170,34,136,0.8717948717948718,0.2,-0.7936470588235295,-134.92000000000002,0.19914524841218023,-136.22,0.32,0.8648470588235295
0.6,3,0.2,20,12,8,0.10256410256410256,0.6,0.20049999999999998,4.01,1.3668801463860933,-3.96,175,35,140,0.8974358974358975,0.2,-0.7837142857142857,-137.15,0.200524628388225,-138.45000000000005,0.39999999999999997,0.9842142857142857
0.6,3,0.3,11,7,4,0.05641025641025641,0.6363636363636364,0.2172727272727273,2.3900000000000006,1.3830128205128203,-3.26,184,40,144,0.9435897435897436,0.21739130434782608,-0.7365760869565215,-135.52999999999997,0.23099182932364953,-136.83,0.4189723320158103,0.9538488142292488
0.6,3,0.4,10,6,4,0.05128205128205128,0.6,0.22999999999999998,2.3,1.3685897435897434,-3.26,185,41,144,0.9487179487179487,0.22162162162162163,-0.7321081081081081,-135.44,0.2315024965955515,-136.74,0.37837837837837834,0.9621081081081081
