feature,threshold,side,trades,win_rate,mean_R,total_R
early_2_range_R,0.37,LOWER_OR_EQUAL,58,0.5172413793103449,0.1180137931034483,6.844800000000001
early_2_range_R,0.37,ABOVE,479,0.44676409185803756,0.0342638830897704,16.412400000000023
early_2_range_R,0.41,LOWER_OR_EQUAL,82,0.5,0.13230731707317078,10.849200000000003
early_2_range_R,0.41,ABOVE,455,0.4461538461538462,0.027270329670329704,12.408000000000015
early_2_range_R,0.45,LOWER_OR_EQUAL,109,0.48623853211009177,0.09945321100917436,10.840400000000004
early_2_range_R,0.45,ABOVE,428,0.4462616822429907,0.029011214953271067,12.416800000000016
early_2_range_R,0.48000000000000026,LOWER_OR_EQUAL,135,0.4740740740740741,0.0416740740740741,5.626000000000004
early_2_range_R,0.48000000000000026,ABOVE,402,0.44776119402985076,0.043858706467661726,17.631200000000014
early_2_range_R,0.51,LOWER_OR_EQUAL,162,0.4876543209876543,0.06788395061728399,10.997200000000007
early_2_range_R,0.51,ABOVE,375,0.44,0.032693333333333345,12.260000000000005
early_2_range_R,0.54,LOWER_OR_EQUAL,194,0.4793814432989691,0.053692783505154676,10.416400000000007
early_2_range_R,0.54,ABOVE,343,0.4402332361516035,0.03743673469387758,12.840800000000009
early_2_range_R,0.57,LOWER_OR_EQUAL,217,0.47465437788018433,0.04910230414746545,10.655200000000002
