mae_threshold,recovery_level,deadline,development_trades,triggered_trades,recovered_trades,failed_recovery_trades,development_win_rate,development_mean_R,development_total_R,development_delta_R,development_delta_mean_R,development_delta_win_rate,development_delta_max_DD_R,development_profit_factor,development_max_drawdown_R,development_positive_window_pct
0.75,0.1,4,95,95,16,79,0.21052631578947367,-0.5854736842105261,-55.61999999999998,11.870000000000012,0.1249473684210527,0.0,13.219999999999985,0.09073075036782736,-55.829999999999984,0.1
0.6,-0.2,5,95,95,37,58,0.11578947368421053,-0.5854736842105264,-55.620000000000005,11.86999999999999,0.12494736842105247,-0.09473684210526315,14.439999999999976,0.027112121742172472,-54.60999999999999,0.1
0.6,0.3,8,95,95,19,76,0.23157894736842105,-0.585578947368421,-55.629999999999995,11.86,0.12484210526315787,0.02105263157894738,13.679999999999986,0.14743295019157088,-55.36999999999998,0.1
0.75,0.4,5,95,95,11,84,0.21052631578947367,-0.5857894736842106,-55.65000000000001,11.839999999999982,0.1246315789473682,0.0,13.539999999999964,0.1326371571072319,-55.510000000000005,0.2
0.7,0.4,6,95,95,12,83,0.23157894736842105,-0.5858947368421051,-55.65999999999999,11.830000000000005,0.12452631578947371,0.02105263157894738,13.529999999999973,0.1385234483826033,-55.519999999999996,0.2
0.6,0.2,8,95,95,24,71,0.2736842105263158,-0.5863157894736841,-55.699999999999996,11.79,0.12410526315789472,0.06315789473684214,13.609999999999985,0.13936959208899874,-55.43999999999998,0.2
0.6,-0.1,8,95,95,36,59,0.23157894736842105,-0.5868421052631578,-55.74999999999999,11.740000000000002,0.12357894736842101,0.02105263157894738,13.899999999999991,0.07881692002643755,-55.14999999999998,0.2
0.8,0.0,8,95,89,28,61,0.3263157894736842,-0.5868421052631579,-55.75,11.739999999999995,0.1235789473684209,0.11578947368421055,13.200000000000003,0.12631249020529697,-55.849999999999966,0.2
0.8,0.0,4,95,89,19,70,0.23157894736842105,-0.5876842105263157,-55.82999999999999,11.660000000000004,0.12273684210526314,0.02105263157894738,13.369999999999976,0.09219512195121951,-55.67999999999999,0.1
0.7,-0.1,5,95,95,31,64,0.18947368421052632,-0.5881052631578948,-55.870000000000005,11.61999999999999,0.12231578947368404,-0.02105263157894735,13.599999999999973,0.06540649046503848,-55.449999999999996,0.2
0.7,0.3,6,95,95,13,82,0.24210526315789474,-0.5883157894736841,-55.88999999999999,11.600000000000001,0.12210526315789472,0.03157894736842107,13.349999999999973,0.13321960297766747,-55.699999999999996,0.2
