observations,wins,losses,unresolved,win_rate,loss_rate,tp,sl,rr,horizon,breakeven_win_rate,wr_edge_vs_breakeven,expectancy_r,side,hmm_state,vol_bucket,zscore,wr_ge_50,positive_expectancy,candidate,research_score
3267,1655,1612,0,0.5065809611264157,0.49341903887358435,40.0,17.5,2.2857142857142856,10,0.30434782608695654,0.20223313503945917,0.664480300843937,LONG,0,20-40,2.0,True,True,True,5.412315747030691
861,440,421,0,0.5110336817653891,0.4889663182346109,37.5,15.0,2.5,5,0.2857142857142857,0.2253193960511034,0.788617886178862,LONG,0,20-40,2.5,True,True,True,5.389284308961374
3267,1689,1578,0,0.5169880624426079,0.4830119375573921,32.5,15.0,2.1666666666666665,5,0.31578947368421056,0.2011985887583973,0.6371288644015916,LONG,0,20-40,2.0,True,True,True,5.243188102650184
5154,2739,2415,0,0.5314318975552969,0.46856810244470315,40.0,20.0,2.0,5,0.3333333333333333,0.19809856422196354,0.5942956926658906,LONG,0,40-60,2.0,True,True,True,5.239544700408336
154,78,76,0,0.5064935064935064,0.4935064935064935,7.5,2.5,3.0,10,0.25,0.25649350649350644,1.0259740259740258,LONG,2,60-80,3.5,True,True,True,5.208023322371072
5154,2601,2553,0,0.5046565774155995,0.49534342258440045,32.5,15.0,2.1666666666666665,5,0.31578947368421056,0.18886710373138899,0.5980791618160652,LONG,0,40-60,2.0,True,True,True,5.136020069571544
861,455,406,0,0.5284552845528455,0.4715447154471545,40.0,17.5,2.2857142857142856,5,0.30434782608695654,0.22410745846588898,0.7363530778164923,LONG,0,20-40,2.5,True,True,True,5.118826019683094
3267,1743,1524,0,0.5335169880624426,0.46648301193755737,40.0,20.0,2.0,5,0.3333333333333333,0.20018365472910932,0.6005509641873279,LONG,0,20-40,2.0,True,True,True,5.0224982123407145
5154,2688,2466,0,0.5215366705471478,0.47846332945285214,35.0,17.5,2.0,5,0.3333333333333333,0.1882033372138145,0.5646100116414434,LONG,0,40-60,2.0,True,True,True,4.930068405880643
3267,1659,1608,0,0.5078053259871441,0.4921946740128558,37.5,17.5,2.142857142857143,10,0.3181818181818182,0.18962350780532594,0.5959595959595958,LONG,0,20-40,2.0,True,True,True,4.86010630741147
3267,1723,1544,0,0.5273951637588001,0.47260483624119987,35.0,17.5,2.0,5,0.3333333333333333,0.19406183042546682,0.5821854912764004,LONG,0,20-40,2.0,True,True,True,4.840065042254864
861,441,420,0,0.5121951219512195,0.4878048780487805,35.0,15.0,2.3333333333333335,5,0.3,0.21219512195121953,0.7073170731707319,LONG,0,20-40,2.5,True,True,True,4.839240760406756
5154,2739,2415,0,0.5314318975552969,0.46856810244470315,37.5,20.0,1.875,5,0.34782608695652173,0.18360581059877512,0.5278667054714784,LONG,0,40-60,2.0,True,True,True,4.653880607426846
3267,1698,1569,0,0.519742883379247,0.480257116620753,40.0,20.0,2.0,10,0.3333333333333333,0.1864095500459137,0.559228650137741,LONG,0,20-40,2.0,True,True,True,4.614582329383824
