feature_a,feature_a_value,feature_b,feature_b_value,horizon_bars,total_observations,pooled_mean_future_points,pooled_positive_probability,pooled_cost_covered_probability,median_window_mean_points,positive_window_ratio,cost_positive_window_ratio,windows_observed
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.5:0.75,30,10106,-0.08121413021967148,0.526024144072828,0.5123688897684544,-0.26999128844727355,0.5,0.36363636363636365,22
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.5:0.75,60,10106,0.09076291312091828,0.5339402335246388,0.5254304373639422,-0.1034349575196032,0.5,0.45454545454545453,22
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.75:1.0,1,694,0.7445965417867435,0.5331412103746398,0.4899135446685879,0.8465909090909091,0.6842105263157895,0.3157894736842105,19
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.75:1.0,3,694,0.7824207492795389,0.5086455331412104,0.48559077809798273,0.3488372093023256,0.5263157894736842,0.42105263157894735,19
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.75:1.0,5,694,1.1235590778097984,0.5100864553314121,0.49135446685878964,0.436046511627907,0.5789473684210527,0.47368421052631576,19
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.75:1.0,10,694,0.13904899135446694,0.5086455331412104,0.49279538904899134,0.6818181818181818,0.5263157894736842,0.47368421052631576,19
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.75:1.0,20,694,-0.8584293948126801,0.5187319884726225,0.5014409221902018,-1.2357142857142858,0.3684210526315789,0.3684210526315789,19
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.75:1.0,30,694,-2.88328530259366,0.49711815561959655,0.48703170028818443,-1.5714285714285714,0.47368421052631576,0.42105263157894735,19
ou_residual_bucket,-2:-1,vol_ratio_bucket,0.75:1.0,60,694,0.9128242074927954,0.5389048991354467,0.5345821325648416,4.434210526315789,0.5789473684210527,0.5789473684210527,19
ou_residual_bucket,-2:-1,vol_ratio_bucket,<=0.5,1,37282,-0.02072716056005579,0.5010997264095274,0.42833002521323965,0.10645172724553573,0.5909090909090909,0.0,22
