feature_a,feature_a_value,feature_b,feature_b_value,horizon_bars,total_observations,pooled_mean_future_points,pooled_positive_probability,pooled_cost_covered_probability,median_window_mean_points,positive_window_ratio,cost_positive_window_ratio,windows_observed
ou_residual_bucket,-2:-1,vol_ratio_bucket,<=0.5,3,37282,5.364519070865297e-05,0.5085027627273215,0.4643259481787458,0.2298039526347755,0.5909090909090909,0.09090909090909091,22
ou_residual_bucket,-2:-1,vol_ratio_bucket,<=0.5,5,37282,0.09174668740947374,0.5166568317150367,0.48162652218228635,0.14559786231974803,0.5454545454545454,0.2727272727272727,22
ou_residual_bucket,-2:-1,vol_ratio_bucket,<=0.5,10,37282,0.33831339520411996,0.5140818625610214,0.4903706882677968,-0.01750671966978644,0.5,0.2727272727272727,22
ou_residual_bucket,-2:-1,vol_ratio_bucket,<=0.5,20,37282,0.7592873236414356,0.5169518802639343,0.5025749691540153,0.34043084188500883,0.5909090909090909,0.45454545454545453,22
ou_residual_bucket,-2:-1,vol_ratio_bucket,<=0.5,30,37282,1.0700136795236308,0.5207338662088944,0.5084759401319672,0.683817723525463,0.6363636363636364,0.45454545454545453,22
ou_residual_bucket,-2:-1,vol_ratio_bucket,<=0.5,60,37282,1.4721715573198864,0.5253205300144842,0.5180784292688161,0.9293128912928407,0.6363636363636364,0.5,22
ou_residual_bucket,<=-2,half_life_bucket,<=5,1,15255,-0.0037200917731891182,0.5176663389052769,0.4597181252048509,0.014792110874200426,0.5454545454545454,0.0,22
ou_residual_bucket,<=-2,half_life_bucket,<=5,3,15255,0.1670435922648312,0.522844968862668,0.4875122910521141,0.25141283051796237,0.5909090909090909,0.13636363636363635,22
ou_residual_bucket,<=-2,half_life_bucket,<=5,5,15255,0.22722058341527368,0.5212061619141265,0.49177318911832185,0.39743135522438844,0.5909090909090909,0.2727272727272727,22
ou_residual_bucket,<=-2,half_life_bucket,<=5,10,15255,-0.023992133726647002,0.5193051458538184,0.4992461488036709,0.02448042047825389,0.5,0.4090909090909091,22
