vol_bucket,observations,mean_realized_vol_30,median_realized_vol_30,min_realized_vol_30,max_realized_vol_30,mean_percentile
0-20,189252,0.00050743200723475,0.0005144822163346704,0.0,0.0008973402849017703,8.75316328128175
20-40,144726,0.0008566134616516593,0.0008505920474287899,0.000567890393145973,0.0011940686093370228,29.922769771313725
40-60,138183,0.0012143067964758805,0.0012029820576820733,0.0008127712931073152,0.0016029510918626581,50.05045263417254
60-80,152071,0.001815956130666755,0.0017779474266014937,0.0011144686214135337,0.002590623612366058,70.18754386168216
80-100,163980,0.004123658444392262,0.0033095649333872807,0.0016439074559911168,0.04883435322065943,90.43804713495497
UNKNOWN,37505,0.0016332202512534676,0.0013536496729353782,0.0003038431026740972,0.008724366302866006,
