window,direction,horizon_bars,quantile,mfe_points,mae_points,validation_start,validation_end
7,short_reversion,10,0.9,100.5,-4.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,20,0.1,1.2750000000000057,-100.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,20,0.25,4.5,-67.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,20,0.5,16.25,-41.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,20,0.75,66.75,-22.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,20,0.9,150.5,-7.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,30,0.1,1.75,-133.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,30,0.25,5.75,-93.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,30,0.5,25.0,-56.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,30,0.75,92.5625,-28.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,30,0.9,179.97500000000002,-8.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,60,0.1,2.5,-235.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,60,0.25,8.75,-156.3125,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,60,0.5,46.75,-96.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,60,0.75,151.25,-46.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,60,0.9,245.35000000000014,-13.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
8,long_reversion,1,0.1,0.25,-14.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,1,0.25,1.25,-8.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,1,0.5,3.5,-4.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,1,0.75,7.0,-2.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,1,0.9,14.25,0.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,3,0.1,0.5,-28.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,3,0.25,2.25,-17.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,3,0.5,5.5,-10.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,3,0.75,13.25,-5.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,3,0.9,39.0,-1.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,5,0.1,0.75,-39.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,5,0.25,2.75,-24.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,5,0.5,7.0,-14.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,5,0.75,20.0,-7.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,5,0.9,62.0,-2.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,10,0.1,1.25,-62.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,10,0.25,4.0,-41.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,10,0.5,11.0,-24.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,10,0.75,43.0,-12.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,10,0.9,92.5,-4.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,20,0.1,1.5,-99.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,20,0.25,5.5,-70.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,20,0.5,20.75,-40.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,20,0.75,74.5,-18.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,20,0.9,154.6500000000002,-6.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,30,0.1,2.0,-129.8,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,30,0.25,6.75,-94.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,30,0.5,34.0,-55.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,30,0.75,104.0,-24.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,30,0.9,189.75,-8.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,60,0.1,3.0,-190.85,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,60,0.25,12.0,-137.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,60,0.5,71.75,-84.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,60,0.75,162.5,-38.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,long_reversion,60,0.9,261.05000000000007,-12.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,1,0.1,0.25,-12.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,1,0.25,1.0,-7.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,1,0.5,2.75,-4.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,1,0.75,5.5,-1.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,1,0.9,11.25,-0.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,3,0.1,0.25,-24.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,3,0.25,1.75,-14.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,3,0.5,4.0,-8.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,3,0.75,9.5,-4.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,3,0.9,29.0,-2.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,5,0.1,0.5,-34.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,5,0.25,2.0,-21.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,5,0.5,5.0,-12.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,5,0.75,13.5,-7.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,5,0.9,53.825000000000045,-3.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,10,0.1,0.75,-56.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,10,0.25,2.5,-35.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,10,0.5,7.0,-22.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,10,0.75,29.6875,-13.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,10,0.9,88.75,-5.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,20,0.1,1.25,-94.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,20,0.25,3.25,-57.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,20,0.5,12.5,-37.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,20,0.75,60.0,-21.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,20,0.9,133.57500000000005,-8.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,30,0.1,1.5,-127.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,30,0.25,4.25,-77.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,30,0.5,20.125,-50.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,30,0.75,85.75,-29.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,30,0.9,167.75,-10.25,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,60,0.1,2.0,-186.47499999999997,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,60,0.25,8.0,-138.5,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,60,0.5,57.5,-85.375,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,60,0.75,129.6875,-44.0,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
8,short_reversion,60,0.9,214.25,-14.75,2023-02-06 09:30:00-05:00,2023-05-06 09:30:00-04:00
9,long_reversion,1,0.1,0.25,-13.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,1,0.25,1.25,-8.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,1,0.5,3.5,-4.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,1,0.75,7.0,-1.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,1,0.9,13.075000000000045,0.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,3,0.1,0.5,-25.82499999999999,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,3,0.25,2.25,-16.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,3,0.5,5.5,-9.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,3,0.75,12.5,-4.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,3,0.9,40.575000000000045,-1.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,5,0.1,0.75,-35.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,5,0.25,2.75,-22.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,5,0.5,7.25,-14.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,5,0.75,21.4375,-6.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,5,0.9,61.0,-2.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,10,0.1,1.25,-57.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,10,0.25,4.25,-37.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,10,0.5,11.75,-22.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,10,0.75,43.75,-10.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,10,0.9,91.25,-3.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,20,0.1,2.0,-92.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,20,0.25,6.25,-62.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,20,0.5,24.25,-35.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,20,0.75,76.25,-15.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,20,0.9,142.57500000000005,-4.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,30,0.1,2.75,-116.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,30,0.25,8.8125,-80.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,30,0.5,39.25,-45.375,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,30,0.75,99.5,-19.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,30,0.9,202.0,-6.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,60,0.1,4.5,-187.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,60,0.25,18.75,-118.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,60,0.5,75.5,-67.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,60,0.75,163.9375,-28.0625,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,long_reversion,60,0.9,310.75,-9.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,1,0.1,0.25,-11.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,1,0.25,1.25,-6.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,1,0.5,2.75,-3.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,1,0.75,5.25,-1.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,1,0.9,10.0,-0.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,3,0.1,0.5,-20.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,3,0.25,1.75,-13.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,3,0.5,4.0,-8.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,3,0.75,8.5,-4.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,3,0.9,25.350000000000023,-1.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,5,0.1,0.75,-29.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,5,0.25,2.0,-19.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,5,0.5,4.75,-11.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,5,0.75,12.5,-6.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,5,0.9,42.75,-2.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,10,0.1,1.0,-49.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,10,0.25,2.75,-32.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,10,0.5,6.75,-20.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,10,0.75,24.75,-12.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,10,0.9,66.75000000000011,-4.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,20,0.1,1.25,-86.1,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,20,0.25,3.5,-54.875,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,20,0.5,11.25,-35.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,20,0.75,47.75,-19.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,20,0.9,102.75,-6.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,30,0.1,1.5,-120.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,30,0.25,4.25,-75.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,30,0.5,19.25,-47.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,30,0.75,61.0,-25.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,30,0.9,146.10000000000002,-8.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,60,0.1,2.0,-197.0,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,60,0.25,6.5,-129.25,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,60,0.5,34.0,-83.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,60,0.75,102.75,-41.75,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
9,short_reversion,60,0.9,212.10000000000002,-16.5,2023-05-06 09:30:00-04:00,2023-08-06 09:30:00-04:00
10,long_reversion,1,0.1,0.5,-14.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,1,0.25,1.5,-9.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,1,0.5,4.0,-4.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,1,0.75,7.75,-1.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,1,0.9,14.0,0.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,3,0.1,0.75,-28.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,3,0.25,2.5,-18.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,3,0.5,6.0,-10.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,3,0.75,13.0,-5.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,3,0.9,41.39999999999998,-1.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,5,0.1,1.0,-39.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,5,0.25,3.0,-25.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,5,0.5,7.75,-15.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,5,0.75,20.625,-8.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,5,0.9,61.14999999999998,-2.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,10,0.1,1.5,-64.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,10,0.25,4.25,-43.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,10,0.5,11.5,-26.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,10,0.75,43.5,-13.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,10,0.9,102.39999999999998,-4.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,20,0.1,2.0,-105.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,20,0.25,6.75,-71.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,20,0.5,23.5,-44.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,20,0.75,84.0,-20.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,20,0.9,150.14999999999998,-6.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,30,0.1,2.5,-144.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,30,0.25,8.75,-95.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,30,0.5,40.25,-57.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,30,0.75,110.375,-25.125,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,30,0.9,182.64999999999998,-8.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,60,0.1,3.75,-211.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,60,0.25,14.875,-161.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,60,0.5,69.25,-93.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,60,0.75,161.75,-37.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,long_reversion,60,0.9,262.9,-12.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,1,0.1,0.25,-13.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,1,0.25,1.25,-8.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,1,0.5,3.25,-4.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,1,0.75,6.5,-1.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,1,0.9,12.75,0.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,3,0.1,0.75,-25.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,3,0.25,2.25,-16.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,3,0.5,5.0,-9.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,3,0.75,11.5,-5.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,3,0.9,36.0,-1.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,5,0.1,0.75,-35.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,5,0.25,2.5625,-23.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,5,0.5,6.25,-14.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,5,0.75,16.75,-8.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,5,0.9,59.75,-3.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,10,0.1,1.25,-59.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,10,0.25,3.5,-38.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,10,0.5,9.25,-24.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,10,0.75,35.9375,-13.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,10,0.9,100.97500000000002,-4.774999999999977,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,20,0.1,1.75,-97.725,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,20,0.25,5.0,-65.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,20,0.5,18.0,-40.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,20,0.75,76.75,-21.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,20,0.9,161.25,-7.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,30,0.1,2.0,-130.975,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,30,0.25,6.5,-88.9375,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,30,0.5,29.5,-53.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,30,0.75,105.6875,-27.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,30,0.9,185.25,-9.75,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,60,0.1,3.5,-189.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,60,0.25,12.5,-144.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,60,0.5,67.5,-86.0,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,60,0.75,166.4375,-42.25,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
10,short_reversion,60,0.9,262.3000000000002,-14.5,2023-08-06 09:30:00-04:00,2023-11-06 09:30:00-05:00
11,long_reversion,1,0.1,0.25,-13.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,1,0.25,1.25,-8.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,1,0.5,3.25,-4.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,1,0.75,6.5,-1.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,1,0.9,13.5,0.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,3,0.1,0.5,-26.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,3,0.25,2.0,-16.25,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,3,0.5,5.25,-9.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,3,0.75,13.25,-4.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,3,0.9,42.64999999999998,-0.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,5,0.1,0.75,-36.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,5,0.25,2.5,-22.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,5,0.5,7.0,-12.75,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,5,0.75,23.5,-6.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,5,0.9,63.799999999999955,-1.5,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
11,long_reversion,10,0.1,1.25,-58.0,2023-11-06 09:30:00-05:00,2024-02-06 09:30:00-05:00
