window,direction,horizon_bars,quantile,mfe_points,mae_points,validation_start,validation_end
4,long_reversion,20,0.25,7.0,-101.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,20,0.5,22.25,-69.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,20,0.75,91.25,-41.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,20,0.9,228.75,-16.449999999999932,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,30,0.1,3.0,-191.55,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,30,0.25,8.5,-138.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,30,0.5,35.5,-94.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,30,0.75,136.125,-52.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,30,0.9,297.75,-22.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,60,0.1,4.0,-297.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,60,0.25,13.0,-227.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,60,0.5,72.25,-150.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,60,0.75,235.125,-79.375,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,long_reversion,60,0.9,397.25,-36.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,1,0.1,0.25,-21.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,1,0.25,1.75,-13.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,1,0.5,5.0,-7.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,1,0.75,10.0,-2.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,1,0.9,19.75,-0.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,3,0.1,0.75,-40.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,3,0.25,3.0,-26.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,3,0.5,7.75,-15.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,3,0.75,17.75,-7.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,3,0.9,67.5,-2.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,5,0.1,1.0,-55.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,5,0.25,3.75,-37.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,5,0.5,9.75,-22.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,5,0.75,30.5,-12.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,5,0.9,108.25,-4.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,10,0.1,1.75,-89.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,10,0.25,5.0,-60.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,10,0.5,15.0,-37.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,10,0.75,72.75,-19.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,10,0.9,172.5,-6.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,20,0.1,2.5,-152.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,20,0.25,7.75,-100.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,20,0.5,36.5,-58.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,20,0.75,140.25,-30.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,20,0.9,254.75,-10.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,30,0.1,3.5,-202.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,30,0.25,11.25,-133.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,30,0.5,64.75,-75.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,30,0.75,179.25,-37.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,30,0.9,322.25,-12.75,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,60,0.1,5.25,-300.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,60,0.25,27.75,-205.25,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,60,0.5,131.75,-119.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,60,0.75,263.0,-53.0,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
4,short_reversion,60,0.9,454.0,-18.5,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
5,long_reversion,1,0.1,0.5,-19.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,1,0.25,2.0,-12.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,1,0.5,5.0,-6.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,1,0.75,10.0,-2.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,1,0.9,20.0,0.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,3,0.1,0.75,-37.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,3,0.25,3.25,-24.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,3,0.5,7.75,-14.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,3,0.75,18.0,-7.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,3,0.9,59.75,-2.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,5,0.1,1.0,-53.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,5,0.25,3.75,-34.9375,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,5,0.5,9.75,-21.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,5,0.75,29.5,-10.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,5,0.9,96.25,-3.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,10,0.1,1.5,-93.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,10,0.25,5.5,-59.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,10,0.5,15.75,-36.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,10,0.75,63.5,-18.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,10,0.9,159.20000000000027,-5.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,20,0.1,2.5,-152.85,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,20,0.25,8.75,-101.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,20,0.5,39.875,-58.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,20,0.75,113.9375,-26.8125,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,20,0.9,220.35000000000014,-7.824999999999932,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,30,0.1,3.5,-199.675,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,30,0.25,12.5,-132.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,30,0.5,61.25,-80.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,30,0.75,157.6875,-35.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,30,0.9,267.7000000000003,-10.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,60,0.1,5.5,-312.175,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,60,0.25,24.75,-206.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,60,0.5,99.0,-127.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,60,0.75,249.4375,-54.8125,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,long_reversion,60,0.9,401.9500000000003,-16.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,1,0.1,0.5,-19.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,1,0.25,1.5,-10.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,1,0.5,4.25,-5.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,1,0.75,8.75,-2.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,1,0.9,18.25,-0.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,3,0.1,0.75,-37.02499999999999,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,3,0.25,2.5,-23.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,3,0.5,6.25,-12.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,3,0.75,15.0,-6.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,3,0.9,49.02499999999998,-2.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,5,0.1,1.0,-52.52499999999999,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,5,0.25,3.0,-32.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,5,0.5,7.75,-18.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,5,0.75,23.75,-10.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,5,0.9,80.5,-3.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,10,0.1,1.25,-85.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,10,0.25,4.25,-54.8125,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,10,0.5,11.625,-31.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,10,0.75,51.25,-17.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,10,0.9,129.29999999999995,-6.475000000000023,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,20,0.1,1.75,-140.52499999999998,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,20,0.25,6.0,-88.3125,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,20,0.5,25.75,-52.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,20,0.75,87.5,-28.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,20,0.9,198.39999999999986,-11.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,30,0.1,2.25,-179.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,30,0.25,7.5,-116.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,30,0.5,38.25,-72.25,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,30,0.75,110.0625,-38.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,30,0.9,266.775,-15.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,60,0.1,3.0,-257.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,60,0.25,12.4375,-191.0,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,60,0.5,68.75,-117.875,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,60,0.75,222.75,-61.5,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
5,short_reversion,60,0.9,403.32499999999993,-25.75,2022-05-06 09:30:00-04:00,2022-08-06 09:30:00-04:00
6,long_reversion,1,0.1,0.5,-17.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,1,0.25,1.75,-10.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,1,0.5,4.25,-5.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,1,0.75,8.5,-2.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,1,0.9,17.0,-0.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,3,0.1,0.75,-34.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,3,0.25,3.0,-21.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,3,0.5,6.75,-12.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,3,0.75,15.0,-6.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,3,0.9,44.0,-1.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,5,0.1,1.0,-48.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,5,0.25,3.5,-30.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,5,0.5,8.5,-18.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,5,0.75,22.5,-9.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,5,0.9,69.29999999999995,-3.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,10,0.1,1.5,-84.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,10,0.25,4.75,-51.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,10,0.5,13.0,-31.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,10,0.75,45.5,-16.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,10,0.9,114.89999999999998,-5.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,20,0.1,2.25,-147.39999999999998,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,20,0.25,6.5,-90.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,20,0.5,23.25,-52.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,20,0.75,85.75,-24.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,20,0.9,167.75,-8.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,30,0.1,2.75,-193.64999999999998,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,30,0.25,8.5,-126.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,30,0.5,36.75,-70.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,30,0.75,115.25,-32.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,30,0.9,208.25,-11.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,60,0.1,4.0,-299.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,60,0.25,14.5,-206.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,60,0.5,76.5,-121.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,60,0.75,176.75,-57.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,long_reversion,60,0.9,295.15,-19.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,1,0.1,0.45000000000000284,-16.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,1,0.25,1.5,-9.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,1,0.5,4.0,-4.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,1,0.75,7.75,-2.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,1,0.9,16.0,0.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,3,0.1,0.75,-31.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,3,0.25,2.5,-19.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,3,0.5,6.0,-10.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,3,0.75,14.75,-5.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,3,0.9,42.5,-1.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,5,0.1,0.75,-44.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,5,0.25,3.0,-27.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,5,0.5,7.75,-16.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,5,0.75,23.5,-8.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,5,0.9,74.55000000000007,-2.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,10,0.1,1.25,-71.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,10,0.25,4.25,-46.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,10,0.5,13.25,-27.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,10,0.75,47.5,-14.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,10,0.9,141.75,-4.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,20,0.1,2.25,-117.6,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,20,0.25,6.25,-75.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,20,0.5,24.25,-43.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,20,0.75,103.5,-21.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,20,0.9,219.55000000000007,-8.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,30,0.1,2.75,-154.1,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,30,0.25,8.0,-101.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,30,0.5,40.5,-59.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,30,0.75,144.75,-28.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,30,0.9,264.55000000000007,-10.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,60,0.1,4.0,-232.75,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,60,0.25,17.25,-161.25,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,60,0.5,103.25,-98.0,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,60,0.75,230.25,-43.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
6,short_reversion,60,0.9,386.60000000000014,-15.5,2022-08-06 09:30:00-04:00,2022-11-06 09:30:00-05:00
7,long_reversion,1,0.1,0.5,-15.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,1,0.25,1.5,-9.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,1,0.5,4.0,-4.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,1,0.75,8.0,-1.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,1,0.9,16.0,0.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,3,0.1,0.75,-30.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,3,0.25,2.5,-18.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,3,0.5,6.25,-10.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,3,0.75,14.75,-5.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,3,0.9,46.5,-1.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,5,0.1,1.0,-43.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,5,0.25,3.0,-26.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,5,0.5,8.0,-15.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,5,0.75,25.0,-7.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,5,0.9,67.25,-2.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,10,0.1,1.25,-75.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,10,0.25,4.5,-45.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,10,0.5,14.0,-25.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,10,0.75,48.75,-12.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,10,0.9,113.5,-3.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,20,0.1,2.0,-126.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,20,0.25,7.0,-74.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,20,0.5,27.5,-42.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,20,0.75,85.0,-19.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,20,0.9,169.75,-6.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,30,0.1,2.5,-159.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,30,0.25,9.0,-98.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,30,0.5,41.0,-56.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,30,0.75,113.5,-25.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,30,0.9,225.5,-8.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,60,0.1,3.75,-212.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,60,0.25,15.0,-147.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,60,0.5,72.5,-93.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,60,0.75,182.5,-41.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,long_reversion,60,0.9,413.75,-16.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,1,0.1,0.25,-14.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,1,0.25,1.25,-8.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,1,0.5,3.25,-4.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,1,0.75,6.5,-1.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,1,0.9,12.75,-0.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,3,0.1,0.5,-26.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,3,0.25,2.0,-17.0,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,3,0.5,4.75,-9.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,3,0.75,11.0625,-4.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,3,0.9,33.5,-1.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,5,0.1,0.75,-37.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,5,0.25,2.25,-24.25,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,5,0.5,5.75,-14.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,5,0.75,16.75,-7.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,5,0.9,51.0,-2.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,10,0.1,1.0,-61.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,10,0.25,3.0,-39.5,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,10,0.5,8.75,-25.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
7,short_reversion,10,0.75,33.25,-13.75,2022-11-06 09:30:00-05:00,2023-02-06 09:30:00-05:00
