side,hmm_state,vol_bucket,zscore,observations,path_relationships,paths_wr_50,paths_wr_55,paths_wr_60,paths_positive_expectancy,best_wr,median_wr,mean_wr,best_expectancy,median_expectancy,best_tp,best_sl,best_rr,best_horizon,best_path_wr,best_path_expectancy,passes_wr_50,passes_wr_55,passes_positive_expectancy,candidate
SHORT,0,60-80,2.0,3855,25,0,0,0,0,0.4204928664072633,0.2926070038910506,0.3097276264591439,-0.09883268482490293,-0.15901426718547335,5.0,5.0,1.0,60,0.4204928664072633,-0.15901426718547335,False,False,False,False
SHORT,0,60-80,2.5,1017,25,0,0,0,0,0.3824975417895772,0.2851524090462143,0.2971091445427728,-0.11209439528023613,-0.20648967551622432,5.0,5.0,1.0,30,0.3824975417895772,-0.23500491642084564,False,False,False,False
SHORT,0,60-80,3.0,292,25,0,0,0,0,0.3356164383561644,0.2773972602739726,0.2905479452054795,-0.15753424657534243,-0.20376712328767121,5.0,5.0,1.0,20,0.3356164383561644,-0.3287671232876712,False,False,False,False
SHORT,0,60-80,3.5,119,25,0,0,0,0,0.3445378151260504,0.2857142857142857,0.2803361344537815,-0.01680672268907568,-0.1428571428571429,15.0,10.0,1.5,10,0.3445378151260504,-0.138655462184874,False,False,False,False
SHORT,0,80-100,1.5,10840,25,0,0,0,0,0.4662361623616236,0.3169741697416974,0.3315092250922509,-0.03828413284132848,-0.07310885608856099,5.0,5.0,1.0,120,0.4662361623616236,-0.06752767527675285,False,False,False,False
SHORT,0,80-100,2.0,3644,25,0,0,0,0,0.4728320526893523,0.3246432491767289,0.3408891328210757,-0.01454445664105386,-0.05598243688254678,5.0,5.0,1.0,60,0.4728320526893523,-0.054335894621295344,False,False,False,False
SHORT,0,80-100,2.5,899,25,0,0,0,0,0.4349276974416017,0.3125695216907675,0.33437152391546154,-0.022246941045606206,-0.09566184649610676,5.0,5.0,1.0,60,0.4349276974416017,-0.13014460511679665,False,False,False,False
SHORT,0,80-100,3.0,251,25,0,0,0,0,0.3904382470119522,0.3107569721115538,0.32541832669322707,-0.02390438247011961,-0.12350597609561753,15.0,10.0,1.5,60,0.3904382470119522,-0.02390438247011961,False,False,False,False
SHORT,1,0-20,1.5,7041,25,0,0,0,0,0.427922170146286,0.2972589120863513,0.3035989206078682,-0.08358187757420832,-0.1634710978554183,5.0,5.0,1.0,120,0.427922170146286,-0.14415565970742805,False,False,False,False
SHORT,1,0-20,2.0,2700,25,0,0,0,0,0.4185185185185185,0.2974074074074074,0.3127703703703703,-0.07444444444444442,-0.16111111111111132,5.0,5.0,1.0,120,0.4185185185185185,-0.16296296296296298,False,False,False,False
SHORT,1,0-20,2.5,930,25,0,0,0,0,0.410752688172043,0.3043010752688172,0.32206451612903225,-0.05161290322580647,-0.11935483870967767,5.0,5.0,1.0,60,0.410752688172043,-0.17849462365591395,False,False,False,False
SHORT,1,0-20,3.0,352,25,0,0,0,0,0.3721590909090909,0.3153409090909091,0.31829545454545455,-0.019886363636363757,-0.13068181818181812,5.0,5.0,1.0,20,0.3721590909090909,-0.2556818181818183,False,False,False,False
SHORT,1,0-20,3.5,157,25,0,0,0,2,0.375796178343949,0.3248407643312102,0.3166878980891719,0.031847133757961554,-0.14012738853503204,15.0,10.0,1.5,60,0.375796178343949,-0.060509554140127486,False,False,True,False
