side,hmm_state,vol_bucket,zscore,horizon,observations,window_count,p_5_before_5_wr,p_5_before_5_timeout,p_10_before_5_wr,p_10_before_5_timeout,p_15_before_10_wr,p_15_before_10_timeout,p_20_before_10_wr,p_20_before_10_timeout,p_30_before_15_wr,p_30_before_15_timeout
LONG,2,80-100,4.0,60,329,20,0.24316109422492402,0.0,0.21580547112462006,0.0,0.3495440729483283,0.0,0.2978723404255319,0.0060790273556231,0.3069908814589666,0.03343465045592705
LONG,2,80-100,4.0,120,329,20,0.24316109422492402,0.0,0.21580547112462006,0.0,0.3495440729483283,0.0,0.3009118541033435,0.0,0.3252279635258359,0.00911854103343465
SHORT,0,80-100,1.5,10,56871,21,0.4385539202757117,0.04051273935749328,0.28253415624835154,0.07733291132563169,0.28102196198413953,0.24444796117529144,0.19857220727611613,0.304179634611665,0.11926992667616183,0.5210212586379701
SHORT,0,80-100,1.5,20,56871,21,0.44966678975224633,0.01781224174007842,0.30059256914772026,0.03420020748711997,0.33867876422078036,0.11153311881275167,0.26329763851523624,0.14794886673348456,0.1958994918323926,0.31648819257618116
SHORT,0,80-100,1.5,30,56871,21,0.4533066061788961,0.009706177137732764,0.3060610856148125,0.019465105238170598,0.35995498584515834,0.06439134180865468,0.2895852015965958,0.08700392115489441,0.23681665523729142,0.21123243832533278
SHORT,0,80-100,1.5,60,56871,21,0.4566299168293155,0.0018287000404424048,0.31149443477343464,0.00641803379578344,0.3778023948937068,0.022331240878479364,0.31203952805472035,0.030261468938474794,0.2876861669392133,0.0824321710537884
SHORT,0,80-100,1.5,120,56871,21,0.4574915158868316,0.00043959135587557806,0.3131297146172918,0.0023913769759631447,0.3833588296319741,0.009671009829262717,0.319371911870725,0.012976736825447064,0.30727435775702905,0.03203741801621213
SHORT,0,80-100,2.0,10,18797,21,0.4306538277384689,0.041655583337766665,0.2805766877693249,0.07511836995265202,0.2844070862371655,0.23333510666595733,0.2043411182635527,0.2886630845347662,0.1336383465446614,0.4881098047560781
SHORT,0,80-100,2.0,20,18797,21,0.4421982231207108,0.019737192105123157,0.2967494813002075,0.03702718518912593,0.3386710645315742,0.10852795658881736,0.2652550938979624,0.14215034313986274,0.20529871788051285,0.300154279938288
SHORT,0,80-100,2.0,30,18797,21,0.44523062190775126,0.011331595467361812,0.30196307921476834,0.022024791190083524,0.3576634569346172,0.06618077352769058,0.28903548438580623,0.0868755652497739,0.24402830238867904,0.2019471192211523
SHORT,0,80-100,2.0,60,18797,21,0.4495398201840719,0.001861999255200298,0.3081874767250093,0.007128797148481141,0.37399585040165984,0.02675958929616428,0.31074107570356974,0.03362238655104538,0.28967388413044637,0.08384316646273342
SHORT,0,80-100,2.0,120,18797,21,0.45028461988615204,0.0004255998297600681,0.3098898760440496,0.0028727988508804596,0.3808586476565409,0.012289195084321967,0.31792307283077087,0.016279193488322605,0.30829387668244934,0.037665584933766025
SHORT,0,80-100,2.5,10,4548,21,0.4039138082673703,0.04067722075637643,0.26649076517150394,0.06992084432717678,0.2955145118733509,0.20470536499560246,0.22427440633245382,0.24956024626209322,0.16666666666666666,0.42436235708003517
SHORT,0,80-100,2.5,20,4548,21,0.41424802110817943,0.02132805628847845,0.2801231310466139,0.03913808267370272,0.33883025505716796,0.10224274406332454,0.27088830255057167,0.13038698328935797,0.22669305189094108,0.2631926121372032
SHORT,0,80-100,2.5,30,4548,21,0.41842568161829374,0.011653474054529463,0.28562005277044855,0.024626209322779244,0.35224274406332456,0.06574318381706244,0.2891380826737027,0.08003518029903255,0.2594547053649956,0.18073878627968337
SHORT,0,80-100,2.5,60,4548,21,0.4230430958663149,0.001978891820580475,0.29243623570800353,0.008355321020228672,0.3665347405452946,0.027924362357080037,0.3049692172383465,0.03496042216358839,0.29243623570800353,0.08179419525065963
SHORT,0,80-100,2.5,120,4548,21,0.4239226033421284,0.00021987686895338611,0.29463500439753737,0.0037379067722075636,0.3737906772207564,0.014511873350923483,0.31244503078276165,0.018909410729991204,0.3100263852242744,0.04221635883905013
SHORT,0,80-100,3.0,10,1119,21,0.36371760500446826,0.024128686327077747,0.2734584450402145,0.04647006255585344,0.32171581769436997,0.13047363717605004,0.256478999106345,0.16264521894548703,0.2323503127792672,0.2877569258266309
SHORT,0,80-100,3.0,20,1119,21,0.3708668453976765,0.01161751563896336,0.28418230563002683,0.025022341376228777,0.34763181411974975,0.07953529937444147,0.28328865058087577,0.10098302055406613,0.26184092940125114,0.19571045576407506
SHORT,0,80-100,3.0,30,1119,21,0.3717605004468275,0.00804289544235925,0.28596961572832885,0.016979445933869526,0.3583556747095621,0.04736371760500447,0.2975871313672922,0.05719392314566577,0.2797140303842717,0.13404825737265416
SHORT,0,80-100,3.0,60,1119,21,0.3753351206434316,0.002680965147453083,0.29222520107238603,0.006255585344057194,0.3681858802502234,0.021447721179624665,0.30831099195710454,0.02770330652368186,0.2993744414655943,0.06613047363717604
SHORT,0,80-100,3.0,120,1119,21,0.3771224307417337,0.0,0.2931188561215371,0.004468275245755138,0.3726541554959786,0.01161751563896336,0.3127792672028597,0.016979445933869526,0.3127792672028597,0.03753351206434316
SHORT,0,80-100,3.5,10,453,20,0.304635761589404,0.006622516556291391,0.271523178807947,0.01545253863134658,0.3465783664459161,0.05518763796909492,0.3090507726269316,0.0640176600441501,0.304635761589404,0.16114790286975716
SHORT,0,80-100,3.5,20,453,20,0.3068432671081678,0.002207505518763797,0.2781456953642384,0.002207505518763797,0.3554083885209713,0.037527593818984545,0.31788079470198677,0.04415011037527594,0.31788079470198677,0.10154525386313466
SHORT,0,80-100,3.5,30,453,20,0.3068432671081678,0.002207505518763797,0.2781456953642384,0.002207505518763797,0.3620309050772627,0.019867549668874173,0.32671081677704195,0.024282560706401765,0.32891832229580575,0.0684326710816777
SHORT,0,80-100,3.5,60,453,20,0.3068432671081678,0.002207505518763797,0.2781456953642384,0.002207505518763797,0.36423841059602646,0.006622516556291391,0.3333333333333333,0.006622516556291391,0.34216335540838855,0.03090507726269316
SHORT,0,80-100,3.5,120,453,20,0.3090507726269316,0.0,0.2781456953642384,0.002207505518763797,0.36423841059602646,0.004415011037527594,0.3333333333333333,0.004415011037527594,0.3465783664459161,0.02207505518763797
SHORT,0,80-100,4.0,10,267,20,0.299625468164794,0.0,0.2808988764044944,0.003745318352059925,0.352059925093633,0.033707865168539325,0.3146067415730337,0.03745318352059925,0.31086142322097376,0.11610486891385768
SHORT,0,80-100,4.0,20,267,20,0.299625468164794,0.0,0.2808988764044944,0.0,0.36329588014981273,0.02247191011235955,0.32209737827715357,0.0299625468164794,0.32209737827715357,0.06741573033707865
SHORT,0,80-100,4.0,30,267,20,0.299625468164794,0.0,0.2808988764044944,0.0,0.36704119850187267,0.00749063670411985,0.3333333333333333,0.00749063670411985,0.3333333333333333,0.03745318352059925
SHORT,0,80-100,4.0,60,267,20,0.299625468164794,0.0,0.2808988764044944,0.0,0.36704119850187267,0.003745318352059925,0.3333333333333333,0.003745318352059925,0.34831460674157305,0.0149812734082397
SHORT,0,80-100,4.0,120,267,20,0.299625468164794,0.0,0.2808988764044944,0.0,0.36704119850187267,0.0,0.3333333333333333,0.0,0.352059925093633,0.003745318352059925
SHORT,1,80-100,1.5,10,32674,21,0.41155046826222685,0.0349819428291608,0.27887617065556713,0.07137173287629307,0.3036053130929791,0.1943441268286711,0.22415376140050192,0.2427618289771684,0.16248393217849055,0.42226234926853157
SHORT,1,80-100,1.5,20,32674,21,0.42299687825182103,0.011446409989594173,0.29555609965109875,0.030054477566260635,0.34535104364326374,0.09717206341433555,0.27186753994001345,0.12459447879047561,0.22794882781416417,0.25393279059802903
SHORT,1,80-100,1.5,30,32674,21,0.42611862643080123,0.0037644610393585114,0.30164656913754057,0.014353920548448307,0.36056191467221643,0.05891534553467589,0.28992471077921284,0.07721735936830508,0.2594417579727,0.17221644120707597
SHORT,1,80-100,1.5,60,32674,21,0.4276182897716839,0.0006733182346820102,0.30672706127195937,0.0030299320560690456,0.37736426516496296,0.019832282548815573,0.30902246434473896,0.028707841096896614,0.29886148007590135,0.07492195629552549
SHORT,1,80-100,1.5,120,32674,21,0.4279549488890249,0.0,0.30749219562955254,0.000581502111770827,0.3836995776458346,0.0054171512517598094,0.3170104670380119,0.009089796168207136,0.3164595703005448,0.029197527085756257
SHORT,1,80-100,2.0,10,12912,21,0.40257125154894674,0.02137546468401487,0.28214064436183395,0.0484820322180917,0.3173791821561338,0.15133209417596036,0.23551734820322182,0.19888475836431227,0.1754182156133829,0.3739157372986369
