side,hmm_state,vol_bucket,zscore,horizon,observations,window_count,p_5_before_5_wr,p_5_before_5_timeout,p_10_before_5_wr,p_10_before_5_timeout,p_15_before_10_wr,p_15_before_10_timeout,p_20_before_10_wr,p_20_before_10_timeout,p_30_before_15_wr,p_30_before_15_timeout
SHORT,1,80-100,2.0,20,12912,21,0.41016109045848825,0.006815365551425031,0.29468711276332094,0.018897149938042132,0.3533921933085502,0.07008983890954151,0.27772614622057,0.09526022304832714,0.23784076827757125,0.21669764560099133
SHORT,1,80-100,2.0,30,12912,21,0.412407063197026,0.002091078066914498,0.2984820322180917,0.009216232961586121,0.3652416356877323,0.03980793060718711,0.29228624535315983,0.05676889714993804,0.266728624535316,0.1427354399008674
SHORT,1,80-100,2.0,60,12912,21,0.41325898389095417,0.00046468401486988845,0.30165737298636924,0.0017812887236679058,0.37724597273853777,0.012701363073110285,0.30715613382899626,0.020058859975216854,0.30111524163568776,0.05932465923172243
SHORT,1,80-100,2.0,120,12912,21,0.4134913258983891,0.0,0.3021995043370508,0.0003097893432465923,0.38135068153655516,0.0022459727385377944,0.3129646840148699,0.004724287484510533,0.3169919454770756,0.018355018587360595
SHORT,1,80-100,2.5,10,4447,21,0.3773330335057342,0.013042500562176748,0.2738925118057117,0.026759613222397123,0.3235889363615921,0.11018664268045873,0.2509557004722285,0.14863953226894536,0.2030582415111311,0.29975264223071735
SHORT,1,80-100,2.5,20,4447,21,0.38228018889138743,0.0031481897908702495,0.28131324488419157,0.008769957274567124,0.3546210928715988,0.04474926917022712,0.2855857881718012,0.06588711490892736,0.25365414886440296,0.16775354171351473
SHORT,1,80-100,2.5,30,4447,21,0.3834045423881268,0.001124353496739375,0.2831122104789746,0.004272543287609625,0.3618169552507308,0.025185518326961996,0.295030357544412,0.039577243085226,0.2783899257926692,0.10883741848437149
SHORT,1,80-100,2.5,60,4447,21,0.38385428378682257,0.00022487069934787497,0.2846863053744097,0.001124353496739375,0.3701371711266022,0.006970991679784124,0.30672363391050145,0.011693276366089498,0.3035754441196312,0.04564875196761862
SHORT,1,80-100,2.5,120,4447,21,0.38385428378682257,0.0,0.28536091747245335,0.0,0.3730604902181246,0.00044974139869574995,0.31212053069485046,0.0013492241960872497,0.31616820328311224,0.010568922869350123
SHORT,1,80-100,3.0,10,1667,21,0.3281343731253749,0.00599880023995201,0.25374925014997,0.013197360527894421,0.3287342531493701,0.0611877624475105,0.27114577084583086,0.08638272345530894,0.23095380923815237,0.20995800839832032
SHORT,1,80-100,3.0,20,1667,21,0.3311337732453509,0.001799640071985603,0.2579484103179364,0.004199160167966407,0.34673065386922614,0.02459508098380324,0.29154169166166766,0.03719256148770246,0.27294541091781643,0.10677864427114576
SHORT,1,80-100,3.0,30,1667,21,0.3317336532693461,0.0,0.2585482903419316,0.0005998800239952009,0.352129574085183,0.011397720455908818,0.29634073185362925,0.021595680863827234,0.2891421715656869,0.06958608278344332
SHORT,1,80-100,3.0,60,1667,21,0.3317336532693461,0.0,0.2585482903419316,0.0,0.35692861427714456,0.0023995200959808036,0.3053389322135573,0.005398920215956809,0.3041391721655669,0.026994601079784044
SHORT,1,80-100,3.0,120,1667,21,0.3317336532693461,0.0,0.2585482903419316,0.0,0.35812837432513495,0.0,0.3083383323335333,0.0005998800239952009,0.3113377324535093,0.008398320335932814
SHORT,1,80-100,3.5,10,768,21,0.3020833333333333,0.0013020833333333333,0.2526041666666667,0.005208333333333333,0.3502604166666667,0.040364583333333336,0.29296875,0.059895833333333336,0.2513020833333333,0.15234375
SHORT,1,80-100,3.5,20,768,21,0.3020833333333333,0.0013020833333333333,0.2526041666666667,0.0026041666666666665,0.3606770833333333,0.020833333333333332,0.3046875,0.03125,0.2877604166666667,0.0703125
SHORT,1,80-100,3.5,30,768,21,0.3033854166666667,0.0,0.25390625,0.0,0.3645833333333333,0.010416666666666666,0.3072916666666667,0.020833333333333332,0.30078125,0.049479166666666664
SHORT,1,80-100,3.5,60,768,21,0.3033854166666667,0.0,0.25390625,0.0,0.3684895833333333,0.0026041666666666665,0.3151041666666667,0.0078125,0.3111979166666667,0.022135416666666668
SHORT,1,80-100,3.5,120,768,21,0.3033854166666667,0.0,0.25390625,0.0,0.3697916666666667,0.0,0.3190104166666667,0.0013020833333333333,0.3151041666666667,0.01171875
SHORT,1,80-100,4.0,10,404,21,0.2896039603960396,0.0,0.2524752475247525,0.0,0.33910891089108913,0.024752475247524754,0.27970297029702973,0.03217821782178218,0.25742574257425743,0.1188118811881188
SHORT,1,80-100,4.0,20,404,21,0.2896039603960396,0.0,0.2524752475247525,0.0,0.33910891089108913,0.01485148514851485,0.28217821782178215,0.019801980198019802,0.28465346534653463,0.054455445544554455
SHORT,1,80-100,4.0,30,404,21,0.2896039603960396,0.0,0.2524752475247525,0.0,0.34405940594059403,0.007425742574257425,0.28465346534653463,0.01485148514851485,0.29455445544554454,0.04207920792079208
SHORT,1,80-100,4.0,60,404,21,0.2896039603960396,0.0,0.2524752475247525,0.0,0.3465346534653465,0.0,0.2896039603960396,0.0049504950495049506,0.30445544554455445,0.017326732673267328
SHORT,1,80-100,4.0,120,404,21,0.2896039603960396,0.0,0.2524752475247525,0.0,0.3465346534653465,0.0,0.29207920792079206,0.0,0.30445544554455445,0.012376237623762377
SHORT,2,80-100,1.5,10,27745,21,0.4026671472337358,0.050351414669309785,0.2563705172103082,0.11728239322400433,0.24609839610740675,0.32113894395386555,0.1804649486393945,0.36885925391962515,0.1297170661380429,0.5348351054244008
SHORT,2,80-100,1.5,20,27745,21,0.41899441340782123,0.01376824653090647,0.28610560461344386,0.043755631645341506,0.31151558839430527,0.1679942331951703,0.2388178050099117,0.21434492701387636,0.1806812038205082,0.3821949900883042
SHORT,2,80-100,1.5,30,27745,21,0.4232834744999099,0.005730762299513426,0.29630564065597403,0.021084880158587133,0.34215173905208146,0.0998017660839791,0.2703550189223283,0.13735808253739412,0.21369616147053525,0.28819607136420977
SHORT,2,80-100,1.5,60,27745,21,0.42620291944494504,0.0010091908451973328,0.30481167777978013,0.00558659217877095,0.37495044152099477,0.03214993692557218,0.30978554694539556,0.052189583708776355,0.2704271039826996,0.14975671292124706
SHORT,2,80-100,1.5,120,27745,21,0.42681564245810055,0.00028834024148495225,0.3071183997116598,0.0012254460263110471,0.3856550729861236,0.0061272301315552355,0.32618489817985225,0.01038024869345828,0.3130654171922869,0.04429626959812579
SHORT,2,80-100,2.0,10,12714,21,0.4016045304388863,0.04703476482617587,0.2575114047506685,0.11074406166430706,0.24815164385716532,0.30745634733364796,0.18019506056315873,0.35740128991662734,0.1308006921503854,0.5255623721881391
SHORT,2,80-100,2.0,20,12714,21,0.4161554192229039,0.014314928425357873,0.28755702375334274,0.04152902312411515,0.3128047821299355,0.15927324209532798,0.23674689318861097,0.2078810759792355,0.18302658486707565,0.3714016045304389
SHORT,2,80-100,2.0,30,12714,21,0.4203240522258927,0.006213622778039956,0.29715274500550576,0.020213937391851504,0.34395154947302187,0.09556394525719679,0.2686015416076766,0.13536259241780715,0.21551046090923393,0.2788264904829322
SHORT,2,80-100,2.0,60,12714,21,0.4233915368884694,0.0011798017932987258,0.30493943684127733,0.005112474437627812,0.3751769702689948,0.03161868806040585,0.30910806984426614,0.05136070473493786,0.2696240364952021,0.1451156205757433
SHORT,2,80-100,2.0,120,12714,21,0.42402076451156206,0.0003932672644329086,0.307063080069215,0.0011011483404121441,0.38705364165486866,0.006134969325153374,0.3267264432908605,0.010224948875255624,0.3109170992606575,0.04365266635205285
SHORT,2,80-100,2.5,10,4641,21,0.3822452057746175,0.035983624218918334,0.25770308123249297,0.08834302951950011,0.2611506140917906,0.2568411980176686,0.19004524886877827,0.3076923076923077,0.1491057961646197,0.46972635207929325
SHORT,2,80-100,2.5,20,4641,21,0.3936651583710407,0.010127127774186598,0.28183581124757595,0.03490627020038785,0.3148028442146089,0.13531566472742942,0.24111182934712347,0.1790562378797673,0.1971557853910795,0.3285929756517992
SHORT,2,80-100,2.5,30,4641,21,0.39668174962292607,0.004093945270415859,0.2891618185735833,0.018530489118724413,0.3397974574445163,0.08403361344537816,0.26416720534367594,0.12066365007541478,0.22430510665804784,0.2486533074768369
SHORT,2,80-100,2.5,60,4641,21,0.39840551605257485,0.0010773540185304892,0.2958414134884723,0.004524886877828055,0.365653953889248,0.026287438052143935,0.29928894634776987,0.043094160741219564,0.26912303382891617,0.1279896574014221
SHORT,2,80-100,2.5,120,4641,21,0.398620986856281,0.00043094160741219563,0.2979961215255333,0.0006464124111182935,0.3749191984486102,0.006464124111182934,0.31307907778496014,0.009480715363068304,0.3027364792070674,0.04330963154492566
SHORT,2,80-100,3.0,10,1607,21,0.31922837585563163,0.021157436216552583,0.22899813316739265,0.054138145612943375,0.2881144990665837,0.15805849408836342,0.2283758556316117,0.19352831362787803,0.1997510889856876,0.3117610454262601
SHORT,2,80-100,3.0,20,1607,21,0.3260734287492221,0.005600497822028625,0.24704418170504044,0.019912881144990666,0.3223397635345364,0.08151835718730553,0.26260112009956443,0.11014312383322962,0.24144368388301182,0.21406347230864967
SHORT,2,80-100,3.0,30,1607,21,0.3273179838207841,0.002489110143123833,0.25015556938394523,0.01120099564405725,0.33851897946484133,0.05164903546981954,0.2762912258867455,0.07840696950840075,0.253889234598631,0.17050404480398257
SHORT,2,80-100,3.0,60,1607,21,0.328562538892346,0.0006222775357809583,0.2526446795270691,0.002489110143123833,0.35407591785936526,0.01804604853764779,0.30491599253266954,0.027380211574362167,0.28562538892345984,0.09583074051026758
SHORT,2,80-100,3.0,120,1607,21,0.328562538892346,0.0,0.2526446795270691,0.0,0.35905413814561293,0.004978220286247666,0.313627878033603,0.006222775357809583,0.3067828251400124,0.04107031736154325
SHORT,2,80-100,3.5,10,772,21,0.25777202072538863,0.010362694300518135,0.20207253886010362,0.023316062176165803,0.29404145077720206,0.09196891191709844,0.24352331606217617,0.11139896373056994,0.23056994818652848,0.19818652849740934
SHORT,2,80-100,3.5,20,772,21,0.2603626943005181,0.0012953367875647669,0.20725388601036268,0.009067357512953367,0.3121761658031088,0.04533678756476684,0.26295336787564766,0.05958549222797927,0.2616580310880829,0.12305699481865284
SHORT,2,80-100,3.5,30,772,21,0.2603626943005181,0.0,0.20984455958549222,0.0051813471502590676,0.32124352331606215,0.029792746113989636,0.26813471502590674,0.04404145077720207,0.26813471502590674,0.09326424870466321
SHORT,2,80-100,3.5,60,772,21,0.2603626943005181,0.0,0.211139896373057,0.0012953367875647669,0.33031088082901555,0.01683937823834197,0.2823834196891192,0.023316062176165803,0.2862694300518135,0.06088082901554404
SHORT,2,80-100,3.5,120,772,21,0.2603626943005181,0.0,0.211139896373057,0.0,0.3329015544041451,0.006476683937823834,0.28886010362694303,0.006476683937823834,0.2966321243523316,0.03367875647668394
SHORT,2,80-100,4.0,10,409,21,0.2371638141809291,0.004889975550122249,0.20048899755501223,0.009779951100244499,0.3056234718826406,0.05134474327628362,0.24938875305623473,0.06845965770171149,0.254278728606357,0.1491442542787286
SHORT,2,80-100,4.0,20,409,21,0.2371638141809291,0.0,0.20293398533007334,0.0,0.3154034229828851,0.029339853300733496,0.2616136919315403,0.039119804400977995,0.28361858190709044,0.08312958435207823
SHORT,2,80-100,4.0,30,409,21,0.2371638141809291,0.0,0.20293398533007334,0.0,0.31784841075794623,0.02444987775061125,0.26405867970660146,0.03178484107579462,0.29095354523227385,0.061124694376528114
SHORT,2,80-100,4.0,60,409,21,0.2371638141809291,0.0,0.20293398533007334,0.0,0.3276283618581907,0.014669926650366748,0.2762836185819071,0.019559902200488997,0.2982885085574572,0.0488997555012225
SHORT,2,80-100,4.0,120,409,21,0.2371638141809291,0.0,0.20293398533007334,0.0,0.33007334963325186,0.004889975550122249,0.28117359413202936,0.004889975550122249,0.3056234718826406,0.029339853300733496
