target_points,horizon_bars,window,feature,gain,gain_normalized
1.0,5,5,zscore_15,6.442890644073486,0.016340072163224903
1.0,5,5,zscore_30,5.108250617980957,0.012955238314098415
1.0,5,5,zscore_60,5.89753532409668,0.014956974765596934
1.0,5,5,abs_zscore_5,6.610282897949219,0.016764602340593397
1.0,5,5,abs_zscore_15,6.228018760681152,0.015795127002048156
1.0,5,5,abs_zscore_30,5.401906967163086,0.01369999190404782
1.0,5,5,abs_zscore_60,4.395771503448486,0.011148291589500498
1.0,5,5,zscore_direction_5,0.0,0.0
1.0,5,5,zscore_direction_15,0.0,0.0
1.0,5,5,zscore_direction_30,0.0,0.0
1.0,5,5,zscore_direction_60,0.0,0.0
1.0,5,5,log_zscore_5,6.840859889984131,0.017349377854747976
1.0,5,5,log_zscore_30,6.002902030944824,0.015224199477083191
1.0,5,5,log_zscore_60,6.44727087020874,0.016351181029585552
1.0,5,5,autocorrelation_30,4.4432454109191895,0.011268692061399722
1.0,5,5,autocorrelation_60,6.318215847015381,0.016023879433376416
1.0,5,5,ar1_coefficient_30,6.4652862548828125,0.016396870565833287
1.0,5,5,ar1_coefficient_60,6.780038833618164,0.017195127145716055
1.0,5,5,mean_reversion_speed_30,7.045433044433594,0.017868203998326497
1.0,5,5,mean_reversion_speed_60,5.743867874145508,0.01456725261135696
1.0,5,5,half_life_30,6.492702960968018,0.01646640316861342
1.0,5,5,half_life_60,5.27863073348999,0.013387346126630836
1.0,5,5,ou_residual_30,8.628030776977539,0.021881893285278984
1.0,5,5,ou_residual_60,3.3548121452331543,0.00850827300593678
1.0,5,5,normalized_ou_residual_30,8.211508750915527,0.02082553514738533
1.0,5,5,normalized_ou_residual_60,4.4611310958862305,0.011314052661042833
1.0,5,6,past_return_1,6.150692462921143,0.015828002637290166
1.0,5,6,past_return_3,6.773190498352051,0.01742991991829643
1.0,5,6,past_return_5,6.709146976470947,0.017265112290643717
1.0,5,6,past_return_10,6.134594440460205,0.015786576481860853
1.0,5,6,past_return_15,5.484174728393555,0.014112806417758651
1.0,5,6,past_return_30,6.228323459625244,0.016027775854367
1.0,5,6,realized_vol_5,7.468164920806885,0.019218345702511314
1.0,5,6,realized_vol_15,10.835491180419922,0.02788371943710685
1.0,5,6,realized_vol_30,13.049309730529785,0.03358069194237484
1.0,5,6,realized_vol_60,7.020545482635498,0.01806645562011981
1.0,5,6,vol_ratio_5_30,4.912024021148682,0.012640451401182464
1.0,5,6,vol_ratio_5_60,6.9253363609313965,0.017821447397304048
1.0,5,6,variance_ratio_5_30,6.380026340484619,0.016418163377853474
