target_points,horizon_bars,window,observations,mean_realized_probability,mean_model_probability,baseline_probability,probability_lift,top_decile_lift,mean_future_mfe,median_future_mfe
10.0,5,19,935,0.6374331550802139,0.6564015313564615,0.4863569034068761,0.17004462794958541,0.38598352212503884,23.616844919786097,14.25
10.0,5,20,1189,0.7022708158116064,0.6945359910970681,0.49166948738200006,0.20286650371506804,0.3318599243827058,24.5067283431455,18.0
10.0,5,21,1061,0.7370405278039586,0.7525701161252789,0.5006839945280438,0.2518861215972351,0.3965122671541992,30.466305372290293,20.25
10.0,10,1,1243,0.22847948511665325,0.1183175212895501,0.255700325732899,-0.13738280444334894,0.19229967426710098,6.819790828640386,5.25
10.0,10,2,1638,0.5213675213675214,0.46800169440619455,0.24200728450020234,0.2259944099059922,0.5872610081827244,17.76129426129426,10.5
10.0,10,3,1892,0.620507399577167,0.5532235613882337,0.35337064979313704,0.19985291159509666,0.5045240870489682,17.990750528541227,13.25
10.0,10,4,1862,0.640171858216971,0.7615453615728626,0.43759373437760374,0.32395162719525883,0.3485025223068883,17.803974221267456,13.75
10.0,10,5,1943,0.6031909418425115,0.6178860767033647,0.4855653058629022,0.1323207708404625,0.32469110439350807,17.979670612454967,13.0
10.0,10,6,1234,0.5089141004862237,0.5446766130324314,0.5088721191107485,0.035804493921682945,0.257256913147316,13.743314424635333,10.0
10.0,10,7,1320,0.6363636363636364,0.6342961086694038,0.508876811594203,0.12541929707520083,0.21839591567852434,19.034280303030304,13.75
10.0,10,8,1884,0.7282377919320594,0.7827156050498508,0.5224919093851133,0.2602236956647376,0.33465094775774384,26.120355626326965,19.25
10.0,10,9,1357,0.6676492262343404,0.724721963435697,0.5497051390058972,0.1750168244297997,0.22235368452351456,22.88430361090641,15.75
10.0,10,10,1376,0.6715116279069767,0.6966374194368633,0.5599641048650728,0.13667331457179055,0.2443837212218838,19.34938226744186,15.0
10.0,10,11,1154,0.6057192374350087,0.6604475944595124,0.5690051245803145,0.09144246987919791,0.09478797886796142,16.880849220103986,13.0
10.0,10,12,926,0.6112311015118791,0.6299420664626019,0.5713419006122111,0.05860016585039074,0.31037852949531575,17.091522678185743,13.0
10.0,10,13,960,0.5895833333333333,0.582969641898914,0.5732801595214357,0.009689482377478242,0.22880317381189763,17.059635416666666,12.75
10.0,10,14,1289,0.6097750193948798,0.5760279961871063,0.5740620472598291,0.0019659489272771946,0.22438756514327163,18.45500387897595,13.25
10.0,10,15,1326,0.669683257918552,0.6497705125504175,0.5762226602834882,0.07354785226692928,0.22076982091951924,24.699283559577676,15.75
10.0,10,16,1032,0.751937984496124,0.6399729174106966,0.5816984800282785,0.05827443738241811,0.2933015199717215,26.212209302325583,19.5
10.0,10,17,1149,0.7589208006962577,0.8185853375895217,0.5891227180527383,0.22946261953678337,0.2630511949907399,36.65339425587467,23.75
10.0,10,18,841,0.7348394768133175,0.6925069211265703,0.5969854511747874,0.0955214699517829,0.26183807823697725,26.251189060642094,18.75
10.0,10,19,935,0.7401069518716578,0.7626195375394216,0.6015046386528416,0.16111489888657993,0.3240272762407753,34.92433155080214,20.0
10.0,10,20,1189,0.7931034482758621,0.783981399414818,0.6063785776072812,0.17760282180753684,0.34320125432549187,35.62279226240538,23.75
10.0,10,21,1061,0.7992459943449576,0.8501480876079266,0.6143710850313198,0.23577700257660683,0.3202083542210167,42.14373232799246,27.0
10.0,20,1,1243,0.34352373290426386,0.2090933165652153,0.38355048859934854,-0.17445717203413325,0.056449511400651464,9.249396621078038,6.75
10.0,20,2,1638,0.6330891330891331,0.6296561813813217,0.36341562120598947,0.26624056017533226,0.4841453544037666,24.982905982905983,14.5
10.0,20,3,1892,0.7161733615221987,0.6397858007434937,0.4709174981747384,0.1688683025687553,0.40276671235157746,23.203488372093023,18.25
10.0,20,4,1862,0.7309344790547798,0.8345361799962027,0.5482419596733877,0.28629422032281493,0.3020254200057566,23.943340494092375,18.5
10.0,20,5,1943,0.7159032424086464,0.6794112682173808,0.5915045148162279,0.08790675340115295,0.2905467672350541,24.62403499742666,18.25
10.0,20,6,1234,0.6482982171799028,0.7308419049042768,0.6161533754843973,0.1146885294198795,0.23062081806398982,19.64404376012966,14.625
10.0,20,7,1320,0.725,0.6878802657155603,0.6197463768115942,0.0681338889039661,0.2817687747035573,25.73125,18.75
10.0,20,8,1884,0.802547770700637,0.8520049564777665,0.6309870550161812,0.2210179014615853,0.2737748497457235,36.58718152866242,25.75
10.0,20,9,1357,0.7560795873249816,0.803208669648947,0.6536787419264252,0.14952992772252183,0.16249772866181011,33.041820191599115,23.25
10.0,20,10,1376,0.7478197674418605,0.7876205328353789,0.6625857316838664,0.12503480115151255,0.2142258625190322,25.719476744186046,19.25
10.0,20,11,1154,0.6993067590987868,0.7539606880609663,0.6694940213229663,0.08446666673799996,0.14085080626324054,23.861351819757367,17.75
10.0,20,12,926,0.7073434125269978,0.7335280943822848,0.6713915393524902,0.06213655502979465,0.2533396434432087,24.53887688984881,19.0
10.0,20,13,960,0.6614583333333334,0.6826509277181079,0.6731384792989453,0.009512448419162545,0.17061152070105468,23.748958333333334,17.25
10.0,20,14,1289,0.682699767261443,0.6154050277625525,0.6725783084378278,-0.057173280675275384,0.14137517993426518,25.49166020170675,17.75
10.0,20,15,1326,0.770739064856712,0.7181054609427355,0.67319065052098,0.04491481042175549,0.18395220662187706,33.78450226244344,21.5
10.0,20,16,1032,0.8362403100775194,0.7491099424227032,0.6789059738423471,0.07020396858035616,0.22494018000380678,33.82897286821706,25.875
10.0,20,17,1149,0.8154917319408181,0.8782252658699988,0.6857674104124408,0.192457855457558,0.2533630243701679,51.09203655352481,33.0
10.0,20,18,841,0.7919143876337693,0.7773262903572689,0.6917744730584774,0.08555181729879147,0.2729314092944638,36.16825208085612,24.25
10.0,20,19,935,0.8106951871657754,0.8157167735265538,0.6950573010056911,0.12065947252086273,0.20919801814324512,44.01042780748663,25.75
10.0,20,20,1189,0.8679562657695542,0.8390629233884852,0.6991236977697544,0.13993922561873084,0.2588594955075566,50.73107653490328,32.75
10.0,20,21,1061,0.8529688972667295,0.8970873849668332,0.7063503491972064,0.19073703576962675,0.25626647323270013,58.37252591894439,38.25
10.0,30,1,1243,0.4247787610619469,0.2819528412584748,0.4796416938110749,-0.1976888525526001,0.06435830618892513,11.454947707160096,8.25
10.0,30,2,1638,0.6837606837606838,0.6780902863092384,0.4520437070012141,0.2260465793080243,0.419907512510981,30.025030525030527,17.0
10.0,30,3,1892,0.758985200845666,0.7333545135353824,0.5444146994402531,0.18893981409512928,0.3555853005597469,27.419001057082454,22.0
10.0,30,4,1862,0.7685284640171858,0.8355841630015414,0.6120646558906849,0.22351950711085644,0.24889791095423486,28.757921589688507,22.25
10.0,30,5,1943,0.7673700463201235,0.7232508916816206,0.6491161134427064,0.07413477823891423,0.26883260450601154,29.06201749871333,21.5
10.0,30,6,1234,0.706645056726094,0.7831630926772445,0.6725474199469712,0.11061567273027328,0.10164612844012555,23.003646677471636,17.0
10.0,30,7,1320,0.775,0.7114098678992101,0.6763586956521739,0.035051172247036244,0.2251564558629776,32.035227272727276,23.25
10.0,30,8,1884,0.8274946921443737,0.8786469526478187,0.6868932038834952,0.1917537487643235,0.244323727333436,44.23049363057325,32.5
10.0,30,9,1357,0.8025055268975682,0.8360361512654304,0.7054900308901993,0.13054612037523106,0.1400982044039183,40.07240235814296,29.5
10.0,30,10,1376,0.784156976744186,0.8234164647129906,0.7139285943208769,0.10948787039211372,0.19186850712839854,30.91987645348837,23.25
10.0,30,11,1154,0.7452339688041595,0.7965898365298838,0.7196206632502797,0.07696917327960406,0.0993448539910996,30.8698006932409,22.5
10.0,30,12,926,0.7483801295896328,0.774125741468843,0.7212508962550328,0.05287484521381025,0.2679964155729242,29.929535637149026,24.5
10.0,30,13,960,0.725,0.7401371786138042,0.7225691347011597,0.01756804391264455,0.11076419863217368,30.319010416666668,21.75
10.0,30,14,1289,0.7354538401861909,0.7034151980334054,0.7226857171404306,-0.019270519107025263,0.16878715107662368,30.92242048099302,21.25
10.0,30,15,1326,0.8099547511312217,0.7606789688797468,0.7234581807941425,0.03722078808560436,0.11864708236375221,41.4802036199095,26.0
10.0,30,16,1032,0.8614341085271318,0.7947403569380904,0.7285259809119831,0.06621437602610736,0.18493555754955537,40.669815891472865,30.25
10.0,30,17,1149,0.8476936466492603,0.8989768924144582,0.7343221771467208,0.16465471526773745,0.22219956198371404,60.93603133159269,41.0
10.0,30,18,841,0.8204518430439952,0.8143304750482762,0.7395719985491476,0.07475847649912859,0.1780750602743818,45.46640903686088,29.75
10.0,30,19,935,0.841711229946524,0.8538075790685766,0.7422234349419193,0.11158414412665729,0.19394677782403813,52.155080213903744,31.25
10.0,30,20,1189,0.894869638351556,0.8630789033097315,0.7457219150776637,0.11735698823206775,0.18705119416603377,63.60281749369218,40.5
10.0,30,21,1061,0.885956644674835,0.9056771556573808,0.7521059831521348,0.153571172505246,0.2105108392777717,71.64278982092365,47.0
10.0,60,1,1243,0.5760257441673371,0.42791002123127375,0.6302931596091205,-0.20238313837784672,0.07370684039087949,16.50824617860016,12.25
10.0,60,2,1638,0.7808302808302808,0.8052980780296747,0.6029947389720761,0.20230333905759856,0.33602965127182627,48.15659340659341,26.75
10.0,60,3,1892,0.8382663847780126,0.8230261257898858,0.6738865904112923,0.14913953537859348,0.2419028832729182,39.69727801268499,30.625
10.0,60,4,1862,0.8394199785177229,0.909512269621761,0.7257123812697883,0.1837998883519727,0.16733574707245769,42.42830290010741,34.0
10.0,60,5,1943,0.8440555841482243,0.8130266821789361,0.7526389418796897,0.06038774029924643,0.11915592991518209,42.865671641791046,30.5
10.0,60,6,1234,0.8095623987034035,0.8873326632298372,0.7707526004487049,0.11658006278113231,0.10021514148677901,32.11466774716369,22.75
10.0,60,7,1320,0.8325757575757575,0.8273647405207157,0.775090579710145,0.05227416081057079,0.09612154150197627,43.65965909090909,31.75
10.0,60,8,1884,0.8699575371549894,0.9258026607223884,0.7812297734627832,0.14457288725960515,0.14998715775414795,61.88933121019108,46.5
10.0,60,9,1357,0.8533529845246868,0.896642181986645,0.7929654591406908,0.1036767228459542,0.08938748203577973,57.222181282240236,43.75
10.0,60,10,1376,0.8386627906976745,0.8822232920589835,0.798218062944683,0.08400522911430053,0.10757903850459238,44.055414244186046,33.25
10.0,60,11,1154,0.8119584055459272,0.8539952246707895,0.8014961418389586,0.05249908283183091,0.04333144436793801,40.50584922010398,32.0
10.0,60,12,926,0.8056155507559395,0.8442559050432291,0.8021620429099333,0.0420938621332958,0.16557989257393768,40.57883369330454,31.25
10.0,60,13,960,0.809375,0.8059049235035975,0.8023298525476203,0.0035750709559772,0.11433681411904628,41.213541666666664,30.25
10.0,60,14,1289,0.8091543832428238,0.7573153267219327,0.8026677324274367,-0.04535240570550403,0.10430901175860974,45.29868114817688,31.0
10.0,60,15,1326,0.8672699849170438,0.7962454260575555,0.8030601708438937,-0.006814744786338145,0.08415787426888821,58.94607843137255,37.75
10.0,60,16,1032,0.9011627906976745,0.8880254758536353,0.8068221986567692,0.08120327719686615,0.11625472442015394,57.24103682170543,37.25
10.0,60,17,1149,0.8746736292428199,0.9216737684942101,0.8109364435429344,0.11073732495127575,0.10210703471793514,79.0970409051349,56.75
10.0,60,18,841,0.8620689655172413,0.8607250623555586,0.8138878813525168,0.046837181003041795,0.1390532951180714,61.99881093935791,46.75
10.0,60,19,935,0.8909090909090909,0.8640614868804095,0.8154673735090044,0.04859411337140507,0.1313411371292934,68.70347593582888,40.0
10.0,60,20,1189,0.9201009251471826,0.9065743699557045,0.8181202753018165,0.08845409465388798,0.13986291797549444,86.31602186711523,60.0
10.0,60,21,1061,0.9245994344957588,0.9340322488439634,0.822485420116639,0.11154682872732435,0.14947719670579085,103.61757775683317,62.75
10.0,120,1,1243,0.7063555913113435,0.5201696722033229,0.75,-0.22983032779667711,0.08999999999999997,23.32320997586484,19.25
10.0,120,2,1638,0.8760683760683761,0.9306717423428764,0.7280453257790368,0.20262641656383962,0.23536930836730463,69.72557997557998,39.25
10.0,120,3,1892,0.8789640591966174,0.8726376631232196,0.787052810902896,0.08558485222032353,0.15505245225499875,60.032373150105705,49.0
10.0,120,4,1862,0.8856068743286788,0.9535054094233139,0.8160306615564072,0.1374747478669066,0.11979821544894032,59.29470998925886,45.75
10.0,120,5,1943,0.8980957282552754,0.8553823869957239,0.8325066768409004,0.02287571015482348,0.06492922059499706,63.16996911991765,45.25
10.0,120,6,1234,0.8978930307941653,0.9501897657902932,0.8455027534162758,0.10468701237401745,0.11417466593856296,47.284238249594814,34.75
10.0,120,7,1320,0.9015151515151515,0.9385485732307036,0.8513586956521739,0.0871898775785297,0.0653079710144927,64.95359848484848,50.125
10.0,120,8,1884,0.9113588110403397,0.9517409151653322,0.8567152103559871,0.09502570480934514,0.08508373144295467,92.26340233545648,69.75
10.0,120,9,1357,0.894620486366986,0.9303080131222241,0.8639427127211458,0.06636530040107835,0.03311611080826604,82.8605379513633,68.5
10.0,120,10,1376,0.8829941860465116,0.9155352819970873,0.8666111146721364,0.04892416732495097,0.039185986777139026,71.36845930232558,55.25
10.0,120,11,1154,0.8856152512998267,0.8982403425296424,0.8679389762620016,0.030301366267640795,0.05447481684144673,59.399913344887345,44.25
10.0,120,12,926,0.8693304535637149,0.9113076024449412,0.86906403397496,0.04224356846998123,0.06641983699278187,58.94546436285097,46.5
10.0,120,13,960,0.871875,0.8828925814790031,0.8690769795875531,0.013815601891449925,0.047589687079113485,57.72265625,43.75
10.0,120,14,1289,0.8572536850271528,0.8250788636129895,0.8692111705050707,-0.04413230689208114,0.030013635696479746,66.20868890612878,46.25
10.0,120,15,1326,0.9049773755656109,0.8531721203530356,0.8684877499295973,-0.01531562957656174,0.10143706210047787,81.66610105580693,53.25
10.0,120,16,1032,0.9341085271317829,0.9258681981600532,0.870625662778367,0.05524253538168622,0.05245126029855618,82.7439437984496,51.5
10.0,120,17,1149,0.9164490861618799,0.9445853846502678,0.873394185260311,0.07119119938995677,0.09182320604403682,127.27828546562228,94.5
10.0,120,18,841,0.9108204518430439,0.8974102281220036,0.8753879015032443,0.022022326618759247,0.1128473926144028,90.28448275862068,64.75
10.0,120,19,935,0.9283422459893048,0.8827994311875837,0.8765494659702191,0.00624996521736465,0.038344151051057485,93.51978609625668,57.25
10.0,120,20,1189,0.9343986543313709,0.9308301923754237,0.8783707548234232,0.052459437552000554,0.07120907710934987,114.91484440706476,81.5
10.0,120,21,1061,0.9509896324222432,0.9527912622459872,0.8807689538483692,0.07202230839761803,0.10988525175910746,171.42742695570217,100.25
15.0,5,1,1243,0.04666130329847144,0.012422599367672016,0.07084690553745929,-0.05842430616978727,0.12115309446254072,4.992156074014481,3.75
15.0,5,2,1638,0.2783882783882784,0.1157885419030448,0.05868069607446378,0.05710784582858102,0.5510754014865118,13.238858363858364,7.5
15.0,5,3,1892,0.3224101479915433,0.24166929619798122,0.14626429788269651,0.0954049983152847,0.5274199126436192,13.344080338266386,9.5
15.0,5,4,1862,0.3109559613319012,0.37028818484370735,0.20179970004999168,0.16848848479371567,0.43456393631364465,12.679914070891515,9.75
15.0,5,5,1943,0.2979927946474524,0.3137325019646595,0.22764848022383313,0.08608402174082638,0.413377160801808,12.969763252702007,8.75
15.0,5,6,1234,0.20826580226904376,0.194329369203863,0.2415867836018764,-0.0472574143980134,0.26647773252715584,9.772487844408428,7.25
15.0,5,7,1320,0.33636363636363636,0.3527326574418553,0.2378623188405797,0.11487033860127557,0.3303194993412385,14.448295454545455,10.25
15.0,5,8,1884,0.4692144373673036,0.5136791364538964,0.2483818770226537,0.2652972594312427,0.492358863718087,18.72213375796178,13.75
15.0,5,9,1357,0.3949889462048637,0.4260464811082669,0.2775905644481887,0.14845591666007818,0.3253506120223995,15.857774502579218,11.75
15.0,5,10,1376,0.3815406976744186,0.42636270363555223,0.2878020639702583,0.13856063966529392,0.3716182258848142,15.082848837209303,11.25
15.0,5,11,1154,0.317157712305026,0.3657116065341721,0.2953996583613124,0.07031194817285974,0.21322103129386,12.600086655112651,10.0
15.0,5,12,926,0.31317494600431967,0.33074659983915145,0.2967845127130329,0.033962087126118534,0.3483767776095477,12.208963282937365,9.25
15.0,5,13,960,0.3,0.2795725456196427,0.2975809413863672,-0.018008395766724528,0.2961690586136328,12.032552083333334,9.125
15.0,5,14,1289,0.3312645461598138,0.3033235926282953,0.29769695758605186,0.005626635042243422,0.3302100191581342,13.668347556245152,10.0
15.0,5,15,1326,0.39064856711915535,0.37530457537142253,0.29972777621327323,0.0755767991581493,0.3619263591250726,17.648378582202113,11.5
15.0,5,16,1032,0.4806201550387597,0.3848449959087568,0.30505478967833155,0.07979020623042526,0.3968682872447453,19.001211240310077,14.25
15.0,5,17,1149,0.5596170583115753,0.6001754811412944,0.312711291413117,0.2874641897281774,0.49598436076079605,26.86248912097476,18.0
15.0,5,18,841,0.4839476813317479,0.43303253645283324,0.3241446016201185,0.10888793483271475,0.4052671630857638,19.580558858501785,14.25
15.0,5,19,935,0.4844919786096257,0.5017535965092839,0.3293833320339908,0.17237026447529308,0.4046592211574986,23.616844919786097,14.25
15.0,5,20,1189,0.5719091673675357,0.5634963933074545,0.33483771484448455,0.22865867846296994,0.4382715288529945,24.5067283431455,18.0
15.0,5,21,1061,0.6022620169651273,0.6582157890611696,0.3449852401180791,0.31323054894309055,0.5335194327791172,30.466305372290293,20.25
15.0,10,1,1243,0.10378117457763475,0.032171497844658885,0.14087947882736157,-0.10870798098270268,0.11512052117263843,6.819790828640386,5.25
15.0,10,2,1638,0.3711843711843712,0.2839338089431402,0.12221772561715905,0.16171608332598114,0.6216847134072312,17.76129426129426,10.5
15.0,10,3,1892,0.4487315010570824,0.3250144197836043,0.22146507666098808,0.10354934312261621,0.5364296601811172,17.990750528541227,13.25
15.0,10,4,1862,0.4656283566058002,0.5523161782135849,0.29311781369771706,0.25919836451586786,0.38602657132902096,17.803974221267456,13.75
15.0,10,5,1943,0.44055584148224397,0.46117358075692577,0.3339692229428971,0.12720435781402867,0.4044923155186414,17.979670612454967,13.0
15.0,10,6,1234,0.3379254457050243,0.3376439513836352,0.35508872119110746,-0.017444769807472282,0.2820080530024409,13.743314424635333,10.0
15.0,10,7,1320,0.4666666666666667,0.4554458775134249,0.3531702898550725,0.10227558765835243,0.2528903162055336,19.034280303030304,13.75
15.0,10,8,1884,0.5966029723991507,0.6477697558262071,0.36529126213592233,0.28247849369028477,0.4019045050598449,26.120355626326965,19.25
15.0,10,9,1357,0.5210022107590273,0.5720074892115443,0.39588598708228023,0.17612150212926408,0.33940813056477864,22.88430361090641,15.75
15.0,10,10,1376,0.502906976744186,0.5486146017386535,0.4067687968719954,0.1418458048666581,0.33236163791061324,19.34938226744186,15.0
15.0,10,11,1154,0.4506065857885615,0.49984088599798066,0.41456087647994344,0.08528000951803721,0.1113011924855738,16.880849220103986,13.0
15.0,10,12,926,0.4524838012958963,0.4675597305928576,0.41685511003254094,0.05070462056031666,0.3250803738384268,17.091522678185743,13.0
15.0,10,13,960,0.42604166666666665,0.4124459719149551,0.41858634622448443,-0.006140374309529351,0.30016365377551557,17.059635416666666,12.75
15.0,10,14,1289,0.4530643910007758,0.4018722436541823,0.4189438976869661,-0.017071654032783823,0.3019863348711734,18.45500387897595,13.25
15.0,10,15,1326,0.524132730015083,0.5222320510130685,0.4210081667136018,0.10122388429946666,0.2105707806548192,24.699283559577676,15.75
15.0,10,16,1032,0.627906976744186,0.49272809870533874,0.42705019441498765,0.06567790429035109,0.3037190363542431,26.212209302325583,19.5
15.0,10,17,1149,0.6518711923411662,0.7158179677880204,0.4358096686950642,0.2800082990929562,0.416364244348414,36.65339425587467,23.75
15.0,10,18,841,0.6040428061831153,0.5557148252214071,0.44581469391045014,0.109900131310957,0.3777147178542557,26.251189060642094,18.75
15.0,10,19,935,0.613903743315508,0.6244064148376014,0.4510017930926951,0.17340462174490628,0.36814714307751767,34.92433155080214,20.0
15.0,10,20,1189,0.6896551724137931,0.6780526829120539,0.4567302267855128,0.2213224561265411,0.38360590766826874,35.62279226240538,23.75
15.0,10,21,1061,0.6974552309142319,0.7768672211209802,0.4667002663978688,0.31016695472311134,0.4118044064993274,42.14373232799246,27.0
15.0,20,1,1243,0.18905872888173772,0.10252765015249792,0.23127035830618892,-0.128742708153691,0.08872964169381109,9.249396621078038,6.75
15.0,20,2,1638,0.4908424908424908,0.44213283842575074,0.21003642250101173,0.232096415924739,0.5094757726209395,24.982905982905983,14.5
15.0,20,3,1892,0.5882663847780126,0.4672575377906923,0.3219761499148211,0.1452813878758712,0.4569712185062315,23.203488372093023,18.25
15.0,20,4,1862,0.5934479054779807,0.747549141788201,0.4059323446092318,0.3416167971789692,0.36412113132659707,23.943340494092375,18.5
15.0,20,5,1943,0.5892949047864128,0.5460439141786059,0.4503370214930688,0.09570689268553706,0.3701757990197517,24.62403499742666,18.25
15.0,20,6,1234,0.49432739059967584,0.5539732385182231,0.47787069141342037,0.07610254710480274,0.28825834084464413,19.64404376012966,14.625
15.0,20,7,1320,0.5825757575757575,0.5595191039300214,0.4797101449275362,0.07980895900248514,0.2702898550724638,25.73125,18.75
15.0,20,8,1884,0.6932059447983014,0.7660873061374242,0.4906957928802589,0.27539151325716527,0.3399920378075718,36.58718152866242,25.75
15.0,20,9,1357,0.6403831982313928,0.6931856105992174,0.5174810446503791,0.1757045659488382,0.2251660141731503,33.041820191599115,23.25
15.0,20,10,1376,0.6177325581395349,0.676686335279238,0.5281712710723672,0.14851506420687088,0.2399446709566183,25.719476744186046,19.25
15.0,20,11,1154,0.5805892547660312,0.62737251833191,0.5354302880367556,0.09194223029515436,0.14560419472186503,23.861351819757367,17.75
15.0,20,12,926,0.5896328293736501,0.6055849929064608,0.5383045612486901,0.06728043165777076,0.3004051161706648,24.53887688984881,19.0
15.0,20,13,960,0.5510416666666667,0.5304844900073173,0.5407986566615942,-0.010314166654276868,0.2404513433384058,23.748958333333334,17.25
15.0,20,14,1289,0.5577967416602017,0.47733092311801517,0.5412899035819554,-0.06395898046394022,0.22615195688316092,25.49166020170675,17.75
15.0,20,15,1326,0.6485671191553545,0.6071150962117255,0.5422885572139303,0.06482653899779522,0.14192196910185917,33.78450226244344,21.5
15.0,20,16,1032,0.7364341085271318,0.6167745349437807,0.5485153764581124,0.06825915848566821,0.2591769312341953,33.82897286821706,25.875
15.0,20,17,1149,0.7310704960835509,0.7985573978502922,0.556710615280595,0.24184678256969727,0.36502851515418766,51.09203655352481,33.0
15.0,20,18,841,0.6967895362663495,0.669708930629258,0.5647845887236529,0.10492434190560507,0.3528624700998765,36.16825208085612,24.25
15.0,20,19,935,0.6962566844919786,0.7266421208725894,0.5691120293131675,0.15753009155942188,0.2925900983464069,44.01042780748663,25.75
15.0,20,20,1189,0.7905803195962994,0.7534138197854751,0.5735830606641844,0.17983075912129065,0.30036651916774837,50.73107653490328,32.75
15.0,20,21,1061,0.7719132893496701,0.8467127302561471,0.5828713370293037,0.2638413932268434,0.333016513437986,58.37252591894439,38.25
15.0,30,1,1243,0.26870474658085275,0.148748322135976,0.30700325732899025,-0.15825493519301426,0.06099674267100974,11.454947707160096,8.25
15.0,30,2,1638,0.5598290598290598,0.5923717800065561,0.2877377579927155,0.3046340220138406,0.49884760786094307,30.025030525030527,17.0
15.0,30,3,1892,0.6527484143763214,0.4822231809210906,0.3962034558286688,0.08601972509242184,0.4564281231186996,27.419001057082454,22.0
15.0,30,4,1862,0.6530612244897959,0.7623084890150998,0.47708715214130976,0.2852213368737901,0.33039947887473303,28.757921589688507,22.25
15.0,30,5,1943,0.6567164179104478,0.6044110395330639,0.5187587434821315,0.08565229605093239,0.3325233077999198,29.06201749871333,21.5
15.0,30,6,1234,0.5559157212317666,0.6799442058616292,0.546094228023659,0.13384997783797015,0.18777673971827646,23.003646677471636,17.0
15.0,30,7,1320,0.6409090909090909,0.600822745033568,0.5471920289855072,0.0536307160480608,0.2179594861660079,32.035227272727276,23.25
15.0,30,8,1884,0.7393842887473461,0.8043877173317971,0.5572006472491909,0.2471870700826062,0.3316882416396979,44.23049363057325,32.5
15.0,30,9,1357,0.7044952100221076,0.7496440986126068,0.5812973883740522,0.16834671023855463,0.24223202339065364,40.07240235814296,29.5
15.0,30,10,1376,0.6729651162790697,0.7307519462436091,0.5920133324786873,0.1387386137649218,0.21958087041986352,30.91987645348837,23.25
15.0,30,11,1154,0.6403812824956673,0.684362896553449,0.5985745420274489,0.08578835452600009,0.10832200969668904,30.8698006932409,22.5
15.0,30,12,926,0.6490280777537797,0.6578711349251589,0.6012354530913905,0.056635681833768436,0.2482269125000074,29.929535637149026,24.5
15.0,30,13,960,0.6197916666666666,0.6095867869618814,0.603557747809204,0.0060290391526773845,0.12560891885746261,30.319010416666668,21.75
15.0,30,14,1289,0.630721489526765,0.5375045912789688,0.6043363141329869,-0.06683172285401817,0.15535360834763323,30.92242048099302,21.25
15.0,30,15,1326,0.7088989441930619,0.6686816979340119,0.6059326011452173,0.06274909678879459,0.08579672216305334,41.4802036199095,26.0
15.0,30,16,1032,0.7781007751937985,0.6641368662664132,0.6119653587840226,0.05217150748239063,0.2053423335236697,40.669815891472865,30.25
15.0,30,17,1149,0.7754569190600522,0.8331100910876086,0.619210615280595,0.21389947580701363,0.31122416732810065,60.93603133159269,41.0
15.0,30,18,841,0.7395957193816884,0.7223651552845266,0.6264458146939105,0.09591934059061613,0.2441424206002072,45.46640903686088,29.75
15.0,30,19,935,0.7422459893048128,0.7495243749835274,0.6301551414984018,0.11936923348512563,0.2847384755228748,52.155080213903744,31.25
15.0,30,20,1189,0.8334735071488646,0.7829396914443216,0.6340968069502426,0.148842884494079,0.23985277288169016,63.60281749369218,40.5
15.0,30,21,1061,0.8124410933081998,0.8559199018819954,0.6426308589531283,0.21328904292886708,0.3012943746917315,71.64278982092365,47.0
15.0,60,1,1243,0.4247787610619469,0.28310427070609934,0.48859934853420195,-0.2054950778281026,0.09540065146579801,16.50824617860016,12.25
15.0,60,2,1638,0.6862026862026862,0.7490143227005452,0.45649534601375963,0.2925189766867856,0.39106562959599644,48.15659340659341,26.75
15.0,60,3,1892,0.7616279069767442,0.5684500192931949,0.5480652226819177,0.020384796611277234,0.34667161942334546,39.69727801268499,30.625
15.0,60,4,1862,0.7475832438238453,0.8635952025491876,0.6153974337610398,0.2481977687881478,0.2348699459181045,42.42830290010741,34.0
15.0,60,5,1943,0.7699433865156974,0.7135671991289306,0.646699732926364,0.06686746620256667,0.1584284722018412,42.865671641791046,30.5
15.0,60,6,1234,0.6904376012965965,0.8295165279599411,0.6711197226188048,0.15839680534113632,0.11920285802635644,32.11466774716369,22.75
15.0,60,7,1320,0.7371212121212121,0.7025454569636195,0.6732789855072464,0.029266471456373067,0.1524785902503294,43.65965909090909,31.75
15.0,60,8,1884,0.79723991507431,0.878124636829279,0.6800970873786408,0.19802754945063816,0.208791801510248,61.88933121019108,46.5
15.0,60,9,1357,0.7907148120854827,0.828528208467305,0.6955911260881775,0.1329370823791275,0.18676181508829304,57.222181282240236,43.75
15.0,60,10,1376,0.7572674418604651,0.813155208670989,0.7038651368502019,0.1092900718207871,0.14396095010631982,44.055414244186046,33.25
15.0,60,11,1154,0.7244367417677643,0.7778729012355441,0.7081934381810685,0.06967946305447559,0.11939276871548321,40.50584922010398,32.0
15.0,60,12,926,0.7332613390928726,0.7449037884693939,0.7092272902763224,0.035676498193071504,0.22625658069141952,40.57883369330454,31.25
15.0,60,13,960,0.7291666666666666,0.6989025177181853,0.7103951303982788,-0.011492612680093495,0.16460486960172116,41.213541666666664,30.25
15.0,60,14,1289,0.7315748642358417,0.6592795442966087,0.7112953989109257,-0.052015854614317014,0.14141777938364786,45.29868114817688,31.0
